country,log_beta_S,beta_S,log_posterior,posterior_weight,grid_half_width,grid_points,grid_tail_drop_target,grid_min_effective_points_target,grid_max_single_weight_target,grid_left_edge_drop,grid_right_edge_drop,grid_min_edge_drop,grid_effective_points,grid_max_weight
Japan,-4.444152239043202,0.011747060510094493,-2250.448928926518,3.0425574859985332e-05,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.44394413891067,0.011749505329318287,-2255.5541950018815,1.8452274530048737e-07,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.4437360387781375,0.011751950657362226,-2252.564505119068,3.668222970120077e-06,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.443527938645605,0.011754396494332207,-2248.48322049518,0.00021723766059768764,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.443319838513074,0.01175684284033414,-2245.451472602776,0.0045040841667974025,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.443111738380542,0.011759289695473983,-2246.5145123571547,0.0015557298981890614,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.442903638248009,0.011761737059857691,-2245.868427104935,0.00296842074477095,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.442695538115478,0.011764184933591236,-2247.5260572686425,0.0005657516442907004,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.442487437982946,0.011766633316780649,-2246.510193459201,0.001562463467194474,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.4422793378504135,0.011769082209531944,-2240.2611418986658,0.8086088337512412,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.442071237717881,0.011771531611951176,-2248.335060736571,0.00025193011382846205,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.441863137585349,0.011773981524144415,-2247.5637276096163,0.0005448360097957562,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.441655037452818,0.011776431946217747,-2242.521329150542,0.08436292518378999,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.441446937320285,0.011778882878277311,-2243.5554558781523,0.029994118199057132,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.441238837187753,0.011781334320429233,-2247.18632055956,0.000794642159894652,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.441030737055222,0.011783786272779668,-2244.981906850124,0.0072033797847997445,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.4408226369226895,0.011786238735434815,-2245.0366679076906,0.006819521259724808,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.440614536790157,0.011788691708500875,-2244.472807731287,0.01198492307317446,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.440406436657625,0.01179114519208407,-2244.9133045737913,0.0077148929239060395,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.440198336525093,0.011793599186290653,-2244.068521387201,0.017956206000313068,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.439990236392561,0.011796053691226886,-2247.57045808019,0.0005411813197525334,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.439782136260029,0.011798508706999082,-2244.504826075867,0.011607263949745534,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.439574036127497,0.011800964233713547,-2252.864700972247,2.716954237550907e-06,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.4393659359949655,0.011803420271476609,-2248.594456696635,0.0001943684846542206,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.439157835862433,0.01180587682039465,-2254.8154835172213,3.862497655817676e-07,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.438949735729901,0.011808333880574041,-2251.6504673681197,9.149919591395277e-06,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.438741635597369,0.011810791452121187,-2257.702486419265,2.1530732202189527e-08,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.4385335354648365,0.011813249535142515,-2261.837310951568,3.4460955997257407e-10,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.438325435332305,0.011815708129744463,-2259.3282114358813,4.23657984177795e-09,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
Japan,-4.438117335199773,0.011818167236033524,-2257.8230933399786,1.908446013782027e-08,0.004162002650640684,41,20.0,10.0,0.2,32.519582145157074,17.561951441312885,17.561951441312885,1.5090709804296292,0.8086088337512412
