country,log_beta_S,beta_S,log_posterior,posterior_weight,grid_half_width,grid_points,grid_tail_drop_target,grid_min_effective_points_target,grid_max_single_weight_target,grid_left_edge_drop,grid_right_edge_drop,grid_min_edge_drop,grid_effective_points,grid_max_weight
China,-4.604682527497643,0.010004877774151806,-4284.20420224261,2.4356857774361356e-20,0.0049578827927050095,81,20.0,10.0,0.2,45.15570747325455,21.870643639361333,21.870643639361333,1.0115668993080331,0.9942505553835048
China,-4.604558580427826,0.010006117926290818,-4286.117378224679,3.5953360406419026e-21,0.0049578827927050095,81,20.0,10.0,0.2,45.15570747325455,21.870643639361333,21.870643639361333,1.0115668993080331,0.9942505553835048
China,-4.604434633358008,0.010007358232152581,-4283.751699571496,3.8294876501665735e-20,0.0049578827927050095,81,20.0,10.0,0.2,45.15570747325455,21.870643639361333,21.870643639361333,1.0115668993080331,0.9942505553835048
China,-4.604310686288191,0.01000859869175615,-4287.868665955921,6.23971696391083e-22,0.0049578827927050095,81,20.0,10.0,0.2,45.15570747325455,21.870643639361333,21.870643639361333,1.0115668993080331,0.9942505553835048
China,-4.604186739218373,0.01000983930512058,-4292.696836369591,4.9924890615171e-24,0.0049578827927050095,81,20.0,10.0,0.2,45.15570747325455,21.870643639361333,21.870643639361333,1.0115668993080331,0.9942505553835048
China,-4.6040627921485555,0.010011080072264932,-4281.638811856451,3.167788288178628e-19,0.0049578827927050095,81,20.0,10.0,0.2,45.15570747325455,21.870643639361333,21.870643639361333,1.0115668993080331,0.9942505553835048
China,-4.603938845078738,0.010012320993208267,-4290.016349729271,7.285136252643844e-23,0.0049578827927050095,81,20.0,10.0,0.2,45.15570747325455,21.870643639361333,21.870643639361333,1.0115668993080331,0.9942505553835048
China,-4.6038148980089195,0.010013562067969658,-4268.270784707881,2.0249605808019548e-13,0.0049578827927050095,81,20.0,10.0,0.2,45.15570747325455,21.870643639361333,21.870643639361333,1.0115668993080331,0.9942505553835048
China,-4.603690950939102,0.010014803296568153,-4298.567569397179,1.4082837349347018e-26,0.0049578827927050095,81,20.0,10.0,0.2,45.15570747325455,21.870643639361333,21.870643639361333,1.0115668993080331,0.9942505553835048
China,-4.603567003869284,0.010016044679022833,-4274.043901717261,6.297725293664273e-16,0.0049578827927050095,81,20.0,10.0,0.2,45.15570747325455,21.870643639361333,21.870643639361333,1.0115668993080331,0.9942505553835048
China,-4.603443056799467,0.010017286215352764,-4272.076864618008,4.502534722926517e-15,0.0049578827927050095,81,20.0,10.0,0.2,45.15570747325455,21.870643639361333,21.870643639361333,1.0115668993080331,0.9942505553835048
China,-4.603319109729649,0.010018527905577024,-4283.765055292678,3.778682108368403e-20,0.0049578827927050095,81,20.0,10.0,0.2,45.15570747325455,21.870643639361333,21.870643639361333,1.0115668993080331,0.9942505553835048
China,-4.603195162659832,0.010019769749714687,-4295.598577323234,2.742249954380994e-25,0.0049578827927050095,81,20.0,10.0,0.2,45.15570747325455,21.870643639361333,21.870643639361333,1.0115668993080331,0.9942505553835048
China,-4.603071215590014,0.01002101174778483,-4294.721878087899,6.58950327436779e-25,0.0049578827927050095,81,20.0,10.0,0.2,45.15570747325455,21.870643639361333,21.870643639361333,1.0115668993080331,0.9942505553835048
China,-4.602947268520197,0.010022253899806538,-4283.10769751879,7.291673452092651e-20,0.0049578827927050095,81,20.0,10.0,0.2,45.15570747325455,21.870643639361333,21.870643639361333,1.0115668993080331,0.9942505553835048
China,-4.602823321450379,0.01002349620579889,-4274.3145725731065,4.80433025578459e-16,0.0049578827927050095,81,20.0,10.0,0.2,45.15570747325455,21.870643639361333,21.870643639361333,1.0115668993080331,0.9942505553835048
