country,log_beta_S,beta_S,log_posterior,posterior_weight,grid_half_width
Thailand,-4.70267199423327,0.009071007012938488,-1580.8761761015296,5.938471282527068e-181,0.015999999999998238
Thailand,-4.7018719942332705,0.009078266722045295,-1544.6944171020045,3.0705271348681527e-165,0.015999999999998238
Thailand,-4.701071994233271,0.009085532241243116,-1513.398368030827,1.1992627839401567e-151,0.015999999999998238
Thailand,-4.700271994233271,0.00909280357518188,-1480.7638405819907,1.786115532494069e-137,0.015999999999998238
Thailand,-4.699471994233271,0.009100080728515243,-1441.3065761075666,2.443328042309767e-120,0.015999999999998238
Thailand,-4.698671994233271,0.009107363705900583,-1412.232029885199,1.0348961413693065e-107,0.015999999999998238
Thailand,-4.697871994233271,0.009114652511999007,-1383.35143542772,3.6106016363575906e-95,0.015999999999998238
Thailand,-4.697071994233271,0.009121947151475348,-1348.2579458466741,6.287651325843014e-80,0.015999999999998238
Thailand,-4.696271994233271,0.009129247628998178,-1318.4013216428195,5.8217773271580864e-67,0.015999999999998238
Thailand,-4.695471994233271,0.009136553949239802,-1293.985483364373,2.3373267301839838e-56,0.015999999999998238
Thailand,-4.694671994233271,0.009143866116876264,-1269.5658405021218,9.419667451904796e-46,0.015999999999998238
Thailand,-4.693871994233271,0.009151184136587356,-1243.2663774825937,2.4874092058385736e-34,0.015999999999998238
Thailand,-4.6930719942332715,0.009158508013056605,-1226.912558837996,3.1486213263592185e-27,0.015999999999998238
Thailand,-4.692271994233272,0.009165837750971297,-1206.1241459116377,3.3605739312838877e-18,0.015999999999998238
Thailand,-4.691471994233272,0.00917317335502246,-1191.5347227099974,7.286507978392547e-12,0.015999999999998238
Thailand,-4.690671994233272,0.009180514829904885,-1181.5464771157044,1.5862052766649577e-07,0.015999999999998238
Thailand,-4.689871994233272,0.009187862180317115,-1171.3999764686755,0.004045094127482337,0.015999999999998238
Thailand,-4.689071994233272,0.009195215410961454,-1168.0168794755177,0.11917605022105791,0.015999999999998238
Thailand,-4.688271994233272,0.009202574526543968,-1166.2763875604128,0.6793209719364403,0.015999999999998238
Thailand,-4.687471994233272,0.009209939531774495,-1167.5124185568934,0.19736656427964536,0.015999999999998238
Thailand,-4.686671994233272,0.009217310431366636,-1175.192669049045,9.11555619430558e-05,0.015999999999998238
Thailand,-4.685871994233272,0.009224687230037767,-1184.9556152331234,5.245531723038191e-09,0.015999999999998238
Thailand,-4.685071994233272,0.009232069932509041,-1197.418426190477,2.028894617716851e-14,0.015999999999998238
Thailand,-4.6842719942332725,0.009239458543505387,-1211.7876336507911,1.166250869936071e-20,0.015999999999998238
Thailand,-4.6834719942332725,0.009246853067755516,-1230.0373517950898,1.3836941166108141e-28,0.015999999999998238
Thailand,-4.682671994233273,0.009254253509991924,-1252.934831048949,1.5732263249918376e-38,0.015999999999998238
Thailand,-4.681871994233273,0.009261659874950893,-1278.1639347459209,1.7375234952346774e-49,0.015999999999998238
Thailand,-4.681071994233273,0.0092690721673725,-1301.6027606875446,1.1496824905953172e-59,0.015999999999998238
Thailand,-4.680271994233273,0.00927649039200061,-1332.1406891998001,6.282378173107592e-73,0.015999999999998238
Thailand,-4.679471994233273,0.009283914553582887,-1362.2483197549554,5.278934365050279e-86,0.015999999999998238
Thailand,-4.678671994233273,0.009291344656870796,-1393.3441374857803,1.6512172292727373e-99,0.015999999999998238
Thailand,-4.677871994233273,0.009298780706619601,-1427.7736218971932,1.841913016017218e-114,0.015999999999998238
Thailand,-4.677071994233273,0.009306222707588378,-1458.3525449559427,9.660766156151764e-128,0.015999999999998238
Thailand,-4.676271994233273,0.009313670664540004,-1498.6995517044795,2.900876085077018e-145,0.015999999999998238
Thailand,-4.675471994233273,0.009321124582241172,-1525.0724495591896,1.0207635828831452e-156,0.015999999999998238
Thailand,-4.6746719942332735,0.009328584465462393,-1560.055342997871,6.547079072924385e-172,0.015999999999998238
Thailand,-4.673871994233274,0.00933605031897799,-1593.6532510955658,1.6774960100344974e-186,0.015999999999998238
Thailand,-4.673071994233274,0.009343522147566109,-1632.7014049212871,1.8461362960212313e-203,0.015999999999998238
Thailand,-4.672271994233274,0.00935099995600872,-1673.8162025353588,2.572373532871959e-221,0.015999999999998238
Thailand,-4.671471994233274,0.009358483749091625,-1703.6058436933358,2.970689489700951e-234,0.015999999999998238
Thailand,-4.670671994233274,0.009365973531604448,-1734.579378765097,1.0500788057490598e-247,0.015999999999998238
