"Date","Year","Month","Week","Disease","Cases","URL","Country","Method","PopulationRaw","Population","Country.y","Incidence"
2015-11-30,2015,NA,49,"Pertussis",46,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127275872.5,1272.758725,"Japan",0.0361419639845722
2015-12-07,2015,NA,50,"Pertussis",32,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127275872.5,1272.758725,"Japan",0.0251422358153546
2015-12-14,2015,NA,51,"Pertussis",48,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127275872.5,1272.758725,"Japan",0.0377133537230318
2015-12-21,2015,NA,52,"Pertussis",40,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127275872.5,1272.758725,"Japan",0.0314277947691932
2015-12-28,2015,NA,53,"Pertussis",17,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127275872.5,1272.758725,"Japan",0.0133568127769071
2016-01-04,2016,NA,1,"Pertussis",41,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0322428560860329
2016-01-11,2016,NA,2,"Pertussis",37,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0290972115898346
2016-01-18,2016,NA,3,"Pertussis",54,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0424662006986775
2016-01-25,2016,NA,4,"Pertussis",35,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0275243893417354
2016-02-01,2016,NA,5,"Pertussis",38,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0298836227138842
2016-02-08,2016,NA,6,"Pertussis",40,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0314564449619834
2016-02-15,2016,NA,7,"Pertussis",36,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.028310800465785
2016-02-22,2016,NA,8,"Pertussis",37,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0290972115898346
2016-02-29,2016,NA,9,"Pertussis",29,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0228059225974379
2016-03-07,2016,NA,10,"Pertussis",41,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0322428560860329
2016-03-14,2016,NA,11,"Pertussis",36,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.028310800465785
2016-03-21,2016,NA,12,"Pertussis",20,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0157282224809917
2016-03-28,2016,NA,13,"Pertussis",44,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0346020894581817
2016-04-04,2016,NA,14,"Pertussis",46,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0361749117062809
2016-04-11,2016,NA,15,"Pertussis",48,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.03774773395438
2016-04-18,2016,NA,16,"Pertussis",56,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0440390229467767
2016-04-25,2016,NA,17,"Pertussis",55,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0432526118227271
2016-05-02,2016,NA,18,"Pertussis",35,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0275243893417354
2016-05-09,2016,NA,19,"Pertussis",67,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0526895453113221
2016-05-16,2016,NA,20,"Pertussis",65,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.051116723063223
2016-05-23,2016,NA,21,"Pertussis",70,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0550487786834709
2016-05-30,2016,NA,22,"Pertussis",82,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0644857121720659
2016-06-06,2016,NA,23,"Pertussis",104,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0817867569011567
2016-06-13,2016,NA,24,"Pertussis",99,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0778547012809088
2016-06-20,2016,NA,25,"Pertussis",101,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.079427523529008
2016-06-27,2016,NA,26,"Pertussis",72,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.05662160093157
2016-07-04,2016,NA,27,"Pertussis",96,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.07549546790876
2016-07-11,2016,NA,28,"Pertussis",71,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0558351898075205
2016-07-18,2016,NA,29,"Pertussis",75,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0589808343037188
2016-07-25,2016,NA,30,"Pertussis",90,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0707770011644625
2016-08-01,2016,NA,31,"Pertussis",73,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0574080120556196
2016-08-08,2016,NA,32,"Pertussis",48,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.03774773395438
2016-08-15,2016,NA,33,"Pertussis",53,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0416797895746279
2016-08-22,2016,NA,34,"Pertussis",59,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0463982563189254
2016-08-29,2016,NA,35,"Pertussis",80,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0629128899239667
2016-09-05,2016,NA,36,"Pertussis",86,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0676313566682642
2016-09-12,2016,NA,37,"Pertussis",69,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0542623675594213
2016-09-19,2016,NA,38,"Pertussis",50,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0393205562024792
2016-09-26,2016,NA,39,"Pertussis",80,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0629128899239667
2016-10-03,2016,NA,40,"Pertussis",65,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.051116723063223
2016-10-10,2016,NA,41,"Pertussis",57,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0448254340708263
2016-10-17,2016,NA,42,"Pertussis",74,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0581944231796692
2016-10-24,2016,NA,43,"Pertussis",58,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0456118451948759
2016-10-31,2016,NA,44,"Pertussis",54,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0424662006986775
2016-11-07,2016,NA,45,"Pertussis",62,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0487574896910742
2016-11-14,2016,NA,46,"Pertussis",34,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0267379782176859
2016-11-21,2016,NA,47,"Pertussis",39,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0306700338379338
2016-11-28,2016,NA,48,"Pertussis",38,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0298836227138842
2016-12-05,2016,NA,49,"Pertussis",56,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0440390229467767
2016-12-12,2016,NA,50,"Pertussis",35,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0275243893417354
2016-12-19,2016,NA,51,"Pertussis",36,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.028310800465785
2016-12-26,2016,NA,52,"Pertussis",25,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127159951,1271.59951,"Japan",0.0196602781012396
2017-01-02,2017,NA,1,"Pertussis",18,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0141660126035014
2017-01-09,2017,NA,2,"Pertussis",21,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.016527014704085
2017-01-16,2017,NA,3,"Pertussis",31,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0243970217060302
2017-01-23,2017,NA,4,"Pertussis",25,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0196750175048631
2017-01-30,2017,NA,5,"Pertussis",29,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0228230203056412
2017-02-06,2017,NA,6,"Pertussis",17,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0133790119033069
2017-02-13,2017,NA,7,"Pertussis",16,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0125920112031124
2017-02-20,2017,NA,8,"Pertussis",23,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.018101016104474
2017-02-27,2017,NA,9,"Pertussis",16,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0125920112031124
2017-03-06,2017,NA,10,"Pertussis",35,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0275450245068083
2017-03-13,2017,NA,11,"Pertussis",27,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0212490189052521
2017-03-20,2017,NA,12,"Pertussis",13,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0102310091025288
2017-03-27,2017,NA,13,"Pertussis",21,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.016527014704085
2017-04-03,2017,NA,14,"Pertussis",22,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0173140154042795
2017-04-10,2017,NA,15,"Pertussis",27,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0212490189052521
2017-04-17,2017,NA,16,"Pertussis",39,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0306930273075864
2017-04-24,2017,NA,17,"Pertussis",25,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0196750175048631
2017-05-01,2017,NA,18,"Pertussis",14,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0110180098027233
2017-05-08,2017,NA,19,"Pertussis",35,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0275450245068083
2017-05-15,2017,NA,20,"Pertussis",41,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0322670287079754
2017-05-22,2017,NA,21,"Pertussis",28,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0220360196054466
2017-05-29,2017,NA,22,"Pertussis",27,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0212490189052521
2017-06-05,2017,NA,23,"Pertussis",36,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0283320252070028
2017-06-12,2017,NA,24,"Pertussis",51,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0401370357099207
2017-06-19,2017,NA,25,"Pertussis",44,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.034628030808559
2017-06-26,2017,NA,26,"Pertussis",47,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0369890329091426
2017-07-03,2017,NA,27,"Pertussis",38,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0299060266073919
2017-07-10,2017,NA,28,"Pertussis",47,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0369890329091426
2017-07-17,2017,NA,29,"Pertussis",35,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0275450245068083
2017-07-24,2017,NA,30,"Pertussis",46,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0362020322089481
2017-07-31,2017,NA,31,"Pertussis",45,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0354150315087535
2017-08-07,2017,NA,32,"Pertussis",40,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0314800280077809
2017-08-14,2017,NA,33,"Pertussis",33,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0259710231064193
2017-08-21,2017,NA,34,"Pertussis",35,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0275450245068083
2017-08-28,2017,NA,35,"Pertussis",25,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0196750175048631
2017-09-04,2017,NA,36,"Pertussis",32,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0251840224062247
2017-09-11,2017,NA,37,"Pertussis",30,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0236100210058357
2017-09-18,2017,NA,38,"Pertussis",22,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0173140154042795
2017-09-25,2017,NA,39,"Pertussis",33,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0259710231064193
2017-10-02,2017,NA,40,"Pertussis",32,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0251840224062247
2017-10-09,2017,NA,41,"Pertussis",25,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0196750175048631
2017-10-16,2017,NA,42,"Pertussis",38,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0299060266073919
2017-10-23,2017,NA,43,"Pertussis",49,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0385630343095316
2017-10-30,2017,NA,44,"Pertussis",50,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0393500350097261
2017-11-06,2017,NA,45,"Pertussis",42,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.03305402940817
2017-11-13,2017,NA,46,"Pertussis",35,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0275450245068083
2017-11-20,2017,NA,47,"Pertussis",33,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0259710231064193
2017-11-27,2017,NA,48,"Pertussis",35,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0275450245068083
2017-12-04,2017,NA,49,"Pertussis",35,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0275450245068083
2017-12-11,2017,NA,50,"Pertussis",32,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0251840224062247
2017-12-18,2017,NA,51,"Pertussis",30,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0236100210058357
2017-12-25,2017,NA,52,"Pertussis",29,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",127064690,1270.6469,"Japan",0.0228230203056412
2018-01-01,2018,NA,1,"Pertussis",8,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.00630350928377893
2018-01-08,2018,NA,2,"Pertussis",27,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.0212743438327539
2018-01-15,2018,NA,3,"Pertussis",38,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.0299416690979499
2018-01-22,2018,NA,4,"Pertussis",40,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.0315175464188946
2018-01-29,2018,NA,5,"Pertussis",36,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.0283657917770052
2018-02-05,2018,NA,6,"Pertussis",48,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.0378210557026736
2018-02-12,2018,NA,7,"Pertussis",27,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.0212743438327539
2018-02-19,2018,NA,8,"Pertussis",51,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.0401848716840906
2018-02-26,2018,NA,9,"Pertussis",40,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.0315175464188946
2018-03-05,2018,NA,10,"Pertussis",49,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.0386089943631459
2018-03-12,2018,NA,11,"Pertussis",54,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.0425486876655077
2018-03-19,2018,NA,12,"Pertussis",40,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.0315175464188946
2018-03-26,2018,NA,13,"Pertussis",46,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.0362451783817288
2018-04-02,2018,NA,14,"Pertussis",62,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.0488521969492867
2018-04-09,2018,NA,15,"Pertussis",40,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.0315175464188946
2018-04-16,2018,NA,16,"Pertussis",72,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.0567315835540103
2018-04-23,2018,NA,17,"Pertussis",78,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.0614592155168445
2018-04-30,2018,NA,18,"Pertussis",52,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.040972810344563
2018-05-07,2018,NA,19,"Pertussis",93,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.07327829542393
2018-05-14,2018,NA,20,"Pertussis",134,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.105583780503297
2018-05-21,2018,NA,21,"Pertussis",131,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.10321996452188
2018-05-28,2018,NA,22,"Pertussis",132,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.104007903182352
2018-06-04,2018,NA,23,"Pertussis",139,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.109523473805659
2018-06-11,2018,NA,24,"Pertussis",143,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.112675228447548
2018-06-18,2018,NA,25,"Pertussis",152,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.1197666763918
2018-06-25,2018,NA,26,"Pertussis",188,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.148132468168805
2018-07-02,2018,NA,27,"Pertussis",136,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.107159657824242
2018-07-09,2018,NA,28,"Pertussis",141,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.111099351126604
2018-07-16,2018,NA,29,"Pertussis",135,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.106371719163769
2018-07-23,2018,NA,30,"Pertussis",216,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.170194750662031
2018-07-30,2018,NA,31,"Pertussis",201,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.158375670754945
2018-08-06,2018,NA,32,"Pertussis",241,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.18989321717384
2018-08-13,2018,NA,33,"Pertussis",154,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.121342553712744
2018-08-20,2018,NA,34,"Pertussis",260,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.204864051722815
2018-08-27,2018,NA,35,"Pertussis",243,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.191469094494785
2018-09-03,2018,NA,36,"Pertussis",227,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.178862075927227
2018-09-10,2018,NA,37,"Pertussis",242,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.190681155834312
2018-09-17,2018,NA,38,"Pertussis",175,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.137889265582664
2018-09-24,2018,NA,39,"Pertussis",214,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.168618873341086
2018-10-01,2018,NA,40,"Pertussis",215,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.169406812001559
2018-10-08,2018,NA,41,"Pertussis",172,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.135525449601247
2018-10-15,2018,NA,42,"Pertussis",252,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.198560542439036
2018-10-22,2018,NA,43,"Pertussis",262,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.20643992904376
2018-10-29,2018,NA,44,"Pertussis",316,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.248988616709268
2018-11-05,2018,NA,45,"Pertussis",259,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.204076113062343
2018-11-12,2018,NA,46,"Pertussis",290,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.228502211536986
2018-11-19,2018,NA,47,"Pertussis",277,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.218259008950845
2018-11-26,2018,NA,48,"Pertussis",285,"https://www.niid.go.jp/niid/en/survaillance-data-table-english.html","JP","Interpolation",126913432.5,1269.134325,"Japan",0.224562518234624
