Location,Iso3,Time,Sex,AgeStart,AgeEnd,Age,Value
Singapore,SGP,2023,Both sexes,52,52.0,52,69380.5
Singapore,SGP,2023,Both sexes,53,53.0,53,66331.0
Singapore,SGP,2023,Both sexes,54,54.0,54,64962.0
Singapore,SGP,2023,Both sexes,55,55.0,55,65054.50000000001
Singapore,SGP,2023,Both sexes,56,56.0,56,65524.5
Singapore,SGP,2023,Both sexes,57,57.0,57,66115.5
Singapore,SGP,2023,Both sexes,58,58.0,58,66213.5
Singapore,SGP,2023,Both sexes,59,59.0,59,65889.0
Singapore,SGP,2023,Both sexes,60,60.0,60,64778.00000000001
Singapore,SGP,2023,Both sexes,61,61.0,61,63360.0
Singapore,SGP,2023,Both sexes,62,62.0,62,62472.0
Singapore,SGP,2023,Both sexes,63,63.0,63,61575.5
Singapore,SGP,2023,Both sexes,64,64.0,64,60141.5
Singapore,SGP,2023,Both sexes,65,65.0,65,58318.0
Singapore,SGP,2023,Both sexes,66,66.0,66,56513.0
Singapore,SGP,2023,Both sexes,67,67.0,67,54337.5
Singapore,SGP,2023,Both sexes,68,68.0,68,51900.5
Singapore,SGP,2023,Both sexes,69,69.0,69,49379.0
Singapore,SGP,2023,Both sexes,70,70.0,70,46336.0
Singapore,SGP,2023,Both sexes,71,71.0,71,43195.0
Singapore,SGP,2023,Both sexes,72,72.0,72,40841.0
Singapore,SGP,2023,Both sexes,73,73.0,73,39264.5
Singapore,SGP,2023,Both sexes,74,74.0,74,37299.5
Singapore,SGP,2023,Both sexes,75,75.0,75,35036.0
Singapore,SGP,2023,Both sexes,76,76.0,76,30913.0
Singapore,SGP,2023,Both sexes,77,77.0,77,23713.0
Singapore,SGP,2023,Both sexes,78,78.0,78,19134.5
Singapore,SGP,2023,Both sexes,79,79.0,79,18516.0
Singapore,SGP,2023,Both sexes,80,80.0,80,17392.5
Singapore,SGP,2023,Both sexes,81,81.0,81,16598.5
Singapore,SGP,2023,Both sexes,82,82.0,82,16853.0
Singapore,SGP,2023,Both sexes,83,83.0,83,16200.500000000002
Singapore,SGP,2023,Both sexes,84,84.0,84,14283.0
Singapore,SGP,2023,Both sexes,85,85.0,85,11593.5
Singapore,SGP,2023,Both sexes,86,86.0,86,9386.0
Singapore,SGP,2023,Both sexes,87,87.0,87,8547.0
Singapore,SGP,2023,Both sexes,88,88.0,88,8066.000000000001
Singapore,SGP,2023,Both sexes,89,89.0,89,6964.5
Singapore,SGP,2023,Both sexes,90,90.0,90,5751.5
Singapore,SGP,2023,Both sexes,91,91.0,91,4806.0
Singapore,SGP,2023,Both sexes,92,92.0,92,3984.0
Singapore,SGP,2023,Both sexes,93,93.0,93,3295.5
Singapore,SGP,2023,Both sexes,94,94.0,94,2664.5
Singapore,SGP,2023,Both sexes,95,95.0,95,2060.0
Singapore,SGP,2023,Both sexes,96,96.0,96,1519.0
Singapore,SGP,2023,Both sexes,97,97.0,97,1066.0
Singapore,SGP,2023,Both sexes,98,98.0,98,737.5
Singapore,SGP,2023,Both sexes,99,99.0,99,521.0
Singapore,SGP,2023,Both sexes,100,,100+,1116.5
Sweden,SWE,2023,Both sexes,0,1.0,0,101748.0
Sweden,SWE,2023,Both sexes,1,1.0,1,110940.5
Sweden,SWE,2023,Both sexes,2,2.0,2,116373.0
Sweden,SWE,2023,Both sexes,3,3.0,3,117494.0
Sweden,SWE,2023,Both sexes,4,4.0,4,119826.0
Sweden,SWE,2023,Both sexes,5,5.0,5,121427.0
Sweden,SWE,2023,Both sexes,6,6.0,6,123952.5
Sweden,SWE,2023,Both sexes,7,7.0,7,125097.5
Sweden,SWE,2023,Both sexes,8,8.0,8,124984.5
Sweden,SWE,2023,Both sexes,9,9.0,9,125355.0
Sweden,SWE,2023,Both sexes,10,10.0,10,125493.0
Sweden,SWE,2023,Both sexes,11,11.0,11,125568.0
Sweden,SWE,2023,Both sexes,12,12.0,12,127530.5
Sweden,SWE,2023,Both sexes,13,13.0,13,128274.5
Sweden,SWE,2023,Both sexes,14,14.0,14,126046.0
Sweden,SWE,2023,Both sexes,15,15.0,15,124689.5
Sweden,SWE,2023,Both sexes,16,16.0,16,123568.5
Sweden,SWE,2023,Both sexes,17,17.0,17,121371.5
Sweden,SWE,2023,Both sexes,18,18.0,18,119486.5
Sweden,SWE,2023,Both sexes,19,19.0,19,118867.0
Sweden,SWE,2023,Both sexes,20,20.0,20,117172.5
Sweden,SWE,2023,Both sexes,21,21.0,21,114613.5
Sweden,SWE,2023,Both sexes,22,22.0,22,114841.5
Sweden,SWE,2023,Both sexes,23,23.0,23,119251.5
Sweden,SWE,2023,Both sexes,24,24.0,24,120556.0
Sweden,SWE,2023,Both sexes,25,25.0,25,118865.0
Sweden,SWE,2023,Both sexes,26,26.0,26,121383.0
Sweden,SWE,2023,Both sexes,27,27.0,27,128833.0
Sweden,SWE,2023,Both sexes,28,28.0,28,138322.0
Sweden,SWE,2023,Both sexes,29,29.0,29,146038.0
Sweden,SWE,2023,Both sexes,30,30.0,30,152105.5
Sweden,SWE,2023,Both sexes,31,31.0,31,156973.5
Sweden,SWE,2023,Both sexes,32,32.0,32,160009.5
Sweden,SWE,2023,Both sexes,33,33.0,33,158122.0
Sweden,SWE,2023,Both sexes,34,34.0,34,153682.0
Sweden,SWE,2023,Both sexes,35,35.0,35,148855.0
Sweden,SWE,2023,Both sexes,36,36.0,36,144223.5
Sweden,SWE,2023,Both sexes,37,37.0,37,141802.5
Sweden,SWE,2023,Both sexes,38,38.0,38,137828.0
Sweden,SWE,2023,Both sexes,39,39.0,39,133615.5
Sweden,SWE,2023,Both sexes,40,40.0,40,131995.5
Sweden,SWE,2023,Both sexes,41,41.0,41,130765.0
Sweden,SWE,2023,Both sexes,42,42.0,42,131570.0
Sweden,SWE,2023,Both sexes,43,43.0,43,131379.0
Sweden,SWE,2023,Both sexes,44,44.0,44,127071.5
Sweden,SWE,2023,Both sexes,45,45.0,45,125605.0
Sweden,SWE,2023,Both sexes,46,46.0,46,126592.0
Sweden,SWE,2023,Both sexes,47,47.0,47,129053.5
Sweden,SWE,2023,Both sexes,48,48.0,48,133744.5
Sweden,SWE,2023,Both sexes,49,49.0,49,134938.0
Sweden,SWE,2023,Both sexes,50,50.0,50,134450.5
Sweden,SWE,2023,Both sexes,51,51.0,51,134880.5
Sweden,SWE,2023,Both sexes,52,52.0,52,132618.0
Sweden,SWE,2023,Both sexes,53,53.0,53,129506.0
Sweden,SWE,2023,Both sexes,54,54.0,54,130499.5
Sweden,SWE,2023,Both sexes,55,55.0,55,135543.0
Sweden,SWE,2023,Both sexes,56,56.0,56,138503.0
Sweden,SWE,2023,Both sexes,57,57.0,57,138539.0
Sweden,SWE,2023,Both sexes,58,58.0,58,137641.0
Sweden,SWE,2023,Both sexes,59,59.0,59,131993.0
Sweden,SWE,2023,Both sexes,60,60.0,60,123789.5
Sweden,SWE,2023,Both sexes,61,61.0,61,118071.5
Sweden,SWE,2023,Both sexes,62,62.0,62,114685.5
Sweden,SWE,2023,Both sexes,63,63.0,63,113456.0
Sweden,SWE,2023,Both sexes,64,64.0,64,112518.5
Sweden,SWE,2023,Both sexes,65,65.0,65,111886.5
Sweden,SWE,2023,Both sexes,66,66.0,66,111481.5
Sweden,SWE,2023,Both sexes,67,67.0,67,109551.0
Sweden,SWE,2023,Both sexes,68,68.0,68,106358.5
Sweden,SWE,2023,Both sexes,69,69.0,69,105231.0
Sweden,SWE,2023,Both sexes,70,70.0,70,104754.5
Sweden,SWE,2023,Both sexes,71,71.0,71,102379.5
Sweden,SWE,2023,Both sexes,72,72.0,72,102402.0
Sweden,SWE,2023,Both sexes,73,73.0,73,104697.5
Sweden,SWE,2023,Both sexes,74,74.0,74,106474.0
Sweden,SWE,2023,Both sexes,75,75.0,75,106546.0
Sweden,SWE,2023,Both sexes,76,76.0,76,105001.5
Sweden,SWE,2023,Both sexes,77,77.0,77,102431.0
Sweden,SWE,2023,Both sexes,78,78.0,78,98036.0
Sweden,SWE,2023,Both sexes,79,79.0,79,90641.5
Sweden,SWE,2023,Both sexes,80,80.0,80,80992.5
Sweden,SWE,2023,Both sexes,81,81.0,81,70010.5
Sweden,SWE,2023,Both sexes,82,82.0,82,60898.0
Sweden,SWE,2023,Both sexes,83,83.0,83,56145.5
Sweden,SWE,2023,Both sexes,84,84.0,84,51656.0
Sweden,SWE,2023,Both sexes,85,85.0,85,45702.5
Sweden,SWE,2023,Both sexes,86,86.0,86,40093.0
Sweden,SWE,2023,Both sexes,87,87.0,87,34885.0
Sweden,SWE,2023,Both sexes,88,88.0,88,29966.5
Sweden,SWE,2023,Both sexes,89,89.0,89,25696.0
Sweden,SWE,2023,Both sexes,90,90.0,90,22215.5
Sweden,SWE,2023,Both sexes,91,91.0,91,18936.5
Sweden,SWE,2023,Both sexes,92,92.0,92,15700.5
Sweden,SWE,2023,Both sexes,93,93.0,93,12489.5
Sweden,SWE,2023,Both sexes,94,94.0,94,9710.5
Sweden,SWE,2023,Both sexes,95,95.0,95,7380.5
Sweden,SWE,2023,Both sexes,96,96.0,96,5422.0
Sweden,SWE,2023,Both sexes,97,97.0,97,3924.5
Sweden,SWE,2023,Both sexes,98,98.0,98,2711.0
Sweden,SWE,2023,Both sexes,99,99.0,99,1793.0
Sweden,SWE,2023,Both sexes,100,,100+,2698.5
United Kingdom,GBR,2023,Both sexes,0,1.0,0,691038.5
United Kingdom,GBR,2023,Both sexes,1,1.0,1,699111.5
United Kingdom,GBR,2023,Both sexes,2,2.0,2,710672.0
United Kingdom,GBR,2023,Both sexes,3,3.0,3,730756.0
United Kingdom,GBR,2023,Both sexes,4,4.0,4,759984.5
United Kingdom,GBR,2023,Both sexes,5,5.0,5,787171.5
United Kingdom,GBR,2023,Both sexes,6,6.0,6,811722.0
United Kingdom,GBR,2023,Both sexes,7,7.0,7,824649.0
United Kingdom,GBR,2023,Both sexes,8,8.0,8,828829.5
United Kingdom,GBR,2023,Both sexes,9,9.0,9,841033.5
United Kingdom,GBR,2023,Both sexes,10,10.0,10,862023.0
United Kingdom,GBR,2023,Both sexes,11,11.0,11,868174.0
United Kingdom,GBR,2023,Both sexes,12,12.0,12,855675.0
United Kingdom,GBR,2023,Both sexes,13,13.0,13,843745.0
United Kingdom,GBR,2023,Both sexes,14,14.0,14,842529.5
United Kingdom,GBR,2023,Both sexes,15,15.0,15,834939.0
United Kingdom,GBR,2023,Both sexes,16,16.0,16,815985.5
United Kingdom,GBR,2023,Both sexes,17,17.0,17,795505.0
United Kingdom,GBR,2023,Both sexes,18,18.0,18,777435.0
United Kingdom,GBR,2023,Both sexes,19,19.0,19,764576.0
United Kingdom,GBR,2023,Both sexes,20,20.0,20,753610.0
United Kingdom,GBR,2023,Both sexes,21,21.0,21,766500.5
United Kingdom,GBR,2023,Both sexes,22,22.0,22,796912.0
United Kingdom,GBR,2023,Both sexes,23,23.0,23,826971.5
United Kingdom,GBR,2023,Both sexes,24,24.0,24,851053.0
United Kingdom,GBR,2023,Both sexes,25,25.0,25,874721.0
United Kingdom,GBR,2023,Both sexes,26,26.0,26,891780.5
United Kingdom,GBR,2023,Both sexes,27,27.0,27,892164.0
United Kingdom,GBR,2023,Both sexes,28,28.0,28,901542.0
United Kingdom,GBR,2023,Both sexes,29,29.0,29,913516.0
United Kingdom,GBR,2023,Both sexes,30,30.0,30,934159.0
United Kingdom,GBR,2023,Both sexes,31,31.0,31,958535.0
United Kingdom,GBR,2023,Both sexes,32,32.0,32,950344.0
United Kingdom,GBR,2023,Both sexes,33,33.0,33,932119.0
United Kingdom,GBR,2023,Both sexes,34,34.0,34,883189.0
United Kingdom,GBR,2023,Both sexes,35,35.0,35,869080.5
United Kingdom,GBR,2023,Both sexes,36,36.0,36,914184.0
United Kingdom,GBR,2023,Both sexes,37,37.0,37,943171.5
United Kingdom,GBR,2023,Both sexes,38,38.0,38,928527.0
United Kingdom,GBR,2023,Both sexes,39,39.0,39,902802.5
United Kingdom,GBR,2023,Both sexes,40,40.0,40,909853.5
United Kingdom,GBR,2023,Both sexes,41,41.0,41,912143.0
United Kingdom,GBR,2023,Both sexes,42,42.0,42,912978.0
United Kingdom,GBR,2023,Both sexes,43,43.0,43,894509.0
United Kingdom,GBR,2023,Both sexes,44,44.0,44,844181.5
United Kingdom,GBR,2023,Both sexes,45,45.0,45,815255.5
United Kingdom,GBR,2023,Both sexes,46,46.0,46,814494.0
United Kingdom,GBR,2023,Both sexes,47,47.0,47,826546.5
United Kingdom,GBR,2023,Both sexes,48,48.0,48,844857.5
United Kingdom,GBR,2023,Both sexes,49,49.0,49,867795.0
United Kingdom,GBR,2023,Both sexes,50,50.0,50,908266.5
United Kingdom,GBR,2023,Both sexes,51,51.0,51,934963.5
United Kingdom,GBR,2023,Both sexes,52,52.0,52,912871.5
United Kingdom,GBR,2023,Both sexes,53,53.0,53,918761.0
United Kingdom,GBR,2023,Both sexes,54,54.0,54,934463.0
United Kingdom,GBR,2023,Both sexes,55,55.0,55,923817.0
United Kingdom,GBR,2023,Both sexes,56,56.0,56,910171.5
United Kingdom,GBR,2023,Both sexes,57,57.0,57,900900.5
United Kingdom,GBR,2023,Both sexes,58,58.0,58,891645.5
United Kingdom,GBR,2023,Both sexes,59,59.0,59,866963.5
United Kingdom,GBR,2023,Both sexes,60,60.0,60,853832.0
United Kingdom,GBR,2023,Both sexes,61,61.0,61,843974.0
United Kingdom,GBR,2023,Both sexes,62,62.0,62,819648.0
United Kingdom,GBR,2023,Both sexes,63,63.0,63,791201.5
United Kingdom,GBR,2023,Both sexes,64,64.0,64,785116.0
United Kingdom,GBR,2023,Both sexes,65,65.0,65,767748.5
United Kingdom,GBR,2023,Both sexes,66,66.0,66,735133.5
United Kingdom,GBR,2023,Both sexes,67,67.0,67,709639.5
United Kingdom,GBR,2023,Both sexes,68,68.0,68,694185.5
United Kingdom,GBR,2023,Both sexes,69,69.0,69,683730.5
United Kingdom,GBR,2023,Both sexes,70,70.0,70,661178.5
United Kingdom,GBR,2023,Both sexes,71,71.0,71,639536.0
United Kingdom,GBR,2023,Both sexes,72,72.0,72,633674.0
United Kingdom,GBR,2023,Both sexes,73,73.0,73,638779.5
United Kingdom,GBR,2023,Both sexes,74,74.0,74,653345.0
United Kingdom,GBR,2023,Both sexes,75,75.0,75,692087.0
United Kingdom,GBR,2023,Both sexes,76,76.0,76,638839.0
United Kingdom,GBR,2023,Both sexes,77,77.0,77,534837.5
United Kingdom,GBR,2023,Both sexes,78,78.0,78,505001.5
United Kingdom,GBR,2023,Both sexes,79,79.0,79,475320.0
United Kingdom,GBR,2023,Both sexes,80,80.0,80,424245.5
United Kingdom,GBR,2023,Both sexes,81,81.0,81,370921.0
United Kingdom,GBR,2023,Both sexes,82,82.0,82,339761.0
United Kingdom,GBR,2023,Both sexes,83,83.0,83,331487.0
United Kingdom,GBR,2023,Both sexes,84,84.0,84,313326.5
United Kingdom,GBR,2023,Both sexes,85,85.0,85,284619.5
United Kingdom,GBR,2023,Both sexes,86,86.0,86,255090.0
United Kingdom,GBR,2023,Both sexes,87,87.0,87,224785.5
United Kingdom,GBR,2023,Both sexes,88,88.0,88,194732.0
United Kingdom,GBR,2023,Both sexes,89,89.0,89,165623.5
United Kingdom,GBR,2023,Both sexes,90,90.0,90,140000.0
United Kingdom,GBR,2023,Both sexes,91,91.0,91,118550.0
United Kingdom,GBR,2023,Both sexes,92,92.0,92,98791.0
United Kingdom,GBR,2023,Both sexes,93,93.0,93,79005.5
United Kingdom,GBR,2023,Both sexes,94,94.0,94,60732.5
United Kingdom,GBR,2023,Both sexes,95,95.0,95,45561.5
United Kingdom,GBR,2023,Both sexes,96,96.0,96,33570.0
United Kingdom,GBR,2023,Both sexes,97,97.0,97,24123.0
United Kingdom,GBR,2023,Both sexes,98,98.0,98,16650.5
United Kingdom,GBR,2023,Both sexes,99,99.0,99,11117.0
United Kingdom,GBR,2023,Both sexes,100,,100+,17589.0
United States of America,USA,2023,Both sexes,0,1.0,0,3701204.0
United States of America,USA,2023,Both sexes,1,1.0,1,3717758.5
United States of America,USA,2023,Both sexes,2,2.0,2,3668364.0
United States of America,USA,2023,Both sexes,3,3.0,3,3724980.5
United States of America,USA,2023,Both sexes,4,4.0,4,3831371.5
United States of America,USA,2023,Both sexes,5,5.0,5,3910077.5
United States of America,USA,2023,Both sexes,6,6.0,6,4011687.0
United States of America,USA,2023,Both sexes,7,7.0,7,4100675.500000001
United States of America,USA,2023,Both sexes,8,8.0,8,4149868.5
United States of America,USA,2023,Both sexes,9,9.0,9,4156438.5
United States of America,USA,2023,Both sexes,10,10.0,10,4167369.0
United States of America,USA,2023,Both sexes,11,11.0,11,4205435.5
United States of America,USA,2023,Both sexes,12,12.0,12,4257335.5
United States of America,USA,2023,Both sexes,13,13.0,13,4355295.0
United States of America,USA,2023,Both sexes,14,14.0,14,4475732.0
United States of America,USA,2023,Both sexes,15,15.0,15,4567944.0
United States of America,USA,2023,Both sexes,16,16.0,16,4587133.0
United States of America,USA,2023,Both sexes,17,17.0,17,4523512.5
United States of America,USA,2023,Both sexes,18,18.0,18,4468780.0
United States of America,USA,2023,Both sexes,19,19.0,19,4462369.0
United States of America,USA,2023,Both sexes,20,20.0,20,4449952.5
United States of America,USA,2023,Both sexes,21,21.0,21,4458315.0
United States of America,USA,2023,Both sexes,22,22.0,22,4509942.5
United States of America,USA,2023,Both sexes,23,23.0,23,4504617.0
United States of America,USA,2023,Both sexes,24,24.0,24,4467590.5
United States of America,USA,2023,Both sexes,25,25.0,25,4457171.5
United States of America,USA,2023,Both sexes,26,26.0,26,4471002.5
United States of America,USA,2023,Both sexes,27,27.0,27,4520222.0
United States of America,USA,2023,Both sexes,28,28.0,28,4591933.0
United States of America,USA,2023,Both sexes,29,29.0,29,4685551.0
United States of America,USA,2023,Both sexes,30,30.0,30,4789236.5
United States of America,USA,2023,Both sexes,31,31.0,31,4891442.0
United States of America,USA,2023,Both sexes,32,32.0,32,4980322.0
United States of America,USA,2023,Both sexes,33,33.0,33,4968737.0
United States of America,USA,2023,Both sexes,34,34.0,34,4877246.0
United States of America,USA,2023,Both sexes,35,35.0,35,4800979.5
United States of America,USA,2023,Both sexes,36,36.0,36,4741208.5
United States of America,USA,2023,Both sexes,37,37.0,37,4725139.0
United States of America,USA,2023,Both sexes,38,38.0,38,4697410.0
United States of America,USA,2023,Both sexes,39,39.0,39,4654487.0
United States of America,USA,2023,Both sexes,40,40.0,40,4654139.0
United States of America,USA,2023,Both sexes,41,41.0,41,4635732.0
United States of America,USA,2023,Both sexes,42,42.0,42,4592574.0
United States of America,USA,2023,Both sexes,43,43.0,43,4524193.0
United States of America,USA,2023,Both sexes,44,44.0,44,4399445.5
United States of America,USA,2023,Both sexes,45,45.0,45,4304036.5
United States of America,USA,2023,Both sexes,46,46.0,46,4195046.5
United States of America,USA,2023,Both sexes,47,47.0,47,4084178.0
United States of America,USA,2023,Both sexes,48,48.0,48,4049354.5
United States of America,USA,2023,Both sexes,49,49.0,49,4015101.0
United States of America,USA,2023,Both sexes,50,50.0,50,4024426.0
United States of America,USA,2023,Both sexes,51,51.0,51,4175484.000000001
United States of America,USA,2023,Both sexes,52,52.0,52,4348232.0
United States of America,USA,2023,Both sexes,53,53.0,53,4317449.5
United States of America,USA,2023,Both sexes,54,54.0,54,4170764.0
United States of America,USA,2023,Both sexes,55,55.0,55,4103910.0
United States of America,USA,2023,Both sexes,56,56.0,56,4126690.0
United States of America,USA,2023,Both sexes,57,57.0,57,4200579.5
United States of America,USA,2023,Both sexes,58,58.0,58,4318580.0
United States of America,USA,2023,Both sexes,59,59.0,59,4388908.5
United States of America,USA,2023,Both sexes,60,60.0,60,4388175.5
United States of America,USA,2023,Both sexes,61,61.0,61,4402778.5
United States of America,USA,2023,Both sexes,62,62.0,62,4375616.0
United States of America,USA,2023,Both sexes,63,63.0,63,4297896.5
United States of America,USA,2023,Both sexes,64,64.0,64,4223860.0
United States of America,USA,2023,Both sexes,65,65.0,65,4127470.500000001
United States of America,USA,2023,Both sexes,66,66.0,66,3998280.0
United States of America,USA,2023,Both sexes,67,67.0,67,3869500.0
United States of America,USA,2023,Both sexes,68,68.0,68,3749626.5
United States of America,USA,2023,Both sexes,69,69.0,69,3600124.5
United States of America,USA,2023,Both sexes,70,70.0,70,3422907.0
United States of America,USA,2023,Both sexes,71,71.0,71,3244241.5
United States of America,USA,2023,Both sexes,72,72.0,72,3079172.0
United States of America,USA,2023,Both sexes,73,73.0,73,2950253.5
United States of America,USA,2023,Both sexes,74,74.0,74,2848714.0
United States of America,USA,2023,Both sexes,75,75.0,75,2778008.0
United States of America,USA,2023,Both sexes,76,76.0,76,2622411.0
United States of America,USA,2023,Both sexes,77,77.0,77,2245882.0
United States of America,USA,2023,Both sexes,78,78.0,78,1970739.5
United States of America,USA,2023,Both sexes,79,79.0,79,1900932.5
United States of America,USA,2023,Both sexes,80,80.0,80,1788479.5
United States of America,USA,2023,Both sexes,81,81.0,81,1581816.5
United States of America,USA,2023,Both sexes,82,82.0,82,1365800.5
United States of America,USA,2023,Both sexes,83,83.0,83,1219918.0
United States of America,USA,2023,Both sexes,84,84.0,84,1115417.0
United States of America,USA,2023,Both sexes,85,85.0,85,1011803.0
United States of America,USA,2023,Both sexes,86,86.0,86,901204.5
United States of America,USA,2023,Both sexes,87,87.0,87,800265.0
United States of America,USA,2023,Both sexes,88,88.0,88,703906.5
United States of America,USA,2023,Both sexes,89,89.0,89,602604.5
United States of America,USA,2023,Both sexes,90,90.0,90,512167.00000000006
United States of America,USA,2023,Both sexes,91,91.0,91,433641.0
United States of America,USA,2023,Both sexes,92,92.0,92,359315.0
United States of America,USA,2023,Both sexes,93,93.0,93,289274.5
United States of America,USA,2023,Both sexes,94,94.0,94,224744.0
United States of America,USA,2023,Both sexes,95,95.0,95,171037.0
United States of America,USA,2023,Both sexes,96,96.0,96,125151.5
United States of America,USA,2023,Both sexes,97,97.0,97,89134.0
United States of America,USA,2023,Both sexes,98,98.0,98,62180.0
United States of America,USA,2023,Both sexes,99,99.0,99,41594.0
United States of America,USA,2023,Both sexes,100,,100+,66633.5
Brazil,BRA,2023,Both sexes,0,1.0,0,2588785.5
Brazil,BRA,2023,Both sexes,1,1.0,1,2615137.5
Brazil,BRA,2023,Both sexes,2,2.0,2,2646889
Brazil,BRA,2023,Both sexes,3,3.0,3,2712711.5
Brazil,BRA,2023,Both sexes,4,4.0,4,2797325
Brazil,BRA,2023,Both sexes,5,5.0,5,2833735.5
Brazil,BRA,2023,Both sexes,6,6.0,6,2824575
Brazil,BRA,2023,Both sexes,7,7.0,7,2857434
Brazil,BRA,2023,Both sexes,8,8.0,8,2896064.5
Brazil,BRA,2023,Both sexes,9,9.0,9,2880588.5
Brazil,BRA,2023,Both sexes,10,10.0,10,2869319.5
Brazil,BRA,2023,Both sexes,11,11.0,11,2876568.5
Brazil,BRA,2023,Both sexes,12,12.0,12,2886653.5
Brazil,BRA,2023,Both sexes,13,13.0,13,2897216.5
Brazil,BRA,2023,Both sexes,14,14.0,14,2909910.5
Brazil,BRA,2023,Both sexes,15,15.0,15,2939516
Brazil,BRA,2023,Both sexes,16,16.0,16,2983989
Brazil,BRA,2023,Both sexes,17,17.0,17,3027248.5
Brazil,BRA,2023,Both sexes,18,18.0,18,3054395
Brazil,BRA,2023,Both sexes,19,19.0,19,3062383
Brazil,BRA,2023,Both sexes,20,20.0,20,3096327
Brazil,BRA,2023,Both sexes,21,21.0,21,3157373
Brazil,BRA,2023,Both sexes,22,22.0,22,3214187
Brazil,BRA,2023,Both sexes,23,23.0,23,3265526.5
Brazil,BRA,2023,Both sexes,24,24.0,24,3306705
Brazil,BRA,2023,Both sexes,25,25.0,25,3315561
Brazil,BRA,2023,Both sexes,26,26.0,26,3293489
Brazil,BRA,2023,Both sexes,27,27.0,27,3273658
Brazil,BRA,2023,Both sexes,28,28.0,28,3249151
Brazil,BRA,2023,Both sexes,29,29.0,29,3224237
Brazil,BRA,2023,Both sexes,30,30.0,30,3206407
Brazil,BRA,2023,Both sexes,31,31.0,31,3209303
Brazil,BRA,2023,Both sexes,32,32.0,32,3233960.5
Brazil,BRA,2023,Both sexes,33,33.0,33,3262758.5
Brazil,BRA,2023,Both sexes,34,34.0,34,3293710.5
Brazil,BRA,2023,Both sexes,35,35.0,35,3322424.5
Brazil,BRA,2023,Both sexes,36,36.0,36,3354958.5
Brazil,BRA,2023,Both sexes,37,37.0,37,3376591
Brazil,BRA,2023,Both sexes,38,38.0,38,3381588
Brazil,BRA,2023,Both sexes,39,39.0,39,3380375.5
Brazil,BRA,2023,Both sexes,40,40.0,40,3367141
Brazil,BRA,2023,Both sexes,41,41.0,41,3333009.5
Brazil,BRA,2023,Both sexes,42,42.0,42,3281553.5
Brazil,BRA,2023,Both sexes,43,43.0,43,3216844
Brazil,BRA,2023,Both sexes,44,44.0,44,3143886
Brazil,BRA,2023,Both sexes,45,45.0,45,3065362.5
Brazil,BRA,2023,Both sexes,46,46.0,46,2983384
Brazil,BRA,2023,Both sexes,47,47.0,47,2901455.5
Brazil,BRA,2023,Both sexes,48,48.0,48,2823073
Brazil,BRA,2023,Both sexes,49,49.0,49,2760949.5
Brazil,BRA,2023,Both sexes,50,50.0,50,2704622.5
Brazil,BRA,2023,Both sexes,51,51.0,51,2638442
Brazil,BRA,2023,Both sexes,52,52.0,52,2572402.5
Brazil,BRA,2023,Both sexes,53,53.0,53,2509668
Brazil,BRA,2023,Both sexes,54,54.0,54,2456797.5
Brazil,BRA,2023,Both sexes,55,55.0,55,2422196.5
Brazil,BRA,2023,Both sexes,56,56.0,56,2401621.5
Brazil,BRA,2023,Both sexes,57,57.0,57,2379945
Brazil,BRA,2023,Both sexes,58,58.0,58,2350309
Brazil,BRA,2023,Both sexes,59,59.0,59,2309487.5
Brazil,BRA,2023,Both sexes,60,60.0,60,2251095
Brazil,BRA,2023,Both sexes,61,61.0,61,2178685
Brazil,BRA,2023,Both sexes,62,62.0,62,2101343.5
Brazil,BRA,2023,Both sexes,63,63.0,63,2021032.5
Brazil,BRA,2023,Both sexes,64,64.0,64,1935758
Brazil,BRA,2023,Both sexes,65,65.0,65,1845948
Brazil,BRA,2023,Both sexes,66,66.0,66,1755336.5
Brazil,BRA,2023,Both sexes,67,67.0,67,1665439
Brazil,BRA,2023,Both sexes,68,68.0,68,1576860.5
Brazil,BRA,2023,Both sexes,69,69.0,69,1489866.5
Brazil,BRA,2023,Both sexes,70,70.0,70,1404390
Brazil,BRA,2023,Both sexes,71,71.0,71,1319955.5
Brazil,BRA,2023,Both sexes,72,72.0,72,1235313
Brazil,BRA,2023,Both sexes,73,73.0,73,1154959
Brazil,BRA,2023,Both sexes,74,74.0,74,1058971
Brazil,BRA,2023,Both sexes,75,75.0,75,953448.5
Brazil,BRA,2023,Both sexes,76,76.0,76,860904.5
Brazil,BRA,2023,Both sexes,77,77.0,77,779888
Brazil,BRA,2023,Both sexes,78,78.0,78,712502.5
Brazil,BRA,2023,Both sexes,79,79.0,79,650133.5
Brazil,BRA,2023,Both sexes,80,80.0,80,589847.5
Brazil,BRA,2023,Both sexes,81,81.0,81,532433
Brazil,BRA,2023,Both sexes,82,82.0,82,475169
Brazil,BRA,2023,Both sexes,83,83.0,83,420315
Brazil,BRA,2023,Both sexes,84,84.0,84,367292
Brazil,BRA,2023,Both sexes,85,85.0,85,314929
Brazil,BRA,2023,Both sexes,86,86.0,86,266435.5
Brazil,BRA,2023,Both sexes,87,87.0,87,222173
Brazil,BRA,2023,Both sexes,88,88.0,88,183657.5
Brazil,BRA,2023,Both sexes,89,89.0,89,150689.5
Brazil,BRA,2023,Both sexes,90,90.0,90,121271
Brazil,BRA,2023,Both sexes,91,91.0,91,95290.5
