Date,Year,Month,Disease,Cases,URL,Country,source_sheet,reporting_frequency,period_start,period_end,interval_days,period_midpoint,config_key,iso3,Week
2015-07-06,2015,,pertussis,52,https://assets.publishing.service.gov.uk/media/5a801094e5274a2e87db7a4b/WN1533.pdf,GB,GB,weekly,2015-07-06,2015-07-13,7.0,2015-07-09 12:00:00,United_Kingdom,GBR,28.0
2015-07-13,2015,,pertussis,63,https://assets.publishing.service.gov.uk/media/5a801094e5274a2e87db7a4b/WN1533.pdf,GB,GB,weekly,2015-07-13,2015-07-20,7.0,2015-07-16 12:00:00,United_Kingdom,GBR,29.0
2015-07-20,2015,,pertussis,47,https://assets.publishing.service.gov.uk/media/5a801094e5274a2e87db7a4b/WN1533.pdf,GB,GB,weekly,2015-07-20,2015-07-27,7.0,2015-07-23 12:00:00,United_Kingdom,GBR,30.0
2015-07-27,2015,,pertussis,51,https://assets.publishing.service.gov.uk/media/5a801094e5274a2e87db7a4b/WN1533.pdf,GB,GB,weekly,2015-07-27,2015-08-03,7.0,2015-07-30 12:00:00,United_Kingdom,GBR,31.0
2015-08-03,2015,,pertussis,54,https://assets.publishing.service.gov.uk/media/5a801094e5274a2e87db7a4b/WN1533.pdf,GB,GB,weekly,2015-08-03,2015-08-10,7.0,2015-08-06 12:00:00,United_Kingdom,GBR,32.0
2015-08-10,2015,,pertussis,43,https://assets.publishing.service.gov.uk/media/5a801094e5274a2e87db7a4b/WN1533.pdf,GB,GB,weekly,2015-08-10,2015-08-17,7.0,2015-08-13 12:00:00,United_Kingdom,GBR,33.0
2015-08-17,2015,,pertussis,44,https://assets.publishing.service.gov.uk/media/5a7f989ded915d74e33f7665/WN1539.pdf,GB,GB,weekly,2015-08-17,2015-08-24,7.0,2015-08-20 12:00:00,United_Kingdom,GBR,34.0
2015-08-24,2015,,pertussis,58,https://assets.publishing.service.gov.uk/media/5a7f989ded915d74e33f7665/WN1539.pdf,GB,GB,weekly,2015-08-24,2015-08-31,7.0,2015-08-27 12:00:00,United_Kingdom,GBR,35.0
2015-08-31,2015,,pertussis,44,https://assets.publishing.service.gov.uk/media/5a7f989ded915d74e33f7665/WN1539.pdf,GB,GB,weekly,2015-08-31,2015-09-07,7.0,2015-09-03 12:00:00,United_Kingdom,GBR,36.0
2015-09-07,2015,,pertussis,68,https://assets.publishing.service.gov.uk/media/5a7f989ded915d74e33f7665/WN1539.pdf,GB,GB,weekly,2015-09-07,2015-09-14,7.0,2015-09-10 12:00:00,United_Kingdom,GBR,37.0
2015-09-14,2015,,pertussis,65,https://assets.publishing.service.gov.uk/media/5a7f989ded915d74e33f7665/WN1539.pdf,GB,GB,weekly,2015-09-14,2015-09-21,7.0,2015-09-17 12:00:00,United_Kingdom,GBR,38.0
2015-09-21,2015,,pertussis,82,https://assets.publishing.service.gov.uk/media/5a7f989ded915d74e33f7665/WN1539.pdf,GB,GB,weekly,2015-09-21,2015-09-28,7.0,2015-09-24 12:00:00,United_Kingdom,GBR,39.0
2015-09-28,2015,,pertussis,83,https://assets.publishing.service.gov.uk/media/5a80048240f0b62305b88ab5/WN1545.pdf,GB,GB,weekly,2015-09-28,2015-10-05,7.0,2015-10-01 12:00:00,United_Kingdom,GBR,40.0
2015-10-05,2015,,pertussis,74,https://assets.publishing.service.gov.uk/media/5a80048240f0b62305b88ab5/WN1545.pdf,GB,GB,weekly,2015-10-05,2015-10-12,7.0,2015-10-08 12:00:00,United_Kingdom,GBR,41.0
2015-10-12,2015,,pertussis,76,https://assets.publishing.service.gov.uk/media/5a80048240f0b62305b88ab5/WN1545.pdf,GB,GB,weekly,2015-10-12,2015-10-19,7.0,2015-10-15 12:00:00,United_Kingdom,GBR,42.0
2015-10-19,2015,,pertussis,62,https://assets.publishing.service.gov.uk/media/5a80048240f0b62305b88ab5/WN1545.pdf,GB,GB,weekly,2015-10-19,2015-10-26,7.0,2015-10-22 12:00:00,United_Kingdom,GBR,43.0
2015-10-26,2015,,pertussis,77,https://assets.publishing.service.gov.uk/media/5a80048240f0b62305b88ab5/WN1545.pdf,GB,GB,weekly,2015-10-26,2015-11-02,7.0,2015-10-29 12:00:00,United_Kingdom,GBR,44.0
2015-11-02,2015,,pertussis,80,https://assets.publishing.service.gov.uk/media/5a80048240f0b62305b88ab5/WN1545.pdf,GB,GB,weekly,2015-11-02,2015-11-09,7.0,2015-11-05 12:00:00,United_Kingdom,GBR,45.0
2015-11-09,2015,,pertussis,73,https://assets.publishing.service.gov.uk/media/5a74aca4e5274a56317a6384/WN1551.pdf,GB,GB,weekly,2015-11-09,2015-11-16,7.0,2015-11-12 12:00:00,United_Kingdom,GBR,46.0
2015-11-16,2015,,pertussis,61,https://assets.publishing.service.gov.uk/media/5a74aca4e5274a56317a6384/WN1551.pdf,GB,GB,weekly,2015-11-16,2015-11-23,7.0,2015-11-19 12:00:00,United_Kingdom,GBR,47.0
2015-11-23,2015,,pertussis,74,https://assets.publishing.service.gov.uk/media/5a74aca4e5274a56317a6384/WN1551.pdf,GB,GB,weekly,2015-11-23,2015-11-30,7.0,2015-11-26 12:00:00,United_Kingdom,GBR,48.0
2015-11-30,2015,,pertussis,55,https://assets.publishing.service.gov.uk/media/5a74aca4e5274a56317a6384/WN1551.pdf,GB,GB,weekly,2015-11-30,2015-12-07,7.0,2015-12-03 12:00:00,United_Kingdom,GBR,49.0
2015-12-07,2015,,pertussis,74,https://assets.publishing.service.gov.uk/media/5a74aca4e5274a56317a6384/WN1551.pdf,GB,GB,weekly,2015-12-07,2015-12-14,7.0,2015-12-10 12:00:00,United_Kingdom,GBR,50.0
2015-12-14,2015,,pertussis,81,https://assets.publishing.service.gov.uk/media/5a74aca4e5274a56317a6384/WN1551.pdf,GB,GB,weekly,2015-12-14,2015-12-21,7.0,2015-12-17 12:00:00,United_Kingdom,GBR,51.0
2015-12-21,2015,,pertussis,58,https://assets.publishing.service.gov.uk/media/5a7f555040f0b6230268edc4/WN1604.pdf,GB,GB,weekly,2015-12-21,2015-12-28,7.0,2015-12-24 12:00:00,United_Kingdom,GBR,52.0
2015-12-28,2015,,pertussis,50,https://assets.publishing.service.gov.uk/media/5a7f555040f0b6230268edc4/WN1604.pdf,GB,GB,weekly,2015-12-28,2016-01-04,7.0,2015-12-31 12:00:00,United_Kingdom,GBR,53.0
2016-01-04,2016,,pertussis,69,https://assets.publishing.service.gov.uk/media/5a7f555040f0b6230268edc4/WN1604.pdf,GB,GB,weekly,2016-01-04,2016-01-11,7.0,2016-01-07 12:00:00,United_Kingdom,GBR,1.0
2016-01-11,2016,,pertussis,75,https://assets.publishing.service.gov.uk/media/5a7f555040f0b6230268edc4/WN1604.pdf,GB,GB,weekly,2016-01-11,2016-01-18,7.0,2016-01-14 12:00:00,United_Kingdom,GBR,2.0
2016-01-18,2016,,pertussis,67,https://assets.publishing.service.gov.uk/media/5a7f555040f0b6230268edc4/WN1604.pdf,GB,GB,weekly,2016-01-18,2016-01-25,7.0,2016-01-21 12:00:00,United_Kingdom,GBR,3.0
2016-01-25,2016,,pertussis,96,https://assets.publishing.service.gov.uk/media/5a7f555040f0b6230268edc4/WN1604.pdf,GB,GB,weekly,2016-01-25,2016-02-01,7.0,2016-01-28 12:00:00,United_Kingdom,GBR,4.0
2016-02-01,2016,,pertussis,86,https://assets.publishing.service.gov.uk/media/5a803fb0ed915d74e33f952c/WN1610.pdf,GB,GB,weekly,2016-02-01,2016-02-08,7.0,2016-02-04 12:00:00,United_Kingdom,GBR,5.0
2016-02-08,2016,,pertussis,106,https://assets.publishing.service.gov.uk/media/5a803fb0ed915d74e33f952c/WN1610.pdf,GB,GB,weekly,2016-02-08,2016-02-15,7.0,2016-02-11 12:00:00,United_Kingdom,GBR,6.0
2016-02-15,2016,,pertussis,82,https://assets.publishing.service.gov.uk/media/5a803fb0ed915d74e33f952c/WN1610.pdf,GB,GB,weekly,2016-02-15,2016-02-22,7.0,2016-02-18 12:00:00,United_Kingdom,GBR,7.0
2016-02-22,2016,,pertussis,97,https://assets.publishing.service.gov.uk/media/5a803fb0ed915d74e33f952c/WN1610.pdf,GB,GB,weekly,2016-02-22,2016-02-29,7.0,2016-02-25 12:00:00,United_Kingdom,GBR,8.0
2016-02-29,2016,,pertussis,93,https://assets.publishing.service.gov.uk/media/5a803fb0ed915d74e33f952c/WN1610.pdf,GB,GB,weekly,2016-02-29,2016-03-07,7.0,2016-03-03 12:00:00,United_Kingdom,GBR,9.0
2016-03-07,2016,,pertussis,61,https://assets.publishing.service.gov.uk/media/5a803fb0ed915d74e33f952c/WN1610.pdf,GB,GB,weekly,2016-03-07,2016-03-14,7.0,2016-03-10 12:00:00,United_Kingdom,GBR,10.0
2016-03-14,2016,,pertussis,90,https://assets.publishing.service.gov.uk/media/5a7f47c1e5274a2e87db4e47/WN1616.pdf,GB,GB,weekly,2016-03-14,2016-03-21,7.0,2016-03-17 12:00:00,United_Kingdom,GBR,11.0
2016-03-21,2016,,pertussis,64,https://assets.publishing.service.gov.uk/media/5a7f47c1e5274a2e87db4e47/WN1616.pdf,GB,GB,weekly,2016-03-21,2016-03-28,7.0,2016-03-24 12:00:00,United_Kingdom,GBR,12.0
2016-03-28,2016,,pertussis,90,https://assets.publishing.service.gov.uk/media/5a7f47c1e5274a2e87db4e47/WN1616.pdf,GB,GB,weekly,2016-03-28,2016-04-04,7.0,2016-03-31 12:00:00,United_Kingdom,GBR,13.0
2016-04-04,2016,,pertussis,83,https://assets.publishing.service.gov.uk/media/5a7f47c1e5274a2e87db4e47/WN1616.pdf,GB,GB,weekly,2016-04-04,2016-04-11,7.0,2016-04-07 12:00:00,United_Kingdom,GBR,14.0
2016-04-11,2016,,pertussis,88,https://assets.publishing.service.gov.uk/media/5a7f47c1e5274a2e87db4e47/WN1616.pdf,GB,GB,weekly,2016-04-11,2016-04-18,7.0,2016-04-14 12:00:00,United_Kingdom,GBR,15.0
2016-04-18,2016,,pertussis,83,https://assets.publishing.service.gov.uk/media/5a7f47c1e5274a2e87db4e47/WN1616.pdf,GB,GB,weekly,2016-04-18,2016-04-25,7.0,2016-04-21 12:00:00,United_Kingdom,GBR,16.0
2016-04-25,2016,,pertussis,105,https://assets.publishing.service.gov.uk/media/5a81589fed915d74e33fdb1f/NOIDS_weekly_report_week22_2016.pdf,GB,GB,weekly,2016-04-25,2016-05-02,7.0,2016-04-28 12:00:00,United_Kingdom,GBR,17.0
2016-05-02,2016,,pertussis,70,https://assets.publishing.service.gov.uk/media/5a81589fed915d74e33fdb1f/NOIDS_weekly_report_week22_2016.pdf,GB,GB,weekly,2016-05-02,2016-05-09,7.0,2016-05-05 12:00:00,United_Kingdom,GBR,18.0
2016-05-09,2016,,pertussis,84,https://assets.publishing.service.gov.uk/media/5a81589fed915d74e33fdb1f/NOIDS_weekly_report_week22_2016.pdf,GB,GB,weekly,2016-05-09,2016-05-16,7.0,2016-05-12 12:00:00,United_Kingdom,GBR,19.0
2016-05-16,2016,,pertussis,88,https://assets.publishing.service.gov.uk/media/5a81589fed915d74e33fdb1f/NOIDS_weekly_report_week22_2016.pdf,GB,GB,weekly,2016-05-16,2016-05-23,7.0,2016-05-19 12:00:00,United_Kingdom,GBR,20.0
2016-05-23,2016,,pertussis,94,https://assets.publishing.service.gov.uk/media/5a81589fed915d74e33fdb1f/NOIDS_weekly_report_week22_2016.pdf,GB,GB,weekly,2016-05-23,2016-05-30,7.0,2016-05-26 12:00:00,United_Kingdom,GBR,21.0
2016-05-30,2016,,pertussis,60,https://assets.publishing.service.gov.uk/media/5a81589fed915d74e33fdb1f/NOIDS_weekly_report_week22_2016.pdf,GB,GB,weekly,2016-05-30,2016-06-06,7.0,2016-06-02 12:00:00,United_Kingdom,GBR,22.0
2016-06-06,2016,,pertussis,95,https://assets.publishing.service.gov.uk/media/5a80274fed915d74e622cc85/NOIDs_weekly_report_week28_2016.pdf,GB,GB,weekly,2016-06-06,2016-06-13,7.0,2016-06-09 12:00:00,United_Kingdom,GBR,23.0
2016-06-13,2016,,pertussis,103,https://assets.publishing.service.gov.uk/media/5a80274fed915d74e622cc85/NOIDs_weekly_report_week28_2016.pdf,GB,GB,weekly,2016-06-13,2016-06-20,7.0,2016-06-16 12:00:00,United_Kingdom,GBR,24.0
2016-06-20,2016,,pertussis,105,https://assets.publishing.service.gov.uk/media/5a80274fed915d74e622cc85/NOIDs_weekly_report_week28_2016.pdf,GB,GB,weekly,2016-06-20,2016-06-27,7.0,2016-06-23 12:00:00,United_Kingdom,GBR,25.0
2016-06-27,2016,,pertussis,67,https://assets.publishing.service.gov.uk/media/5a80274fed915d74e622cc85/NOIDs_weekly_report_week28_2016.pdf,GB,GB,weekly,2016-06-27,2016-07-04,7.0,2016-06-30 12:00:00,United_Kingdom,GBR,26.0
2016-07-04,2016,,pertussis,82,https://assets.publishing.service.gov.uk/media/5a80274fed915d74e622cc85/NOIDs_weekly_report_week28_2016.pdf,GB,GB,weekly,2016-07-04,2016-07-11,7.0,2016-07-07 12:00:00,United_Kingdom,GBR,27.0
2016-07-11,2016,,pertussis,89,https://assets.publishing.service.gov.uk/media/5a80274fed915d74e622cc85/NOIDs_weekly_report_week28_2016.pdf,GB,GB,weekly,2016-07-11,2016-07-18,7.0,2016-07-14 12:00:00,United_Kingdom,GBR,28.0
2016-07-18,2016,,pertussis,84,https://assets.publishing.service.gov.uk/media/5a815052ed915d74e33fd861/NOIDS-weekly-report-week34-2016.pdf,GB,GB,weekly,2016-07-18,2016-07-25,7.0,2016-07-21 12:00:00,United_Kingdom,GBR,29.0
2016-07-25,2016,,pertussis,69,https://assets.publishing.service.gov.uk/media/5a815052ed915d74e33fd861/NOIDS-weekly-report-week34-2016.pdf,GB,GB,weekly,2016-07-25,2016-08-01,7.0,2016-07-28 12:00:00,United_Kingdom,GBR,30.0
2016-08-01,2016,,pertussis,91,https://assets.publishing.service.gov.uk/media/5a815052ed915d74e33fd861/NOIDS-weekly-report-week34-2016.pdf,GB,GB,weekly,2016-08-01,2016-08-08,7.0,2016-08-04 12:00:00,United_Kingdom,GBR,31.0
2016-08-08,2016,,pertussis,93,https://assets.publishing.service.gov.uk/media/5a815052ed915d74e33fd861/NOIDS-weekly-report-week34-2016.pdf,GB,GB,weekly,2016-08-08,2016-08-15,7.0,2016-08-11 12:00:00,United_Kingdom,GBR,32.0
2016-08-15,2016,,pertussis,58,https://assets.publishing.service.gov.uk/media/5a815052ed915d74e33fd861/NOIDS-weekly-report-week34-2016.pdf,GB,GB,weekly,2016-08-15,2016-08-22,7.0,2016-08-18 12:00:00,United_Kingdom,GBR,33.0
2016-08-22,2016,,pertussis,71,https://assets.publishing.service.gov.uk/media/5a815052ed915d74e33fd861/NOIDS-weekly-report-week34-2016.pdf,GB,GB,weekly,2016-08-22,2016-08-29,7.0,2016-08-25 12:00:00,United_Kingdom,GBR,34.0
2016-08-29,2016,,pertussis,63,https://assets.publishing.service.gov.uk/media/5a747d3be5274a7f9c586621/NOIDS-weekly-report-week40-2016.pdf,GB,GB,weekly,2016-08-29,2016-09-05,7.0,2016-09-01 12:00:00,United_Kingdom,GBR,35.0
2016-09-05,2016,,pertussis,104,https://assets.publishing.service.gov.uk/media/5a747d3be5274a7f9c586621/NOIDS-weekly-report-week40-2016.pdf,GB,GB,weekly,2016-09-05,2016-09-12,7.0,2016-09-08 12:00:00,United_Kingdom,GBR,36.0
2016-09-12,2016,,pertussis,89,https://assets.publishing.service.gov.uk/media/5a747d3be5274a7f9c586621/NOIDS-weekly-report-week40-2016.pdf,GB,GB,weekly,2016-09-12,2016-09-19,7.0,2016-09-15 12:00:00,United_Kingdom,GBR,37.0
2016-09-19,2016,,pertussis,122,https://assets.publishing.service.gov.uk/media/5a747d3be5274a7f9c586621/NOIDS-weekly-report-week40-2016.pdf,GB,GB,weekly,2016-09-19,2016-09-26,7.0,2016-09-22 12:00:00,United_Kingdom,GBR,38.0
2016-09-26,2016,,pertussis,87,https://assets.publishing.service.gov.uk/media/5a747d3be5274a7f9c586621/NOIDS-weekly-report-week40-2016.pdf,GB,GB,weekly,2016-09-26,2016-10-03,7.0,2016-09-29 12:00:00,United_Kingdom,GBR,39.0
2016-10-03,2016,,pertussis,104,https://assets.publishing.service.gov.uk/media/5a747d3be5274a7f9c586621/NOIDS-weekly-report-week40-2016.pdf,GB,GB,weekly,2016-10-03,2016-10-10,7.0,2016-10-06 12:00:00,United_Kingdom,GBR,40.0
2016-10-10,2016,,pertussis,104,https://assets.publishing.service.gov.uk/media/5a800bfced915d74e622c27b/NOIDS-weekly-report-week46-2016.pdf,GB,GB,weekly,2016-10-10,2016-10-17,7.0,2016-10-13 12:00:00,United_Kingdom,GBR,41.0
2016-10-17,2016,,pertussis,94,https://assets.publishing.service.gov.uk/media/5a800bfced915d74e622c27b/NOIDS-weekly-report-week46-2016.pdf,GB,GB,weekly,2016-10-17,2016-10-24,7.0,2016-10-20 12:00:00,United_Kingdom,GBR,42.0
2016-10-24,2016,,pertussis,105,https://assets.publishing.service.gov.uk/media/5a800bfced915d74e622c27b/NOIDS-weekly-report-week46-2016.pdf,GB,GB,weekly,2016-10-24,2016-10-31,7.0,2016-10-27 12:00:00,United_Kingdom,GBR,43.0
2016-10-31,2016,,pertussis,71,https://assets.publishing.service.gov.uk/media/5a800bfced915d74e622c27b/NOIDS-weekly-report-week46-2016.pdf,GB,GB,weekly,2016-10-31,2016-11-07,7.0,2016-11-03 12:00:00,United_Kingdom,GBR,44.0
2016-11-07,2016,,pertussis,88,https://assets.publishing.service.gov.uk/media/5a800bfced915d74e622c27b/NOIDS-weekly-report-week46-2016.pdf,GB,GB,weekly,2016-11-07,2016-11-14,7.0,2016-11-10 12:00:00,United_Kingdom,GBR,45.0
2016-11-14,2016,,pertussis,104,https://assets.publishing.service.gov.uk/media/5a800bfced915d74e622c27b/NOIDS-weekly-report-week46-2016.pdf,GB,GB,weekly,2016-11-14,2016-11-21,7.0,2016-11-17 12:00:00,United_Kingdom,GBR,46.0
2016-11-21,2016,,pertussis,101,https://assets.publishing.service.gov.uk/media/5a80a58f40f0b62302694b53/NOIDS-weekly-report-week_52-2016.pdf,GB,GB,weekly,2016-11-21,2016-11-28,7.0,2016-11-24 12:00:00,United_Kingdom,GBR,47.0
2016-11-28,2016,,pertussis,74,https://assets.publishing.service.gov.uk/media/5a80a58f40f0b62302694b53/NOIDS-weekly-report-week_52-2016.pdf,GB,GB,weekly,2016-11-28,2016-12-05,7.0,2016-12-01 12:00:00,United_Kingdom,GBR,48.0
2016-12-05,2016,,pertussis,71,https://assets.publishing.service.gov.uk/media/5a80a58f40f0b62302694b53/NOIDS-weekly-report-week_52-2016.pdf,GB,GB,weekly,2016-12-05,2016-12-12,7.0,2016-12-08 12:00:00,United_Kingdom,GBR,49.0
2016-12-12,2016,,pertussis,105,https://assets.publishing.service.gov.uk/media/5a80a58f40f0b62302694b53/NOIDS-weekly-report-week_52-2016.pdf,GB,GB,weekly,2016-12-12,2016-12-19,7.0,2016-12-15 12:00:00,United_Kingdom,GBR,50.0
2016-12-19,2016,,pertussis,79,https://assets.publishing.service.gov.uk/media/5a80a58f40f0b62302694b53/NOIDS-weekly-report-week_52-2016.pdf,GB,GB,weekly,2016-12-19,2016-12-26,7.0,2016-12-22 12:00:00,United_Kingdom,GBR,51.0
2016-12-26,2016,,pertussis,50,https://assets.publishing.service.gov.uk/media/5a80a58f40f0b62302694b53/NOIDS-weekly-report-week_52-2016.pdf,GB,GB,weekly,2016-12-26,2017-01-02,7.0,2016-12-29 12:00:00,United_Kingdom,GBR,52.0
2017-01-02,2017,,pertussis,42,https://assets.publishing.service.gov.uk/media/5a7f5f77e5274a2e8ab4bc87/NOIDS-weekly-report-week6-2017.pdf,GB,GB,weekly,2017-01-02,2017-01-09,7.0,2017-01-05 12:00:00,United_Kingdom,GBR,1.0
2017-01-09,2017,,pertussis,59,https://assets.publishing.service.gov.uk/media/5a7f5f77e5274a2e8ab4bc87/NOIDS-weekly-report-week6-2017.pdf,GB,GB,weekly,2017-01-09,2017-01-16,7.0,2017-01-12 12:00:00,United_Kingdom,GBR,2.0
2017-01-16,2017,,pertussis,62,https://assets.publishing.service.gov.uk/media/5a7f5f77e5274a2e8ab4bc87/NOIDS-weekly-report-week6-2017.pdf,GB,GB,weekly,2017-01-16,2017-01-23,7.0,2017-01-19 12:00:00,United_Kingdom,GBR,3.0
2017-01-23,2017,,pertussis,58,https://assets.publishing.service.gov.uk/media/5a7f5f77e5274a2e8ab4bc87/NOIDS-weekly-report-week6-2017.pdf,GB,GB,weekly,2017-01-23,2017-01-30,7.0,2017-01-26 12:00:00,United_Kingdom,GBR,4.0
2017-01-30,2017,,pertussis,81,https://assets.publishing.service.gov.uk/media/5a7f5f77e5274a2e8ab4bc87/NOIDS-weekly-report-week6-2017.pdf,GB,GB,weekly,2017-01-30,2017-02-06,7.0,2017-02-02 12:00:00,United_Kingdom,GBR,5.0
2017-02-06,2017,,pertussis,74,https://assets.publishing.service.gov.uk/media/5a7f5f77e5274a2e8ab4bc87/NOIDS-weekly-report-week6-2017.pdf,GB,GB,weekly,2017-02-06,2017-02-13,7.0,2017-02-09 12:00:00,United_Kingdom,GBR,6.0
2017-02-13,2017,,pertussis,69,https://assets.publishing.service.gov.uk/media/5a748e7ae5274a44083b79d8/NOIDS-weekly-report-week12-2017.pdf,GB,GB,weekly,2017-02-13,2017-02-20,7.0,2017-02-16 12:00:00,United_Kingdom,GBR,7.0
2017-02-20,2017,,pertussis,66,https://assets.publishing.service.gov.uk/media/5a748e7ae5274a44083b79d8/NOIDS-weekly-report-week12-2017.pdf,GB,GB,weekly,2017-02-20,2017-02-27,7.0,2017-02-23 12:00:00,United_Kingdom,GBR,8.0
2017-02-27,2017,,pertussis,68,https://assets.publishing.service.gov.uk/media/5a748e7ae5274a44083b79d8/NOIDS-weekly-report-week12-2017.pdf,GB,GB,weekly,2017-02-27,2017-03-06,7.0,2017-03-02 12:00:00,United_Kingdom,GBR,9.0
2017-03-06,2017,,pertussis,62,https://assets.publishing.service.gov.uk/media/5a748e7ae5274a44083b79d8/NOIDS-weekly-report-week12-2017.pdf,GB,GB,weekly,2017-03-06,2017-03-13,7.0,2017-03-09 12:00:00,United_Kingdom,GBR,10.0
2017-03-13,2017,,pertussis,44,https://assets.publishing.service.gov.uk/media/5a748e7ae5274a44083b79d8/NOIDS-weekly-report-week12-2017.pdf,GB,GB,weekly,2017-03-13,2017-03-20,7.0,2017-03-16 12:00:00,United_Kingdom,GBR,11.0
2017-03-20,2017,,pertussis,61,https://assets.publishing.service.gov.uk/media/5a748e7ae5274a44083b79d8/NOIDS-weekly-report-week12-2017.pdf,GB,GB,weekly,2017-03-20,2017-03-27,7.0,2017-03-23 12:00:00,United_Kingdom,GBR,12.0
2017-03-27,2017,,pertussis,76,https://assets.publishing.service.gov.uk/media/5a82011fe5274a2e8ab56fcd/NOIDS_weekly_report_week18_2017.pdf,GB,GB,weekly,2017-03-27,2017-04-03,7.0,2017-03-30 12:00:00,United_Kingdom,GBR,13.0
2017-04-03,2017,,pertussis,54,https://assets.publishing.service.gov.uk/media/5a82011fe5274a2e8ab56fcd/NOIDS_weekly_report_week18_2017.pdf,GB,GB,weekly,2017-04-03,2017-04-10,7.0,2017-04-06 12:00:00,United_Kingdom,GBR,14.0
2017-04-10,2017,,pertussis,35,https://assets.publishing.service.gov.uk/media/5a82011fe5274a2e8ab56fcd/NOIDS_weekly_report_week18_2017.pdf,GB,GB,weekly,2017-04-10,2017-04-17,7.0,2017-04-13 12:00:00,United_Kingdom,GBR,15.0
2017-04-17,2017,,pertussis,51,https://assets.publishing.service.gov.uk/media/5a82011fe5274a2e8ab56fcd/NOIDS_weekly_report_week18_2017.pdf,GB,GB,weekly,2017-04-17,2017-04-24,7.0,2017-04-20 12:00:00,United_Kingdom,GBR,16.0
2017-04-24,2017,,pertussis,51,https://assets.publishing.service.gov.uk/media/5a82011fe5274a2e8ab56fcd/NOIDS_weekly_report_week18_2017.pdf,GB,GB,weekly,2017-04-24,2017-05-01,7.0,2017-04-27 12:00:00,United_Kingdom,GBR,17.0
2017-05-01,2017,,pertussis,57,https://assets.publishing.service.gov.uk/media/5a82011fe5274a2e8ab56fcd/NOIDS_weekly_report_week18_2017.pdf,GB,GB,weekly,2017-05-01,2017-05-08,7.0,2017-05-04 12:00:00,United_Kingdom,GBR,18.0
2017-05-08,2017,,pertussis,44,https://assets.publishing.service.gov.uk/media/5a82dc5b40f0b62305b94bb4/NOIDS-weekly-report-week24-2017.pdf,GB,GB,weekly,2017-05-08,2017-05-15,7.0,2017-05-11 12:00:00,United_Kingdom,GBR,19.0
2017-05-15,2017,,pertussis,87,https://assets.publishing.service.gov.uk/media/5a82dc5b40f0b62305b94bb4/NOIDS-weekly-report-week24-2017.pdf,GB,GB,weekly,2017-05-15,2017-05-22,7.0,2017-05-18 12:00:00,United_Kingdom,GBR,20.0
2017-05-22,2017,,pertussis,71,https://assets.publishing.service.gov.uk/media/5a82dc5b40f0b62305b94bb4/NOIDS-weekly-report-week24-2017.pdf,GB,GB,weekly,2017-05-22,2017-05-29,7.0,2017-05-25 12:00:00,United_Kingdom,GBR,21.0
2017-05-29,2017,,pertussis,51,https://assets.publishing.service.gov.uk/media/5a82dc5b40f0b62305b94bb4/NOIDS-weekly-report-week24-2017.pdf,GB,GB,weekly,2017-05-29,2017-06-05,7.0,2017-06-01 12:00:00,United_Kingdom,GBR,22.0
2017-06-05,2017,,pertussis,56,https://assets.publishing.service.gov.uk/media/5a82dc5b40f0b62305b94bb4/NOIDS-weekly-report-week24-2017.pdf,GB,GB,weekly,2017-06-05,2017-06-12,7.0,2017-06-08 12:00:00,United_Kingdom,GBR,23.0
2017-06-12,2017,,pertussis,47,https://assets.publishing.service.gov.uk/media/5a82dc5b40f0b62305b94bb4/NOIDS-weekly-report-week24-2017.pdf,GB,GB,weekly,2017-06-12,2017-06-19,7.0,2017-06-15 12:00:00,United_Kingdom,GBR,24.0
2017-06-19,2017,,pertussis,45,https://assets.publishing.service.gov.uk/media/5a82371140f0b62305b93179/NOIDS-weekly-report-week30-2017.pdf,GB,GB,weekly,2017-06-19,2017-06-26,7.0,2017-06-22 12:00:00,United_Kingdom,GBR,25.0
2017-06-26,2017,,pertussis,51,https://assets.publishing.service.gov.uk/media/5a82371140f0b62305b93179/NOIDS-weekly-report-week30-2017.pdf,GB,GB,weekly,2017-06-26,2017-07-03,7.0,2017-06-29 12:00:00,United_Kingdom,GBR,26.0
2017-07-03,2017,,pertussis,62,https://assets.publishing.service.gov.uk/media/5a82371140f0b62305b93179/NOIDS-weekly-report-week30-2017.pdf,GB,GB,weekly,2017-07-03,2017-07-10,7.0,2017-07-06 12:00:00,United_Kingdom,GBR,27.0
2017-07-10,2017,,pertussis,65,https://assets.publishing.service.gov.uk/media/5a82371140f0b62305b93179/NOIDS-weekly-report-week30-2017.pdf,GB,GB,weekly,2017-07-10,2017-07-17,7.0,2017-07-13 12:00:00,United_Kingdom,GBR,28.0
2017-07-17,2017,,pertussis,76,https://assets.publishing.service.gov.uk/media/5a82371140f0b62305b93179/NOIDS-weekly-report-week30-2017.pdf,GB,GB,weekly,2017-07-17,2017-07-24,7.0,2017-07-20 12:00:00,United_Kingdom,GBR,29.0
2017-07-24,2017,,pertussis,55,https://assets.publishing.service.gov.uk/media/5a82371140f0b62305b93179/NOIDS-weekly-report-week30-2017.pdf,GB,GB,weekly,2017-07-24,2017-07-31,7.0,2017-07-27 12:00:00,United_Kingdom,GBR,30.0
2017-07-31,2017,,pertussis,67,https://assets.publishing.service.gov.uk/media/5a82c5e8e5274a2e8ab5946d/NOIDS-weekly-report-week36-2017.pdf,GB,GB,weekly,2017-07-31,2017-08-07,7.0,2017-08-03 12:00:00,United_Kingdom,GBR,31.0
