iso3,country_name,who_region,year,vaccine_code,VACCINE_DESCRIPTION,SCHEDULEROUNDS,target_population_code,target_population,GEOAREA,age_administered,SOURCECOMMENT,VACCINEDESCRIPTION,VACCINEDESCRIPTIONSHORT,DISEASECODE,DISEASEDESCRIPTION,SCHEDULERCODE,source_type
BRN,Brunei Darussalam,WPRO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3,,General/routine,NATIONAL,M6,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
BRN,Brunei Darussalam,WPRO,2024,DTAPIPV,DTaP-IPV (acellular) vaccine,4,B_CHILD_W,General/routine,NATIONAL,Y5,,DTaP-IPV (acellular) vaccine,DTaP-IPV,PERTUSSIS,Pertussis,aP,measured
BTN,Bhutan,SEARO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1,,General/routine,NATIONAL,W6,,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
BTN,Bhutan,SEARO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2,,General/routine,NATIONAL,W10,,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
BTN,Bhutan,SEARO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3,,General/routine,NATIONAL,W14,,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
BTN,Bhutan,SEARO,2024,DTWP,DTwP (Whole cell) vaccine,4,B_2YL_F,General/routine,NATIONAL,M24,,DTwP (Whole cell) vaccine,DTwP,PERTUSSIS,Pertussis,wP,measured
BWA,Botswana,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1,,General/routine,NATIONAL,M2,,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
BWA,Botswana,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2,,General/routine,NATIONAL,M3,,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
BWA,Botswana,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3,,General/routine,NATIONAL,M4,,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
CAF,Central African Republic,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1,,General/routine,NATIONAL,W6,Survivants,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
CAF,Central African Republic,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2,,General/routine,NATIONAL,W10,Survivants,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
CAF,Central African Republic,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3,,General/routine,NATIONAL,W14,Survivants,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
CAN,Canada,AMRO,2024,TDAP_S_IPV,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",1,B_CHILD_W,General/routine,NATIONAL,Y4-Y6,"Given in provinces/territories: between Y4-Y6 in BC, SK, MB, ON, QC, NS, NL, NT, YT, NU (DTaPHibIPV sub in NL, NT if shortage); between Y4-Y5 in PE; at Y4 in AB, NB; and in province: QC catch-up in 3rd year secondary school","Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",Tdap-IPV,PERTUSSIS,Pertussis,aP,measured
CAN,Canada,AMRO,2024,TDAP_S_IPV,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",1,CATCHUP_C,Catch-up children,SUBNATIONAL,,QC catch-up in 3rd year secondary school,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",Tdap-IPV,PERTUSSIS,Pertussis,aP,measured
CAN,Canada,AMRO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,ADULTS,Adults,SUBNATIONAL,1st contact,"Schedule information was collected for healthy, previously immunized adults. Given with each pregnancy in BC and QC; Given every 10 years and each pregnancy in AB, PE, NL, and NT; One booster dose per adult lifetime and each pregnancy in SK, MB, ON, NB, NS, YT, and NU.","Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
CAN,Canada,AMRO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,B_ADO_W,General/routine,SUBNATIONAL,Y11-Y16,"Given in provinces/territories: x1 in gr.9 in BC, AB, PE, NL, YT; x1 in gr.8 in SK; x1 in gr.7 in NB, NS, NT; x1 gr.6 in NU; x1 in gr.8 or 9 in MB; x1 at Y14-Y16 in ON","Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
CAN,Canada,AMRO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,PW,Pregnant women,NATIONAL,,"Schedule information was collected for healthy, previously immunized adults. Given with each pregnancy in BC and QC; Given every 10 years and each pregnancy in AB, PE, NL, and NT; One booster dose per adult lifetime and each pregnancy in SK, MB, ON, NB, NS, YT, and NU.","Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
CAN,Canada,AMRO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",2,ADULTS,Adults,SUBNATIONAL,+Y10,"Schedule information was collected for healthy, previously immunized adults. Given with each pregnancy in BC and QC; Given every 10 years and each pregnancy in AB, PE, NL, and NT; One booster dose per adult lifetime and each pregnancy in SK, MB, ON, NB, NS, YT, and NU.","Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
CAN,Canada,AMRO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1,,General/routine,SUBNATIONAL,M2,"Given in provinces/territories: x3 doses at M2, M4, M6 in BC, AB, PE, YT; x2 doses at M2, M4 in QC",DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
CAN,Canada,AMRO,2024,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,1,,General/routine,SUBNATIONAL,M2,"Given in provinces/territories: x4 doses at M2, M4, M6, M18 in SK, MB, ON, NB, NS, NL, NT, NU; x1 dose at M18 in BC, AB, PE, YT; x1 dose at M12 in QC",DTaP-Hib-IPV (acellular) vaccine,DTaP-Hib-IPV,PERTUSSIS,Pertussis,aP,measured
CAN,Canada,AMRO,2024,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,2,,General/routine,SUBNATIONAL,M4,"Given in provinces/territories: x4 doses at M2, M4, M6, M18 in SK, MB, ON, NB, NS, NL, NT, NU; x1 dose at M18 in BC, AB, PE, YT; x1 dose at M12 in QC",DTaP-Hib-IPV (acellular) vaccine,DTaP-Hib-IPV,PERTUSSIS,Pertussis,aP,measured
CAN,Canada,AMRO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2,,General/routine,SUBNATIONAL,M4,"Given in provinces/territories: x3 doses at M2, M4, M6 in BC, AB, PE, YT; x2 doses at M2, M4 in QC",DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
CAN,Canada,AMRO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3,,General/routine,SUBNATIONAL,M6,"Given in provinces/territories: x3 doses at M2, M4, M6 in BC, AB, PE, YT; x2 doses at M2, M4 in QC",DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
CAN,Canada,AMRO,2024,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,3,,General/routine,SUBNATIONAL,M6-M12,"Given in provinces/territories: x4 doses at M2, M4, M6, M18 in SK, MB, ON, NB, NS, NL, NT, NU; x1 dose at M18 in BC, AB, PE, YT; x1 dose at M12 in QC",DTaP-Hib-IPV (acellular) vaccine,DTaP-Hib-IPV,PERTUSSIS,Pertussis,aP,measured
CAN,Canada,AMRO,2024,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,4,B_2YL_W,General/routine,SUBNATIONAL,M18,"Given in provinces/territories: x4 doses at M2, M4, M6, M18 in SK, MB, ON, NB, NS, NL, NT, NU; x1 dose at M18 in BC, AB, PE, YT; x1 dose at M12 in QC",DTaP-Hib-IPV (acellular) vaccine,DTaP-Hib-IPV,PERTUSSIS,Pertussis,aP,measured
CHE,Switzerland,EURO,2024,TDAP_S_IPV,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",5,B_ADO_W,General/routine,NATIONAL,Y11-Y15,,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",Tdap-IPV,PERTUSSIS,Pertussis,aP,measured
CHE,Switzerland,EURO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1,,General/routine,NATIONAL,M2,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
CHE,Switzerland,EURO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2,,General/routine,NATIONAL,M4,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
CHE,Switzerland,EURO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3,,General/routine,NATIONAL,M12,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
CHE,Switzerland,EURO,2024,DTAPIPV,DTaP-IPV (acellular) vaccine,4,B_CHILD_W,General/routine,NATIONAL,Y4-Y7,,DTaP-IPV (acellular) vaccine,DTaP-IPV,PERTUSSIS,Pertussis,aP,measured
CHL,Chile,AMRO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,PW,Pregnant women,NATIONAL,,Embarazadas - Se administra en la SG28,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
CHL,Chile,AMRO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",5,B_CHILD_W,General/routine,NATIONAL,Y6,,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
CHL,Chile,AMRO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6,B_ADO_W,General/routine,NATIONAL,Y13,,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
CHL,Chile,AMRO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1,,General/routine,NATIONAL,M2,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
CHL,Chile,AMRO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2,,General/routine,NATIONAL,M4,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
CHL,Chile,AMRO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3,,General/routine,NATIONAL,M6,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
CHL,Chile,AMRO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,4,B_2YL_W,General/routine,NATIONAL,M18,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
CHN,China,WPRO,2024,DTAP,DTaP (acellular) vaccine,1,,General/routine,NATIONAL,M3,,DTaP (acellular) vaccine,DTaP,PERTUSSIS,Pertussis,aP,measured
CHN,China,WPRO,2024,DTAP,DTaP (acellular) vaccine,2,,General/routine,NATIONAL,M4,,DTaP (acellular) vaccine,DTaP,PERTUSSIS,Pertussis,aP,measured
CHN,China,WPRO,2024,DTAP,DTaP (acellular) vaccine,3,,General/routine,NATIONAL,M5,,DTaP (acellular) vaccine,DTaP,PERTUSSIS,Pertussis,aP,measured
CHN,China,WPRO,2024,DTAP,DTaP (acellular) vaccine,4,B_2YL_W,General/routine,NATIONAL,M18,,DTaP (acellular) vaccine,DTaP,PERTUSSIS,Pertussis,aP,measured
CIV,Côte d'Ivoire,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1,,General/routine,NATIONAL,W6,nourrissons survivants,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
CIV,Côte d'Ivoire,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2,,General/routine,NATIONAL,W10,nourrissons survivants,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
CIV,Côte d'Ivoire,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3,,General/routine,NATIONAL,W14,nourrissons survivants,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
CMR,Cameroon,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1,,General/routine,NATIONAL,W6,0-11 mois,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
CMR,Cameroon,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2,,General/routine,NATIONAL,W10,0-11 mois,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
CMR,Cameroon,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3,,General/routine,NATIONAL,W14,0-11 mois,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
COD,Democratic Republic of the Congo,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1,,General/routine,NATIONAL,W6,0-11 mois,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
COD,Democratic Republic of the Congo,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2,,General/routine,NATIONAL,W10,0-11 mois,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
COD,Democratic Republic of the Congo,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3,,General/routine,NATIONAL,W14,0-11 mois,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
COG,Congo,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1,,General/routine,NATIONAL,W8,0-11 mois,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
COG,Congo,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2,,General/routine,NATIONAL,W12,0-11 mois,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
COG,Congo,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3,,General/routine,NATIONAL,W16,0-11 mois,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
COK,Cook Islands,WPRO,2024,DTAP,DTaP (acellular) vaccine,4,B_CHILD_W,General/routine,NATIONAL,Y4,,DTaP (acellular) vaccine,DTaP,PERTUSSIS,Pertussis,aP,measured
COK,Cook Islands,WPRO,2024,DTAPHIBHEPB,DTaP-Hib-HepB (acellular) vaccine,1,,General/routine,NATIONAL,W6,,DTaP-Hib-HepB (acellular) vaccine,DTaP-Hib-HepB,PERTUSSIS,Pertussis,aP,measured
COK,Cook Islands,WPRO,2024,DTAPHIBHEPB,DTaP-Hib-HepB (acellular) vaccine,2,,General/routine,NATIONAL,M3,,DTaP-Hib-HepB (acellular) vaccine,DTaP-Hib-HepB,PERTUSSIS,Pertussis,aP,measured
COK,Cook Islands,WPRO,2024,DTAPHIBHEPB,DTaP-Hib-HepB (acellular) vaccine,3,,General/routine,NATIONAL,M5,,DTaP-Hib-HepB (acellular) vaccine,DTaP-Hib-HepB,PERTUSSIS,Pertussis,aP,measured
COL,Colombia,AMRO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,PW,Pregnant women,NATIONAL,,"Se aplica en población desde los 7 años de edad que tienen contraindicación para recibir DPT con el mismo esquema y en mujeres embarazadas desde la semana 26 de gestación, así como en niños que presentaron reacción a la Pentavalente","Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
COL,Colombia,AMRO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,RISKGROUPS,Risk group(s),NATIONAL,>=Y7,"Se aplica en población desde los 7 años de edad que tienen contraindicación para recibir DPT con el mismo esquema y en mujeres embarazadas desde la semana 26 de gestación, así como en niños que presentaron reacción a la Pentavalente","Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
COL,Colombia,AMRO,2024,DTAP,DTaP (acellular) vaccine,1,RISKGROUPS,Risk group(s),NATIONAL,<Y7,"El país aplica la vacuna DTPa (acelular), que protege contra la difteria, el tétanos y la tos ferina, la cuál está indicada para niños con contraindicaciones de células completas menores de 7 años.",DTaP (acellular) vaccine,DTaP,PERTUSSIS,Pertussis,aP,measured
COL,Colombia,AMRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1,,General/routine,NATIONAL,M2,,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
COL,Colombia,AMRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2,,General/routine,NATIONAL,M4,,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
COL,Colombia,AMRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3,,General/routine,NATIONAL,M6,,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
COL,Colombia,AMRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,4,B_2YL_W,General/routine,NATIONAL,M18,,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
COL,Colombia,AMRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,5,B_CHILD_W,General/routine,NATIONAL,A5,,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
COM,Comoros,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1,,General/routine,NATIONAL,W6,0-11 mois,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
COM,Comoros,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2,,General/routine,NATIONAL,W10,0-11 mois,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
COM,Comoros,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3,,General/routine,NATIONAL,W14,0-11 mois,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
CPV,Cabo Verde,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1,,General/routine,NATIONAL,M2,Enfants,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
CPV,Cabo Verde,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2,,General/routine,NATIONAL,M4,Enfants,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
CPV,Cabo Verde,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3,,General/routine,NATIONAL,M6,Enfants,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
CPV,Cabo Verde,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,4,B_2YL_W,General/routine,NATIONAL,M18,Enfants,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
CRI,Costa Rica,AMRO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,HW,Health workers,NATIONAL,,"Se aplica una dosis de Tdap en cada embarazo después de la semana 20, en funcionarios de salud en contacto con neonatos de la CCSS","Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
CRI,Costa Rica,AMRO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,PW,Pregnant women,NATIONAL,,"Se aplica una dosis de Tdap en cada embarazo después de la semana 20, en funcionarios de salud en contacto con neonatos de la CCSS","Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
CRI,Costa Rica,AMRO,2024,TDAP_S_IPV,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",5,B_CHILD_W,General/routine,NATIONAL,Y4,Se aplica una dosis de refuerzo de Tetravalente a los 4 años de edad,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",Tdap-IPV,PERTUSSIS,Pertussis,aP,measured
CRI,Costa Rica,AMRO,2024,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,1,,General/routine,NATIONAL,M2,,DTaP-Hib-IPV (acellular) vaccine,DTaP-Hib-IPV,PERTUSSIS,Pertussis,aP,measured
CRI,Costa Rica,AMRO,2024,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,2,,General/routine,NATIONAL,M4,,DTaP-Hib-IPV (acellular) vaccine,DTaP-Hib-IPV,PERTUSSIS,Pertussis,aP,measured
CRI,Costa Rica,AMRO,2024,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,3,,General/routine,NATIONAL,M6,,DTaP-Hib-IPV (acellular) vaccine,DTaP-Hib-IPV,PERTUSSIS,Pertussis,aP,measured
CRI,Costa Rica,AMRO,2024,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,4,B_2YL_W,General/routine,NATIONAL,M15,,DTaP-Hib-IPV (acellular) vaccine,DTaP-Hib-IPV,PERTUSSIS,Pertussis,aP,measured
CUB,Cuba,AMRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1,,General/routine,NATIONAL,M2,,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
CUB,Cuba,AMRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2,,General/routine,NATIONAL,M4,,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
CUB,Cuba,AMRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3,,General/routine,NATIONAL,M6,,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
CUB,Cuba,AMRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,4,B_2YL_W,General/routine,NATIONAL,M18,,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
CUB,Cuba,AMRO,2024,DTWP,DTwP (Whole cell) vaccine,1,RISKGROUPS,Risk group(s),NATIONAL,M2,Hijos de madre positiva al antigeno de la hepatitis B,DTwP (Whole cell) vaccine,DTwP,PERTUSSIS,Pertussis,wP,measured
CUB,Cuba,AMRO,2024,DTWP,DTwP (Whole cell) vaccine,2,RISKGROUPS,Risk group(s),NATIONAL,M4,Hijos de madre positiva al antigeno de la hepatitis B,DTwP (Whole cell) vaccine,DTwP,PERTUSSIS,Pertussis,wP,measured
CUB,Cuba,AMRO,2024,DTWP,DTwP (Whole cell) vaccine,3,RISKGROUPS,Risk group(s),NATIONAL,M6,Hijos de madre positiva al antigeno de la hepatitis B,DTwP (Whole cell) vaccine,DTwP,PERTUSSIS,Pertussis,wP,measured
CUB,Cuba,AMRO,2024,DTWP,DTwP (Whole cell) vaccine,4,RISKGROUPS,Risk group(s),NATIONAL,M18,Hijos de madre positiva al antigeno de la hepatitis B,DTwP (Whole cell) vaccine,DTwP,PERTUSSIS,Pertussis,wP,measured
CUW,Curaçao,AMRO,2019,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1,,General/routine,NATIONAL,M2,,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
CUW,Curaçao,AMRO,2019,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2,,General/routine,NATIONAL,M3.5,,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
CUW,Curaçao,AMRO,2019,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3,,General/routine,NATIONAL,M5.5,,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
CUW,Curaçao,AMRO,2019,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,4,B_2YL_W,General/routine,NATIONAL,M15,,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
