iso3,country_name,who_region,year,vaccine_code,VACCINE_DESCRIPTION,SCHEDULEROUNDS,target_population_code,target_population,GEOAREA,age_administered,SOURCECOMMENT,VACCINEDESCRIPTION,VACCINEDESCRIPTIONSHORT,DISEASECODE,DISEASEDESCRIPTION,SCHEDULERCODE,source_type
ATG,Antigua and Barbuda,AMRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2,,General/routine,NATIONAL,M4,,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
ATG,Antigua and Barbuda,AMRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3,,General/routine,NATIONAL,M6,,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
ATG,Antigua and Barbuda,AMRO,2024,DTWP,DTwP (Whole cell) vaccine,4,B_2YL_W,General/routine,NATIONAL,M18,M18,DTwP (Whole cell) vaccine,DTwP,PERTUSSIS,Pertussis,wP,measured
AUS,Australia,WPRO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,PW,Pregnant women,NATIONAL,,Pregnant women,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
AUS,Australia,WPRO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6,B_ADO_W,General/routine,NATIONAL,Y12-Y13,,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
AUS,Australia,WPRO,2024,DTAP,DTaP (acellular) vaccine,4,B_2YL_W,General/routine,NATIONAL,M18,,DTaP (acellular) vaccine,DTaP,PERTUSSIS,Pertussis,aP,measured
AUS,Australia,WPRO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1,,General/routine,NATIONAL,M2,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
AUS,Australia,WPRO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2,,General/routine,NATIONAL,M4,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
AUS,Australia,WPRO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3,,General/routine,NATIONAL,M6,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
AUS,Australia,WPRO,2024,DTAPIPV,DTaP-IPV (acellular) vaccine,5,B_CHILD_W,General/routine,NATIONAL,Y4,,DTaP-IPV (acellular) vaccine,DTaP-IPV,PERTUSSIS,Pertussis,aP,measured
AUT,Austria,EURO,2024,TDAP_S_IPV,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",4,B_CHILD_W,General/routine,NATIONAL,Y6-Y8,,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",Tdap-IPV,PERTUSSIS,Pertussis,aP,measured
AUT,Austria,EURO,2024,TDAP_S_IPV,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",5,B_ADO_W,General/routine,NATIONAL,Y13-Y14,,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",Tdap-IPV,PERTUSSIS,Pertussis,aP,measured
AUT,Austria,EURO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1,,General/routine,NATIONAL,M2,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
AUT,Austria,EURO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2,,General/routine,NATIONAL,M4,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
AUT,Austria,EURO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3,,General/routine,NATIONAL,M10-M11,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
AZE,Azerbaijan,EURO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1,,General/routine,NATIONAL,M2,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
AZE,Azerbaijan,EURO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2,,General/routine,NATIONAL,M3,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
AZE,Azerbaijan,EURO,2024,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3,,General/routine,NATIONAL,M4,,DTaP-Hib-HepB-IPV (acellular) vaccine,DTaP-Hib-HepB-IPV,PERTUSSIS,Pertussis,aP,measured
AZE,Azerbaijan,EURO,2024,DTWP,DTwP (Whole cell) vaccine,4,B_2YL_W,General/routine,NATIONAL,M18,,DTwP (Whole cell) vaccine,DTwP,PERTUSSIS,Pertussis,wP,measured
BDI,Burundi,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1,,General/routine,NATIONAL,W6,0-11 mois,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
BDI,Burundi,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2,,General/routine,NATIONAL,W10,0-11 mois,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
BDI,Burundi,AFRO,2024,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3,,General/routine,NATIONAL,W14,0-11 mois,DTwP-Hib-HepB (Whole cell) vaccine,DTwP-Hib-HepB,PERTUSSIS,Pertussis,wP,measured
BDI,Burundi,AFRO,2024,DTWP,DTwP (Whole cell) vaccine,4,B_2YL_W,General/routine,NATIONAL,M18,12-23 mois,DTwP (Whole cell) vaccine,DTwP,PERTUSSIS,Pertussis,wP,measured
BEL,Belgium,EURO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,ADULTS,Adults,NATIONAL,Y25,"Adults Y25 and booster every 10 years after that. Pregnant women (each pregnancy) between 24 and 32 weeks of pregnancy, and their close environment (cocoon vaccination). Healthcare and child care staff who didn't get a booster in the last 10 years are also specifically recommended to get vaccinated","Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
BEL,Belgium,EURO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,HW,Health workers,NATIONAL,,"Adults Y25 and booster every 10 years after that. Pregnant women (each pregnancy) between 24 and 32 weeks of pregnancy, and their close environment (cocoon vaccination). Healthcare and child care staff who didn't get a booster in the last 10 years are also specifically recommended to get vaccinated","Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
BEL,Belgium,EURO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,PW,Pregnant women,NATIONAL,,"Adults Y25 and booster every 10 years after that. Pregnant women (each pregnancy) between 24 and 32 weeks of pregnancy, and their close environment (cocoon vaccination). Healthcare and child care staff who didn't get a booster in the last 10 years are also specifically recommended to get vaccinated","Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
BEL,Belgium,EURO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",2,ADULTS,Adults,NATIONAL,+Y10,"Adults Y25 and booster every 10 years after that. Pregnant women (each pregnancy) between 24 and 32 weeks of pregnancy, and their close environment (cocoon vaccination). Healthcare and child care staff who didn't get a booster in the last 10 years are also specifically recommended to get vaccinated","Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
BEL,Belgium,EURO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",3,ADULTS,Adults,NATIONAL,+Y10,"Adults Y25 and booster every 10 years after that. Pregnant women (each pregnancy) between 24 and 32 weeks of pregnancy, and their close environment (cocoon vaccination). Healthcare and child care staff who didn't get a booster in the last 10 years are also specifically recommended to get vaccinated","Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
BEL,Belgium,EURO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",4,ADULTS,Adults,NATIONAL,+Y10,"Adults Y25 and booster every 10 years after that. Pregnant women (each pregnancy) between 24 and 32 weeks of pregnancy, and their close environment (cocoon vaccination). Healthcare and child care staff who didn't get a booster in the last 10 years are also specifically recommended to get vaccinated","Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
BEL,Belgium,EURO,2024,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",5,ADULTS,Adults,NATIONAL,+Y10,"Adults Y25 and booster every 10 years after that. Pregnant women (each pregnancy) between 24 and 32 weeks of pregnancy, and their close environment (cocoon vaccination). Healthcare and child care staff who didn't get a booster in the last 10 years are also specifically recommended to get vaccinated","Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",Tdap,PERTUSSIS,Pertussis,aP,measured
