iso3,country_name,year,coverage_category,coverage_raw,Drop,source,备注,很多中低收入国家孕期免疫项目主要监测 破伤风类疫苗（TT / Td / TTCV）或者没有全国性的孕期 Tdap 接种项目，百日咳疫苗主要是针对的儿童，文献研究Article多是这个国家的某一地区的某一时间段的抽样研究,coverage_percent,coverage_proportion,source_type
NZL,New Zealand,2018.0,Article,43.6,,https://pubmed.ncbi.nlm.nih.gov/32868133/,"2013年至2018年间，共有323,622名孕妇的数据，25.7%接种了孕产妇百日咳疫苗,百日咳从10.2%(2013)升至43.6%(2018)",,43.6,0.436,measured
OMN,Oman,2024.0,Administrative coverage,92.98,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=OMN&ANTIGEN=PERCV_PW&YEAR=,,,92.98,0.9298000000000001,measured
OMN,Oman,2024.0,Official coverage,92.98,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=OMN&ANTIGEN=PERCV_PW&YEAR=,,,92.98,0.9298000000000001,measured
OMN,Oman,2023.0,Administrative coverage,92.26,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=OMN&ANTIGEN=PERCV_PW&YEAR=,,,92.26,0.9226000000000001,measured
OMN,Oman,2023.0,Official coverage,92.26,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=OMN&ANTIGEN=PERCV_PW&YEAR=,,,92.26,0.9226000000000001,measured
OMN,Oman,2022.0,Official coverage,100,1,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=OMN&ANTIGEN=PERCV_PW&YEAR=,,,100.0,1.0,measured
OMN,Oman,2021.0,Official coverage,100,1,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=OMN&ANTIGEN=PERCV_PW&YEAR=,,,100.0,1.0,measured
PAK,Pakistan,,Article,,,https://pubmed.ncbi.nlm.nih.gov/28863869/,文章提及2013年卡拉奇横截面调查（n=283）中，83%孕妇愿意接受孕期百日咳疫苗,,,,measured
PAN,Panama,2024.0,Administrative coverage,74.290000000000006,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=PAN&ANTIGEN=PERCV_PW&YEAR=,,,74.29,0.7429000000000001,measured
PAN,Panama,2024.0,Official coverage,74.290000000000006,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=PAN&ANTIGEN=PERCV_PW&YEAR=,,,74.29,0.7429000000000001,measured
PAN,Panama,2023.0,Administrative coverage,73.7,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=PAN&ANTIGEN=PERCV_PW&YEAR=,,,73.7,0.737,measured
PAN,Panama,2023.0,Official coverage,70.7,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=PAN&ANTIGEN=PERCV_PW&YEAR=,,,70.7,0.7070000000000001,measured
PAN,Panama,2023.0,Article,"68.89 [55.02, 81.14]",,https://www.sciencedirect.com/science/article/pii/S2589537025005851,95% UI,,68.89,0.6889,measured
PAN,Panama,2020.0,Article,"68.40 [55.56, 80.26]",,https://www.sciencedirect.com/science/article/pii/S2589537025005851,95% UI,,68.4,0.684,measured
PAN,Panama,2019.0,Article,"65.75 [50.22, 79.88]",,https://www.sciencedirect.com/science/article/pii/S2589537025005851,95% UI,,65.75,0.6575,measured
PAN,Panama,2015.0,Article,"41.88 [21.24, 63.08]",,https://www.sciencedirect.com/science/article/pii/S2589537025005851,95% UI,,41.88,0.4188,measured
PAN,Panama,2022.0,Administrative coverage,72.55,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=PAN&ANTIGEN=PERCV_PW&YEAR=,,,72.55,0.7254999999999999,measured
PAN,Panama,2022.0,Official coverage,72.5,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=PAN&ANTIGEN=PERCV_PW&YEAR=,,,72.5,0.725,measured
PAN,Panama,2021.0,Administrative coverage,72.709999999999994,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=PAN&ANTIGEN=PERCV_PW&YEAR=,,,72.71,0.7271,measured
PAN,Panama,2021.0,Official coverage,72.709999999999994,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=PAN&ANTIGEN=PERCV_PW&YEAR=,,,72.71,0.7271,measured
PER,Peru,2024.0,Administrative coverage,93.21,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=PER&ANTIGEN=PERCV_PW&YEAR=,,,93.21,0.9320999999999999,measured
PER,Peru,2023.0,Administrative coverage,76.540000000000006,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=PER&ANTIGEN=PERCV_PW&YEAR=,,,76.54,0.7654000000000001,measured
PER,Peru,2022.0,Administrative coverage,58.23,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=PER&ANTIGEN=PERCV_PW&YEAR=,,,58.23,0.5822999999999999,measured
PER,Peru,2021.0,Administrative coverage,12.4,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=PER&ANTIGEN=PERCV_PW&YEAR=,,,12.4,0.124,measured
PER,Peru,2021.0,Official coverage,12.4,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=PER&ANTIGEN=PERCV_PW&YEAR=,,,12.4,0.124,measured
PHL,Philippines,2022.0,Administrative coverage,37.409999999999997,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=PHL&ANTIGEN=PERCV_PW&YEAR=,,,37.41,0.3741,measured
PLW,Palau,,,,,,,,,,measured
PNG,Papua New Guinea,,,,,,,,,,measured
POL,Poland,,Article,23.4,,https://pmc.ncbi.nlm.nih.gov/articles/PMC10944008/,一项针对波兰克拉科夫地区205名孕妇的横断面调查研究，23.4%的研究参与者在孕期接种了百日咳疫苗,,23.4,0.23399999999999999,measured
PRK,Democratic People's Republic of Korea,,,,,,,,,,measured
PRT,Portugal,2024.0,Administrative coverage,80.400000000000006,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=PRT&ANTIGEN=PERCV_PW&YEAR=,,,80.4,0.804,measured
PRT,Portugal,2024.0,Official coverage,80.400000000000006,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=PRT&ANTIGEN=PERCV_PW&YEAR=,,,80.4,0.804,measured
PRT,Portugal,2023.0,Official coverage,84,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=PRT&ANTIGEN=PERCV_PW&YEAR=,,,84.0,0.84,measured
PRT,Portugal,2022.0,Official coverage,89,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=PRT&ANTIGEN=PERCV_PW&YEAR=,,,89.0,0.89,measured
PRT,Portugal,2021.0,Official coverage,87,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=PRT&ANTIGEN=PERCV_PW&YEAR=,,,87.0,0.87,measured
PRY,Paraguay,2024.0,Official coverage,62,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=PRY&ANTIGEN=PERCV_PW&YEAR=,,,62.0,0.62,measured
PRY,Paraguay,2022.0,Administrative coverage,48.79,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=PRY&ANTIGEN=PERCV_PW&YEAR=,,,48.79,0.4879,measured
PRY,Paraguay,2021.0,Administrative coverage,34.46,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=PRY&ANTIGEN=PERCV_PW&YEAR=,,,34.46,0.3446,measured
PRY,Paraguay,2021.0,Official coverage,34.46,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=PRY&ANTIGEN=PERCV_PW&YEAR=,,,34.46,0.3446,measured
PSE,https://www.tandfonline.com/doi/full/10.1080/21645515.2025.2521187,,,,,,,,,,measured
PYF,French Polynesia,2024.0,Administrative coverage,,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=FRA&ANTIGEN=PERCV_PW&YEAR=,无独立数据，是否参照法国62.3%,,,,measured
QAT,Qatar,2019.0,Article,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8475723/,文中Summary of Cases部分提及：5例确诊百日咳患儿的母亲均未在怀孕期间接种破伤风、白喉和无细胞百日咳疫苗，确诊患儿母亲的孕期Tdap疫苗接种率为0%,,,,measured
ROU,Romania,2023.0,Article,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC10136832/,该文提及2023年罗马尼亚研究（n=180孕妇）：参与健康教育后92.9%孕妇同意接种百日咳疫苗  https://www.mdpi.com/2076-393X/11/7/1207 罗马尼亚首都百日咳疫苗接纳率（VA）从2019年的85%降至2022年的44.4%,,,,measured
RUS,Russian Federation,,Article,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9989173/,该文章在2021年进行一项横断面研究（n=655），孕妇体内针对百日咳的免疫抗体（IgG）血清阳性率为 36.5%,,,,measured
RWA,Rwanda,,,,,,,,,,measured
SAU,Saudi Arabia,,Article,3.7,,https://pmc.ncbi.nlm.nih.gov/articles/PMC10415007/,这项研究调查了401名来自沙特阿拉伯塔伊夫地区的孕妇，发现其中仅有3.7%（15人）在之前的怀孕期间接种过百日咳疫苗,,3.7,0.037000000000000005,measured
SDN,Sudan,2022.0,Administrative coverage,44.05,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=SDN&ANTIGEN=PERCV_PW&YEAR=,,,44.05,0.44049999999999995,measured
SDN,Sudan,2022.0,Official coverage,44.05,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=SDN&ANTIGEN=PERCV_PW&YEAR=,,,44.05,0.44049999999999995,measured
SEN,Senegal,,,,,,,,,,measured
SGP,Singapore,,Article,25.9,,https://pubmed.ncbi.nlm.nih.gov/36216649/,2018年至2019年间的前瞻性阴性病例对照研究中，共招募了58名儿童，25.9%的母亲接种了产前Tdap疫苗,,25.9,0.259,measured
SLB,Solomon Islands,,,,,,,,,,measured
SLE,Sierra Leone,,,,,,,,,,measured
SLV,El Salvador,2024.0,Administrative coverage,86.48,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=SLV&ANTIGEN=PERCV_PW&YEAR=,,,86.48,0.8648,measured
SLV,El Salvador,2023.0,Administrative coverage,87.69,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=SLV&ANTIGEN=PERCV_PW&YEAR=,,,87.69,0.8769,measured
SLV,El Salvador,2022.0,Administrative coverage,97.38,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=SLV&ANTIGEN=PERCV_PW&YEAR=,,,97.38,0.9738,measured
SLV,El Salvador,2023.0,Article,"82.14 [68.51, 93.26]",,https://www.sciencedirect.com/science/article/pii/S2589537025005851,95% UI,,82.14,0.8214,measured
SLV,El Salvador,2020.0,Article,"71.29 [57.52, 83.14]",,https://www.sciencedirect.com/science/article/pii/S2589537025005851,95% UI,,71.29,0.7129000000000001,measured
SLV,El Salvador,2019.0,Article,"67.12 [52.12, 80.22]",,https://www.sciencedirect.com/science/article/pii/S2589537025005851,95% UI,,67.12,0.6712,measured
SLV,El Salvador,2015.0,Article,"50.79 [34.36, 66.81]",,https://www.sciencedirect.com/science/article/pii/S2589537025005851,95% UI,,50.79,0.5079,measured
SMR,San Marino,,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12784226/,"圣马力诺是一个被意大利领土完全环绕但政治上完全独立的微型国家，无独立数据，是否参考意大利。链接文章是2018年至2022年一项针对意大利全国范围内约 171,141 名孕妇及其婴儿的大规模队列研究，有41.0%的孕妇接种了Tdap疫苗",,,,measured
SOM,Somalia,,,,,,,,,,measured
SRB,Serbia,,,,,,,,,,measured
SSD,South Sudan,,,,,,,,,,measured
STP,Sao Tome and Principe,,,,,,,,,,measured
SUR,Suriname,,,,,,,,,,measured
SVK,Slovakia,2023.0,Article,1.6,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11663893/#sec1,引言部分第五段,,1.6,0.016,measured
SVN,Slovenia,2023.0,Article,6.5,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11663893/#sec1,引言部分第五段,,6.5,0.065,measured
SWE,Sweden,2024.0,Article,60+,,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2024/september/kikhostefallen-fortsatt-pa-en-mycket-hog-niva/,末尾,,60.0,0.6,measured
SWE,Sweden,2024.0,Article,60-70,,https://lakartidningen.se/nyheter/antalet-fall-av-kikhosta-i-sverige-ar-pa-vag-mot-rekordnivaer-under-2024/,末尾,,60.0,0.6,measured
SWZ,Eswatini,,,,,,,,,,measured
SXM,Sint Maarten (Dutch part),,,,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=NLD&ANTIGEN=PERCV_PW&YEAR=,该地区属于荷兰，无独立覆盖率数据，是否参照荷兰66.84%,,,,measured
SYC,Seychelles,2024.0,Official coverage,0,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=SYC&ANTIGEN=PERCV_PW&YEAR=,,,0.0,0.0,measured
SYR,Syrian Arab Republic,,,,,https://link.springer.com/article/10.1186/s12889-025-21329-y,,,,,measured
TCA,Turks and Caicos Islands,,,,,,无独立覆盖率数据，该地属于英国海外领土,,,,measured
TCD,Chad,,,,,,,,,,measured
TGO,Togo,2021.0,Administrative coverage,71.77,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=TGO&ANTIGEN=PERCV_PW&YEAR=,,,71.77,0.7177,measured
TGO,Togo,2021.0,Official coverage,71.77,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=TGO&ANTIGEN=PERCV_PW&YEAR=,,,71.77,0.7177,measured
THA,Thailand,2023.0,Administrative coverage,0,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=THA&ANTIGEN=PERCV_PW&YEAR=,https://www.sciencedirect.com/science/article/pii/S2772707624002285 该文章提及2024年泰国百日咳疫苗接种覆盖率为8%,,0.0,0.0,measured
TJK,Tajikistan,,,,,,,,,,measured
TKL,Tokelau,,,,,,属于新西兰海外属地,,,,measured
TKM,Turkmenistan,,,,,,,,,,measured
TLS,Timor-Leste,,,,,,,,,,measured
TON,Tonga,,,,,,,,,,measured
TTO,Trinidad and Tobago,2024.0,Administrative coverage,17.14,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=TTO&ANTIGEN=PERCV_PW&YEAR=,,,17.14,0.1714,measured
TUN,Tunisia,,,,,,,,,,measured
TUR,Türkiye,,Article,11.7,,https://www.tandfonline.com/doi/full/10.1080/21645515.2025.2521187,一项针对土耳其首都安卡拉市医院产前孕期学校的孕妇进行了单中心观察性研究，583名孕妇中，Tdap孕期接种率为11.7%。该文简介处还提及Tdap覆盖率范围为26%至74%（地区差异）,,11.7,0.11699999999999999,measured
TUV,Tuvalu,,,,,,,,,,measured
TZA,United Republic of Tanzania,,,,,,,,,,measured
UGA,Uganda,2023.0,Official coverage,83,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=UGA&ANTIGEN=PERCV_PW&YEAR=,,,83.0,0.83,measured
UKR,Ukraine,,,,,,,,,,measured
URY,Uruguay,2024.0,Administrative coverage,83.89,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=URY&ANTIGEN=PERCV_PW&YEAR=,,,83.89,0.8389,measured
URY,Uruguay,2023.0,Administrative coverage,82.21,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=URY&ANTIGEN=PERCV_PW&YEAR=,,,82.21,0.8220999999999999,measured
URY,Uruguay,2022.0,Administrative coverage,75.3,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=URY&ANTIGEN=PERCV_PW&YEAR=,,,75.3,0.753,measured
URY,Uruguay,2021.0,Administrative coverage,55.14,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=URY&ANTIGEN=PERCV_PW&YEAR=,,,55.14,0.5514,measured
URY,Uruguay,2021.0,Official coverage,55.14,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=URY&ANTIGEN=PERCV_PW&YEAR=,,,55.14,0.5514,measured
USA,United States of America,2022.0,Official coverage,44,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=USA&ANTIGEN=PERCV_PW&YEAR=,,,44.0,0.44,measured
USA,United States of America,2021.0,Official coverage,53.5,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=USA&ANTIGEN=PERCV_PW&YEAR=,,,53.5,0.535,measured
USA,United States of America,2023.0,Article,"57.00 [46.46, 67.15]",,https://www.sciencedirect.com/science/article/pii/S2589537025005851,95% UI,,57.0,0.57,measured
USA,United States of America,2020.0,Article,"68.92 [64.50, 73.15]",,https://www.sciencedirect.com/science/article/pii/S2589537025005851,95% UI,,68.92,0.6892,measured
USA,United States of America,2019.0,Article,"69.81 [66.33, 73.18]",,https://www.sciencedirect.com/science/article/pii/S2589537025005851,95% UI,,69.81,0.6981,measured
USA,United States of America,2015.0,Article,"58.77 [55.90, 61.61]",,https://www.sciencedirect.com/science/article/pii/S2589537025005851,95% UI,,58.77,0.5877,measured
USA,United States of America,2019.0,Article,54.9,,https://pmc.ncbi.nlm.nih.gov/articles/PMC10071344/#H1-1-POI220093,该文章引言提及截至2019年，54.9%的美国孕妇在孕期接种过Tdap疫苗,,54.9,0.5489999999999999,measured
UZB,Uzbekistan,2023.0,Official coverage,0,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=UZB&ANTIGEN=PERCV_PW&YEAR=,,,0.0,0.0,measured
VCT,Saint Vincent and the Grenadines,,,,,,,,,,measured
VEN,Venezuela (Bolivarian Republic of),,,,,,,,,,measured
VGB,British Virgin Islands,,,,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine?CODE=GBR&ANTIGEN=PERCV_PW&YEAR=,无独立覆盖率数据，属于英国海外领土，是否参考英国数据（58.56%）,,,,measured
VNM,Viet Nam,,Article,54.5,,https://link.springer.com/chapter/10.1007/978-3-031-90197-3_54,文章n=295,,54.5,0.545,measured
VUT,Vanuatu,,,,,,,,,,measured
WLF,Wallis and Futuna,,,,,,无独立覆盖率数据，法属太平洋领土,,,,measured
WSM,Samoa,,,,,,,,,,measured
XKX,Kosovo (in accordance with UN Security Council resolution 1244 (1999)),,,,,,,,,,measured
YEM,Yemen,,,,,,,,,,measured
ZAF,South Africa,,,,,,,,,,measured
ZMB,Zambia,,,,,,,,,,measured
