country,iso3,source_age_group,target_age_group,contacts_per_day,source,source_type
Thailand,THA,infant_0_2m,adult_18plus,8.133153,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,infant_3_11m,infant_0_2m,0.09101,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,infant_3_11m,infant_3_11m,0.273031,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,infant_3_11m,child_1_6y,1.969671,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,infant_3_11m,school_7_17y,1.548822,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,infant_3_11m,adult_18plus,8.133153,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,child_1_6y,infant_0_2m,0.075991,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,child_1_6y,infant_3_11m,0.227974,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,child_1_6y,child_1_6y,2.300212,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,child_1_6y,school_7_17y,2.953411,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,child_1_6y,adult_18plus,8.157178,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,school_7_17y,infant_0_2m,0.025856,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,school_7_17y,infant_3_11m,0.077567,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,school_7_17y,child_1_6y,1.277923,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,school_7_17y,school_7_17y,8.337619,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,school_7_17y,adult_18plus,9.488936,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,adult_18plus,infant_0_2m,0.020249,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,adult_18plus,infant_3_11m,0.060747,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,adult_18plus,child_1_6y,0.526402,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,adult_18plus,school_7_17y,1.415187,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,adult_18plus,adult_18plus,11.002367,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,infant_0_2m,infant_0_2m,0.08629,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,infant_0_2m,infant_3_11m,0.258871,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,infant_0_2m,child_1_6y,1.974858,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,infant_0_2m,school_7_17y,1.933688,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,infant_0_2m,adult_18plus,6.080038,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,infant_3_11m,infant_0_2m,0.08629,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,infant_3_11m,infant_3_11m,0.258871,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,infant_3_11m,child_1_6y,1.974858,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,infant_3_11m,school_7_17y,1.933688,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,infant_3_11m,adult_18plus,6.080038,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,child_1_6y,infant_0_2m,0.082205,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,child_1_6y,infant_3_11m,0.246616,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,child_1_6y,child_1_6y,2.397856,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,child_1_6y,school_7_17y,3.078964,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,child_1_6y,adult_18plus,6.192426,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,school_7_17y,infant_0_2m,0.048063,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,school_7_17y,infant_3_11m,0.144188,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,school_7_17y,child_1_6y,1.838484,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,school_7_17y,school_7_17y,9.257656,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,school_7_17y,adult_18plus,7.824998,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,adult_18plus,infant_0_2m,0.039978,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,adult_18plus,infant_3_11m,0.119935,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,adult_18plus,child_1_6y,0.978169,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,adult_18plus,school_7_17y,2.070055,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,adult_18plus,adult_18plus,10.181912,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
