country,log_beta_S,beta_S,log_posterior,log_posterior_raw,posterior_weight,grid_half_width,grid_points,grid_tail_drop_target,grid_min_effective_points_target,grid_max_single_weight_target,grid_left_edge_drop,grid_right_edge_drop,grid_min_edge_drop,grid_effective_points,grid_max_weight,grid_smoothing
Sweden,-4.585652697735181,0.01019709199637104,-2866.190044662341,-2867.736702816024,7.3842796e-316,0.08,641,20.0,10.0,0.2,723.2129257930519,633.4316946537119,633.4316946537119,17.361642567410907,0.09030068501301798,savgol
Sweden,-4.585402697735181,0.010199641588055816,-2869.9513323719016,-2877.5321670518088,1.7171237e-317,0.08,641,20.0,10.0,0.2,723.2129257930519,633.4316946537119,633.4316946537119,17.361642567410907,0.09030068501301798,savgol
Sweden,-4.5851526977351815,0.010202191817218187,-2873.624510484157,-2879.4090147219513,4.3607e-319,0.08,641,20.0,10.0,0.2,723.2129257930519,633.4316946537119,633.4316946537119,17.361642567410907,0.09030068501301798,savgol
Sweden,-4.584902697735181,0.010204742684017559,-2877.2095789991067,-2875.669941889974,1.2095e-320,0.08,641,20.0,10.0,0.2,723.2129257930519,633.4316946537119,633.4316946537119,17.361642567410907,0.09030068501301798,savgol
Sweden,-4.584652697735181,0.010207294188613353,-2880.706537916751,-2883.959870728595,3.66e-322,0.08,641,20.0,10.0,0.2,723.2129257930519,633.4316946537119,633.4316946537119,17.361642567410907,0.09030068501301798,savgol
Sweden,-4.5844026977351815,0.010209846331165026,-2884.1153872370896,-2887.4795682250096,1e-323,0.08,641,20.0,10.0,0.2,723.2129257930519,633.4316946537119,633.4316946537119,17.361642567410907,0.09030068501301798,savgol
Sweden,-4.584152697735181,0.010212399111832108,-2887.436126960123,-2896.4915426820507,0.0,0.08,641,20.0,10.0,0.2,723.2129257930519,633.4316946537119,633.4316946537119,17.361642567410907,0.09030068501301798,savgol
Sweden,-4.583902697735181,0.010214952530774138,-2890.6687570858508,-2891.161367232176,0.0,0.08,641,20.0,10.0,0.2,723.2129257930519,633.4316946537119,633.4316946537119,17.361642567410907,0.09030068501301798,savgol
Sweden,-4.5836526977351815,0.010217506588150696,-2893.813277614273,-2899.0839988404023,0.0,0.08,641,20.0,10.0,0.2,723.2129257930519,633.4316946537119,633.4316946537119,17.361642567410907,0.09030068501301798,savgol
Sweden,-4.583402697735181,0.010220061284121427,-2896.8696885453896,-2898.4214922724536,0.0,0.08,641,20.0,10.0,0.2,723.2129257930519,633.4316946537119,633.4316946537119,17.361642567410907,0.09030068501301798,savgol
Sweden,-4.583152697735181,0.010222616618845992,-2899.8379898791577,-2899.844609150367,0.0,0.08,641,20.0,10.0,0.2,723.2129257930519,633.4316946537119,633.4316946537119,17.361642567410907,0.09030068501301798,savgol
Sweden,-4.582902697735181,0.010225172592484089,-2902.3489648479595,-2908.006082786101,0.0,0.08,641,20.0,10.0,0.2,723.2129257930519,633.4316946537119,633.4316946537119,17.361642567410907,0.09030068501301798,savgol
Sweden,-4.582652697735181,0.010227729205195487,-2905.255683165367,-2907.66368094487,0.0,0.08,641,20.0,10.0,0.2,723.2129257930519,633.4316946537119,633.4316946537119,17.361642567410907,0.09030068501301798,savgol
Sweden,-4.582402697735181,0.010230286457139963,-2908.1433603999712,-2914.832359195437,0.0,0.08,641,20.0,10.0,0.2,723.2129257930519,633.4316946537119,633.4316946537119,17.361642567410907,0.09030068501301798,savgol
Sweden,-4.582152697735181,0.010232844348477337,-2910.765029219819,-2917.284825015989,0.0,0.08,641,20.0,10.0,0.2,723.2129257930519,633.4316946537119,633.4316946537119,17.361642567410907,0.09030068501301798,savgol
Sweden,-4.581902697735181,0.010235402879367495,-2913.4433056074804,-2915.9970564018113,0.0,0.08,641,20.0,10.0,0.2,723.2129257930519,633.4316946537119,633.4316946537119,17.361642567410907,0.09030068501301798,savgol
Sweden,-4.581652697735182,0.010237962049970328,-2915.7253648919555,-2916.4253582511938,0.0,0.08,641,20.0,10.0,0.2,723.2129257930519,633.4316946537119,633.4316946537119,17.361642567410907,0.09030068501301798,savgol
Sweden,-4.581402697735181,0.0102405218604458,-2918.558032322649,-2923.2506077950875,0.0,0.08,641,20.0,10.0,0.2,723.2129257930519,633.4316946537119,633.4316946537119,17.361642567410907,0.09030068501301798,savgol
Sweden,-4.581152697735181,0.010243082310953892,-2921.2642510944374,-2924.113077544167,0.0,0.08,641,20.0,10.0,0.2,723.2129257930519,633.4316946537119,633.4316946537119,17.361642567410907,0.09030068501301798,savgol
Sweden,-4.580902697735182,0.010245643401654623,-2923.957124502144,-2929.6837797877156,0.0,0.08,641,20.0,10.0,0.2,723.2129257930519,633.4316946537119,633.4316946537119,17.361642567410907,0.09030068501301798,savgol
