analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,calibration_loaded,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,contact_reciprocity_error_before,contact_reciprocity_error_after,country,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status,data_fit_score,reporting_rate_prior_penalty,fit_score,calibrated_beta,reporting_multiplier_by_age,reporting_rate_prior_by_age,reporting_rate_prior_method,reporting_rate_prior_evidence_class,posterior_interval_low,posterior_interval_high,calibration_accepted,calibration_success,optimizer_success,calibration_status,calibration_message,calibration_n_starts,calibration_maxiter,calibration_data_overlap_years,calibration_data_overlap_intervals,calibration_objective
calibration,United_Kingdom_calibrated,symptom_protective,country_timeline,,2020-01-06,2025-03-31,2020,2025,491812.9599108229,2497023.4476839346,43803.8808133601,12871.706466256603,24447.85586741852,2436.495019725011,0.0009757597678888175,0.003,0.00019110969878824633,68682962.5,691038.5,5.235616438356164,694.3937105939867,12.181359115637735,355.76732692435564,675.7261248758823,1553.4482720745511,384567.3119186522,17820.940023727628,2923.1624497694847,210.0,1911.0,2,3.041095890410959,0.8030403117091294,0.19695968829087065,5.077181065209634,0.3468275206373947,0.24161003843451215,0.00046493749874697017,0.015851804553134063,0.03361310626670582,0.29689767231880787,,False,United_Kingdom,GBR,2025,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",1.6881835956053396e-05,1.3664289590586644e-16,United_Kingdom,9.616581265315425,1.2667037047326595,0.2667037047326595,0.25,calibration_failed_absolute_fit,14944.094373606282,0.0,14999.98785294306,0.013956611697197318,infant_0_2m=0.6000;infant_3_11m=0.5000;child_1_6y=0.2500;school_7_17y=0.1000;adult_18plus=0.0500,"infant_0_2m=0.6000[0.3000,0.7500];infant_3_11m=0.5000[0.2500,0.7000];child_1_6y=0.2500[0.1000,0.4000];school_7_17y=0.1000[0.0400,0.2000];adult_18plus=0.0500[0.0050,0.1000]",literature_range,notification_efficiency_low,17.9488164400847,302.9587353061431,False,False,True,rejected,staged_fast beta bisection 6,1,12,6,273,14999.98785294306
