country,strategy,current_infant_cases_per_100k,scenario_infant_cases_per_100k,relative_reduction_infant_cases,relative_reduction_total_infections,coverage_floor_applied,timeliness_applied,implementation_note
Australia,current,2392.105578144959,2392.105578144959,0.0,0.0,False,False,Current practice with country-profile routine coverage and default age-bin vaccine-origin timing.
Australia,coverage_floor_only,2392.105578144959,2397.1237161300546,-0.0020977931976133846,-0.0010183595624533304,True,False,Nominal coverage floor without timeliness improvement used in the main intervention comparison.
Australia,timeliness_only,2392.105578144959,1632.5981424289007,0.31750581498661634,0.015969919995397874,False,True,Current coverage with faster routine-vaccination relaxation and earlier infant/child vaccine-origin targets.
Australia,coverage_floor_plus_timeliness,2392.105578144959,1633.687606444102,0.3170503722850142,0.01596315594312059,True,True,Coverage floor plus faster routine-vaccination relaxation and earlier infant/child vaccine-origin targets.
China,current,303.6248206250053,303.6248206250053,0.0,0.0,False,False,Current practice with country-profile routine coverage and default age-bin vaccine-origin timing.
China,coverage_floor_only,303.6248206250053,307.11358491596457,-0.011490376348337827,-0.00858677814174369,True,False,Nominal coverage floor without timeliness improvement used in the main intervention comparison.
China,timeliness_only,303.6248206250053,201.33251637392078,0.3369036286396473,0.12344859248275863,False,True,Current coverage with faster routine-vaccination relaxation and earlier infant/child vaccine-origin targets.
China,coverage_floor_plus_timeliness,303.6248206250053,201.65740547072892,0.3358335859777908,0.1218827379102353,True,True,Coverage floor plus faster routine-vaccination relaxation and earlier infant/child vaccine-origin targets.
United_Kingdom,current,1254.77476723302,1254.77476723302,0.0,0.0,False,False,Current practice with country-profile routine coverage and default age-bin vaccine-origin timing.
United_Kingdom,coverage_floor_only,1254.77476723302,1275.0719109295078,-0.016175926499772952,-0.012545690790753294,True,False,Nominal coverage floor without timeliness improvement used in the main intervention comparison.
United_Kingdom,timeliness_only,1254.77476723302,870.1755821871479,0.30650854414978457,0.04046425851005786,False,True,Current coverage with faster routine-vaccination relaxation and earlier infant/child vaccine-origin targets.
United_Kingdom,coverage_floor_plus_timeliness,1254.77476723302,867.4333164010692,0.3086940121791728,0.04389121463153378,True,True,Coverage floor plus faster routine-vaccination relaxation and earlier infant/child vaccine-origin targets.
Japan,current,440.9065152984784,440.9065152984784,0.0,0.0,False,False,Current practice with country-profile routine coverage and default age-bin vaccine-origin timing.
Japan,coverage_floor_only,440.9065152984784,442.67534710286185,-0.004011810461015841,-0.002576929396643779,True,False,Nominal coverage floor without timeliness improvement used in the main intervention comparison.
Japan,timeliness_only,440.9065152984784,323.2118082858318,0.2669379996700143,0.027417054820951248,False,True,Current coverage with faster routine-vaccination relaxation and earlier infant/child vaccine-origin targets.
Japan,coverage_floor_plus_timeliness,440.9065152984784,323.18287815631055,0.2670036227989695,0.027606935906321572,True,True,Coverage floor plus faster routine-vaccination relaxation and earlier infant/child vaccine-origin targets.
New_Zealand,current,1424.2397488138424,1424.2397488138424,0.0,0.0,False,False,Current practice with country-profile routine coverage and default age-bin vaccine-origin timing.
New_Zealand,coverage_floor_only,1424.2397488138424,1431.3470992981422,-0.00499028198349416,-0.001904872233246424,True,False,Nominal coverage floor without timeliness improvement used in the main intervention comparison.
New_Zealand,timeliness_only,1424.2397488138424,993.926041925975,0.302135719090457,0.03264258719064561,False,True,Current coverage with faster routine-vaccination relaxation and earlier infant/child vaccine-origin targets.
New_Zealand,coverage_floor_plus_timeliness,1424.2397488138424,993.0900802706448,0.30272267551933696,0.033904095989726324,True,True,Coverage floor plus faster routine-vaccination relaxation and earlier infant/child vaccine-origin targets.
Sweden,current,372.6486559187435,372.6486559187435,0.0,0.0,False,False,Current practice with country-profile routine coverage and default age-bin vaccine-origin timing.
Sweden,coverage_floor_only,372.6486559187435,376.18629801601986,-0.009493241586798762,-0.007974986150047991,True,False,Nominal coverage floor without timeliness improvement used in the main intervention comparison.
Sweden,timeliness_only,372.6486559187435,240.1857707590538,0.3554632033829698,0.10290609191424116,False,True,Current coverage with faster routine-vaccination relaxation and earlier infant/child vaccine-origin targets.
Sweden,coverage_floor_plus_timeliness,372.6486559187435,240.48681560498258,0.35465535335882004,0.10165198297211253,True,True,Coverage floor plus faster routine-vaccination relaxation and earlier infant/child vaccine-origin targets.
United_States,current,30.659668107673028,30.659668107673028,0.0,0.0,False,False,Current practice with country-profile routine coverage and default age-bin vaccine-origin timing.
United_States,coverage_floor_only,30.659668107673028,32.391578629049754,-0.056488233070300486,-0.05515846712455885,True,False,Nominal coverage floor without timeliness improvement used in the main intervention comparison.
United_States,timeliness_only,30.659668107673028,12.190201086830491,0.602402705509782,0.4569077095954477,False,True,Current coverage with faster routine-vaccination relaxation and earlier infant/child vaccine-origin targets.
United_States,coverage_floor_plus_timeliness,30.659668107673028,12.145966629936842,0.6038454614183129,0.4588864704963256,True,True,Coverage floor plus faster routine-vaccination relaxation and earlier infant/child vaccine-origin targets.
Brazil,current,20.114707398585022,20.114707398585022,0.0,0.0,False,False,Current practice with country-profile routine coverage and default age-bin vaccine-origin timing.
Brazil,coverage_floor_only,20.114707398585022,23.069932336564477,-0.14691861490750346,-0.1444220038983206,True,False,Nominal coverage floor without timeliness improvement used in the main intervention comparison.
Brazil,timeliness_only,20.114707398585022,9.340639111748148,0.5356313679257763,0.38210657788682745,False,True,Current coverage with faster routine-vaccination relaxation and earlier infant/child vaccine-origin targets.
Brazil,coverage_floor_plus_timeliness,20.114707398585022,9.278425296411287,0.5387243222330466,0.3862672075170429,True,True,Coverage floor plus faster routine-vaccination relaxation and earlier infant/child vaccine-origin targets.
Thailand,current,16.707374507925298,16.707374507925298,0.0,0.0,False,False,Current practice with country-profile routine coverage and default age-bin vaccine-origin timing.
Thailand,coverage_floor_only,16.707374507925298,18.142703418365226,-0.08590989883149103,-0.0956339039873142,True,False,Nominal coverage floor without timeliness improvement used in the main intervention comparison.
Thailand,timeliness_only,16.707374507925298,9.228906145083165,0.44761481837265626,0.2995784201172039,False,True,Current coverage with faster routine-vaccination relaxation and earlier infant/child vaccine-origin targets.
Thailand,coverage_floor_plus_timeliness,16.707374507925298,8.885648814534033,0.46816007669080095,0.3117308334029958,True,True,Coverage floor plus faster routine-vaccination relaxation and earlier infant/child vaccine-origin targets.
South_Africa,current,47.33991430889182,47.33991430889182,0.0,0.0,False,False,Current practice with country-profile routine coverage and default age-bin vaccine-origin timing.
South_Africa,coverage_floor_only,47.33991430889182,24.29035882862519,0.4868947455963142,0.44450253906394277,True,False,Nominal coverage floor without timeliness improvement used in the main intervention comparison.
South_Africa,timeliness_only,47.33991430889182,12.541717611488236,0.7350709686701049,0.679603375213514,False,True,Current coverage with faster routine-vaccination relaxation and earlier infant/child vaccine-origin targets.
South_Africa,coverage_floor_plus_timeliness,47.33991430889182,8.922225918113098,0.8115284735281366,0.739233984823283,True,True,Coverage floor plus faster routine-vaccination relaxation and earlier infant/child vaccine-origin targets.
