country,scenario,age_group,infant_cases,infant_infections,mean_infant_age_population,analysis_years,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,current_infant_cases_per_100k,relative_reduction_infant_cases,analysis_window,rank
China,pregnancy_tdap_scaleup,infant_0_2m,4638.903144837645,8779.565609870133,1419082.4915308561,5.0,65.37890746341829,123.7358034119503,124.39589087919458,0.47442872106675815,2025_2029,4.0
China,cocooning_adjunct,infant_0_2m,5791.346826509541,7774.332446337976,1419082.491828184,5.0,81.62100314617551,109.56843581830695,124.39589087919458,0.34386093809609297,2025_2029,5.0
China,adolescent_booster,infant_0_2m,6354.818501147696,8530.739870688665,1419082.4918836,5.0,89.56235507793087,120.22894961328855,124.39589087919458,0.28002159520760883,2025_2029,6.0
China,current,infant_0_2m,8826.401542222542,11848.61487986059,1419082.4921691641,5.0,124.39589087919458,166.98979721396148,124.39589087919458,0.0,2025_2029,7.0
China,higher_child_coverage,infant_0_2m,9154.371798132534,12288.884397080785,1419082.4921285466,5.0,129.01817687006306,173.19478557794235,124.39589087919458,-0.03715786717872649,2025_2029,8.0
China,resistance_guided_treatment,infant_0_2m,10117.686312388703,13582.036450604597,1419082.4926066701,5.0,142.59475915038357,191.4199705988362,124.39589087919458,-0.14629798574988762,2025_2029,9.0
China,targeted_pep_high_risk,infant_0_2m,12974.182195459396,17416.628256403346,1419082.4918999418,5.0,182.85310782869124,245.46322508827595,124.39589087919458,-0.46992884199259133,2025_2029,10.0
China,combined_strategy,infant_3_11m,203.3037015670845,441.8562647502767,6712826.643071341,5.0,0.6057171214958302,1.3164536736736367,69.6189201008324,0.9912995329341716,2025_2029,1.0
China,next_generation_vaccine,infant_3_11m,360.24545584659614,680.938561518398,6712826.635941957,5.0,1.0733048099820197,2.0287685008056147,69.6189201008324,0.9845831448056434,2025_2029,2.0
China,maternal_immunization,infant_3_11m,15095.656141683876,34030.15848114024,6712826.642928523,5.0,44.97555782283178,101.38846209290554,69.6189201008324,0.35397507232672465,2025_2029,3.0
China,cocooning_adjunct,infant_3_11m,15341.575188473664,34585.11334862455,6712826.639502233,5.0,45.70824188485602,103.04187849900767,69.6189201008324,0.34345086337658504,2025_2029,4.0
China,adolescent_booster,infant_3_11m,16832.52324831515,37947.85065978107,6712826.639036307,5.0,50.150329074285835,113.06072002249371,69.6189201008324,0.27964511656241253,2025_2029,5.0
China,pregnancy_tdap_scaleup,infant_3_11m,22491.891864781654,50701.989294609586,6712826.6389081655,5.0,67.01168695290464,151.06002887289284,69.6189201008324,0.03745006593253064,2025_2029,6.0
China,current,infant_3_11m,23366.98708422832,52676.85526172341,6712826.6426381795,5.0,69.6189201008324,156.9438868780949,69.6189201008324,0.0,2025_2029,7.0
China,higher_child_coverage,infant_3_11m,24234.05287083288,54632.592225437045,6712826.643824994,5.0,72.20223061510264,162.77075254339414,69.6189201008324,-0.037106443342250994,2025_2029,8.0
China,resistance_guided_treatment,infant_3_11m,26779.293246207628,60388.80251420153,6712826.644565737,5.0,79.78544557794109,179.9206376440194,69.6189201008324,-0.1460310711855919,2025_2029,9.0
China,targeted_pep_high_risk,infant_3_11m,34323.975091747016,77394.64491574996,6712826.640096626,5.0,102.26385078001344,230.5873488627316,69.6189201008324,-0.4689088918917421,2025_2029,10.0
Japan,combined_strategy,infant_0_2m,16.192426575180427,30.64843691224292,124939.75476579063,5.0,2.5920375152863717,4.906114466079403,468.01995175654264,0.9944616944094838,2025_2029,1.0
Japan,next_generation_vaccine,infant_0_2m,141.414684445667,189.16680762146854,124939.75485214608,5.0,22.637259791812042,30.281283622707413,468.01995175654264,0.9516318487986435,2025_2029,2.0
Japan,maternal_immunization,infant_0_2m,451.5345253537752,854.7598526418982,124939.7547667685,5.0,72.28036043398326,136.82752207054074,468.01995175654264,0.8455613694187497,2025_2029,3.0
Japan,cocooning_adjunct,infant_0_2m,855.0699891801908,1147.8561789881414,124939.7547251581,5.0,136.87716788962325,183.7455470459647,468.01995175654264,0.7075398871866369,2025_2029,4.0
Japan,pregnancy_tdap_scaleup,infant_0_2m,1558.2543464541845,2950.6870006065005,124939.75477832128,5.0,249.44091641911285,472.33756874933204,468.01995175654264,0.46702931043232854,2025_2029,5.0
Japan,adolescent_booster,infant_0_2m,1624.468690871822,2180.710488618288,124939.75494114522,5.0,260.04031969440837,349.0819218663499,468.01995175654264,0.4443819783356636,2025_2029,6.0
Japan,current,infant_0_2m,2923.7149047044654,3924.8506331183594,124939.75497118723,5.0,468.01995175654264,628.2789067456523,468.01995175654264,0.0,2025_2029,7.0
Japan,higher_child_coverage,infant_0_2m,3054.378126137773,4100.256549022579,124939.75477411221,5.0,488.9361487318442,656.3573870359735,468.01995175654264,-0.04469082332238239,2025_2029,8.0
Japan,resistance_guided_treatment,infant_0_2m,3087.468527296956,4144.660288418205,124939.75491737184,5.0,494.23316531056673,663.4654103746644,468.01995175654264,-0.0560087523099011,2025_2029,9.0
Japan,targeted_pep_high_risk,infant_0_2m,3630.319473760801,4873.414536196431,124939.75496304824,5.0,581.1311979656901,780.1223137723898,468.01995175654264,-0.24168039371959593,2025_2029,10.0
Japan,combined_strategy,infant_3_11m,76.95914782077217,165.81902192551505,589032.924866411,5.0,2.6130677784514686,5.630212333652547,263.0934060003121,0.9900679085113658,2025_2029,1.0
Japan,next_generation_vaccine,infant_3_11m,328.0575379865253,616.2459459724112,589032.9248397142,5.0,11.138852317153418,20.923989813985425,263.0934060003121,0.957661985959693,2025_2029,2.0
Japan,maternal_immunization,infant_3_11m,2204.030444672566,4922.9911447848,589032.924869619,5.0,74.83556017383656,167.15504132046584,263.0934060003121,0.7155551660852049,2025_2029,3.0
Japan,cocooning_adjunct,infant_3_11m,2278.25761239999,5089.044021888812,589032.92387192,5.0,77.3558665422029,172.79319425599306,263.0934060003121,0.7059756543571025,2025_2029,4.0
Japan,adolescent_booster,infant_3_11m,4319.805282477475,9654.082290037877,589032.9252913856,5.0,146.67449295268284,327.794317618566,263.0934060003121,0.44250030746681335,2025_2029,5.0
Japan,pregnancy_tdap_scaleup,infant_3_11m,7569.058879433278,16927.84538844393,589032.9245255336,5.0,256.9995178293356,574.767374916413,263.0934060003121,0.023162451175113175,2025_2029,6.0
Japan,current,infant_3_11m,7748.533939261802,17332.221496460155,589032.9261427869,5.0,263.0934060003121,588.4975432513826,263.0934060003121,0.0,2025_2029,7.0
Japan,higher_child_coverage,infant_3_11m,8092.2474533941095,18102.64923861645,589032.9254713602,5.0,274.7638409828609,614.6566161519822,263.0934060003121,-0.04435852330915124,2025_2029,8.0
Japan,resistance_guided_treatment,infant_3_11m,8195.183548095023,18331.87086695305,589032.9251517574,5.0,278.2589291076939,622.4395983375651,263.0934060003121,-0.05764311366801733,2025_2029,9.0
Japan,targeted_pep_high_risk,infant_3_11m,9606.750297106175,21498.305867595707,589032.9253084866,5.0,326.18720904523144,729.9526034588534,263.0934060003121,-0.23981522001674382,2025_2029,10.0
New_Zealand,targeted_pep_high_risk,infant_0_2m,112.43985016077373,171.0352515894721,9640.609001745033,5.0,233.26296116857586,354.8225045918017,1122.7145750826244,0.7922330694322649,2025_2029,1.0
New_Zealand,combined_strategy,infant_0_2m,218.51048912954712,413.6652325646048,9640.608992795998,5.0,453.3126263970053,858.1724098004984,1122.7145750826244,0.5962351995264294,2025_2029,2.0
New_Zealand,next_generation_vaccine,infant_0_2m,241.0006241152283,344.0310260860803,9640.608991701474,5.0,499.9697100518834,713.7122278939396,1122.7145750826244,0.5546778129115417,2025_2029,3.0
New_Zealand,maternal_immunization,infant_0_2m,289.9962501275854,549.1589927058608,9640.608989844284,5.0,601.6139653274527,1139.2620389113629,1122.7145750826244,0.46414344422029274,2025_2029,4.0
New_Zealand,pregnancy_tdap_scaleup,infant_0_2m,339.50193914648554,642.9831919688239,9640.608985426546,5.0,704.3163759876614,1333.9057583204642,1122.7145750826244,0.37266657829232475,2025_2029,5.0
New_Zealand,cocooning_adjunct,infant_0_2m,461.4908806424034,702.0736092729014,9640.609000333274,5.0,957.3894774208761,1456.4922387136144,1122.7145750826244,0.14725478882251208,2025_2029,6.0
New_Zealand,current,infant_0_2m,541.1826122223081,823.3451368552056,9640.609006656578,5.0,1122.7145750826244,1708.0770235297548,1122.7145750826244,0.0,2025_2029,7.0
New_Zealand,adolescent_booster,infant_0_2m,569.9834189742734,867.1694802066255,9640.608973244158,5.0,1182.4635156475356,1798.9931603144664,1122.7145750826244,-0.053218281735154305,2025_2029,8.0
New_Zealand,higher_child_coverage,infant_0_2m,601.1093274741959,914.5358386874041,9640.609000364551,5.0,1247.0360066495082,1897.2574007571964,1122.7145750826244,-0.11073289180176049,2025_2029,9.0
New_Zealand,resistance_guided_treatment,infant_0_2m,806.7384682343379,1227.3761341171519,9640.608995581897,5.0,1673.6255325862721,2546.2626576384014,1122.7145750826244,-0.4906954712537728,2025_2029,10.0
New_Zealand,targeted_pep_high_risk,infant_3_11m,335.73098790748236,763.7531125667372,45576.0040122753,5.0,147.3279613618858,335.1558036378224,715.1312666102608,0.7939847294606153,2025_2029,1.0
New_Zealand,next_generation_vaccine,infant_3_11m,661.3766116414238,1254.0762008580873,45576.00396100523,5.0,290.23018876656965,550.3230173189703,715.1312666102608,0.5941581604419737,2025_2029,2.0
New_Zealand,combined_strategy,infant_3_11m,1017.1837330574128,2220.139970154109,45576.003966160744,5.0,446.3681080125633,974.2582837242676,715.1312666102608,0.3758235321910077,2025_2029,3.0
New_Zealand,maternal_immunization,infant_3_11m,1384.4225782415454,3138.1884371707765,45576.00396473684,5.0,607.5225810989062,1377.1231192619969,715.1312666102608,0.15047403258065095,2025_2029,4.0
New_Zealand,cocooning_adjunct,infant_3_11m,1393.54019870756,3159.7672498010706,45576.0041357551,5.0,611.5236406231171,1386.5924886215214,715.1312666102608,0.1448791722927265,2025_2029,5.0
New_Zealand,pregnancy_tdap_scaleup,infant_3_11m,1616.5641577757476,3667.0767500515076,45576.0039647159,5.0,709.3926703303175,1609.2138103597197,715.1312666102608,0.008024535561344415,2025_2029,6.0
New_Zealand,current,infant_3_11m,1629.641274156773,3698.035432026243,45576.00402178782,5.0,715.1312666102608,1622.799326706387,715.1312666102608,0.0,2025_2029,7.0
New_Zealand,adolescent_booster,infant_3_11m,1715.1168466478746,3892.814896818932,45576.00400574808,5.0,752.6402913390839,1708.2738962055414,715.1312666102608,-0.052450545067924015,2025_2029,8.0
New_Zealand,higher_child_coverage,infant_3_11m,1807.1251449833214,4102.718329868445,45576.00397158517,5.0,793.0160556024142,1800.3852783698753,715.1312666102608,-0.10890978010418872,2025_2029,9.0
New_Zealand,resistance_guided_treatment,infant_3_11m,2411.115474260782,5483.42418161458,45576.00400766837,5.0,1058.0635695288688,2406.27685599289,715.1312666102608,-0.47953756034764816,2025_2029,10.0
South_Africa,combined_strategy,infant_0_2m,2.207344893220183,4.177606163142934,190922.78522166904,5.0,0.2312290689303916,0.43762258740281473,68.88205943381763,0.9966431162071663,2025_2029,1.0
South_Africa,next_generation_vaccine,infant_0_2m,4.514334846539803,6.019113128719739,190922.78557598332,5.0,0.4728963945210396,0.630528526028053,68.88205943381763,0.9931346943107094,2025_2029,2.0
South_Africa,maternal_immunization,infant_0_2m,98.63404260986421,186.67543705865324,190922.78528372094,5.0,10.332349013585677,19.555071625552085,68.88205943381763,0.8499994178670998,2025_2029,3.0
South_Africa,adolescent_booster,infant_0_2m,102.68232790455394,136.90977053940526,190922.7853921296,5.0,10.756424665988225,14.341899554650965,68.88205943381763,0.8438428706342168,2025_2029,4.0
South_Africa,cocooning_adjunct,infant_0_2m,196.6325731257652,262.17676416768694,190922.7853606787,5.0,20.598125336826605,27.464167115768806,68.88205943381763,0.700965309310802,2025_2029,5.0
South_Africa,resistance_guided_treatment,infant_0_2m,333.0772096587427,444.10294621165696,190922.785415353,5.0,34.891300054535904,46.521733406047886,68.88205943381763,0.49346316963621406,2025_2029,6.0
South_Africa,pregnancy_tdap_scaleup,infant_0_2m,340.4505067506054,644.351459017561,190922.78503158997,5.0,35.66368536833094,67.49864442957366,68.88205943381763,0.4822500131170314,2025_2029,7.0
South_Africa,higher_child_coverage,infant_0_2m,410.4699769114679,547.2933025486238,190922.78532090358,5.0,42.9985322308753,57.33137630783373,68.88205943381763,0.3757658730835626,2025_2029,8.0
South_Africa,targeted_pep_high_risk,infant_0_2m,626.1663733760431,834.8884978347241,190922.78508164105,5.0,65.59367684776716,87.45823579702287,68.88205943381763,0.0477393186713585,2025_2029,9.0
South_Africa,current,infant_0_2m,657.557731314194,876.7436417522587,190922.78503838292,5.0,68.88205943381763,91.84274591175684,68.88205943381763,0.0,2025_2029,10.0
South_Africa,combined_strategy,infant_3_11m,11.906109144078618,23.321050730725943,901388.1992885312,5.0,0.26417273164827654,0.5174474382765013,43.42890482359483,0.9939171219554965,2025_2029,1.0
South_Africa,next_generation_vaccine,infant_3_11m,12.218243708838889,21.52577763461923,901388.2008064416,5.0,0.27109837244169915,0.4776139207360568,43.42890482359483,0.9937576511877774,2025_2029,2.0
South_Africa,adolescent_booster,infant_3_11m,305.8972603108464,616.9304026319257,901388.1996155153,5.0,6.787247945809053,13.688450833837756,43.42890482359483,0.8437158852294715,2025_2029,3.0
South_Africa,maternal_immunization,infant_3_11m,542.4491778410227,1094.027473129071,901388.1991359389,5.0,12.035861538036746,24.274279920189638,43.42890482359483,0.7228605789870692,2025_2029,4.0
South_Africa,cocooning_adjunct,infant_3_11m,585.7058484353772,1181.2774133194844,901388.1998500585,5.0,12.995640469507066,26.21018144049332,43.42890482359483,0.7007605758815598,2025_2029,5.0
South_Africa,resistance_guided_treatment,infant_3_11m,991.9470973844471,2000.6802471135857,901388.1998929773,5.0,22.00932067897543,44.39109026169032,43.42890482359483,0.4932103222870632,2025_2029,6.0
South_Africa,higher_child_coverage,infant_3_11m,1109.8585663996369,2436.430636265417,901388.1995589437,5.0,24.6255401821923,54.05951924947723,43.42890482359483,0.4329688882964118,2025_2029,7.0
South_Africa,targeted_pep_high_risk,infant_3_11m,1863.9020407097244,3759.7298977677606,901388.1985771247,5.0,41.356255687659626,83.4208813406396,43.42890482359483,0.04772510714590106,2025_2029,8.0
South_Africa,pregnancy_tdap_scaleup,infant_3_11m,1871.1946547957934,3774.3686421826096,901388.1985169977,5.0,41.518064200848485,83.74568578537774,43.42890482359483,0.043999281826425096,2025_2029,9.0
South_Africa,current,infant_3_11m,1957.31511450725,3948.1688532897806,901388.1986928876,5.0,43.42890482359483,87.60196459228246,43.42890482359483,0.0,2025_2029,10.0
Sweden,next_generation_vaccine,infant_0_2m,0.8793147064633801,1.2531626975043806,16108.44167470183,5.0,1.0917439740236776,1.5559080422688705,289.45418295664496,0.9962282667230026,2025_2029,1.0
Sweden,combined_strategy,infant_0_2m,1.1478851209551026,2.1724021304891954,16108.441681017224,5.0,1.4251969789328691,2.6972219579119607,289.45418295664496,0.9950762605522742,2025_2029,2.0
Sweden,maternal_immunization,infant_0_2m,109.74652782431615,207.72144382640357,16108.44166409605,5.0,136.25964585876625,257.90383471964503,289.45418295664496,0.5292531465016849,2025_2029,3.0
Sweden,pregnancy_tdap_scaleup,infant_0_2m,146.20193054185023,276.7306047413513,16108.441668538087,5.0,181.5221280248379,343.5845756350755,289.45418295664496,0.37288131002056835,2025_2029,4.0
Sweden,cocooning_adjunct,infant_0_2m,174.38918760166914,264.5205084303839,16108.441661820487,5.0,216.51900446087052,328.42470300195293,289.45418295664496,0.25197486438362793,2025_2029,5.0
Sweden,targeted_pep_high_risk,infant_0_2m,178.74025870281727,271.1200131778949,16108.441658368049,5.0,221.92122924561716,336.61854936421224,289.45418295664496,0.23331137598776053,2025_2029,6.0
Sweden,adolescent_booster,infant_0_2m,232.51308826854188,352.6889606372286,16108.441665525837,5.0,288.6847692612628,437.89333314845584,289.45418295664496,0.0026581536584580068,2025_2029,7.0
Sweden,current,infant_0_2m,233.13279100124598,353.6290402037143,16108.441662158677,5.0,289.45418295664496,439.0605219553246,289.45418295664496,0.0,2025_2029,8.0
Sweden,higher_child_coverage,infant_0_2m,234.6031032289399,355.859330710523,16108.44166064743,5.0,291.2797006330788,441.82961729920726,289.45418295664496,-0.006306758664832435,2025_2029,9.0
Sweden,resistance_guided_treatment,infant_0_2m,335.1666180637603,508.4093491642408,16108.441662130996,5.0,416.13785503745737,631.2334362664637,289.45418295664496,-0.4376639880854214,2025_2029,10.0
Sweden,next_generation_vaccine,infant_3_11m,2.329687146607278,4.487595324548759,76114.98505792781,5.0,0.6121494065417616,1.1791621114116873,180.9636993428107,0.9966172806548228,2025_2029,1.0
Sweden,combined_strategy,infant_3_11m,5.228626530569068,11.66346333731619,76114.98512118025,5.0,1.3738757282142902,3.0646956886997114,180.9636993428107,0.9924080037421666,2025_2029,2.0
Sweden,maternal_immunization,infant_3_11m,514.3130902495516,1192.6878707986102,76114.98498198907,5.0,135.14108696763256,313.3910808971015,180.9636993428107,0.25321438797719065,2025_2029,3.0
Sweden,cocooning_adjunct,infant_3_11m,515.6015976061998,1195.7475857394672,76114.98495893035,5.0,135.47965565109286,314.19505275726226,180.9636993428107,0.2513434675401647,2025_2029,4.0
Sweden,targeted_pep_high_risk,infant_3_11m,528.7493127345875,1226.007137122932,76114.98494981375,5.0,138.9343538813592,322.14606307320355,180.9636993428107,0.23225290825776468,2025_2029,5.0
Sweden,pregnancy_tdap_scaleup,infant_3_11m,684.6260705577683,1587.9916169105607,76114.98496413247,5.0,179.8925851145825,417.261231190906,180.9636993428107,0.005918945247682772,2025_2029,6.0
Sweden,adolescent_booster,infant_3_11m,686.894264484611,1593.3684620861554,76114.98498797815,5.0,180.4885764854585,418.67405277366004,180.9636993428107,0.0026255147252054467,2025_2029,7.0
Sweden,current,infant_3_11m,688.7024624447243,1597.5798976770695,76114.9849329807,5.0,180.9636993428107,419.78065136155243,180.9636993428107,0.0,2025_2029,8.0
Sweden,higher_child_coverage,infant_3_11m,693.0580988872404,1607.6723562823718,76114.98491057206,5.0,182.10818794788395,422.4325494306372,180.9636993428107,-0.006324409863577962,2025_2029,9.0
Sweden,resistance_guided_treatment,infant_3_11m,988.4694867162806,2294.102502877034,76114.9849962823,5.0,259.73058702292604,602.7991736421114,180.9636993428107,-0.435263469779662,2025_2029,10.0
Thailand,combined_strategy,infant_0_2m,1.597589911951103,3.0233457807900717,93484.03119937547,5.0,0.3417888363294663,0.6468154490133432,25.331473980338075,0.9865073451077202,2025_2029,1.0
Thailand,next_generation_vaccine,infant_0_2m,3.8439092134214894,5.141889879113391,93484.03112612276,5.0,0.8223670218575684,1.100057371761446,25.331473980338075,0.9675357611445794,2025_2029,2.0
Thailand,maternal_immunization,infant_0_2m,10.538228153091444,19.943023011444332,93484.03117617832,5.0,2.2545515037175257,4.266615968637482,25.331473980338075,0.9109980135594369,2025_2029,3.0
Thailand,cocooning_adjunct,infant_0_2m,19.909863096782402,26.72708219561211,93484.03127022598,5.0,4.2595217228556885,5.717999498407275,25.331473980338075,0.8318486430690188,2025_2029,4.0
Thailand,adolescent_booster,infant_0_2m,28.889844256267118,38.78184568098594,93484.03116368018,5.0,6.180701430318981,8.296999005762434,25.331473980338075,0.7560070355512533,2025_2029,5.0
Thailand,resistance_guided_treatment,infant_0_2m,51.66459643582411,69.35476741073089,93484.0309495447,5.0,11.053138361932335,14.837778539558938,25.331473980338075,0.5636598813589915,2025_2029,6.0
Thailand,pregnancy_tdap_scaleup,infant_0_2m,61.25293211486806,115.91837217099935,93484.03122384074,5.0,13.1044695683271,24.79960922811324,25.331473980338075,0.48268033757141016,2025_2029,7.0
