country,scenario,intervention,utility_scenario,total_qaly_like_loss,total_qaly_like_loss_per_100k_year,qaly_like_loss_averted_vs_current,qaly_like_loss_averted_vs_current_per_100k_year,relative_qaly_like_loss_reduction_vs_current,infant_life_years_lost,acute_illness_qaly_loss,hospitalization_qaly_loss,infant_life_years_lost_share,acute_illness_qaly_loss_share,hospitalization_qaly_loss_share,estimated_total_hospitalizations,estimated_infant_hospitalizations,estimated_noninfant_hospitalizations,total_symptomatic_cases,total_infant_cases,total_deaths,total_infant_deaths,infant_life_years_lost_per_death,acute_illness_disutility,acute_illness_duration_days,infant_hospitalization_probability_per_case,noninfant_hospitalization_probability_per_case,hospitalization_excess_disutility,hospitalization_duration_days,method_note
Australia,pregnancy_tdap_scaleup,pregnancy_tdap_scaleup,central_exploratory,19116.74091543803,2.483251000744972,8039.097309590637,1.0442730028502143,0.2960356901147415,6488.784138547458,12212.868084219483,415.0886926710876,0.33942941253691084,0.6388572266707232,0.02171336079236582,108293.67499865338,67497.78566151347,40795.889337139924,4248333.397867776,168744.46415378366,102.11326704306764,92.69691626496368,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Australia,resistance_guided_treatment,resistance_guided_treatment,central_exploratory,23748.99307677549,3.0849772480823208,3406.845148253178,0.4425467555128657,0.12545534849714923,11841.191580394083,11523.212170897323,384.58932548407955,0.49859762652311224,0.4852084521497483,0.016193921327139357,100336.60795218575,61797.221876036696,38539.38607614905,4008431.662304997,154493.05469009173,177.58799300783082,169.15987971991547,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Australia,targeted_pep_high_risk,targeted_pep_high_risk,central_exploratory,26752.2332261022,3.475096000010049,403.6049989264684,0.05242800358513744,0.014862549834844696,14127.075055878386,12191.262173565248,433.8959966585643,0.5280708693169801,0.45571007364238336,0.016219057040636566,113200.36627110041,72607.37435478228,40592.991916318126,4240817.627518768,181518.4358869557,211.17357960279475,201.8153579411198,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Brazil,adolescent_booster,adolescent_booster,central_exploratory,505.6672833289812,0.008946488003187507,1913.589315822116,0.03385606390128697,0.7909823689200985,174.51607282166287,323.2788195236847,7.8723909836336405,0.34512035596363616,0.6393113222501352,0.015568321786228663,2053.850576265848,953.1303704702145,1100.7202057956335,112454.84650573888,2382.825926175536,2.73113630226321,2.493086754595184,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Brazil,cocooning_adjunct,cocooning_adjunct,central_exploratory,365.4522195332796,0.006465741419449584,2053.8043796178176,0.03633681048502489,0.8489402820430397,124.54912634291452,235.22459374312862,5.678499447236525,0.34080823616826483,0.6436534823718811,0.015538281459854197,1481.479945073672,680.2404040835929,801.2395409900791,81824.55510921689,1700.6010102089822,1.952363456383513,1.7792732334702075,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Brazil,combined_strategy,combined_strategy,central_exploratory,29.452112661203987,0.00052107973223079,2389.8044864898934,0.042281472172243685,0.9878259657650459,6.232599006343759,22.670216916081433,0.5492967387787957,0.21161806210777184,0.7697314341033316,0.01865050378889664,143.30759559925366,66.100130005596,77.20746559365766,7885.996884379755,165.25032501399,0.1071899006677558,0.0890371286620537,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Brazil,current,current,central_exploratory,2419.2565991510974,0.042802551904474476,0.0,0.0,0.0,817.462604537773,1564.2549711792099,37.539023434114476,0.3378982637991422,0.6465849764461106,0.015516759754747261,9793.663078078793,4463.887618804072,5329.775459274721,544137.2649744822,11159.71904701018,12.769544417412533,11.678037207682472,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Brazil,higher_child_coverage,higher_child_coverage,central_exploratory,2775.817762378363,0.04911098885677515,-356.56116322726575,-0.006308436952300676,-0.14738459878641264,937.6042941459503,1795.1448178273938,43.06865040501928,0.3377758824277415,0.6467084554892704,0.015515662082988256,11236.30325745235,5119.757727189655,6116.545530262693,624453.9473442434,12799.394317974136,14.644248423652153,13.394347059227862,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Brazil,maternal_adult_boosting_only,maternal_adult_boosting_only,central_exploratory,376.23791190978704,0.006656566629953847,2043.0186872413103,0.03614598527452063,0.8444820148297594,130.49578873333712,239.88017578021112,5.861947396238798,0.346843804418697,0.637575768381706,0.015580427199596925,1529.3402046258718,712.7178244883461,816.6223801375257,83444.03257497345,1781.794561220865,2.040595186682562,1.8642255533333876,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Brazil,maternal_cocooning_only,maternal_cocooning_only,central_exploratory,2311.040017191535,0.040887936536898296,108.21658195956252,0.0019146153675761793,0.044731336889826,765.6452124824737,1509.641190727662,35.75361398139899,0.3312989852131229,0.6532302251357103,0.015470789651166736,9327.862504789988,4180.992606492507,5146.869898297482,525139.4713459795,10452.481516231266,11.99185517840575,10.937788749749624,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Brazil,maternal_direct_antibody_only,maternal_direct_antibody_only,central_exploratory,1894.8985255321052,0.03352537821847755,524.3580736189922,0.009277173685996926,0.21674347144614026,361.9277655207453,1498.3501667200098,34.62059329135007,0.19100113311825637,0.7907284461574317,0.018270420724312023,9032.265499761152,3918.099917757629,5114.165582003522,521211.8079947463,9795.249794394073,6.217288119484765,5.170396650296362,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Brazil,maternal_immunization,maternal_immunization,central_exploratory,289.96310009810026,0.005130154712337648,2129.293499052997,0.03767239719213683,0.8801437184464656,55.97304559388346,228.6761965785586,5.313857925658189,0.19303506403037723,0.7886389561333594,0.01832597983626332,1386.3475766761808,606.0318901165368,780.315686559644,79546.64838125574,1515.079725291342,0.968141578660574,0.799614937055478,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Brazil,next_generation_vaccine,next_generation_vaccine,central_exploratory,43.55960021979739,0.0007706756076451131,2375.6969989313,0.04203187629682936,0.9819946341222828,15.738115621925235,27.172264228222698,0.6492203696494573,0.3613007360607599,0.623795078263211,0.014904185676029077,169.37695715318878,76.77568734287163,92.60126981031715,9452.066199388895,191.93921835717907,0.2464195854494867,0.2248302231703605,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Brazil,pregnancy_tdap_scaleup,pregnancy_tdap_scaleup,central_exploratory,1894.8985255321052,0.03352537821847755,524.3580736189922,0.009277173685996926,0.21674347144614026,361.9277655207453,1498.3501667200098,34.62059329135007,0.19100113311825637,0.7907284461574317,0.018270420724312023,9032.265499761152,3918.099917757629,5114.165582003522,521211.8079947463,9795.249794394073,6.217288119484765,5.170396650296362,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Brazil,resistance_guided_treatment,resistance_guided_treatment,central_exploratory,1021.5979430928073,0.01807456017806454,1397.65865605829,0.024727991726409937,0.5777223699828782,342.9984038231182,662.7620873760554,15.837451893633666,0.3357469600856062,0.6487504128772963,0.01550262703709742,4131.87807439264,1873.2439110830078,2258.6341633096317,230546.5261086707,4683.109777707519,5.364199106259507,4.899977197473118,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Brazil,targeted_pep_high_risk,targeted_pep_high_risk,central_exploratory,2199.9345664673983,0.03892221002878418,219.32203268369904,0.0038803418756902935,0.09065678802350186,742.2120221071341,1423.5943823352357,34.12816202502849,0.3373791354617243,0.6471076022143736,0.015513262323902053,8903.79369974404,4053.0450825414346,4850.748617202605,495207.47442661406,10132.612706353586,11.60084142006198,10.603028887244772,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
China,adolescent_booster,adolescent_booster,central_exploratory,128310.60858268986,0.36737698969093446,41586.823832581984,0.11907076353337531,0.24477605836286787,58141.03105458026,68596.22978254338,1573.3477455662166,0.4531272331789404,0.5346107429483237,0.012262023872735913,410475.18862004334,176264.92675976144,234210.26186028187,23861688.50292759,440662.3168994036,903.8239114713558,830.5861579225751,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
China,cocooning_adjunct,cocooning_adjunct,central_exploratory,94312.41336937429,0.2700338723383856,75585.01904589756,0.21641388088592417,0.44488617615567516,41990.30190263638,51163.807018039806,1158.3044486980912,0.4452256113750529,0.5424928192395725,0.012281569385374492,302193.357062127,127401.4356843399,174791.9213777871,17797695.72698956,318503.5892108497,653.6897534260977,599.8614557519484,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
China,combined_strategy,combined_strategy,central_exploratory,353.30163960914933,0.0010115678987371052,169544.1307756627,0.48543618532557264,0.9979205004184785,58.41288377272694,288.7266156242115,6.162140212210868,0.16533431273443272,0.8172241033005793,0.01744158396498789,1607.6583660785855,618.7714977436705,988.8868683349151,100435.61557785068,1546.928744359176,1.1499819349789338,0.8344697681818135,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
China,current,current,central_exploratory,169897.43241527185,0.4864477532243098,0.0,0.0,0.0,75285.10606877707,92526.62716069583,2085.6991857989633,0.44312091712346435,0.5446028574142168,0.012276225462318891,544144.0197236224,227983.11600035356,316160.9037232688,32186048.162327763,569957.7900008839,1166.400302399047,1075.5015152682438,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
China,higher_child_coverage,higher_child_coverage,central_exploratory,171884.507976409,0.4921371180294049,-1987.0755611371424,-0.005689364805095132,-0.011695736262100853,76236.81054234205,93537.732588906,2109.9648451609664,0.4435350889959524,0.5441894309738722,0.012275480030175596,550474.7569250306,230868.79266452056,319605.96426051,32537768.4077123,577171.9816613013,1181.033980067618,1089.0972934620293,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
China,maternal_adult_boosting_only,maternal_adult_boosting_only,central_exploratory,96122.98154710705,0.2752178637228554,73774.4508681648,0.21122988950145438,0.4342293454314341,43399.60951252689,51544.05674330001,1179.3152912801456,0.4515008670560018,0.5362303157236107,0.012268817220387591,307674.935814338,131666.92586095395,176008.00995338403,17929968.309990786,329167.31465238484,674.1552448791844,619.994421607527,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
China,maternal_cocooning_only,maternal_cocooning_only,central_exploratory,166660.33702625986,0.47717935096305997,3237.0953890119854,0.009268402261249808,0.01905323313597651,72729.85644698425,91882.17801472473,2048.3025645509033,0.43639571204949956,0.5513140058047963,0.012290282145704302,534387.5083587267,220275.68115055535,314111.8272081714,31961871.92369353,550689.2028763883,1129.3222640628894,1038.997949242632,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
China,maternal_direct_antibody_only,maternal_direct_antibody_only,central_exploratory,111097.65996918308,0.3180931361390935,58799.77244608877,0.16835461708521626,0.3460898237847845,18163.36765857603,90989.6362957407,1944.6560148663568,0.16349010108416587,0.8190058757401365,0.01750402317569764,507346.8638785263,195726.06642467377,311620.79745385255,31651394.91144694,489315.1660616844,349.0666460282904,259.4766808368004,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
China,maternal_immunization,maternal_immunization,central_exploratory,61388.60065159224,0.17576691090182753,108508.8317636796,0.3106808423224823,0.6386725815753169,10115.081366992545,50196.24549094822,1077.2737936514793,0.16477132984998558,0.8176802363656138,0.017548433784400623,281053.0379508592,109171.08980973261,171881.94814112657,17461122.538636986,272927.7245243315,197.50494539780917,144.50116238560778,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
China,next_generation_vaccine,next_generation_vaccine,central_exploratory,1092.2512107769792,0.0031273171105692097,168805.18120449487,0.4833204361137406,0.9935711140818936,474.56098653499885,604.7497518680199,12.940472373960473,0.43447970746346637,0.5536727685912362,0.011847523945297523,3376.0768104207586,1305.0375406533376,2071.039269767421,210366.52082837545,3262.5938516333435,7.420533468370718,6.779442664785698,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
China,pregnancy_tdap_scaleup,pregnancy_tdap_scaleup,central_exploratory,111097.65996918308,0.3180931361390935,58799.77244608877,0.16835461708521626,0.3460898237847845,18163.36765857603,90989.6362957407,1944.6560148663568,0.16349010108416587,0.8190058757401365,0.01750402317569764,507346.8638785263,195726.06642467377,311620.79745385255,31651394.91144694,489315.1660616844,349.0666460282904,259.4766808368004,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
China,resistance_guided_treatment,resistance_guided_treatment,central_exploratory,88121.02129370734,0.25230677241019545,81776.41112156451,0.23414098081411433,0.48132811637601736,38076.39340086849,48959.617048063,1085.01084477585,0.43209205751213303,0.5555952067881808,0.012312735699686335,283071.5793245566,115653.38903319587,167418.1902913607,17030952.501719058,289133.47258298966,593.3440194321647,543.9484771552641,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
China,targeted_pep_high_risk,targeted_pep_high_risk,central_exploratory,170446.2503703846,0.4880191204100203,-548.8179551127541,-0.0015713671857105482,-0.0032302898714284822,75539.25351288264,92814.07867055236,2092.918186949594,0.4431851879917198,0.5445357610910461,0.01227905091723416,546027.405559528,228889.23418150126,317138.1713780268,32286040.223256428,572223.0854537531,1170.0724318688171,1079.1321930411807,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Japan,adolescent_booster,adolescent_booster,central_exploratory,25284.12186487337,0.8624786627247507,1215.8394044943561,0.04147407415709514,0.04588079930138578,10501.527652051529,14470.745394027328,311.8488187945125,0.4153408098638004,0.5723254092573882,0.012333780878811405,81359.12933192549,31817.033696544026,49542.09563538146,5033752.147779507,79542.58424136006,166.93177512018164,150.02182360073613,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
Japan,cocooning_adjunct,cocooning_adjunct,central_exploratory,18906.40378763424,0.6449252992564228,7593.5574817334855,0.259027437625423,0.2865497577353502,7712.663172529815,10960.118005638804,233.62260946562148,0.4079391966426895,0.5797040055183463,0.0123567978389641,60950.47007665589,23410.17100355844,37540.29907309745,3812555.334818641,58525.4275088961,123.44755268745556,110.18090246471164,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
