country,scenario,infant_cases,mean_infant_population,analysis_window,analysis_years,annualized_infant_cases_per_100k,rank,current_infant_cases_per_100k,relative_reduction_infant_cases
Australia,adolescent_booster,7736.582859631576,292883.8877635338,2025_2029,5.0,528.3037533206931,1.0,534.4370218112086,0.011476129534832569
Australia,combined_strategy,18666.614102067593,292883.88588584075,2025_2029,5.0,1274.676757692528,6.0,534.4370218112086,-1.385083191603465
Australia,current,7826.3988717061875,292883.85917511844,2025_2029,5.0,534.4370218112086,2.0,534.4370218112086,0.0
Australia,higher_child_coverage,7903.177542443093,292883.8929260357,2025_2029,5.0,539.6799027414557,3.0,534.4370218112086,-0.009810100566160163
Australia,maternal_immunization,11265.7778425544,292883.82491712173,2025_2029,5.0,769.3001035985728,4.0,534.4370218112086,-0.4394588552106897
Australia,next_generation_vaccine,22649.46797172453,292883.8725926386,2025_2029,5.0,1546.651768240366,7.0,534.4370218112086,-1.8939832105918835
Australia,resistance_guided_treatment,18246.058544700987,292883.89501348103,2025_2029,5.0,1245.958474013134,5.0,534.4370218112086,-1.3313476109693472
Brazil,adolescent_booster,519.2918556065516,2351936.275696284,2025_2029,5.0,4.415866713504529,4.0,25.148129291189022,0.8244057574870316
Brazil,combined_strategy,33.48834834647178,2351936.4302495713,2025_2029,5.0,0.2847725637118366,1.0,25.148129291189022,0.9886761929519898
Brazil,current,2957.3404730028183,2351936.7494575125,2025_2029,5.0,25.148129291189022,6.0,25.148129291189022,0.0
Brazil,higher_child_coverage,3457.284807319448,2351936.259866011,2025_2029,5.0,29.399477071852356,7.0,25.148129291189022,-0.16905224764184945
Brazil,maternal_immunization,330.2758292848074,2351936.3023935296,2025_2029,5.0,2.8085439979704447,3.0,25.148129291189022,0.8883199634672446
Brazil,next_generation_vaccine,39.777021882394976,2351936.175197585,2025_2029,5.0,0.3382491608561897,2.0,25.148129291189022,0.9865497287317232
Brazil,resistance_guided_treatment,1152.5480188572853,2351935.9986184663,2025_2029,5.0,9.800845087062703,5.0,25.148129291189022,0.6102753817757507
China,adolescent_booster,33722.93941552059,8189440.961840784,2025_2029,5.0,82.35712198831335,4.0,126.68520659830028,0.34990734751331
China,combined_strategy,267.37675129343194,8189440.912418052,2025_2029,5.0,0.6529792550013895,1.0,126.68520659830028,0.9948456550489602
China,current,51874.04851206532,8189440.567682083,2025_2029,5.0,126.68520659830028,7.0,126.68520659830028,0.0
China,higher_child_coverage,49368.38845921454,8189440.809079292,2025_2029,5.0,120.56595709070113,6.0,126.68520659830028,0.048302794555976636
China,maternal_immunization,29628.022485204132,8189440.767726959,2025_2029,5.0,72.35664394072568,3.0,126.68520659830028,0.4288469357739795
China,next_generation_vaccine,617.7665183969244,8189440.533774123,2025_2029,5.0,1.5086904065038134,2.0,126.68520659830028,0.9880910293552455
China,resistance_guided_treatment,48265.84985247714,8189440.994671006,2025_2029,5.0,117.87336860692805,5.0,126.68520659830028,0.0695569611321174
Japan,adolescent_booster,11342.61078655096,719034.637752011,2025_2029,5.0,315.49553223228537,4.0,528.0326346808488,0.40250751277338037
Japan,combined_strategy,108.7113798069393,719034.6532274054,2025_2029,5.0,3.0238147582730677,1.0,528.0326346808488,0.9942734320576593
Japan,current,18983.688019768768,719034.6494868754,2025_2029,5.0,528.0326346808488,6.0,528.0326346808488,0.0
Japan,higher_child_coverage,19644.72417070177,719034.6384552708,2025_2029,5.0,546.4194106950195,7.0,528.0326346808488,-0.03482128718291033
Japan,maternal_immunization,5079.369543077064,719034.6717546532,2025_2029,5.0,141.28302132307275,3.0,528.0326346808488,0.7324350579042025
Japan,next_generation_vaccine,930.7134117241839,719034.6513555191,2025_2029,5.0,25.887859784493266,2.0,528.0326346808488,0.9509729927959087
Japan,resistance_guided_treatment,14248.972850962155,719034.6537351427,2025_2029,5.0,396.33619261446006,5.0,528.0326346808488,0.24940966413181664
New_Zealand,adolescent_booster,2006.175109805987,55609.40458575035,2025_2029,5.0,721.5236792231578,5.0,684.6211417199852,-0.05390212959310858
