country,scenario,age_group,infant_cases,infant_infections,mean_infant_age_population,analysis_years,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,current_infant_cases_per_100k,relative_reduction_infant_cases
Australia,adolescent_booster,infant_0_2m,55753.11329364515,86182.4460404381,56188.05486627216,26.013698630136986,3814.3717851542497,5896.206886615158,3815.53924755251,0.00030597572781077
Australia,combined_strategy,infant_0_2m,21544.331501551427,39930.678705795624,56188.05486250354,26.013698630136986,1473.9641494496827,2731.8735265143087,3815.53924755251,0.613694407574195
Australia,current,infant_0_2m,55770.177604000026,86208.83124571346,56188.05485586394,26.013698630136986,3815.53924755251,5898.012042193293,3815.53924755251,0.0
Australia,higher_child_coverage,infant_0_2m,55942.05131170934,86474.9722579229,56188.05485043178,26.013698630136986,3827.298057120586,5916.2201877110965,3815.53924755251,-0.003081821154275577
Australia,maternal_immunization,infant_0_2m,42071.30599371724,80484.06968770036,56188.05484959937,26.013698630136986,2878.3254084742825,5506.350166408381,3815.53924755251,0.2456307688826439
Australia,next_generation_vaccine,infant_0_2m,33838.41666810118,48734.09324202268,56188.054837539814,26.013698630136986,2315.068957302745,3334.1626924660472,3815.53924755251,0.3932524848780541
Australia,resistance_guided_treatment,infant_0_2m,45378.38688579701,70093.95153257131,56188.05486624928,26.013698630136986,3104.5806837982873,4795.50603080659,3815.53924755251,0.18633239435559978
Australia,adolescent_booster,infant_3_11m,146049.1814842051,340814.09395034076,245256.6443151297,26.013698630136986,2289.160486800882,5341.886543200779,2289.812625767902,0.00028480014464105086
Australia,combined_strategy,infant_3_11m,78871.65507616164,169352.59280279043,245256.64393028774,26.013698630136986,1236.2265558590036,2654.415864916505,2289.812625767902,0.46011890145621503
Australia,current,infant_3_11m,146090.78485981765,340913.4569493122,245256.63877176735,26.013698630136986,2289.812625767902,5343.444069834889,2289.812625767902,0.0
Australia,higher_child_coverage,infant_3_11m,154141.51911337403,343749.80598883785,245256.64524452866,26.013698630136986,2415.9989806640447,5387.900584148566,2289.812625767902,-0.05510772081354265
Australia,maternal_immunization,infant_3_11m,153373.43020736123,333219.61646823614,245256.63216436168,26.013698630136986,2403.9601590521065,5222.851709851217,2289.812625767902,-0.04985016328396075
Australia,next_generation_vaccine,infant_3_11m,84104.32628575922,161269.54097951748,245256.64127154634,26.013698630136986,1318.2429434732987,2527.722933908379,2289.812625767902,0.42430095430571824
Australia,resistance_guided_treatment,infant_3_11m,122940.68066352425,284055.94193519605,245256.64569404218,26.013698630136986,1926.9601099646352,4452.264833360022,2289.812625767902,0.15846384622042253
Brazil,adolescent_booster,infant_0_2m,631.7343973181672,977.61043023351,398564.4918025022,26.013698630136986,6.0930369964118976,9.42898874080294,28.916732574491824,0.7892902671242076
Brazil,combined_strategy,infant_0_2m,35.61404841384144,65.92459878806685,398564.490103889,26.013698630136986,0.34349517205892827,0.6358384517392276,28.916732574491824,0.988121231498958
Brazil,current,infant_0_2m,2998.126329679301,4639.623376994503,398564.4922671249,26.013698630136986,28.916732574491824,44.74886435264441,28.916732574491824,0.0
Brazil,higher_child_coverage,infant_0_2m,3466.440756699559,5364.34905539922,398564.4922769692,26.013698630136986,33.43359462609654,51.73879617139692,28.916732574491824,-0.15620236622408568
