utility_scenario,scenario,country_count,median_total_qaly_like_loss_per_100k_year,q25_total_qaly_like_loss_per_100k_year,q75_total_qaly_like_loss_per_100k_year,median_qaly_like_loss_averted_vs_current_per_100k_year,q25_qaly_like_loss_averted_vs_current_per_100k_year,q75_qaly_like_loss_averted_vs_current_per_100k_year,median_relative_qaly_like_loss_reduction_vs_current,median_infant_mortality_life_year_share,median_acute_illness_share,median_hospitalization_share,infant_life_years_lost_per_death,acute_illness_disutility,acute_illness_duration_days,infant_hospitalization_probability_per_case,noninfant_hospitalization_probability_per_case,hospitalization_excess_disutility,hospitalization_duration_days,interpretation_note
central_exploratory,maternal_immunization,10,0.30932655606799325,0.017402282631687443,1.0310459285799352,0.3030142171229163,0.07440971411666286,0.7443637162258516,0.5743643010581869,0.19979615617972,0.7818291292025252,0.018409588754403426,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
central_exploratory,next_generation_vaccine,10,0.002349208871436609,0.0010492623984868308,0.7262464328716851,0.588128895459643,0.09112260900783468,1.0600945463640166,0.9727346722824723,0.42952038512038493,0.5568226974093247,0.01404440766650654,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
central_exploratory,combined_strategy,10,0.00185097896277287,0.0006023306580325353,0.2788149501000497,0.6289449956627267,0.09123581437996398,1.4873670939884422,0.9895827508911156,0.20930249669185041,0.7721742595964085,0.018523243711741133,70.0,0.05,21.0,0.4,0.01,0.2,7.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,higher_child_coverage,10,1.3183222662928873,0.1562086481676718,3.518081479073571,-0.012493768400939208,-0.014477562936482946,-0.007287964635547487,-0.010171342085241508,0.24329957738153982,0.7257609515462948,0.03437737908620664,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,current,10,1.3054307613586045,0.18332540238094208,3.469199043459296,0.0,0.0,0.0,0.0,0.24351993131682365,0.7255173741716837,0.03437730543676917,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,targeted_pep_high_risk,10,1.3041217064236084,0.1703691195243486,3.178948790260908,0.012956032208179528,0.004865061819492287,0.06730356172709512,0.04270664650595285,0.24350397848259134,0.7255310523060232,0.034365642673415964,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,maternal_cocooning_only,10,1.2902152069942692,0.17716477007027934,3.4331779808774114,0.014451791825687621,0.006160632310662759,0.034909001771695314,0.01233344879210585,0.2384088693386634,0.7306241916110721,0.03430976459431623,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,adolescent_booster,10,1.1826734600622004,0.06598082888274162,3.4693709201215253,0.024415949844488315,-0.004073757175877796,0.0855695555310103,0.023761190230015494,0.25054702688016617,0.7184907420655131,0.03437659184592848,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,maternal_direct_antibody_only,10,1.0944495686949132,0.14391164567404152,2.8467343441354953,0.2109811926636912,0.039413756706900574,0.6224646993238007,0.17989868791990893,0.09605149546336042,0.8656547050083409,0.0382937995282988,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,pregnancy_tdap_scaleup,10,1.0944495686949132,0.14391164567404152,2.8467343441354953,0.2109811926636912,0.039413756706900574,0.6224646993238007,0.17989868791990893,0.09605149546336042,0.8656547050083409,0.0382937995282988,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,maternal_adult_boosting_only,10,0.9474498057073136,0.05628464427389612,2.900719361064164,0.24801630117351461,0.1130641278626408,0.39773537595301645,0.35757460814980163,0.25164700854025546,0.7173879501053912,0.03441492113823502,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,cocooning_adjunct,10,0.9368037819388211,0.05369630149108581,2.8717393186414575,0.2570567464611553,0.12811240163562454,0.4126244108007378,0.3648823043379255,0.2468781712823192,0.7221531528165687,0.034349523639087665,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,resistance_guided_treatment,10,0.8676102665440538,0.08596940478036816,2.8143463814706267,0.4378204948145506,0.09735599760057394,0.6378141552746357,0.38163289359211083,0.23894117503849732,0.7300801159121156,0.03430374451114593,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,maternal_immunization,10,0.7678461643041622,0.04163016196486027,2.373695547727891,0.5141723582668285,0.14169524041608184,1.051104635520051,0.48512906519449966,0.09494704914104746,0.8668368126292968,0.038254996288719964,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,next_generation_vaccine,10,0.004846906066118668,0.0019480401377948262,1.4913224858672554,1.2008035256456848,0.18197512885909412,2.027766722415441,0.9731976576960741,0.2402520865115096,0.7272480890483339,0.03338639375059611,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
higher_burden,combined_strategy,10,0.004513718030794309,0.0014505022636322308,0.6620928718201537,1.30091704332781,0.1819558319240676,2.7904212671779733,0.9884607310612015,0.1000746852608633,0.8614551753103029,0.038470139428833774,80.0,0.1,28.0,0.6,0.03,0.3,10.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
lower_burden,higher_child_coverage,10,0.3731798364648441,0.04546452148219432,1.104306214574642,-0.003489723758839658,-0.004706133563019618,-0.0020604912083271813,-0.010585831907022447,0.6238623222972628,0.3724368325594404,0.0043787294080473455,60.0,0.03,14.0,0.2,0.005,0.1,5.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
lower_burden,current,10,0.36938054367710743,0.055712858447636834,1.0882823359527296,0.0,0.0,0.0,0.0,0.624170171906048,0.3721253415295299,0.004379632344745187,60.0,0.03,14.0,0.2,0.005,0.1,5.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
lower_burden,targeted_pep_high_risk,10,0.3685867155375668,0.05217546960702306,0.993867226948381,0.0036388074847528845,0.0015277409757397508,0.03270030160427981,0.04360632779705409,0.6241477540878573,0.3721472313153773,0.004376872163239174,60.0,0.03,14.0,0.2,0.005,0.1,5.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
lower_burden,adolescent_booster,10,0.33462638749563994,0.020352602359166215,1.0897834529396613,0.007013282218825535,-0.0011108766549230518,0.022101079579308847,0.021836768583545163,0.6330273347210092,0.3632986413671554,0.004378958092588098,60.0,0.03,14.0,0.2,0.005,0.1,5.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
lower_burden,maternal_cocooning_only,10,0.36148300923636023,0.05323980481917465,1.0659727162520731,0.007897534440747228,0.0024730536284621827,0.022274839079994974,0.022405082169157542,0.6175477029960694,0.37872423375851805,0.004393007024223449,60.0,0.03,14.0,0.2,0.005,0.1,5.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
lower_burden,maternal_adult_boosting_only,10,0.2679914904253752,0.017089084600372492,0.9154702229850092,0.07573449797265179,0.03139598753205351,0.11731980204561863,0.3528554538986489,0.6344721459136905,0.3618583317071613,0.004379642622609691,60.0,0.03,14.0,0.2,0.005,0.1,5.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
lower_burden,cocooning_adjunct,10,0.26250815326584276,0.016129372966527063,0.8977180343964551,0.0829932489250707,0.03958348548110978,0.1261214557075589,0.3666011340823642,0.6285032300158543,0.3678060464287054,0.004392006073433321,60.0,0.03,14.0,0.2,0.005,0.1,5.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
lower_burden,resistance_guided_treatment,10,0.23929961047653234,0.025848591248680632,0.855497777374695,0.1300809332005751,0.029864267198956206,0.23278455857803448,0.39444016010953903,0.618352097921862,0.3779203878994376,0.004443587275294148,60.0,0.03,14.0,0.2,0.005,0.1,5.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
lower_burden,maternal_direct_antibody_only,10,0.21830825669176337,0.029652732265454004,0.6342529758265935,0.15036388427120145,0.026060126182182834,0.45438356148320735,0.41030004359294664,0.3543522177300271,0.6389084669767221,0.0067514736814869745,60.0,0.03,14.0,0.2,0.005,0.1,5.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
lower_burden,pregnancy_tdap_scaleup,10,0.21830825669176337,0.029652732265454004,0.6342529758265935,0.15036388427120145,0.026060126182182834,0.45438356148320735,0.41030004359294664,0.3543522177300271,0.6389084669767221,0.0067514736814869745,60.0,0.03,14.0,0.2,0.005,0.1,5.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
lower_burden,maternal_immunization,10,0.14379957079164007,0.00854430707872762,0.5331562858012164,0.2105049061813175,0.04716855136890921,0.562664083503588,0.6647386516394739,0.35142399196051255,0.6418421760353274,0.006752172192264375,60.0,0.03,14.0,0.2,0.005,0.1,5.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
lower_burden,next_generation_vaccine,10,0.0013802478432514906,0.0006797786077224126,0.428655563048278,0.3492428886229889,0.05528684277783455,0.669005476509885,0.9722417590879733,0.6206368700833902,0.3751328551269163,0.004263366435045936,60.0,0.03,14.0,0.2,0.005,0.1,5.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
lower_burden,combined_strategy,10,0.0008840016998593549,0.00029168840007144187,0.13832200773889847,0.36849654197724807,0.055427399436087335,0.949960328213831,0.9908433403925683,0.3649435014595937,0.6283278034928741,0.006728695047532202,60.0,0.03,14.0,0.2,0.005,0.1,5.0,"Exploratory health-utility burden only: infant mortality is counted as undiscounted life-years lost, acute illness uses symptomatic cases, and hospitalizations are imputed from cases because the model summary has no hospitalization/admission columns. No costs, discounting, age weighting, or formal cost-effectiveness decision rule is applied."
