optimization_constraint,country,strategy,strategy_label,decision_domain,implementation_intensity,annualized_infant_cases_per_100k,annualized_resistant_infections_per_100k,relative_reduction_infant_cases,relative_reduction_resistant_infections,relative_reduction_total_infections,relative_reduction_reported_cases,non_dominated_outcome,infant_case_rank_within_constraint
future_product_target,Australia,current,Current practice,Comparator,0.0,2392.8680214438573,2916.7222978950144,0.0,0.0,0.0,0.0,True,10.0
future_product_target,Australia,adolescent_booster,Adolescent booster,Program-only,1.0,2393.325937027416,2917.3633781191024,-0.0001913668365556287,-0.0002197947417039714,-0.0002518186319331317,-0.00027695684752981897,False,11.0
future_product_target,Australia,higher_child_coverage,Nominal coverage floor,Program-only,1.0,2397.8937103301023,2919.485344914398,-0.002100278344316031,-0.000947312338023254,-0.0010529029460053518,-0.0035274178862927386,False,12.0
future_product_target,Australia,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Program-only,1.0,2167.2390639462674,2911.782172700484,0.09429226997711526,0.0016937249041829583,0.000921529648599595,0.02584037745772272,False,7.0
future_product_target,Australia,targeted_pep_high_risk,Targeted high-risk PEP,Program-only,1.0,2331.2992616256943,2978.6680472218377,0.025730111007548295,-0.021238137539363766,0.006784545818452448,0.012769461669769111,False,9.0
future_product_target,Australia,timeliness_only,Routine timeliness,Program-only,1.0,1632.5981424289007,2858.482346801107,0.3177232811010653,0.019967602378854865,0.016191129225561873,0.14291023176177786,True,4.0
future_product_target,Australia,cocooning_adjunct,Close-contact adult adjunct,Program-only,2.0,2302.679625378966,2905.9370773866085,0.03769050163095555,0.0036977193599094793,0.009185508275043941,0.02468766597252825,False,8.0
future_product_target,Australia,resistance_guided_treatment,Resistance-guided management,Resistance management,2.0,1984.2036576153575,1198.3317380151477,0.17078433083907052,0.5891512404592036,0.060926794792493744,0.10392243676993951,True,5.0
future_product_target,Australia,maternal_immunization,Infant-exposure reduction,Program-only composite,3.0,2084.5501408320392,2899.7442127458357,0.128848677757739,0.005820946739232502,0.010430764036072349,0.04997146876935954,False,6.0
future_product_target,Australia,next_generation_vaccine,High-transmission-blocking vaccine target,Future product target,4.0,1094.2134738352688,1878.8691784891073,0.5427188361291151,0.35582856830591003,0.33967019413571753,0.4508509881353988,True,2.0
future_product_target,Australia,transmission_blocking_vaccine,Transmission-blocking vaccine target,Future product target,4.0,1521.3374521727294,2356.8099121312393,0.36422007459702943,0.19196629935179688,0.18397994150889208,0.2644952286174407,False,3.0
future_product_target,Australia,combined_strategy,Combined future stress-test profile,Future stress test,5.0,956.7872928232068,1483.5621779091657,0.6001504118702372,0.49135981201232426,0.31579250438668016,0.4418876195847138,True,1.0
future_product_target,Brazil,current,Current practice,Comparator,0.0,20.12794841275923,2.2745606577919313,0.0,0.0,0.0,0.0,True,11.0
future_product_target,Brazil,adolescent_booster,Adolescent booster,Program-only,1.0,4.297724438429465,0.1519744502160035,0.7864797568884313,0.9331851407455823,0.7890315043516292,0.7937395297006542,True,6.0
future_product_target,Brazil,higher_child_coverage,Nominal coverage floor,Program-only,1.0,23.085307755533616,3.10987639894481,-0.146928006875241,-0.3672426753234077,-0.14463993740930992,-0.15387933897118322,False,12.0
future_product_target,Brazil,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Program-only,1.0,17.666957544586666,2.055232077303122,0.12226734775475323,0.09642678894381584,0.04077243542754494,0.05417320608194054,False,9.0
future_product_target,Brazil,targeted_pep_high_risk,Targeted high-risk PEP,Program-only,1.0,18.275433747025435,2.495947659498649,0.09203693430372051,-0.09733176424568657,0.09007604766069566,0.09089754952539908,False,10.0
future_product_target,Brazil,timeliness_only,Routine timeliness,Program-only,1.0,9.340639111748148,0.8229239066363874,0.53593685157564,0.6382053370098932,0.38250933900831663,0.4169577057963191,False,8.0
future_product_target,Brazil,cocooning_adjunct,Close-contact adult adjunct,Program-only,2.0,3.0672465194015017,0.1023982212121234,0.8476125605798376,0.9549810989382327,0.8443470732225947,0.8473706623343611,True,5.0
future_product_target,Brazil,resistance_guided_treatment,Resistance-guided management,Resistance management,2.0,8.446573936330209,0.07514812043131724,0.5803559427360281,0.966961478835975,0.5764561934629737,0.5778916398013552,True,7.0
future_product_target,Brazil,maternal_immunization,Infant-exposure reduction,Program-only composite,3.0,2.7326356881452667,0.09889600348732724,0.8642367502088275,0.9565208326502349,0.8484576825565489,0.8534706177642563,True,4.0
future_product_target,Brazil,next_generation_vaccine,High-transmission-blocking vaccine target,Future product target,4.0,0.3461863744826265,0.00874824189054126,0.9828007123536159,0.9961538761955754,0.9833009423096118,0.9841380740711314,True,2.0
future_product_target,Brazil,transmission_blocking_vaccine,Transmission-blocking vaccine target,Future product target,4.0,0.6767543018997635,0.01778649212651987,0.9663773829293618,0.9921802515727207,0.9668325282638499,0.9673875487021897,False,3.0
future_product_target,Brazil,combined_strategy,Combined future stress-test profile,Future stress test,5.0,0.2980496196808825,0.006772141553344491,0.9851922504187288,0.9970226595056302,0.9849073713472384,0.9856165161470928,True,1.0
future_product_target,China,current,Current practice,Comparator,0.0,303.2522419337588,528.3407925569381,0.0,0.0,0.0,0.0,True,11.0
future_product_target,China,adolescent_booster,Adolescent booster,Program-only,1.0,233.51988005670248,395.89746370354146,0.22994838037269438,0.2506778403621438,0.25064519126558205,0.26762146540416587,True,8.0
future_product_target,China,higher_child_coverage,Nominal coverage floor,Program-only,1.0,307.19525913015525,533.7223787015848,-0.01300243378664856,-0.010185823658631632,-0.01018238033360963,-0.014641867274430398,False,12.0
future_product_target,China,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Program-only,1.0,260.7269151972925,521.4339401759831,0.14023087336566287,0.01307272214876476,0.013067327885498137,0.024307844439445336,False,9.0
future_product_target,China,targeted_pep_high_risk,Targeted high-risk PEP,Program-only,1.0,303.1491418608193,527.362880579334,0.0003399812389911494,0.0018509113651274944,0.0019244604827879375,-0.00040552067642951606,False,10.0
future_product_target,China,timeliness_only,Routine timeliness,Program-only,1.0,201.3325163739208,463.6741453975329,0.33608894334934847,0.12239571138629468,0.12236446917330956,0.16375832838951943,True,7.0
future_product_target,China,cocooning_adjunct,Close-contact adult adjunct,Program-only,2.0,170.847610879639,306.39462905512386,0.43661550598871324,0.4200814448335364,0.4200034381248241,0.43844776985201905,False,6.0
future_product_target,China,resistance_guided_treatment,Resistance-guided management,Resistance management,2.0,155.7648410615775,217.71970516430991,0.48635221929999073,0.587918047912519,0.4659154362764172,0.4696264320923236,True,5.0
future_product_target,China,maternal_immunization,Infant-exposure reduction,Program-only composite,3.0,146.61473831879667,301.5559446723398,0.5165254595188694,0.429239708686999,0.42915826855743444,0.4535356296714306,True,4.0
future_product_target,China,next_generation_vaccine,High-transmission-blocking vaccine target,Future product target,4.0,1.701592619428486,3.2924303486459805,0.9943888539501707,0.9937683586143101,0.9937525190493555,0.9941935167885557,True,2.0
future_product_target,China,transmission_blocking_vaccine,Transmission-blocking vaccine target,Future product target,4.0,12.007596755845046,23.123208571277903,0.9604039308027014,0.9562342925304486,0.9561541182563766,0.9576784315927154,False,3.0
future_product_target,China,combined_strategy,Combined future stress-test profile,Future stress test,5.0,0.7773848794920473,1.6259520899657225,0.9974365073955105,0.9969225316067366,0.9969123234858757,0.997144671017649,True,1.0
future_product_target,Japan,current,Current practice,Comparator,0.0,440.6543135591889,937.0602903184441,0.0,0.0,0.0,0.0,True,11.0
future_product_target,Japan,adolescent_booster,Adolescent booster,Program-only,1.0,424.7260557218064,901.2203802247841,0.03614683289658305,0.03824717626384577,0.03838382045064204,0.051129308314179056,True,9.0
future_product_target,Japan,higher_child_coverage,Nominal coverage floor,Program-only,1.0,442.4788964461332,939.5859844744133,-0.004140621867983141,-0.00269533794363519,-0.002659983936086352,-0.00626510271530778,False,12.0
future_product_target,Japan,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Program-only,1.0,382.2545434266689,934.7274046878933,0.13252966857585458,0.002489579010714449,0.0023296035981185126,0.02195659160626695,False,8.0
future_product_target,Japan,targeted_pep_high_risk,Targeted high-risk PEP,Program-only,1.0,431.1279203841323,924.2742111607834,0.02161874485719062,0.013644884208374286,0.01796977699858826,0.018768495045177414,False,10.0
future_product_target,Japan,timeliness_only,Routine timeliness,Program-only,1.0,323.2118082858318,911.1809474258579,0.26651845144727526,0.02761758571990236,0.026911732560059853,0.07973469627181484,True,7.0
future_product_target,Japan,cocooning_adjunct,Close-contact adult adjunct,Program-only,2.0,314.86334109116547,707.8170324492215,0.28546406695080984,0.2446408840900921,0.24263394292161522,0.27369401005571437,False,6.0
future_product_target,Japan,resistance_guided_treatment,Resistance-guided management,Resistance management,2.0,301.88998086811773,366.42730990688597,0.3149051953452222,0.6089607961272568,0.2726953438906089,0.2829117942580345,True,5.0
future_product_target,Japan,maternal_immunization,Infant-exposure reduction,Program-only composite,3.0,272.65285433253445,704.7196198758022,0.381254543657357,0.24794634117265268,0.24578788044815836,0.2907524291525059,True,4.0
future_product_target,Japan,next_generation_vaccine,High-transmission-blocking vaccine target,Future product target,4.0,90.3305732053582,224.08381546688523,0.7950080813330676,0.7608651035775573,0.7560954566335416,0.7752568284924957,True,2.0
