country,scenario,analysis_years,total_infections,total_reported_cases,total_infant_cases,annualized_infant_cases_per_100k,n_epidemic_peaks,resistant_fraction_end,annual_total_infections_count,annual_reported_cases_count,annual_infant_cases_count,event_scale_flag
Thailand,cocooning_adjunct,26.013698630136982,125269.3068202155,1779.3073265612852,401.200086479444,3.0887962927405987,7,0.012001139058858,4815.513111045673,68.39885984148175,15.422646820958091,Low infant-event count; modeled infant cases are especially sensitive to stochastic variation.
Brazil,cocooning_adjunct,26.013698630136982,444705.8784426823,6879.510900848749,1700.6010102089822,3.0672465194015017,8,0.013321053977245,17095.06536404203,264.4572384212526,65.37328791219363,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
South_Africa,cocooning_adjunct,26.013698630136982,652418.1451978664,9948.674714356364,3558.5556120312085,12.721938993556932,9,0.1600469313356411,25079.791784857425,382.43983894050274,136.79545006755043,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Sweden,cocooning_adjunct,26.013698630136982,2057985.199729139,29174.586154704768,8287.443109946107,329.98484484674765,9,0.9926355641406835,79111.59535556987,1121.508577826987,318.5799615724412,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
United_States,cocooning_adjunct,26.013698630136982,2342472.8063109657,36608.90881057249,8899.65511222398,9.368976189439252,8,0.0,90047.66448694078,1407.2934929814596,342.1141775631125,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
New_Zealand,cocooning_adjunct,26.013698630136982,3198195.0026776143,47944.62279171348,19907.75127810152,1408.3108035618357,8,0.9980645051355644,122942.72522141437,1843.0529035255843,765.2795383367095,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Japan,cocooning_adjunct,26.013698630136982,20642816.94529287,311225.21108285594,58525.4275088961,307.8375364413079,8,0.9988925989029764,793536.407059705,11963.897003185091,2249.792631990214,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Australia,cocooning_adjunct,26.013698630136982,23740397.5715381,387251.8060375824,179290.0681741692,2302.679625378966,9,0.999236671557194,912611.386372976,14886.456998811753,6892.140588053899,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
United_Kingdom,cocooning_adjunct,26.013698630136982,31128207.07603156,417359.0799854639,186432.7912865968,1052.8780839894462,8,0.9986142838240712,1196608.2762244886,16043.819293806671,7166.716042086134,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
China,cocooning_adjunct,26.013698630136982,95841592.8180964,3873866.04612845,318503.5892108497,153.05189227792113,9,0.9997386262591008,3684273.9735234533,148916.38829245756,12243.687210317026,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Sweden,combined_strategy,26.013698630136982,11638.420285985703,151.21488871587272,36.56771276788764,1.4560330447628247,9,0.0069445467906092,447.39582984568534,5.812894616249979,1.4057098641684036,Low aggregate event count; deterministic persistence is a strong assumption.
South_Africa,combined_strategy,26.013698630136982,13120.51784485649,193.2323036792434,69.10678694156653,0.2470587573372065,8,0.0176949092527718,504.36956433624215,7.42809803506307,2.656553684430941,Low aggregate event count; deterministic persistence is a strong assumption.
Thailand,combined_strategy,26.013698630136982,16913.77042146051,231.2726986730351,51.05543704976955,0.3930703156865957,7,0.009156297039441,650.1870672809993,8.890419696225154,1.9626366006493827,Low aggregate event count; deterministic persistence is a strong assumption.
Brazil,combined_strategy,26.013698630136982,43120.17013056595,648.3113632366637,165.25032501399,0.2980496196808825,9,0.0090022274637927,1657.594744355616,24.921921809518935,6.352434821496193,Low infant-event count; modeled infant cases are especially sensitive to stochastic variation.
United_States,combined_strategy,26.013698630136982,83153.558573939,1282.6997342510483,305.7992928319702,0.3219255418995243,8,0.0,3196.5296344905464,49.308625908544784,11.755317733930399,Low infant-event count; modeled infant cases are especially sensitive to stochastic variation.
Japan,combined_strategy,26.013698630136982,247740.64848640084,3429.4088679073884,529.0288336756425,2.7826355064963826,8,0.6989805240161173,9523.468846501983,131.83088328448625,20.336548108647662,Low infant-event count; modeled infant cases are especially sensitive to stochastic variation.
China,combined_strategy,26.013698630136982,543185.1570116426,20997.150142720755,1546.928744359176,0.7433522860731316,9,0.9964602003375396,20880.735366956247,807.1574304468749,59.46592856146386,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
New_Zealand,combined_strategy,26.013698630136982,1563529.101696284,20197.60689118981,6464.093179420981,457.2817951652541,8,0.0765789757458582,60104.06762708202,776.4219605354695,248.48804744482973,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
United_Kingdom,combined_strategy,26.013698630136982,10065525.568254491,116330.17428821958,40438.196025761565,228.37447248420105,8,0.0002392542001202,386931.73590446444,4471.881370742512,1554.496213733857,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Australia,combined_strategy,26.013698630136982,16393944.68283118,221600.83468704403,74496.8848979379,956.7872928232068,8,0.9950824933201984,630204.2979708669,8518.620817353458,2863.7559755394773,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Thailand,current,26.013698630136982,625450.9911922986,9062.469248645166,2021.2380243883108,15.561294058651807,8,0.0377697503058095,24043.139735143657,348.37296216487476,77.69898671950854,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
South_Africa,current,26.013698630136982,2361482.232958501,36341.05117405046,13237.19353985251,47.3233488251206,9,0.80146998435699,90778.41127223308,1396.9967012668162,508.8547279669475,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Sweden,current,26.013698630136982,2457347.466177688,35566.755107319375,10269.609073714211,408.9096374585448,9,0.9961564287173562,94463.59401314969,1367.2317655788913,394.77696807853476,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Brazil,current,26.013698630136982,2857035.1211064863,45073.31950099922,11159.71904701018,20.12794841275923,9,0.1021120965414391,109828.10102199765,1732.6763157308812,428.9939391425715,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
New_Zealand,current,26.013698630136982,3327226.3041423783,51035.99467214864,21540.81319681735,1523.8365949471704,8,0.998168148678849,127902.85424033368,1961.8892106723808,828.0565367918203,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
United_States,current,26.013698630136982,7418543.455945171,117714.8107087062,29055.36574525494,30.587593148979558,9,0.0,285178.3424349645,4525.108573847053,1116.9255921030074,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Australia,current,26.013698630136982,23960486.8179463,397054.1461121917,186312.27119129305,2392.8680214438573,8,0.9992917669934708,921071.899794671,15263.271546176935,7162.083094767981,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Japan,current,26.013698630136982,27536156.217428874,432979.2156369871,82781.92523514136,435.42413909926825,8,0.99740942284918,1058525.2258411313,16644.277378357063,3182.2435714404005,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
United_Kingdom,current,26.013698630136982,34942169.44548782,486413.80210265325,222136.10222457803,1254.512320627877,8,0.9989946927320884,1343221.890216225,18698.37153949115,8539.19718925445,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
China,current,26.013698630136982,167252430.5335337,6968485.049246491,569957.7900008839,273.8842553083419,8,0.9999284913384784,6429398.330146372,267877.5190073691,21909.909778864945,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Thailand,higher_child_coverage,26.013698630136982,685943.7793632159,9996.386934771015,2196.9856655841018,16.914356248977924,9,0.0438406876909594,26368.560238817678,384.2739579980433,84.45495186289597,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
South_Africa,higher_child_coverage,26.013698630136982,1313792.3115610883,19283.91194303454,6802.933094133809,24.320682077376,9,0.412810196280836,50503.86453078434,741.2983527338188,261.5134891373187,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Sweden,higher_child_coverage,26.013698630136982,2476305.9323777603,35970.68264765426,10365.375718714571,412.7228208511245,9,0.996261839985912,95192.3818133631,1382.7592592305223,398.458360961645,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Brazil,higher_child_coverage,26.013698630136982,3270276.5013455125,52009.17209746801,12799.394317974136,23.085307755533616,9,0.1328760431112992,125713.63064677328,1999.2994013244681,492.0251633555093,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
New_Zealand,higher_child_coverage,26.013698630136982,3345654.6915803123,51651.22413087104,21739.895043143297,1537.9200063967437,8,0.9981891961801824,128611.2651318393,1985.5394215658698,835.7094987622227,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
United_States,higher_child_coverage,26.013698630136982,7848636.150624722,125131.04731894164,30779.841993223075,32.40300918620631,9,0.0,301711.6582388651,4810.1982381688995,1183.2166748316401,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Australia,higher_child_coverage,26.013698630136982,23985714.89235367,398454.72212943656,186703.57881846564,2397.8937103301023,8,0.9992966822951536,922041.6993901096,15317.111487861439,7177.125462742493,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Japan,higher_child_coverage,26.013698630136982,27602864.300340235,435588.1817696533,83103.57681213168,437.1159924904739,8,0.9973458792469792,1061089.5702605778,16744.56938872285,3194.608271345768,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
United_Kingdom,higher_child_coverage,26.013698630136982,35391583.509371184,496339.52641667903,225810.02048004104,1275.26075419493,9,0.9990358118996326,1360497.9442780921,19079.929135554277,8680.427327563453,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
China,higher_child_coverage,26.013698630136982,168890119.25000244,7067870.01061121,577171.9816613013,277.350922307255,8,0.9999323125819072,6492353.188652017,271698.0046206521,22187.232575710903,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Thailand,maternal_immunization,26.013698630136982,122056.091907156,1701.0624484412256,342.56137954136415,2.6373431996857803,7,0.0119357270439195,4691.9930011702945,65.39102619073697,13.168499582158812,Low infant-event count; modeled infant cases are especially sensitive to stochastic variation.
Brazil,maternal_immunization,26.013698630136982,432961.7232643073,6604.565661711808,1515.079725291342,2.7326356881452667,7,0.0131878960264485,16643.604949075532,253.88799015532496,58.24161134611268,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
South_Africa,maternal_immunization,26.013698630136982,602289.4033484617,8976.532737648093,2899.621855213938,10.36623178991404,9,0.1387153064585575,23152.778538408485,345.06945226346016,111.46518980021986,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Sweden,maternal_immunization,26.013698630136982,2045168.858554231,28489.23339540837,7428.845968073438,295.7976967339659,9,0.9923657103084912,78618.91873325902,1095.1627371589318,285.57438423873674,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
United_States,maternal_immunization,26.013698630136982,2230969.08171582,34303.11544464172,7648.952019543134,8.05231759443663,9,0.0,85761.31804384143,1318.6558333116618,294.03554366858816,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
New_Zealand,maternal_immunization,26.013698630136982,3192102.000523383,46770.6166407609,17935.76344511817,1268.8087692318331,8,0.998076941717442,122708.50238978777,1797.922598617981,689.4737922557275,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Japan,maternal_immunization,26.013698630136982,20540846.23284263,303684.07010367233,50638.58101000532,266.35356090096496,8,0.9988851081832092,789616.5218522971,11674.005854432904,1946.61211886803,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Australia,maternal_immunization,26.013698630136982,23710560.64021782,377212.7673527572,162306.1813994029,2084.5501408320392,9,0.9992313293567786,911464.4163959457,14500.543452738957,6239.25815806025,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
United_Kingdom,maternal_immunization,26.013698630136982,31024215.7206362,406769.4337329141,167333.76127357603,945.0164240729462,8,0.998583637001085,1192610.714905973,15636.739685362156,6432.524788294393,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
China,maternal_immunization,26.013698630136982,94204281.27421533,3766980.104228331,272927.7245243315,131.15112733559263,9,0.99973558082145,3621333.6140167033,144807.55534948298,10491.692411941129,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Sweden,next_generation_vaccine,26.013698630136982,4890.669585777079,63.17396363234418,17.93585197356533,0.714159874803267,8,0.0105649865677142,188.00362283397936,2.4284883334181813,0.6894771954029855,Low aggregate event count; deterministic persistence is a strong assumption.
South_Africa,next_generation_vaccine,26.013698630136982,12739.676892242638,196.5145870180538,80.65000848168222,0.2883261068802724,8,0.0207089718564607,489.72954878025945,7.55427322396942,3.100289952165773,Low aggregate event count; deterministic persistence is a strong assumption.
Thailand,next_generation_vaccine,26.013698630136982,21247.18590906693,293.5228972665652,71.02543273598252,0.5468171639900946,8,0.0103098250547186,816.7691265728732,11.283397314617833,2.7303088940109137,Low aggregate event count; deterministic persistence is a strong assumption.
Brazil,next_generation_vaccine,26.013698630136982,47709.794304317984,714.949655195611,191.93921835717907,0.3461863744826265,7,0.0103152953975245,1834.0257947420819,27.483583375081416,7.378390173814679,Low infant-event count; modeled infant cases are especially sensitive to stochastic variation.
United_States,next_generation_vaccine,26.013698630136982,56444.49369696894,868.7999244438341,243.83804588566625,0.2566967839930802,9,0.0,2169.798862495383,33.39778540516056,9.373447788127246,Low infant-event count; modeled infant cases are especially sensitive to stochastic variation.
China,next_generation_vaccine,26.013698630136982,1058436.8531762247,41111.78144013978,3262.5938516333435,1.5677881818272372,9,0.9972012108620004,40687.67260761686,1580.3897025435515,125.41829972050243,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
New_Zealand,next_generation_vaccine,26.013698630136982,1588469.1906574548,20199.625964263352,7460.045238450806,527.7372686038192,9,0.9971721485642716,61062.79669194008,776.4995762986966,286.7737242795729,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Japan,next_generation_vaccine,26.013698630136982,6518698.918172186,94532.03095125814,16498.51730429783,86.7804496121183,9,0.9861535861466426,250587.16220461804,3633.9327327234573,634.2242039040242,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Australia,next_generation_vaccine,26.013698630136982,15821823.615912717,218041.8920907832,85197.09222269928,1094.2134738352688,8,0.998399993081101,608211.2290477243,8381.81049111489,3275.085693658267,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
United_Kingdom,next_generation_vaccine,26.013698630136982,16464931.50766885,195407.74434588585,76400.90171464045,431.47363980353,9,0.9965238643300576,632933.1227276599,7511.724769483764,2936.948828419565,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Thailand,pregnancy_tdap_scaleup,26.013698630136982,594570.8725566836,8455.319309525796,1684.5816759121883,12.969413045897126,8,0.0347596594603939,22856.06829733434,325.03333838619443,64.75748411879398,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
South_Africa,pregnancy_tdap_scaleup,26.013698630136982,2226958.683812388,33492.34853703932,11019.00190384672,39.39324972311292,9,0.7608904195380127,85607.15319552626,1287.4889116397424,423.58459135377075,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Sweden,pregnancy_tdap_scaleup,26.013698630136982,2441121.525977264,34707.98175817942,9202.273752709794,366.41106741861,9,0.9960319130737272,93839.84802334929,1334.219414611426,353.7472269340785,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Brazil,pregnancy_tdap_scaleup,26.013698630136982,2740546.841073417,42631.553274197344,9795.249794394073,17.666957544586666,9,0.0932842159898371,105350.14186327513,1638.8116845794664,376.5419878835005,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
New_Zealand,pregnancy_tdap_scaleup,26.013698630136982,3320252.2171105286,49759.21185231564,19403.719816661836,1372.6546943704222,8,0.9981755817476492,127634.76137391712,1912.808038556631,745.9039213356052,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
United_States,pregnancy_tdap_scaleup,26.013698630136982,7201601.504373021,112388.05595369588,25448.065933064117,26.79006331691796,9,0.0,276838.8150706849,4320.341276787678,978.2563523505428,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Australia,pregnancy_tdap_scaleup,26.013698630136982,23938406.519426808,386794.1171132244,168744.46415378366,2167.2390639462674,8,0.9992930177493242,920223.104748898,14868.862848480983,6486.754019603059,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Japan,pregnancy_tdap_scaleup,26.013698630136982,27470043.482481334,423450.8054915326,71804.29250122163,377.6829566639696,8,0.9974290340097552,1055983.7673623685,16277.993049437539,2760.249264133323,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
United_Kingdom,pregnancy_tdap_scaleup,26.013698630136982,34809743.64238676,473618.2325177745,199287.51803967665,1125.475076402328,8,0.9989720356009112,1338131.272192856,18206.493403790177,7660.868255343022,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
China,pregnancy_tdap_scaleup,26.013698630136982,164793655.63208994,6790880.867817026,489315.1660616844,235.13271090519456,8,0.9999233903617254,6334879.863687503,261050.18607195522,18809.903698000508,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Thailand,resistance_guided_treatment,26.013698630136982,302678.37358444213,4378.967713597978,974.145465580798,7.499841120719219,8,0.0042001166249442,11635.34558802753,168.33314538844257,37.447403363558855,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
South_Africa,resistance_guided_treatment,26.013698630136982,1033313.7835014022,15928.863337214209,5765.297196255833,20.611103823862877,9,0.002231244976888,39721.90952901652,612.3259734684768,221.62543197823902,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Brazil,resistance_guided_treatment,26.013698630136982,1210079.5305258734,19025.82498205722,4683.109777707519,8.446573936330209,8,0.0031490509916728,46517.01196860915,731.3771583413255,180.02475712093153,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Sweden,resistance_guided_treatment,26.013698630136982,1867827.565690488,26633.477692595166,7389.053186610329,294.2132498362596,8,0.0003438773419571,71801.69157209355,1023.825103506818,284.0446985900759,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
New_Zealand,resistance_guided_treatment,26.013698630136982,2882500.813562653,42854.94815158698,17072.85268279456,1207.7648803723057,7,0.0393120091710126,110807.03496054433,1647.399270703449,656.302393809375,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
United_States,resistance_guided_treatment,26.013698630136982,3646164.5780971497,57613.22740009629,14132.364360542682,14.877631079948626,9,0.0,140163.25129072773,2214.7264877340863,543.2662445074334,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Japan,resistance_guided_treatment,26.013698630136982,19934391.76529996,309054.418839033,56462.65715264992,296.9875827842281,8,0.1879136085889337,766303.6328946274,11880.448960110274,2170.4970890697446,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Australia,resistance_guided_treatment,26.013698630136982,22500651.17130764,355791.3119849919,154493.05469009173,1984.2036576153575,9,0.8514139351733272,864953.9418143538,13677.075184257194,5938.911528371089,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
United_Kingdom,resistance_guided_treatment,26.013698630136982,29633755.75021542,402358.8082060701,173155.67320252286,977.89563770103,8,0.0014426140362714,1139159.6470593608,15467.189572955831,6656.3265633407955,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
China,resistance_guided_treatment,26.013698630136982,88167875.60117109,3653708.95936212,289133.47258298966,138.93854449656334,8,0.2525491321604355,3389286.4238470197,140453.26700022895,11114.66218986743,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Thailand,targeted_pep_high_risk,26.013698630136982,584529.6316316379,8468.640628294414,1888.431090076252,14.538827757569733,8,0.0422680356933054,22470.070094317838,325.5454269960465,72.59371752267847,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
South_Africa,targeted_pep_high_risk,26.013698630136982,2368764.2843558267,36377.598384337725,13230.566353702035,47.29965643476724,9,0.9295770966117776,91058.34268455787,1398.4016229892861,508.5999704161394,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Sweden,targeted_pep_high_risk,26.013698630136982,2452128.538247565,35403.3255091255,10181.153439160656,405.3875596095019,8,0.9977494555037886,94262.97171778424,1360.9493218357882,391.37661983082046,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Brazil,targeted_pep_high_risk,26.013698630136982,2599684.689424281,40976.26521024779,10132.612706353586,18.275433747025435,9,0.1290687133662615,99935.21976196553,1575.1802845434909,389.5106516923707,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
New_Zealand,targeted_pep_high_risk,26.013698630136982,3091033.321837007,47052.65254562392,19667.32738777383,1391.3027763467735,7,0.9991675427517304,118823.29251927412,1808.7644211851218,756.0373350750341,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
United_States,targeted_pep_high_risk,26.013698630136982,6534876.769885894,103648.52475364428,25561.063053577265,26.9090193707966,9,0.0,251209.0596112008,3984.38246814957,982.6001068515749,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Australia,targeted_pep_high_risk,26.013698630136982,23797925.812966693,391983.9786706816,181518.4358869557,2331.2992616256943,7,0.999361847122239,914822.8458907682,15068.367795134156,6977.801906133633,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
Japan,targeted_pep_high_risk,26.013698630136982,27016463.51594735,424453.5120165399,80916.46925340041,425.6120384552452,8,0.9982732550493244,1038547.5706498983,16316.53837662318,3110.533046602544,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
United_Kingdom,targeted_pep_high_risk,26.013698630136982,31719466.839654483,439757.6515806189,199837.6055128387,1128.581690378982,9,0.9991257495988226,1219337.0612400093,16904.84916555302,7682.014324611494,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
China,targeted_pep_high_risk,26.013698630136982,167752006.89726138,7005650.082775472,572223.0854537531,274.9728071757782,8,0.999957389334216,6448602.687467132,269306.19064908347,21996.990646721424,"Aggregate event counts are not near extinction, but stochastic clustering remains unmodeled."
