analysis,country,iso3,scenario,n_replicates,population_size,target_reproduction_number,infant_household_index_probability,setting_matrix_available,setting_decomposition,extinction_probability_3_or_fewer,outbreak_probability_20plus,median_total_infections,q025_total_infections,q975_total_infections,mean_infant_infections,probability_any_infant_infection,q95_infant_infections,mean_household_clusters_touched,interpretation,structural_sensitivity_caveat
individual_stochastic_structural_sensitivity,Australia,AUS,homogeneous_all_contacts,100,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,0.69,0.17,1.0,1.0,200.92499999999984,0.01,0.01,0.0,19.02,"Distribution across stochastic introductions in a small synthetic population; compare scenarios by extinction, outbreak tail, and infant-infection probabilities.",Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered,100,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,0.66,0.06,2.0,1.0,67.04999999999998,0.04,0.04,0.0,4.71,"Distribution across stochastic introductions in a small synthetic population; compare scenarios by extinction, outbreak tail, and infant-infection probabilities.",Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Australia,AUS,setting_clustered_high_household,100,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,0.71,0.09,1.0,1.0,31.099999999999966,0.08,0.08,1.0,3.43,"Distribution across stochastic introductions in a small synthetic population; compare scenarios by extinction, outbreak tail, and infant-infection probabilities.",Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,China,CHN,homogeneous_all_contacts,100,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,0.66,0.14,1.0,1.0,118.24999999999991,0.0,0.0,0.0,14.22,"Distribution across stochastic introductions in a small synthetic population; compare scenarios by extinction, outbreak tail, and infant-infection probabilities.",Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,China,CHN,setting_clustered,100,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,0.68,0.05,2.0,1.0,33.099999999999966,0.07,0.07,1.0,3.37,"Distribution across stochastic introductions in a small synthetic population; compare scenarios by extinction, outbreak tail, and infant-infection probabilities.",Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,China,CHN,setting_clustered_high_household,100,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,0.75,0.04,2.0,1.0,21.52499999999999,0.1,0.1,1.0,2.5,"Distribution across stochastic introductions in a small synthetic population; compare scenarios by extinction, outbreak tail, and infant-infection probabilities.",Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Japan,JPN,homogeneous_all_contacts,100,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,0.72,0.12,1.0,1.0,131.74999999999974,0.0,0.0,0.0,14.29,"Distribution across stochastic introductions in a small synthetic population; compare scenarios by extinction, outbreak tail, and infant-infection probabilities.",Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Japan,JPN,setting_clustered,100,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,0.64,0.14,2.0,1.0,68.52499999999999,0.11,0.11,1.0,6.66,"Distribution across stochastic introductions in a small synthetic population; compare scenarios by extinction, outbreak tail, and infant-infection probabilities.",Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,Japan,JPN,setting_clustered_high_household,100,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,0.68,0.05,2.0,1.0,20.52499999999999,0.09,0.09,1.0,2.97,"Distribution across stochastic introductions in a small synthetic population; compare scenarios by extinction, outbreak tail, and infant-infection probabilities.",Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
individual_stochastic_structural_sensitivity,South_Africa,ZAF,homogeneous_all_contacts,100,1500,1.08,0.3,True,contactdata_location_specific_8group_matrices,0.54,0.29,2.0,1.0,195.67499999999927,0.08,0.06,1.0,23.51,"Distribution across stochastic introductions in a small synthetic population; compare scenarios by extinction, outbreak tail, and infant-infection probabilities.",Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.
