analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,relative_reduction_vs_baseline,calibration_loaded,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,contact_reciprocity_error_before,contact_reciprocity_error_after,country,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status,data_fit_score,reporting_rate_prior_penalty,fit_score,calibrated_beta,reporting_multiplier_by_age,reporting_rate_prior_by_age,reporting_rate_prior_method,reporting_rate_prior_evidence_class,posterior_interval_low,posterior_interval_high,calibration_accepted,calibration_success,optimizer_success,calibration_status,calibration_message,calibration_n_starts,calibration_maxiter,calibration_data_overlap_years,calibration_objective
calibration,China_calibrated,symptom_protective,country_timeline,,2018-01-01,2023-12-31,2018,2023,1154986.390673955,5833940.9882495105,109831.149460533,19871.702182485682,36134.545061352444,4472204.470637987,0.7665837689557919,0.997,0.3570433623571727,1422584932.4999998,9129464.999999993,6.0,68.34906484865257,1.2867556206002135,36.277595278010445,65.96689046830322,182.0352659737806,890580.8086901021,1805.8979604060578,7094.811686518635,2130.0,2190.0,1,,0.8020229561800023,0.19797704381999787,5.051090675488655,,False,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,1.795716133865564e-05,1.6868967132961965e-16,China,1.7056860914934042,0.7543918116103073,0.24560818838969267,0.25,calibrated_to_reported_cases,121.6101303509207,4.930380657631326e-32,201.0458335437342,0.011870458544593973,infant_0_2m=0.7000;infant_3_11m=0.5833;child_1_6y=0.2917;school_7_17y=0.1167;adult_18plus=0.0583,"infant_0_2m=0.6000[0.2000,0.7000];infant_3_11m=0.5000[0.2000,0.6500];child_1_6y=0.2500[0.0500,0.3500];school_7_17y=0.1000[0.0300,0.1200];adult_18plus=0.0500[0.0030,0.0800]",literature_range,active_surveillance_proxy,7518.29389843878,29092.08925507222,True,True,True,accepted,staged_fast final reporting adjustment,1,8,6,201.0458335437342
