country,log_beta_S,beta_S,log_posterior,posterior_weight,grid_half_width
South_Africa,-4.745310120811941,0.008692365904186561,-8309.456235240019,0.0,0.08
South_Africa,-4.74131012081194,0.008727204999541908,-8049.737822156238,0.0,0.08
South_Africa,-4.737310120811941,0.008762183730363419,-7769.455563795189,0.0,0.08
South_Africa,-4.733310120811941,0.008797302656311543,-7467.520092305039,0.0,0.08
South_Africa,-4.729310120811941,0.008832562339289852,-7147.469390010622,0.0,0.08
South_Africa,-4.72531012081194,0.008867963343454017,-6790.533047417434,0.0,0.08
South_Africa,-4.721310120811941,0.008903506235220853,-6394.176732064967,0.0,0.08
South_Africa,-4.717310120811941,0.008939191583277394,-5950.184451273352,0.0,0.08
South_Africa,-4.713310120811941,0.008975019958589979,-5454.815493264383,0.0,0.08
South_Africa,-4.70931012081194,0.009010991934413367,-4873.926959669991,0.0,0.08
South_Africa,-4.705310120811941,0.009047108086299934,-4229.285847477154,0.0,0.08
South_Africa,-4.701310120811941,0.009083368992108886,-3507.6013948325385,0.0,0.08
South_Africa,-4.697310120811941,0.009119775232015499,-2779.1070848355707,0.0,0.08
South_Africa,-4.69331012081194,0.00915632738852038,-2093.089469510431,0.0,0.08
South_Africa,-4.689310120811941,0.009193026046458802,-1538.2200599258135,0.0,0.08
South_Africa,-4.685310120811941,0.009229871793010087,-1116.9212276566552,9.426182468312982e-289,0.08
South_Africa,-4.681310120811941,0.009266865217706973,-830.2304169687778,3.037896241134842e-164,0.08
South_Africa,-4.67731012081194,0.009304006912445035,-647.4764075773488,7.106090937596834e-85,0.08
South_Africa,-4.673310120811941,0.009341297471492172,-536.3691528966992,1.2732050957768974e-36,0.08
South_Africa,-4.669310120811941,0.009378737491498135,-478.90090741824247,1.1562194320643979e-11,0.08
South_Africa,-4.665310120811941,0.009416327571504051,-454.21886400591444,0.6057808219744423,0.08
South_Africa,-4.66131012081194,0.009454068312951992,-454.6497128393126,0.3937315797030641,0.08
South_Africa,-4.657310120811941,0.009491960319694619,-469.5786897428484,1.293087637324527e-07,0.08
South_Africa,-4.653310120811941,0.009530004198004855,-492.8696326727053,9.919732635400904e-18,0.08
South_Africa,-4.649310120811941,0.009568200556585577,-517.4699425427777,2.0545709212979057e-28,0.08
South_Africa,-4.64531012081194,0.009606550006579324,-533.367244869031,2.562184854854776e-35,0.08
South_Africa,-4.641310120811941,0.00964505316157811,-542.4198325763346,3.000002188304653e-39,0.08
South_Africa,-4.637310120811941,0.00968371063763324,-540.0958927636959,3.0647553257872514e-38,0.08
South_Africa,-4.633310120811941,0.009722523053265167,-532.1981554560388,8.247826956364211e-35,0.08
South_Africa,-4.62931012081194,0.00976149102947336,-518.7035021053945,5.98401985751911e-29,0.08
South_Africa,-4.625310120811941,0.009800615189746262,-501.6216874391095,1.5686674193098096e-21,0.08
South_Africa,-4.621310120811941,0.00983989616007128,-485.9430717879587,1.0108044324643186e-14,0.08
South_Africa,-4.617310120811941,0.009879334568944785,-473.91192335054217,1.697182382693312e-09,0.08
South_Africa,-4.61331012081194,0.009918931047382153,-465.0043948902892,1.2537731720925278e-05,0.08
South_Africa,-4.609310120811941,0.009958686228927875,-461.49817324266473,0.0004177838873718031,0.08
South_Africa,-4.605310120811941,0.00999860074966571,-463.4934635447249,5.6807819352500866e-05,0.08
South_Africa,-4.601310120811941,0.010038675248228853,-468.61867248941127,3.377210690217105e-07,0.08
South_Africa,-4.59731012081194,0.010078910365810127,-476.36890671469587,1.4543676231955323e-10,0.08
South_Africa,-4.593310120811941,0.010119306746172261,-490.0228083018338,1.7094644831870713e-16,0.08
South_Africa,-4.589310120811941,0.010159865035658213,-508.97200195971726,1.0076967083584842e-24,0.08
South_Africa,-4.585310120811941,0.010200585883201487,-529.5367659809832,1.180772700958437e-33,0.08
