analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_deaths,total_infant_deaths,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,calibration_loaded,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,contact_reciprocity_error_before,contact_reciprocity_error_after,country,portfolio,program_layers,timeliness_applied,resistance_guided,implementation_intensity,implementation_note,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status,relative_reduction_infant_cases,relative_reduction_total_infections,relative_reduction_reported_cases,relative_reduction_resistant_infections,relative_reduction_deaths,relative_reduction_infant_deaths
program_portfolio_factorial,current,symptom_protective,country_timeline,current,2025-01-01,2050-12-31,2025,2050,4266289.636175333,23957381.69848727,396995.70049091056,186277.52723280666,398145.8835200989,215.793118302691,206.3639558970604,22451451.346508823,0.9371412798388759,0.043,0.9992877347232507,29595963.62985433,299349.1406811048,26.013698630136986,3111.7504620932386,51.56454782909866,2392.105578144959,5112.83890779578,0.28028702971215735,2.650047900906854,13780.80779851248,372465.8831389243,112776.59718088846,11174.144832733926,1470.0,9495.0,8,3.557729941291585,0.8219217070601369,0.17807829293986316,5.615507558451826,0.6485710045124623,0.5134191874440295,0.0007199728131055171,0.02967381540664117,0.04116602091287336,0.5770111953798424,0.0,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,current,,False,False,0,Current practice.,54.978665659530755,0.9379010423502294,0.06209895764977058,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,0.0
program_portfolio_factorial,routine_timeliness,symptom_protective,country_timeline,routine_timeliness,2025-01-01,2050-12-31,2025,2050,4015249.082910862,23574784.22946322,340343.45298013336,127133.32913506276,357114.9765379223,182.82833734463816,173.86942631356726,22007469.282064218,0.9335173152745039,0.043,0.9993255351931387,29595963.650280677,299349.14152328647,26.013698630136986,3062.056054054617,44.20616199546015,1632.5981424289007,4585.935500123364,0.23747009167499644,2.2327654310314258,12021.027786357809,332765.374261069,100127.1399202009,9747.23017545369,1470.0,9495.0,8,3.557729941291585,0.8296803464316466,0.17031965356835363,5.871313022596506,0.6717126470249833,0.5225863714240893,0.0006736958511729441,0.016621986640008902,0.049295135127387556,0.6051218294064139,0.015969919995397874,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,routine_timeliness,,True,False,1,Routine timeliness improvement only.,54.978665659530755,0.8040602925727217,0.1959397074272783,0.25,calibrated_country_scenario_analysis,0.31750581498661634,0.015969919995397874,0.14270242080889817,0.01977520551310119,0.1527610389864864,0.1574622343433959
program_portfolio_factorial,infant_exposure,symptom_protective,country_timeline,infant_exposure,2025-01-01,2050-12-31,2025,2050,4131137.8612884516,23710601.701010935,377208.45057035284,162300.27504078476,365225.4328266831,98.33985558811614,88.98727461692914,22323343.670415126,0.9414920781813537,0.043000000000000003,0.9992294409933206,29595963.626748633,299349.14158588904,26.013698630136986,3079.696969223921,48.99444293468253,2084.1987643568596,4690.086912161966,0.12773060718898863,1.1427409334548684,10640.157770390055,359043.4261462709,101454.07768587023,8627.554037132353,1830.0,9495.0,8,3.275929549902153,0.8257683245080907,0.17423167549190938,5.739484494864058,0.6955254067206058,0.5568712250268886,0.0010211675103071595,0.029664049936855452,0.04120067852234244,0.6236395107511006,0.010300791655037944,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,0.14999747890518286,1.502232944079048e-16,Australia,infant_exposure,maternal_immunization,False,False,3,Infant-exposure reduction composite without routine timeliness changes.,54.978665659530755,0.8911537293046173,0.10884627069538266,0.25,calibrated_country_scenario_analysis,0.1287179003726816,0.010300791655037944,0.04984247914042772,0.0057059864022384055,0.5442864148699323,0.5687847995057904
program_portfolio_factorial,timeliness_pregnancy_tdap,symptom_protective,country_timeline,timeliness_pregnancy_tdap,2025-01-01,2050-12-31,2025,2050,3999818.3067251407,23560132.796180256,331201.55033471953,111355.84123952984,340548.76481020654,83.7043689969997,74.75498190723201,21974934.154611137,0.9327169054910368,0.043,0.9993294574616516,29595963.64201514,299349.1413567034,26.013698630136986,3060.153025403321,43.01874845286878,1429.9896092887968,4373.198475392218,0.10872102472494266,0.9599752126156641,11857.776560250635,327478.1774836744,99154.00457363206,9614.858190474442,1470.0,9495.0,8,3.557729941291585,0.8302293819254866,0.1697706180745136,5.890300756053632,0.6722310385686141,0.5228421023527309,0.0009880761148986382,0.016611285043537725,0.04926524608806466,0.6053664313221131,0.016581482371760936,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,timeliness_pregnancy_tdap,pregnancy_tdap_scaleup,True,False,2,Routine timeliness plus pregnancy Tdap scale-up.,54.978665659530755,0.7824625777437602,0.21753742225623984,0.25,calibrated_country_scenario_analysis,0.40220464114085486,0.016581482371760936,0.16573013278187232,0.02122433799682999,0.612108256021453,0.6377517499009289
program_portfolio_factorial,timeliness_targeted_pep,symptom_protective,country_timeline,timeliness_targeted_pep,2025-01-01,2050-12-31,2025,2050,3981893.184107218,23362781.719018955,335784.2401719083,123788.82917677888,348562.85443081695,178.83172280374555,169.96619818212434,22436952.4094527,0.9603716149600214,0.043,0.9994566344196063,29595963.65144891,299349.1418295445,26.013698630136986,3034.519701353109,43.613979895897735,1589.6493369255945,4476.112377083385,0.232279012234709,2.182641648982181,12966.37237924511,328822.07711522235,135537.27733900238,10513.761250062722,1500.0,9495.0,7,3.643835616438356,0.82956253959837,0.17043746040163,5.8672547551667025,0.668332581736668,0.5198400805022679,0.0006661080481102437,0.016562369289445853,0.04912922919635103,0.6019748752027608,0.024819071923283698,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,timeliness_targeted_pep,targeted_pep_high_risk,True,False,2,Routine timeliness plus targeted high-risk PEP.,54.978665659530755,0.7932891672196685,0.20671083278033153,0.25,calibrated_country_scenario_analysis,0.3354602081330531,0.024819071923283698,0.15418670842860616,0.0006457906365318067,0.17128162283238357,0.1763765263983028
program_portfolio_factorial,timeliness_infant_exposure,symptom_protective,country_timeline,timeliness_infant_exposure,2025-01-01,2050-12-31,2025,2050,3868982.871152436,23222301.34408868,321077.6332831312,106103.29525809348,324026.87565743405,79.96174941434582,71.10614040432397,21740348.130287103,0.936184050329757,0.043,0.9992187204882771,29595963.6665516,299349.1412701926,26.013698630136986,3016.273136947119,41.70378403917281,1362.538400189127,4161.030623060542,0.10385985142819756,0.9131181699348845,11213.689298863876,319026.64779009414,91162.62242429759,9092.601124854076,1830.0,9495.0,9,2.9794520547945207,0.8333936497582615,0.16660635024173862,6.002172177405263,0.7176268403791207,0.5651389869403948,0.000952288661138086,0.016609334504319024,0.049306963039821176,0.6507582541738425,0.03068283352704626,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,0.14999747890518286,1.502232944079048e-16,Australia,timeliness_infant_exposure,maternal_immunization,True,False,4,Routine timeliness plus infant-exposure reduction composite.,54.978665659530755,0.7585448562435837,0.2414551437564163,0.25,calibrated_country_scenario_analysis,0.4304020628023085,0.03068283352704626,0.19123145946896114,0.03167292863373372,0.629451809940555,0.6554333333298111
program_portfolio_factorial,timeliness_infant_exposure_targeted_pep,symptom_protective,country_timeline,timeliness_infant_exposure_targeted_pep,2025-01-01,2050-12-31,2025,2050,3850405.3158488967,23120370.48279559,318323.0842717815,103954.90184077191,318114.7489143176,78.62982081181248,69.83493130325186,22249783.785833992,0.9623454694374634,0.043,0.9995044037924982,29595963.628139257,299349.14114569034,26.013698630136986,3003.033655481558,41.34600421287305,1334.9495447838058,4085.109328491763,0.10212985055670518,0.8967937836743781,15157.470392625499,316426.56568884157,123071.87405522025,12290.409381773752,1830.0,9495.0,9,2.9794520547945207,0.8334626463397689,0.1665373536602311,6.004658882956651,0.7170081480867089,0.5647759223227551,0.000941512676267579,0.016564680820917818,0.04919366233698958,0.6503082922525338,0.03493750803930851,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,0.14999747890518286,1.502232944079048e-16,Australia,timeliness_infant_exposure_targeted_pep,maternal_immunization;targeted_pep_high_risk,True,False,5,Routine timeliness plus infant-exposure reduction and targeted high-risk PEP.,54.978665659530755,0.7520372442088464,0.24796275579115357,0.25,calibrated_country_scenario_analysis,0.4419353564273443,0.03493750803930851,0.19816994522067954,0.008982384148015887,0.63562405775369,0.661593367893726
program_portfolio_factorial,routine_timeliness_resistance_guided,symptom_protective,country_timeline,routine_timeliness_resistance_guided,2025-01-01,2050-12-31,2025,2050,3791175.8499889746,22144387.609101124,309124.4473320918,107540.49114679465,299413.97176951135,153.09323031194864,145.03998848893724,8811466.08809494,0.39790967551857315,0.043000000000000003,0.8376060458712655,29595963.617948305,299349.14139050443,26.013698630136986,2876.2662493900084,40.151221628599636,1380.9943258349294,3844.9610158928435,0.19884807795514522,1.8625486919989385,4489.022699824418,599661.2167888127,360440.15519714885,3639.916506962946,9495.0,9495.0,8,3.569471624266145,0.8287974399241981,0.17120256007580173,5.841034150174154,0.6443489643719914,0.5024320458737485,0.0005941452060097134,0.01623169379008335,0.0481773596848793,0.579345765691019,0.07567580264835971,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,routine_timeliness_resistance_guided,resistance_guided_treatment,True,True,3,Routine timeliness plus resistance-guided management.,54.978665659530755,0.7303054948122276,0.2696945051877724,0.25,calibrated_country_scenario_analysis,0.42268671511624545,0.07567580264835971,0.22134056628361554,0.6075324507043455,0.2905555491477435,0.2971641396461363
program_portfolio_factorial,infant_exposure_resistance_guided,symptom_protective,country_timeline,infant_exposure_resistance_guided,2025-01-01,2050-12-31,2025,2050,3785865.759185747,21897097.939954545,331096.193551876,131328.46607681533,294220.69688458473,79.54221463400668,71.34458716349232,8152502.608441976,0.3723097293895969,0.043000000000000003,0.8014255525432084,29595963.662805982,299349.14195348625,26.013698630136986,2844.146552191587,43.00506395489417,1686.4705023899658,3778.270936312028,0.10331493064759198,0.91618021096845,4460.347957052562,626618.2317441788,374495.638415561,3616.665645490371,9495.0,9495.0,8,3.569471624266145,0.8271065065531872,0.17289349344681268,5.783907653573039,0.6925879190087021,0.5581180698028755,0.000877899664218917,0.02898474842407228,0.040348104348846024,0.622377166571565,0.08599786840073664,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,0.14999747890518286,1.502232944079048e-16,Australia,infant_exposure_resistance_guided,maternal_immunization;resistance_guided_treatment,False,True,5,Infant-exposure reduction plus resistance-guided management.,54.978665659530755,0.7822136721399146,0.21778632786008545,0.25,calibrated_country_scenario_analysis,0.2949849183219878,0.08599786840073664,0.16599551798053636,0.636883046774182,0.631395962671833,0.6542778662419089
program_portfolio_factorial,timeliness_infant_exposure_resistance_guided,symptom_protective,country_timeline,timeliness_infant_exposure_resistance_guided,2025-01-01,2050-12-31,2025,2050,3570641.8731583604,21510411.31289325,286506.81652573426,88156.50116621812,266428.404298723,66.14075892103116,58.314662621347594,7679513.729587991,0.35701380219470386,0.043,0.7799988203798239,29595963.690752205,299349.1423662657,26.013698630136986,2793.9210155511005,37.21348718748532,1132.0724519752166,3421.3728192502276,0.08590819284948044,0.7488548459447505,4381.88412487356,563702.2400546097,332882.2574493994,3553.0433823792155,9495.0,9495.0,8,3.569471624266145,0.8340040168819026,0.16599598311809746,6.024242160658504,0.7126500403223296,0.5649835846397083,0.0008350591389946416,0.0162505207167248,0.04830987924051308,0.647254581226097,0.10213847307648516,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,0.14999747890518286,1.502232944079048e-16,Australia,timeliness_infant_exposure_resistance_guided,maternal_immunization;resistance_guided_treatment,True,True,6,Routine timeliness plus infant-exposure reduction and resistance-guided management.,54.978665659530755,0.6768714144126237,0.32312858558737634,0.25,calibrated_country_scenario_analysis,0.5267464493661571,0.10213847307648516,0.2783125455226586,0.6579502317661015,0.6934992207292907,0.7174183719833496
