analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_deaths,total_infant_deaths,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,contact_reciprocity_error_before,contact_reciprocity_error_after,country,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status,relative_reduction_infant_cases,relative_reduction_total_infections,relative_reduction_reported_cases,relative_reduction_resistant_infections,relative_reduction_deaths,relative_reduction_infant_deaths
country_profiles,Australia,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4660451.021103678,26219987.585023288,404695.5857841779,225884.13857891582,477088.0875962457,275.92641192640053,265.27468436154135,24655375.554676544,0.9403275068200093,0.043,0.9996702885881779,29593145.58011742,301446.8688366584,26.013698630136986,3405.957672715175,52.56966774091472,2880.532996089162,6083.950767893082,0.35842643966097715,3.3828514305514066,11575.829475822871,417220.1569509764,125753.33571095366,9385.348133935358,1449.0,9495.0,7,3.995433789954338,0.8222557884136567,0.1777442115863435,5.626062255840193,0.6684505283551276,0.5293246395055886,0.0007851235447937412,0.02953263905983827,0.04094429041265551,0.59718847533784,0.8435184482266944,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,8789.975876338181,8789.975876338181,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,2.2123549308250573e-05,1.8217185182562625e-16,Australia,54.978665659530755,0.9561830413721867,0.04381695862781332,0.25,calibrated_country_scenario_analysis,0.612368655928298,0.8435184482266944,0.9420856429760623,0.8528158272406312,0.7768782431753849,0.7684451059760731
country_profiles,China,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,32252196.45042178,167559608.7071537,6987828.3482782245,582729.2917188167,1154630.08236627,1236.6629586163244,1145.6233109637064,167513769.2623078,0.9997264290290506,0.997,0.9999289885572354,1342605769.2854092,8056888.902719707,26.013698630136986,479.7541319413351,20.007444211942385,278.03365523973315,550.9007815672878,0.035407946389507665,0.5466034421155895,2291.7187385611433,2011536.061613331,196048.32508877508,84297.93972525127,3150.0,9495.0,8,3.287671232876712,0.8075180725279122,0.19248192747208787,5.195292945853381,0.29220010070960384,0.22333364616914225,1.3377996271581921e-05,0.017113411279815204,0.024607926154511586,0.25046538527900547,0.0,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,5733.057803797115,5732.98521338555,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,4.3354243129576535e-05,1.6667804836994706e-16,China,4.430832490427902,4.515504536712962,3.515504536712962,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,0.0
country_profiles,United_Kingdom,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,6665850.61807881,34915483.31011362,558380.7243520585,226778.95646662195,466504.3997302016,307.93561578830696,291.3517098840453,29630175.993899003,0.8486256865107271,0.003,0.9989911452700606,72517643.20019731,685539.9220684413,26.013698630136986,1850.8544702403208,29.599517514445452,1271.6508829357906,2615.898498931736,0.1632353205498673,1.6337391479858476,6454.224236350425,533073.0238449663,179264.0406996644,12823.1542549514,3122.0,9495.0,8,3.284931506849315,0.8090861134908597,0.1909138865091402,5.237963661444417,0.43999071464935946,0.324204734465835,0.00045401883992066507,0.027481366119998556,0.0383111488733673,0.37374418081607297,0.7916235089141567,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,7711.507963514041,7711.507963514041,True,United_Kingdom,GBR,2025,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,1.6754483187982558e-05,1.6570722974665014e-16,United_Kingdom,7.268426842942312,4.072341670905963,3.0723416709059634,0.25,calibrated_country_scenario_analysis,0.6108330923305479,0.7916235089141567,0.9200923811344562,0.8231179674101807,0.7509947123079925,0.7456828024571548
country_profiles,Japan,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,5304126.371068349,27551298.024146587,434272.3769578275,84535.31418685007,166711.93931889324,183.8338089155641,166.2424919329274,27207336.190808643,0.9875155851809055,0.827,0.9974030803466966,112693122.00436658,736059.2996143273,26.013698630136986,939.8153831480768,14.81367084714292,441.49243102465886,870.6664200484252,0.06270842172667573,0.868214693575745,6252.4672350201945,319047.0738917695,59345.370208283326,19304.38501217631,2093.0,9299.0,8,3.282191780821918,0.807481797539278,0.19251820246072224,5.1943140296254375,0.28881842146144987,0.22465904222987298,1.180430040972359e-05,0.016291117810394825,0.02340918403018081,0.24910631532046454,0.8355731537169058,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,7398.043511073724,7398.043511073724,True,Japan,JPN,2025,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,3.8573576790026e-05,1.9122999563390094e-16,Japan,7.836584827693876,1.8903222733954934,0.8903222733954934,0.25,calibrated_country_scenario_analysis,0.8549321007401139,0.8355731537169058,0.9378530273908587,0.8375814936848266,0.8513468786020308,0.8548890456906965
country_profiles,New_Zealand,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,612654.9017630713,3325464.033424768,51211.785137444065,22007.39036150764,45400.30401500102,29.38650685496011,27.757960561319603,2955965.2135537574,0.8888880420425181,0.01,0.9981682040937374,5518948.273357253,54728.54048233589,26.013698630136986,2316.2947713562553,35.670688046359004,1545.7974121827685,3188.9138741978395,0.20468665874118153,1.9497170222512339,9640.739186963168,49829.80467250219,16738.988320915065,1457.7189284870678,2254.0,9495.0,8,3.4273972602739726,0.8157685978241895,0.18423140217581047,5.427956299467929,0.5500333411838073,0.42836219171156165,0.00048628282221859035,0.027666515370569047,0.03869482965637247,0.4831857133346471,0.9801535461971821,True,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,852.7067880199036,852.7067880199036,True,New_Zealand,NZL,2025,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,1.162553924163731e-05,1.4671091189291203e-16,New_Zealand,25.11070274470987,1.4205372270544612,0.42053722705446117,0.25,calibrated_country_scenario_analysis,0.9622339383410868,0.9801535461971821,0.9926712874751621,0.9823538970762156,0.9762372547425209,0.9757704296903933
country_profiles,Sweden,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,453123.4643536622,2454094.5785171837,35612.52960241333,10477.672255489108,21879.71808407402,14.433975087351763,13.316665379031262,1902308.653399369,0.7751570253452842,0.01,0.9961452575767386,10933229.702664103,97233.27546502819,26.013698630136986,862.8607593317098,12.521381451006777,414.2359518357065,865.0171169178487,0.050749921429566934,0.5264758644908683,2534.2911158141014,32368.995754084426,7693.542445010634,759.1229288388079,4368.0,9495.0,9,3.245890410958904,0.8153602276292671,0.18463977237073279,5.415951217661433,0.4652721089163341,0.3648707522615318,0.00030635352187370824,0.025132780096116816,0.03568358215401325,0.40414939314433035,0.985353901232807,True,Sweden,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Sweden_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,1911.22403225114,1911.22403225114,True,Sweden,SWE,2025,False,exact_year,2025,low_imported_model_anchor,https://www.folkhalsomyndigheten.se/contentassets/975cc036216b48a39b7bf34319d4ecee/pertussis-surveillance-sweden-23rd-annual-report.pdf,"No public Swedish MRBP prevalence estimate was located in the accessible national surveillance material, so keep a conservative low anchor pending numeric reporting.",Sweden,SWE,2,relative_detection_prior_mean,3.9768560119462865e-05,1.501409036958273e-16,Sweden,5.954795201043958,2.102739225827885,1.102739225827885,0.25,calibrated_country_scenario_analysis,0.982019657490386,0.985353901232807,0.9949036341725268,0.9886438669383616,0.988328287035053,0.9883760523624217
country_profiles,United_States,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,1357132.626167904,7343145.416855902,116797.49699191541,29381.891534537877,61238.96250629326,41.22894796095764,38.083012799122145,0.0,0.0,0.0,0.0,363902665.6010308,3677645.8103683065,26.013698630136986,77.57017785736976,1.23380405815764,30.71197503053183,64.01117794537302,0.00435526827354192,0.03980698576874176,119.20584303853649,97409.61513385964,7925.658281718907,1188.4746311490826,42.0,9495.0,9,3.0037671232876715,0.8151837463203904,0.18481625367960972,5.410779517983094,0.45489363301277735,0.35074324457500333,0.00027100877547033,0.02626782180122632,0.03805260816485526,0.3903021942712254,0.9561759216704211,True,United_States,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_States_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,6377.905374440401,6377.905374440401,True,United_States,USA,2025,False,nearest_past_year,2015,measured_multistate_surveillance_fraction,https://www.walshmedicalmedia.com/conference-abstracts-files/2155-9597.C1.016-015.pdf,"CDC surveillance abstract: 1208 B. pertussis isolates collected from 2011-2015 across 7 enhanced-surveillance states, 2 outbreak states, and 6 sporadic-state settings were susceptible to erythromycin and azithromycin; 54 DNA NPS extracts had no A2047G mutation.",United_States,USA,3,relative_detection_prior_mean,2.0993847762245133e-05,1.3156166320465292e-16,United_States,1.438792831407114,0.857527248694311,0.14247275130568904,0.25,calibrated_country_scenario_analysis,0.9495788319686606,0.9561759216704211,0.9832855801300995,1.0,0.9666611280998602,0.9667578230691846
country_profiles,Brazil,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,546220.888447216,2867125.6410053214,45348.25191158865,11436.245677061317,23559.532148319584,13.729542386842308,12.633602099513883,129653.31812330296,0.04522066151166004,0.01,0.10286565069032468,217275204.37565804,2146579.1459977822,26.013698630136986,50.72644800348526,0.802321220159561,20.480212850609856,42.1907894149364,0.002429091031230851,0.02262445800608596,101.27968258659303,38683.76426861613,2197.37845259598,602.8921570713363,28.0,9495.0,9,3.1284246575342465,0.8094883319254573,0.19051166807454262,5.249022330793535,0.3651288195920046,0.27105979117119056,0.00034044139837080035,0.02456294846321517,0.0354975650726296,0.304727864657789,0.9828889213628075,True,Brazil,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Brazil_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,3231.6473088013645,3231.6473088013645,True,Brazil,BRA,2025,False,exact_year,2025,low_detected_model_anchor,https://www.paho.org/en/news/26-8-2025-paho-calls-strengthened-vaccination-and-surveillance-amid-spread-antibiotic,"PAHO reported antibiotic-resistant pertussis cases detected in Brazil since 2024, but no public national resistant fraction or denominator was located, so keep a conservative low detected anchor pending numeric reporting.",Brazil,BRA,3,relative_detection_prior_mean,2.8141735141396627e-05,1.739283159430409e-16,Brazil,0.8601273820862417,0.9327934871850356,0.06720651281496437,0.25,calibrated_country_scenario_analysis,0.9803746853992374,0.9828889213628075,0.9935103941236962,0.999226013964737,0.9888979108728185,0.9889722896011199
country_profiles,Thailand,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,121018.82154222777,628892.4223335555,9132.807025521735,2071.6954948274306,3996.361738161623,4.297520304878827,3.976041006756992,15461.779740252778,0.024585730708728545,0.01,0.03803323876444151,69253630.64311728,502880.18265316595,26.013698630136986,34.90854204402006,0.5069435832083432,15.8365032988885,30.549082144535998,0.002385466304256468,0.03039374593285394,72.27675981218232,7799.437036127783,326.42873146617666,137.13501446888154,98.0,9495.0,8,3.43013698630137,0.8075683260848051,0.19243167391519486,5.196649697287893,0.2984725797013588,0.2245685261621431,1.2207841788368093e-05,0.017600812671653934,0.02569884026400964,0.25516071892390685,0.9962467540525671,True,Thailand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Thailand_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,1150.2097473915696,1150.2097473915696,True,Thailand,THA,2025,False,exact_year,2025,low_imported_model_anchor,https://www.cdc.gov/pertussis/hcp/antibiotic-resistance/index.html,"No public Thailand-specific MRBP prevalence estimate was located in accessible surveillance material; CDC notes increasing MRBP globally, so keep a conservative low imported anchor pending numeric reporting.",Thailand,THA,3,relative_detection_prior_mean,1.792616202993147e-05,1.6177673822097892e-16,Thailand,0.1976821449825874,2.564437892218322,1.5644378922183222,0.25,calibrated_country_scenario_analysis,0.9964448406416695,0.9962467540525671,0.9986930407316356,0.9999076984548294,0.9965249057757117,0.9965293644353201
country_profiles,South_Africa,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,461956.0121046357,2405755.329459589,37168.628070627106,13711.554770196812,25081.23028618847,26.69436722380699,26.051805557470324,878874.8015388831,0.3653217726576988,0.02,0.8117603182469763,72810729.59525637,1082954.5659559881,26.013698630136986,127.01469481453526,1.9623616305678735,48.67145859406983,89.03002480914353,0.014093606547098918,0.09247524418217198,330.76597270076763,37335.55653007592,3706.939554261125,659.8167615788368,9387.0,9495.0,9,3.1284246575342465,0.8079788054721234,0.19202119452787664,5.20775845842801,0.4446904388228742,0.33485844568254364,5.25376364122627e-73,0.024436979174438753,0.03498207332670625,0.3852713863217291,0.9856423910987752,True,South_Africa,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/South_Africa_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,429.2359423482734,429.2359423482734,True,South_Africa,ZAF,2025,False,exact_year,2025,global_surveillance_extrapolation,https://www.cdc.gov/pertussis/hcp/antibiotic-resistance/; https://www.mdpi.com/2079-6382/11/11/1570,No South Africa-specific MRBP isolate data published. CDC (2025) notes global MRBP spread primarily from China; PAHO (2025) reports cases in Americas. Systematic review (Antibiotics 2022;11:1570) confirms sporadic cases outside China. No African MRBP reports in accessible literature. Conservative low anchor retained with slightly elevated point estimate reflecting global importation risk.,South_Africa,ZAF,3,relative_detection_prior_mean,1.2583435121916404e-05,1.4841774395108882e-16,South_Africa,2.2755885830098617,0.8623534347198688,0.1376465652801312,0.25,calibrated_country_scenario_analysis,0.9764701123402374,0.9856423910987752,0.9946809471815682,0.9947534175524242,0.9784141935862017,0.9772597106674136
