analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_deaths,total_infant_deaths,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,contact_reciprocity_error_before,contact_reciprocity_error_after,country,mechanism_scenario,resistant_importation,treatment_differential,pep_differential,fitness_R,mechanism_interpretation,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status
resistance_mechanism_decomposition,no_treatment_or_pep_differential,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,548751.7033985902,2880386.883390513,45551.18846140455,11495.956468529701,23682.32871056743,13.796804526862811,12.699637890341918,28803.868833905122,0.009999999999999998,0.01,0.009999999999999993,217309742.62749714,2146557.9352089893,26.013698630136986,50.95297220905902,0.8057835748201772,20.58734732495236,42.41111454821818,0.0024406033845133014,0.022742940690956986,102.42602419870202,338241.37783899397,2310.3569765314496,609.8129577254173,35.0,9495.0,9,3.0013698630136987,0.8094868065943098,0.19051319340569028,5.248980304847128,0.36434797317742096,0.27026680531867087,0.0003406450949347994,0.02415110191677468,0.03503090661084163,0.30482531955486974,,True,Brazil,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Brazil_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,3231.6473088013645,3231.6473088013645,True,Brazil,BRA,2025,False,exact_year,2025,low_detected_model_anchor,https://www.paho.org/en/news/26-8-2025-paho-calls-strengthened-vaccination-and-surveillance-amid-spread-antibiotic,"PAHO reported antibiotic-resistant pertussis cases detected in Brazil since 2024, but no public national resistant fraction or denominator was located, so keep a conservative low detected anchor pending numeric reporting.",Brazil,BRA,3,relative_detection_prior_mean,2.8141735141396627e-05,1.739283159430409e-16,Brazil,no_treatment_or_pep_differential,yes,no,no,1.0,Tests neutral strain competition under importation when treatment and PEP do not favor resistant strains.,0.8601273820862417,0.9368188847397771,0.06318111526022285,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,fitness_cost,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,546914.8264038542,2870714.653654936,45394.22681586705,11455.36944520416,23598.700527246754,13.748792065048423,12.65479892942933,1418.1882331153015,0.0004940192266443803,0.01,0.00035296704220535855,217309678.98323905,2146558.0125885704,26.013698630136986,50.781888936627674,0.8030072168937119,20.51466197251294,42.26134884804686,0.0024321108709678125,0.022662640747570798,101.88843348204112,337109.2456619972,2291.6622869541125,606.6121307421223,28.0,9495.0,9,3.0013698630136987,0.8094847825758184,0.19051521742418157,5.248924540098563,0.3643031314064904,0.2702401151136383,0.0003405859960946135,0.02415375771506781,0.03502938530879239,0.3047794023865356,,True,Brazil,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Brazil_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,3231.6473088013645,3231.6473088013645,True,Brazil,BRA,2025,False,exact_year,2025,low_detected_model_anchor,https://www.paho.org/en/news/26-8-2025-paho-calls-strengthened-vaccination-and-surveillance-amid-spread-antibiotic,"PAHO reported antibiotic-resistant pertussis cases detected in Brazil since 2024, but no public national resistant fraction or denominator was located, so keep a conservative low detected anchor pending numeric reporting.",Brazil,BRA,3,relative_detection_prior_mean,2.8141735141396627e-05,1.739283159430409e-16,Brazil,fitness_cost,yes,yes,yes,0.85,Fitness-cost stress test retaining baseline importation and management assumptions.,0.8601273820862417,0.9335910396736996,0.06640896032630039,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,baseline_full_mechanism,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,34319015.40860917,178244150.8235343,7455035.674885165,615908.9391922185,1220589.8139520488,1305.978640808296,1210.7233300659868,178195300.00548017,0.9997259331213483,0.997,0.9999445662262276,1342074018.0563276,8056766.590013662,26.013698630136986,510.5481582255424,21.353602436505827,293.86889555855845,582.3805399326582,0.037407398036117596,0.5776729402565663,2487.11460250343,21061175.199948303,217373.08511424222,91449.09282050258,2786.0,9495.0,9,3.0013698630136987,0.8074606361552602,0.1925393638447399,5.193743139228304,0.2908683449682179,0.22139703029928112,1.3290360430312374e-05,0.015169483216800988,0.022100479299888547,0.25358509209109803,,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,5733.057803797115,5732.98521338555,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,4.3354243129576535e-05,1.6667804836994706e-16,China,baseline_full_mechanism,yes,yes,yes,1.0,"Full baseline mechanism: country anchor, resistant importation, strain-specific treatment and PEP, neutral fitness.",4.430832490427902,4.819320631650336,3.819320631650336,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,no_resistant_importation,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,33375076.003894377,173343651.70347372,7242565.040348334,598429.1730852576,1185859.664242757,1269.0161973658203,1176.4253555915898,167783811.8222995,0.9679259100259119,0.997,0.9769164224290225,1342074003.3370173,8056766.5893231,26.013698630136986,496.5115695468179,20.745018928525326,285.5287673049595,565.809728797543,0.036348676039908955,0.5613083330757163,2389.5449890104483,20482291.409841057,240792.4755185995,87861.53998781263,2786.0,9495.0,9,3.0013698630136987,0.8074629461424601,0.19253705385754002,5.193805451806225,0.29019814188305343,0.22094933085649124,1.3279156050358927e-05,0.015135814763275518,0.02204579048519395,0.2530032574785336,,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,5733.057803797115,5732.98521338555,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,4.3354243129576535e-05,1.6667804836994706e-16,China,no_resistant_importation,no,yes,yes,1.0,Tests dependence on ongoing resistant-strain importation after the analysis-start anchor.,4.430832490427902,4.681968675941054,3.6819686759410537,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,equal_treatment_effect,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,31222045.05011155,162128901.8438308,6760969.047064976,555491.2510538978,1100634.3785840254,1178.2031575304582,1091.5921870231919,162058780.46124953,0.9995674960985746,0.997,0.9998880698420461,1342074082.4172633,8056766.616769255,26.013698630136986,464.3889175576952,19.365573082286662,265.04177729850807,525.1461500110015,0.033747498611670125,0.5208318452988929,2130.0407795890587,19165338.555344526,180959.62108529126,78319.79519940654,3150.0,9495.0,9,3.0013698630136987,0.8074245572810583,0.19257544271894164,5.192770095091882,0.28876200485163855,0.21992686576491596,1.3171334886919996e-05,0.015079753221109054,0.021979222839840207,0.25168985745580236,,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,5733.057803797115,5732.98521338555,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,4.3354243129576535e-05,1.6667804836994706e-16,China,equal_treatment_effect,yes,no,yes,1.0,Tests treatment-mediated selection by making resistant treatment effects equal to sensitive-strain effects.,4.430832490427902,4.3706398569846305,3.3706398569846305,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,equal_pep_effect,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,27224584.809417143,141219243.40308,5939669.512305897,487022.9882606634,964745.9923283888,1030.6061539582292,955.5780866197956,141034649.30054995,0.998692854471659,0.997,0.9994599378165152,1342074014.4101322,8056766.599901447,26.013698630136986,404.49700306131615,17.01310996295852,232.37348638558436,460.3096673413742,0.02951985087632618,0.45593538057522287,883.4431741133178,16740927.306901038,803039.292632146,32483.45553932849,1323.0,9495.0,9,3.0013698630136987,0.8072175990087241,0.19278240099127578,5.187195484951213,0.28912232992688597,0.2194820244231561,1.3227352052570133e-05,0.015091287521830248,0.022220251681660096,0.25179756337134307,,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,5733.057803797115,5732.98521338555,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,4.3354243129576535e-05,1.6667804836994706e-16,China,equal_pep_effect,yes,yes,no,1.0,Tests PEP-mediated selection by making resistant PEP effectiveness equal to sensitive-strain PEP effectiveness.,4.430832490427902,3.839709580471073,2.839709580471073,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,no_treatment_or_pep_differential,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,25284320.381690785,131134157.12716159,5502990.660119969,448098.7295842856,887595.0560962829,948.685112095173,879.0295209956774,130740754.65578012,0.9970000000000001,0.997,0.997,1342074205.534322,8056766.638557328,26.013698630136986,375.61004240494685,15.762320058208227,213.8015371938252,423.4986061555659,0.02717336680156253,0.41941172875447147,813.6538143707612,15549933.599652225,698135.7889675953,29917.364287715343,1687.0,9495.0,9,3.0013698630136987,0.8071873801943727,0.1928126198056272,5.1863825148379386,0.287743240436657,0.21852259084411532,1.3102283446057137e-05,0.015039592170637068,0.02215573014357781,0.25053481583899606,,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,5733.057803797115,5732.98521338555,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,4.3354243129576535e-05,1.6667804836994706e-16,China,no_treatment_or_pep_differential,yes,no,no,1.0,Tests neutral strain competition under importation when treatment and PEP do not favor resistant strains.,4.430832490427902,3.557417278188731,2.557417278188731,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,fitness_cost,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,19992582.27822319,103139993.75414282,4282298.278510988,363949.73188834154,720807.6069185378,776.1071678006847,714.6426683504206,3466668.05937831,0.03361128824228831,0.997,0.00833710358078164,1342074021.371047,8056766.603742507,26.013698630136986,295.4258721939604,12.265869502953972,173.65149092799751,343.9192411661057,0.02223018720653084,0.3409777613955931,1241.2286686303048,12301646.523889866,622849.6088900213,45638.92467807408,4970.0,9495.0,9,3.1356164383561644,0.806160718548423,0.19383928145157706,5.158913056793443,0.2727482069654093,0.2083579346735254,1.354878528376744e-05,0.0156453296124119,0.02231515956473667,0.234774169002977,,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,5733.057803797115,5732.98521338555,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,4.3354243129576535e-05,1.6667804836994706e-16,China,fitness_cost,yes,yes,yes,0.85,Fitness-cost stress test retaining baseline importation and management assumptions.,4.430832490427902,2.76829907911265,1.76829907911265,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,baseline_full_mechanism,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,5441518.405509506,28262454.205985043,444912.0930975552,86193.9462296205,170000.39417993743,187.51249268587713,169.57249977973976,27892984.158601545,0.9869271774952489,0.827,0.9966598066266692,112606073.74017122,736051.7943334827,26.013698630136986,964.8192301232292,15.188339271824272,450.1593594414433,887.8496912644539,0.06401272073299415,0.8856149557925632,6486.567657787104,3349169.148773111,63301.15362761695,20011.69632858587,1729.0,9327.0,9,2.998972602739726,0.807464759930255,0.19253524006974507,5.193854380308531,0.2869499357477569,0.22310556242566132,1.1740244892096029e-05,0.015401079425424142,0.02233015849061525,0.2492069575868254,,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,7398.043511073724,7398.043511073724,True,Japan,JPN,2025,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,3.8573576790026e-05,1.9122999563390094e-16,Japan,baseline_full_mechanism,yes,yes,yes,1.0,"Full baseline mechanism: country anchor, resistant importation, strain-specific treatment and PEP, neutral fitness.",7.836584827693876,1.9381324398033533,0.9381324398033533,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,no_resistant_importation,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,5446244.609176141,28284262.267238926,445220.9917092902,86236.68113907383,170088.0743316156,187.63631703180647,169.6655434901954,27518610.125798844,0.9729301003432244,0.827,0.9821714206218133,112605986.87179902,736051.7817240916,26.013698630136986,965.5644551699261,15.198896129170995,450.38255591104667,888.3076277474172,0.06405504110841136,0.8861009041375051,6489.252786320044,3351899.299380046,67663.99058272681,20019.964768880553,2086.0,9313.0,8,3.2849315068493152,0.8074461141069106,0.1925538858930895,5.193351436985405,0.2867838504963676,0.22298038150224708,1.17379430074699e-05,0.015436799062724132,0.02235918214410233,0.24897613134653374,,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,7398.043511073724,7398.043511073724,True,Japan,JPN,2025,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,3.8573576790026e-05,1.9122999563390094e-16,Japan,no_resistant_importation,no,yes,yes,1.0,Tests dependence on ongoing resistant-strain importation after the analysis-start anchor.,7.836584827693876,1.9394795645495073,0.9394795645495073,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,equal_treatment_effect,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,5306014.629573644,27557791.33755769,432639.12825957616,83169.99487102032,164019.02867938258,181.00950070396834,163.54610680713924,27099661.739423238,0.9833756779517349,0.827,0.9965168250349019,112606051.73744622,736051.7901726365,26.013698630136986,940.7637434332332,14.769369608458652,434.3663733389274,856.6112184631294,0.061792751600947944,0.8541413210098764,5996.248657143579,3265977.740443701,61219.35484503431,18499.010589504174,1729.0,9327.0,9,2.998972602739726,0.8074586397516469,0.19254136024835328,5.19368928686351,0.2857813289239749,0.22228269331807235,1.1609797683808692e-05,0.015370751940235714,0.022287841634590973,0.24811112555146445,,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,7398.043511073724,7398.043511073724,True,Japan,JPN,2025,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,3.8573576790026e-05,1.9122999563390094e-16,Japan,equal_treatment_effect,yes,no,yes,1.0,Tests treatment-mediated selection by making resistant treatment effects equal to sensitive-strain effects.,7.836584827693876,1.8846691426429607,0.8846691426429607,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,equal_pep_effect,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4227602.304209857,21940341.231110625,344398.1607812699,65768.56925435794,129579.27991017881,142.59331033049955,128.81228145117547,19955097.722962454,0.9095162884097187,0.827,0.9640637780401178,112606059.96683225,736051.7928075194,26.013698630136986,748.996020309004,11.757011849074786,343.4851096088562,676.7450420100969,0.04867828664797144,0.6727392904368538,1867.901924017662,2605709.3914725967,199054.25726117365,5762.65961830395,623.0,9495.0,8,3.287671232876712,0.8073137395777936,0.19268626042220652,5.189783629662227,0.2825585546698566,0.2195722831725626,1.1462281010648654e-05,0.015314841175217165,0.022317636512871546,0.24491461470075726,,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,7398.043511073724,7398.043511073724,True,Japan,JPN,2025,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,3.8573576790026e-05,1.9122999563390094e-16,Japan,equal_pep_effect,yes,yes,no,1.0,Tests PEP-mediated selection by making resistant PEP effectiveness equal to sensitive-strain PEP effectiveness.,7.836584827693876,1.500272390024597,0.5002723900245969,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,no_treatment_or_pep_differential,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4116039.6229847544,21362082.113526892,334434.1836655046,63401.93322650397,124912.27729017363,137.55045596930074,124.16022962123793,17666441.90788674,0.827,0.827,0.827,112606001.65563239,736051.7838367248,26.013698630136986,729.2558764427579,11.416869031084339,331.12504188610814,652.3710073955201,0.04695678903859069,0.6484433382661413,1825.021883194176,2537088.8887243224,189546.07872881406,5630.367594535034,987.0,9495.0,9,3.090068493150685,0.8073202976605733,0.19267970233942677,5.189960270119104,0.2815168415458411,0.21884306869084538,1.1346668901366831e-05,0.01526314296558667,0.022255033458764742,0.24398731845258828,,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,7398.043511073724,7398.043511073724,True,Japan,JPN,2025,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,3.8573576790026e-05,1.9122999563390094e-16,Japan,no_treatment_or_pep_differential,yes,no,no,1.0,Tests neutral strain competition under importation when treatment and PEP do not favor resistant strains.,7.836584827693876,1.4568679191397276,0.4568679191397276,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,fitness_cost,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,3986134.779252045,20680114.08472915,323597.603419208,61454.05833557358,121070.25986941719,133.35984395690124,120.35431059394895,405231.11402897397,0.019595206891445994,0.827,0.0026945780079766514,112606002.71124046,736051.7844789734,26.013698630136986,705.9749372871418,11.046931213442424,320.95200551670166,632.3055590785013,0.04552620313812425,0.6285664186208443,2030.93887374945,2456441.9238468744,182273.44150187005,6265.641323939568,2086.0,9495.0,9,3.21472602739726,0.8072479308905006,0.19275206910949938,5.188011753232677,0.2805308210652474,0.21815486301815967,1.1361949345566838e-05,0.01541858558314481,0.02233486170137768,0.24276601183137939,,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,7398.043511073724,7398.043511073724,True,Japan,JPN,2025,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,3.8573576790026e-05,1.9122999563390094e-16,Japan,fitness_cost,yes,yes,yes,0.85,Fitness-cost stress test retaining baseline importation and management assumptions.,7.836584827693876,1.409661409445022,0.40966140944502194,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,baseline_full_mechanism,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,606366.43737345,3291915.566803518,50717.40867265902,21822.08293352599,45016.31856913356,29.1321327694371,27.52223926584558,2942346.512021589,0.8938098357360471,0.01,0.9981619477647412,5519092.239904891,54728.13750248744,26.013698630136986,2292.86735256501,35.325417129441874,1532.7927189784964,3161.9660482536415,0.20290956673135846,1.9331742109668462,9374.136734852753,371110.62235483585,15835.203711381128,1417.4445290173478,2261.0,9495.0,8,3.578082191780822,0.8158013396551853,0.18419866034481489,5.428921133997539,0.5507010762602775,0.4289448955034135,0.00048704695687254256,0.02762711119170853,0.038731389974206776,0.48385552813748967,,True,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,852.7067880199036,852.7067880199036,True,New_Zealand,NZL,2025,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,1.162553924163731e-05,1.4671091189291203e-16,New_Zealand,baseline_full_mechanism,yes,yes,yes,1.0,"Full baseline mechanism: country anchor, resistant importation, strain-specific treatment and PEP, neutral fitness.",25.11070274470987,1.4067872766676737,0.40678727666767367,0.25,calibrated_country_scenario_analysis
resistance_mechanism_decomposition,no_resistant_importation,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,606452.7710459426,3292389.014045572,50724.41948609571,21825.00430475723,45022.3160927141,29.135914518251475,27.525848388635403,2941921.3585907323,0.8935521732214149,0.01,0.9981328058147946,5519092.212434802,54728.13632971159,26.013698630136986,2293.1971269094633,35.33030043941673,1532.9979502315878,3162.38738471933,0.202935908175185,1.93342775877326,9354.217391641261,371163.4288761626,15850.751875542897,1414.4325577980676,2261.0,9495.0,8,3.578082191780822,0.8158016053210082,0.18419839467899168,5.428928964026703,0.5506992838608874,0.4289438135557773,0.00048703966897810434,0.027626677285784655,0.038731395356032906,0.4838541715500917,,True,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,852.7067880199036,852.7067880199036,True,New_Zealand,NZL,2025,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,1.162553924163731e-05,1.4671091189291203e-16,New_Zealand,no_resistant_importation,no,yes,yes,1.0,Tests dependence on ongoing resistant-strain importation after the analysis-start anchor.,25.11070274470987,1.4069817479265827,0.4069817479265827,0.25,calibrated_country_scenario_analysis
