analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_deaths,total_infant_deaths,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,calibration_loaded,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,contact_reciprocity_error_before,contact_reciprocity_error_after,country,immunity_structure,description,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status,relative_reduction_infant_cases,relative_reduction_total_infections,relative_reduction_reported_cases,relative_reduction_resistant_infections,relative_reduction_deaths,relative_reduction_infant_deaths
immunity_structure_sensitivity,baseline_sirws_boosting,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4266838.811850717,23960486.8179463,397054.1461121917,186312.27119129302,398215.8596115764,215.82637607149204,206.39588993104957,22453720.736767646,0.9371145464352547,0.043,0.9992917669934708,29593145.57416978,299309.57456008694,26.013698630136986,3112.4501364215353,51.57705019198567,2392.8680214438573,5114.41350590357,0.280356922107252,2.6508083531780553,13779.646483658285,372488.4240482687,112795.45290969111,11172.139297301272,1470.0,9495.0,8,3.561643835616439,0.8219218647654992,0.1780781352345009,5.615512531525318,0.6482661421780823,0.5131473522180705,0.000719924048640884,0.029672298258615604,0.04116376721026752,0.5767101526605584,0.0,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,baseline_sirws_boosting,"Current model: SIRWS with immune boosting. R→W in 5 years, W→S in 10 years if not boosted. Boosting efficiency 0.70. Natural boosting by circulating pathogen maintains population immunity.",54.978665659530755,0.9381284462483966,0.06187155375160336,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,0.0
immunity_structure_sensitivity,sirws_strong_boosting,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4156837.2975286366,23337091.867655084,388046.0229668984,181859.70679459473,388678.06508084666,210.62379357038625,201.4369587594872,21835796.89374683,0.9356691492486676,0.043,0.9990992165211855,29593145.579700604,299309.5745597517,26.013698630136986,3031.471576745512,50.40690141532568,2335.682314406599,4991.916563642526,0.273598804519381,2.587119215878829,13188.681979259378,364202.47945812554,110520.47847922695,10693.002351139636,1477.0,9495.0,9,3.116438356164384,0.8218785219211497,0.17812147807885012,5.6141460916764,0.6503067819104447,0.5144816085513401,0.0007213595585584474,0.03002644276343619,0.04164917715624177,0.5779098024322084,0.026017624559459995,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,sirws_strong_boosting,High boosting efficiency (0.90) — strong natural immune maintenance.,54.978665659530755,0.9168447580645758,0.08315524193542423,0.25,calibrated_country_scenario_analysis,0.0238983957858937,0.026017624559459995,0.022687392219669644,0.027519886359367307,0.02410540637249281,0.02402630775844905
immunity_structure_sensitivity,sirws_weak_boosting,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4481354.646814799,25175344.376631446,414688.6263100123,194937.50903210317,416734.28627863934,225.97592964294643,216.06803380571745,23658445.02203305,0.9397466294043457,0.043000000000000003,0.9995137014711415,29593145.58133538,299309.5746149579,26.013698630136986,3270.2592654270898,53.86775657044681,2503.644706141761,5352.251574823685,0.29354111968546054,2.775030786481714,14465.02420271373,388856.86813957605,117614.3868903627,11727.823755299922,1470.0,9495.0,8,3.561643835616438,0.8219943060252818,0.17800569397471816,5.617797822478804,0.6447202238037608,0.5108092407920354,0.0007175151082080999,0.029061764624773077,0.04032619362812048,0.5746147504426592,-0.050702540725308776,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,sirws_weak_boosting,Low boosting efficiency (0.40) — weak natural immune maintenance.,54.978665659530755,0.9797938150051961,0.020206184994803866,0.25,calibrated_country_scenario_analysis,-0.046294523627777195,-0.050702540725308776,-0.04441328813838341,-0.053653659426372347,-0.04702647450324782,-0.04686209535421981
immunity_structure_sensitivity,sirws_no_boosting,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,7678856.393762041,43262510.63529781,677308.5118913334,318734.0464985037,684172.337195453,375.12614346213985,357.68470220430135,41497599.18396914,0.9592045994231161,0.04299999999999999,0.9997574080107393,29593145.57997557,299309.5744889262,26.013698630136986,5619.769252830859,87.9818922645227,4093.6031884336808,8787.04390619462,0.48728618288776276,4.593858903630973,18669.42382192698,640101.0047111162,206072.82380429527,15136.629508398602,1106.0,9495.0,7,4.171232876712328,0.8225055300536146,0.17749446994638526,5.6339783448017515,0.6124060086604958,0.48620084502991145,0.0006963347372087285,0.021220433367793605,0.029455016218294612,0.5610342243371989,-0.8055772807960806,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,sirws_no_boosting,Boosting disabled: equivalent to simple waning-only model. R→W→S without any re-exposure boosting. Tests the null hypothesis that boosting is not needed to explain observed dynamics.,54.978665659530755,1.600291516883526,0.6002915168835261,0.25,calibrated_country_scenario_analysis,-0.7107517634801888,-0.8055772807960806,-0.7058341249506885,-0.8481390977673209,-0.7380922123155147,-0.7330030279371971
immunity_structure_sensitivity,long_natural_immunity,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,3037750.5857101055,17048596.238351833,301331.9442705588,141269.05659137684,301011.0662339616,161.35307599332026,155.10589559513994,15596596.229742583,0.914831697090527,0.043,0.9993436325884261,29593145.57936325,299309.5745813466,26.013698630136986,2214.6004829416756,39.14280448534145,1814.3636259254365,3865.981289559127,0.20959649405919473,1.9920745697935685,11396.961205157715,285370.3199684267,83400.14883394836,9240.326907029794,0.0,9495.0,9,3.2482876712328768,0.8218181401424416,0.17818185985755852,5.612243585286495,0.695060404531245,0.5467111077404275,0.0007558100259980717,0.036012830768472025,0.049989234330119925,0.6083025294066549,0.2884703734156808,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,long_natural_immunity,Extended R→W duration (15 years) simulating intrinsically durable immunity.,54.978665659530755,0.7119635228643623,0.28803647713563774,0.25,calibrated_country_scenario_analysis,0.24176193179282768,0.2884703734156808,0.24108097794446826,0.30538923091693304,0.25239408208442327,0.24850298304411012
immunity_structure_sensitivity,short_vaccine_immunity,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4472805.954463283,24473298.662975214,428523.94393353513,195859.8550142591,418050.8196197852,226.43698292572566,216.62654078247087,22994544.205897585,0.9395768229922031,0.043000000000000003,0.9994614697217701,29593145.575165726,299309.5744770786,26.013698630136986,3179.0640289764983,55.66495446628232,2515.490691415767,5369.160235596733,0.29414002467031025,2.7822038712947665,14765.833120473475,397308.4158829866,120202.86505333381,11971.710933500688,1463.0,9495.0,8,3.561643835616438,0.8172373076445951,0.18276269235540496,5.471576212367099,0.6516075933296122,0.541846943951918,0.0007412056271956395,0.028577469620008376,0.03969871807754991,0.5825902000048583,-0.02140239674282496,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,short_vaccine_immunity,Faster vaccine waning (3 years) representing rapid aP decline.,54.978665659530755,1.012482820354382,0.012482820354382085,0.25,calibrated_country_scenario_analysis,-0.05124506164794296,-0.02140239674282496,-0.07925820226154068,-0.024086140353760888,-0.04916269756908154,-0.04956809389391936
immunity_structure_sensitivity,fast_W_to_S,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,6914659.626507599,38869210.733741656,600397.8643225266,279631.4039258647,601224.7960257605,331.3913429254623,315.15516672688096,36963433.239952944,0.9509694830995284,0.043,0.999706047657323,29593145.582232773,299309.57450614497,26.013698630136986,5049.08273095926,77.9912540344982,3591.3954571421277,7721.722134401508,0.43047498911570536,4.047638491912242,26383.660760577186,567018.1215994224,197835.7302147958,21391.10996931515,1470.0,9495.0,7,4.331050228310502,0.8221044498723226,0.1778955501276775,5.621276076227256,0.6016366890903034,0.47856807750267355,0.0006857665143934529,0.02188187754833092,0.030355467848542463,0.5487135771790366,-0.6222212440453749,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,fast_W_to_S,"Rapid W→S transition (3 years). Tests scenario where unboosted individuals lose immunity quickly, amplifying immunity debt effects.",54.978665659530755,1.4185730610029479,0.4185730610029479,0.25,calibrated_country_scenario_analysis,-0.5008748599213728,-0.6222212440453749,-0.5121309529226727,-0.6462052625169534,-0.5354533998925581,-0.5269449737209615
immunity_structure_sensitivity,baseline_sirws_boosting,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,35507712.392494,184576240.4197603,7384653.845575789,631073.0681960522,1265413.531380607,1291.5934161165048,1191.2607633404712,184529054.74133468,0.999744356704209,0.997,0.9999507364302649,1342605769.4448946,7999696.702720329,26.013698630136986,528.4758938761946,21.14362895859016,303.2522419337588,608.074579163105,0.036980706918424304,0.5724416322239413,2609.5137047604426,2215950.84813752,234977.3195111475,95987.62069744906,3150.0,9418.0,8,3.287671232876712,0.8076257685618533,0.19237423143814686,5.198201404232901,0.29472586230988757,0.22526853793546323,1.3427573789069129e-05,0.017534042624373393,0.025185139643636303,0.25199325246808885,0.0,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,4471.436261444852,4471.030414119333,True,2.010611200412732e-05,1.6667804836994706e-16,China,baseline_sirws_boosting,"Current model: SIRWS with immune boosting. R→W in 5 years, W→S in 10 years if not boosted. Boosting efficiency 0.70. Natural boosting by circulating pathogen maintains population immunity.",4.430832490427902,4.771931460796036,3.7719314607960364,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,0.0
immunity_structure_sensitivity,sirws_strong_boosting,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,35395302.69031956,183993905.85702544,7361356.696407113,629062.715329837,1261374.7090615837,1287.4556447896032,1187.4589202816428,183946733.1602193,0.9997436181563384,0.997,0.9999501946020964,1342605769.4200084,7999696.707047742,26.013698630136986,526.8085623926079,21.076924914605012,302.2861983047793,606.1337862634218,0.03686223487765378,0.5706147160014499,2603.8517424832207,2208960.1392924394,233872.8468480696,95779.3526622552,3150.0,9418.0,8,3.287671232876712,0.807627853077787,0.1923721469222132,5.198257731169138,0.2947474350261058,0.22528503335534517,1.3427042471800432e-05,0.017535726225612988,0.02518808789170418,0.2520101938663169,0.003154981168814075,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,4471.436261444852,4471.030414119333,True,2.010611200412732e-05,1.6667804836994706e-16,China,sirws_strong_boosting,High boosting efficiency (0.90) — strong natural immune maintenance.,4.430832490427902,4.756876943585275,3.756876943585275,0.25,calibrated_country_scenario_analysis,0.003185610300185715,0.003154981168814075,0.003154805852224607,0.0031557175748374577,0.0032036175434703162,0.0031914448757360825
immunity_structure_sensitivity,sirws_weak_boosting,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,35684744.46816455,185495577.80352217,7421651.085984506,634236.1262186472,1271764.485092275,1298.0675573538024,1197.2327927316824,185448353.63991052,0.9997454162294819,0.997,0.9999514055012979,1342605769.2850537,7999696.700835779,26.013698630136986,531.1081268018581,21.249558899076693,304.77219981243974,611.126430270997,0.03716607355344463,0.5753113971982027,2606.2201767539073,2227060.090723959,236394.61753813957,95866.47247498378,3150.0,9418.0,8,3.287671232876712,0.807624823779023,0.1923751762209771,5.198175875100029,0.29472607424357156,0.22526690133221594,1.3428010262593566e-05,0.017531785114816244,0.025182533364625188,0.2519983277538675,-0.0049808002463975765,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,4471.436261444852,4471.030414119333,True,2.010611200412732e-05,1.6667804836994706e-16,China,sirws_weak_boosting,Low boosting efficiency (0.40) — weak natural immune maintenance.,4.430832490427902,4.795838918528951,3.7958389185289514,0.25,calibrated_country_scenario_analysis,-0.005012189842987125,-0.0049808002463975765,-0.005010016878568058,-0.0049818653212334585,-0.005012522637939387,-0.005013200782727711
