analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_deaths,total_infant_deaths,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,contact_reciprocity_error_before,contact_reciprocity_error_after,country,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status,relative_reduction_infant_cases,relative_reduction_total_infections,relative_reduction_reported_cases,relative_reduction_resistant_infections,relative_reduction_deaths,relative_reduction_infant_deaths
vaccine_mechanism,no_vaccine,no_vaccine,country_timeline,,2025-01-01,2050-12-31,2025,2050,7702586.69041095,29089825.776026957,882025.3470346144,567674.6068136201,847049.2001745248,1009.5926478761917,988.9081547891908,28253709.97549984,0.971257449014488,0.043000000000000003,0.9996440027850565,29593145.576808777,301446.8685993813,26.013698630136986,3778.747605795105,114.57446304488849,7239.133511290821,10801.790633394892,1.3114536437459356,12.610812738491234,21581.746118711802,802043.4794816856,216511.63271233454,17497.856292952496,1456.0,9495.0,7,4.331050228310502,0.7352137221544076,0.26478627784559244,3.7766307534378365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,8789.975876338181,8789.975876338181,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,2.2123549308250573e-05,1.8217185182562625e-16,Australia,54.978665659530755,2.0839804253238836,1.0839804253238836,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,0.0
vaccine_mechanism,symptom_protective,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4660451.021103678,26219987.585023288,404695.5857841779,225884.13857891582,477088.0875962457,275.92641192640053,265.27468436154135,24655375.554676544,0.9403275068200093,0.043,0.9996702885881779,29593145.58011742,301446.8688366584,26.013698630136986,3405.957672715175,52.56966774091472,2880.532996089162,6083.950767893082,0.35842643966097715,3.3828514305514066,11575.829475822871,417220.1569509764,125753.33571095366,9385.348133935358,1449.0,9495.0,7,3.995433789954338,0.8222557884136567,0.1777442115863435,5.626062255840193,0.6684505283551276,0.5293246395055886,0.0007851235447937412,0.02953263905983827,0.04094429041265551,0.59718847533784,0.09865436160049867,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,8789.975876338181,8789.975876338181,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,2.2123549308250573e-05,1.8217185182562625e-16,Australia,54.978665659530755,0.9561830413721867,0.04381695862781332,0.25,calibrated_country_scenario_analysis,0.6020887038671461,0.09865436160049867,0.5411746531493999,0.12735794428213443,0.7266953037872776,0.7317499273548909
vaccine_mechanism,infection_blocking,infection_blocking,country_timeline,,2025-01-01,2050-12-31,2025,2050,3972118.299637247,21121077.64027735,297238.2871774801,146856.63025317198,267462.7436129192,195.2213740417621,186.1292492247852,19717689.900603004,0.9335551071978392,0.043,0.9993903132292793,29593145.579588708,301446.8688301069,26.013698630136986,2743.6129103009603,38.611041350500436,1872.7537569006056,3410.7541284893337,0.253591171487516,2.3735683581591425,11310.367514339321,301069.86474445055,99148.01529197936,9170.119244123134,1841.0,9495.0,8,3.432876712328767,0.8119358127796226,0.18806418722037743,5.317333484807396,0.5366441279656677,0.47163191857821274,0.0003676228482004684,0.027694191089355235,0.03528057485969883,0.47330173916841317,0.27393591825210195,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,8789.975876338181,8789.975876338181,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,2.2123549308250573e-05,1.8217185182562625e-16,Australia,54.978665659530755,0.7022913504232541,0.2977086495767459,0.25,calibrated_country_scenario_analysis,0.7413013925750809,0.27393591825210195,0.6630048238672497,0.3021203262261427,0.8066335224880694,0.8117830778082085
vaccine_mechanism,transmission_blocking,transmission_blocking,country_timeline,,2025-01-01,2050-12-31,2025,2050,3873092.4084546505,21455864.205433343,297898.28846601397,143098.80634827874,290966.24588790064,178.67967936059722,170.19164003605349,19977846.829436902,0.9311135938480559,0.04299999999999999,0.9993949452810224,29593145.584493767,301446.86885971035,26.013698630136986,2787.101445698822,38.696775040391024,1824.8330137251342,3710.476872068562,0.2321036281245724,2.1703278407643434,11584.155662147708,289339.7934592997,99102.58990705176,9392.098766667807,2184.0,9495.0,9,3.0037671232876715,0.8194856021006206,0.1805143978993796,5.539724319150483,0.5890328442697204,0.47906309786749834,0.0005359687131778183,0.027580151356926604,0.03756238628867094,0.5233543379109451,0.26242720150234766,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,8789.975876338181,8789.975876338181,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,2.2123549308250573e-05,1.8217185182562625e-16,Australia,54.978665659530755,0.7038507496713463,0.2961492503286537,0.25,calibrated_country_scenario_analysis,0.7479210719825958,0.26242720150234766,0.6622565445907496,0.29291244064016153,0.8230180462026214,0.8278994472723973
vaccine_mechanism,next_generation,next_generation,country_timeline,,2025-01-01,2050-12-31,2025,2050,3308447.5801179567,17660341.383849736,226435.7934870082,104523.35720221045,186042.89533858548,142.51322749264617,135.07385341257364,16255582.75513557,0.920456881428192,0.043,0.999460523144457,29593145.577707164,301446.8688104053,26.013698630136986,2294.0657408376856,29.413847957264522,1332.9089027825423,2372.467151208162,0.18512366533642807,1.722496737245596,10254.49030718648,218946.50368363096,76257.22630025273,8314.044506459082,2198.0,9495.0,9,3.2482876712328768,0.8126623088303654,0.18733769116963445,5.337954117810169,0.4770382940656692,0.43278027868731406,0.000268010882342563,0.025977656222531644,0.03223806465285584,0.4185545623079392,0.39290315728175673,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,8789.975876338181,8789.975876338181,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,2.2123549308250573e-05,1.8217185182562625e-16,Australia,54.978665659530755,0.5350047623821428,0.4649952376178572,0.25,calibrated_country_scenario_analysis,0.8158745239831949,0.39290315728175673,0.7432774531386319,0.4246566992712967,0.8588408624087733,0.8634111239163885
vaccine_mechanism,no_vaccine,no_vaccine,country_timeline,,2025-01-01,2050-12-31,2025,2050,132091077.61791913,555929793.085976,38836300.48840658,3586388.32997473,5360852.656871986,6358.840622660977,5993.850914064877,555832061.3130872,0.9998242012316946,0.997,0.9999870603225554,1342605769.795517,8056888.896881269,26.013698630136986,1591.7297567045966,111.19550687249797,1711.1490213121458,2557.787091971089,0.18206536082634697,2.8598052363072717,13039.407156059062,10187586.8572539,2216682.1865038415,479637.89814898215,224.0,9495.0,8,3.43013698630137,0.7623961168105794,0.23760388318942083,4.208685424567692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,5733.057803797115,5732.98521338555,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,4.3354243129576535e-05,1.6667804836994706e-16,China,4.430832490427902,25.095849845986706,24.095849845986706,0.25,calibrated_country_scenario_analysis,0.0,0.0,0.0,0.0,0.0,0.0
vaccine_mechanism,symptom_protective,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,32252196.45042178,167559608.7071537,6987828.3482782245,582729.2917188167,1154630.08236627,1236.6629586163244,1145.6233109637064,167513769.2623078,0.9997264290290506,0.997,0.9999289885572354,1342605769.2854092,8056888.902719707,26.013698630136986,479.7541319413351,20.007444211942385,278.03365523973315,550.9007815672878,0.035407946389507665,0.5466034421155895,2291.7187385611433,2011536.061613331,196048.32508877508,84297.93972525127,3150.0,9495.0,8,3.287671232876712,0.8075180725279122,0.19248192747208787,5.195292945853381,0.29220010070960384,0.22333364616914225,1.3377996271581921e-05,0.017113411279815204,0.024607926154511586,0.25046538527900547,0.698595738542762,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,5733.057803797115,5732.98521338555,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,4.3354243129576535e-05,1.6667804836994706e-16,China,4.430832490427902,4.515504536712962,3.515504536712962,0.25,calibrated_country_scenario_analysis,0.8375163986430542,0.698595738542762,0.8200696703754202,0.6986252126828085,0.8055206865526345,0.8088668991957336
vaccine_mechanism,infection_blocking,infection_blocking,country_timeline,,2025-01-01,2050-12-31,2025,2050,756617.2335566252,3805069.9331654226,150958.6671116941,12066.30139670855,21008.28111905035,27.70860823148161,25.441020338772113,3795681.9483541436,0.9975327694428289,0.9970000000000001,0.997575652617085,1342605769.3771925,8056888.8916194495,26.013698630136986,10.894618558267855,0.4322225675569319,5.757112152845161,10.023537997638968,0.0007933486710225708,0.012138500652161656,21.99310695720864,44806.748029830575,97.86523774177476,808.9882818432325,6433.0,9495.0,9,3.0013698630136987,0.801155498625173,0.19884450137482712,5.029055332613768,0.20552872939194824,0.17850023784047683,7.008075427161139e-06,0.014894898359344416,0.019212462380853113,0.17141436057632356,0.9931554847743572,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,5733.057803797115,5732.98521338555,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,4.3354243129576535e-05,1.6667804836994706e-16,China,4.430832490427902,0.09754883952184581,0.9024511604781542,0.25,calibrated_country_scenario_analysis,0.9966355284797634,0.9931554847743572,0.9961129493485931,0.9931711712717916,0.9956425062561347,0.9957554799571218
vaccine_mechanism,transmission_blocking,transmission_blocking,country_timeline,,2025-01-01,2050-12-31,2025,2050,1120401.119957654,5755112.859447219,232187.11370991898,18217.057087858342,34945.729524821334,39.60766263856544,36.36394426303685,5742049.748756968,0.9977301729767458,0.997,0.9978158425280873,1342605769.4407115,8056888.907500885,26.013698630136986,16.477951906742916,0.6647946246261762,8.691780280862291,16.67341773807319,0.0011340405931838965,0.0173500808695658,33.211442029018095,65938.6557101844,212.33606886200837,1221.6403747837103,6804.0,9495.0,9,3.0013698630136987,0.8053207387378207,0.1946792612621795,5.136653968772126,0.25149472558951463,0.19846399826076763,1.0781921218218513e-05,0.01585072620288857,0.022443287884560785,0.21318992958084704,0.9896477704001067,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,5733.057803797115,5732.98521338555,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,4.3354243129576535e-05,1.6667804836994706e-16,China,4.430832490427902,0.15003831132464557,0.8499616886753545,0.25,calibrated_country_scenario_analysis,0.9949205006787465,0.9896477704001067,0.9940213895044089,0.9896694520730019,0.9937712446357885,0.9939331250002053
vaccine_mechanism,next_generation,next_generation,country_timeline,,2025-01-01,2050-12-31,2025,2050,212651.1590298209,1069569.8711061655,41610.3261269081,3384.7737876603387,5780.591889644721,7.9452162719397,7.297562335150619,1066573.039671232,0.9971980966219307,0.9969999999999999,0.9972028576542075,1342605770.121042,8056888.932612992,26.013698630136986,3.062376241523571,0.11913805500271289,1.6149540416534744,2.7580543991933806,0.0002274862278963681,0.0034818361659305977,6.027267695508609,13378.539642114785,8.143102150056842,221.70532564531544,5698.0,9495.0,9,2.9510273972602743,0.801180675732859,0.198819324267141,5.029692177488558,0.1909691286800281,0.1712009299843342,6.027264051984066e-06,0.014403919729619031,0.018090864881438542,0.15846831680491852,0.9980760702441059,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,stale_parameter_overlay,a09010e3e8929b2829a5d15431d3a49775755e0a1cf2be38002f4834074690ab,629ec230e732a01445f47a3378fcc990248eb91b28caf57161f5c95ef2545fbf,True,accepted,5733.057803797115,5732.98521338555,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,4.3354243129576535e-05,1.6667804836994706e-16,China,4.430832490427902,0.026888413240647533,0.9731115867593525,0.25,calibrated_country_scenario_analysis,0.9990562165955731,0.9980760702441059,0.9989285713210678,0.9980811235732757,0.998750524389049,0.9987824918504352
