analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_deaths,total_infant_deaths,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,calibration_loaded,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,contact_reciprocity_error_before,contact_reciprocity_error_after,country,implementation_uptake,pep_restored,pep_coverage_multiplier,implementation_note,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status
treatment_implementation_sensitivity,guided_uptake_50_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,1223318.5991659088,6401198.937992769,92949.1824697658,16362.077573778768,32604.707651762856,34.38797644855954,30.796431429410955,5829650.418293826,0.910712270430051,0.827,0.9618322930853962,120390389.24064267,714009.5508381188,5.0,1063.4069676770819,15.441296112760972,458.3153699995366,913.2849165250184,0.05712744458334301,0.8626335990397184,3046.337224058475,110397.16558671079,34919.23897108187,10047.937648292018,1710.0,1825.0,2,2.958904109589041,0.8088922698675718,0.1911077301324283,5.232650711235223,0.2818482002572943,0.21915033408441922,9.992539219247847e-06,0.014452938156089511,0.022350915783061875,0.24503435377892363,,True,Japan,JPN,2025,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8630.97870408271,8630.97870408271,True,7.644092124256049e-05,2.2471172848738243e-16,Japan,0.5,yes,1.0,Half uptake of resistance-guided treatment with partial restoration of resistant-strain PEP effectiveness.,7.836584827693876,1.970411403982082,0.9704114039820819,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_75_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,1083018.3565270808,5668921.824974092,82104.10553561957,14335.401550802297,28562.587784172578,30.131095815347237,26.955717111273923,4871683.895511774,0.8593669212459177,0.8270000000000001,0.8987665655109954,120390389.22473378,714009.5514444661,5.0,941.756540780322,13.639644503907222,401.54649253084307,800.0617842265407,0.05005564980623372,0.7550520033448171,2146.736912403238,114822.08239711539,33423.653399226896,7080.725820474768,1350.0,1825.0,2,3.041095890410959,0.808955143506141,0.19104485649385902,5.2343727978467935,0.2813716682900453,0.2188701434015406,9.870419204626163e-06,0.014241396498981184,0.022237916695304456,0.24488248467655496,,True,Japan,JPN,2025,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8630.97870408271,8630.97870408271,True,7.644092124256049e-05,2.2471172848738243e-16,Japan,0.75,yes,1.0,Three-quarter uptake of resistance-guided treatment with partial restoration of resistant-strain PEP effectiveness.,7.836584827693876,1.7405087552559615,0.7405087552559615,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_100_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,886976.2106647646,4643591.255068858,67086.98313288545,11631.95855038931,23172.988867289427,24.452041904067272,21.854941473337636,3578785.713446376,0.7706935250900561,0.827,0.7359682531765688,120390389.20764996,714009.553445389,5.0,771.4222514987583,11.144906761149093,325.8208099390362,649.0946446156147,0.04062125235244861,0.6121750435376832,1557.6415453879126,107222.89696822659,27606.844992216138,5137.673202609758,1350.0,1825.0,2,3.041095890410959,0.8089891719697425,0.19101082803025737,5.235305298198035,0.28056795348961533,0.21834233332805206,9.76539631863195e-06,0.014085841633344948,0.02214038395593693,0.24433196250401482,,True,Japan,JPN,2025,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8630.97870408271,8630.97870408271,True,7.644092124256049e-05,2.2471172848738243e-16,Japan,1.0,yes,1.0,Full resistance-guided treatment scenario used in the main analysis.,7.836584827693876,1.4221637366527147,0.42216373665271467,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_50_no_pep_restoration,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,623996.5159253622,3262369.1006578295,47348.01894326166,8263.254448270825,16455.176655591524,17.334824655062274,15.523466583387082,2901197.008621252,0.8892914685944794,0.827,0.9379666123676529,120390389.24910447,714009.549080253,5.0,541.9650390709401,7.865747297368068,231.46061446699377,460.92315366897145,0.028797688525109937,0.43482518135460624,3046.4913284997465,54653.35287903933,7908.132161961777,10048.445941975504,1740.0,1675.0,2,2.958904109589041,0.808729025848259,0.191270974151741,5.2281848013524,0.2794175083807957,0.21710720698740227,9.874956513171852e-06,0.014726135078700034,0.022439780162830457,0.24224171818275206,,True,Japan,JPN,2025,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8630.97870408271,8630.97870408271,True,7.644092124256049e-05,2.2471172848738243e-16,Japan,0.5,no,1.0,Half uptake of resistance-guided treatment; resistant-strain PEP effectiveness remains at baseline.,7.836584827693876,1.003721323805637,0.0037213238056370557,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_100_no_pep_restoration,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,454459.3464248887,2375965.386432871,34263.03144408819,5867.499637163222,11681.940010387365,12.323827180230571,11.012110806452913,1767608.1183635844,0.7439536486755655,0.827,0.7804151681779372,120390389.22940044,714009.551898902,5.0,394.7101428346638,5.6919878178649235,164.35353341026484,327.2208328115317,0.020473107960051314,0.3084583610167764,2073.1231352003506,52813.3339676271,6746.706965772602,6837.920579924526,1740.0,1825.0,2,2.958904109589041,0.8087264448295747,0.19127355517042532,5.228114252955653,0.2763729783198605,0.21494831346420967,9.612745462062553e-06,0.01451409118415575,0.022251871199999478,0.23959740319024328,,True,Japan,JPN,2025,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8630.97870408271,8630.97870408271,True,7.644092124256049e-05,2.2471172848738243e-16,Japan,1.0,no,1.0,Full treatment restoration but no restoration of resistant-strain PEP effectiveness.,7.836584827693876,0.7263352522836076,0.2736647477163924,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_50_low_pep_reach,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,836507.3962214364,4373972.716375554,63462.04305890097,11100.755498871265,22111.339425096034,23.31125922091742,20.874216907885344,3685412.354266815,0.8425778104351535,0.827,0.8698426027098979,120390389.21811637,714009.5519886768,5.0,726.6315433952193,10.542709176547987,310.9413723654865,619.3569641613615,0.03872611322600415,0.5847041359529707,3731.5282829780076,73665.25580166368,13148.442018194266,12307.949105921422,1740.0,1675.0,2,2.958904109589041,0.8087534032643443,0.19124659673565578,5.228851216538073,0.27966796285275386,0.21736975429417363,9.909336664757874e-06,0.014673565883752907,0.02241044925211287,0.24257403838022332,,True,Japan,JPN,2025,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8630.97870408271,8630.97870408271,True,7.644092124256049e-05,2.2471172848738243e-16,Japan,0.5,yes,0.5,"Half uptake and half baseline PEP reach, approximating delayed activation, lower adherence, or household-only reach.",7.836584827693876,1.3453193461635073,0.34531934616350735,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,current_near_term,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,53912.467546338434,294227.26215954474,4818.834968566607,1775.0185914547958,3694.6832762018967,2.210460658715582,2.0941975113981606,47446.78329087337,0.16125896336942885,0.01,0.4257942252931354,5296177.960144816,55210.547975111775,5.0,1111.0928083372014,18.197405770084217,642.9998094766065,1338.3976112200203,0.08347380602955193,0.7586222517994925,3991.7419620043447,4279.693928080718,3941.2088251554196,579.2048164863736,1825.0,1825.0,2,2.958904109589041,0.8167659001051222,0.18323409989487785,5.45749945328792,0.5576872106863343,0.4296398895644564,0.0004422009071439256,0.02817445782432383,0.040653081828176445,0.48841747012669,,True,New_Zealand,NZL,2025,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1076.446962131426,1076.446962131426,True,1.0204827386537681e-05,1.352852648487234e-16,New_Zealand,0.0,baseline,1.0,Current macrolide treatment and baseline resistant-strain PEP effectiveness.,25.11070274470987,0.7246872361594064,0.27531276384059356,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_25_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,67467.76706222212,368334.5326288083,6013.329530530615,2233.4436430442274,4650.776212770526,2.7841960702127153,2.6383785173816396,47010.87506397597,0.12763091944830354,0.010000000000000002,0.3628372693578416,5296177.956614638,55210.54766240122,5.0,1390.9446987852007,22.708185335880923,809.0641145967905,1684.7419233038106,0.10513982320912788,0.9557516196052496,3450.9990195835303,6925.80884470767,5252.02995546955,500.74260098128826,1530.0,1825.0,2,2.958904109589041,0.8168301880882476,0.1831698119117526,5.459414897918763,0.5558515209675616,0.4290381029075776,0.0004452676372076785,0.027746285411025116,0.04032439851875529,0.4873355694005736,,True,New_Zealand,NZL,2025,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1076.446962131426,1076.446962131426,True,1.0204827386537681e-05,1.352852648487234e-16,New_Zealand,0.25,yes,1.0,Quarter uptake of resistance-guided treatment with partial restoration of resistant-strain PEP effectiveness.,25.11070274470987,0.9043229720309166,0.0956770279690834,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_50_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,68136.39899799682,372054.6648184773,6053.339549671682,2263.5299057705924,4714.139689941413,2.823057205587425,2.6752160447899733,20354.92942916556,0.054709512751564555,0.009999999999999998,0.14116603725394358,5296177.952723979,55210.54789155462,5.0,1404.9930653373106,22.85927551417819,819.9628484820154,1707.6953118454815,0.10660733951114477,0.9690959959479745,2993.392359266926,8442.372290779293,5399.331192481028,434.34352375347703,1530.0,1825.0,2,4.027397260273973,0.8168645485704631,0.18313545142953674,5.460439211491285,0.5537375535379854,0.4281777593499042,0.00044700968637072724,0.027388929072951037,0.040047335523381064,0.4858542792552826,,True,New_Zealand,NZL,2025,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1076.446962131426,1076.446962131426,True,1.0204827386537681e-05,1.352852648487234e-16,New_Zealand,0.5,yes,1.0,Half uptake of resistance-guided treatment with partial restoration of resistant-strain PEP effectiveness.,25.11070274470987,0.9103399353884672,0.08966006461153275,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_75_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,84695.40823452492,462600.1363019146,7461.613132964083,2784.388084170383,5803.924049486983,3.4834641606896772,3.299716239624881,12710.695418522911,0.0274766356969409,0.01,0.05514062679965135,5296177.9695706,55210.54749905696,5.0,1746.92066225796,28.177350443414383,1008.6435329111499,2102.469297043692,0.13154634080289818,1.1953209627856862,2910.3746915694073,12138.362149131579,7585.513984745248,422.2975979365952,1530.0,1825.0,2,4.027397260273973,0.8169144330315355,0.18308556696846434,5.461926991613956,0.5486812043234194,0.42484698068008875,0.00044409344401792297,0.026902826939105028,0.039612247473917124,0.4817220364663793,,True,New_Zealand,NZL,2025,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1076.446962131426,1076.446962131426,True,1.0204827386537681e-05,1.352852648487234e-16,New_Zealand,0.75,yes,1.0,Three-quarter uptake of resistance-guided treatment with partial restoration of resistant-strain PEP effectiveness.,25.11070274470987,1.1221251244890218,0.1221251244890218,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_100_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,92120.42771961547,503198.60591048276,8080.620465511713,2996.508649109368,6247.321494323456,3.752701292659618,3.553222051333886,5825.03740077498,0.011576020546072882,0.01,0.012568321565688106,5296177.958649594,55210.54763218645,5.0,1900.2329976041326,30.514912937601093,1085.4841249074927,2263.089848680079,0.1417135648371027,1.2871533443230838,2994.3284830614325,14795.579425898883,8551.07531700045,434.47935651908585,1530.0,1825.0,2,4.027397260273973,0.8169302803354679,0.18306971966453214,5.462399799554287,0.54643379037645,0.42311829370709714,0.0004398025276260624,0.02677658889873396,0.039476690389493835,0.4797407085605961,,True,New_Zealand,NZL,2025,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1076.446962131426,1076.446962131426,True,1.0204827386537681e-05,1.352852648487234e-16,New_Zealand,1.0,yes,1.0,Full resistance-guided treatment scenario used in the main analysis.,25.11070274470987,1.2152154102509036,0.21521541025090363,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_50_no_pep_restoration,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,55445.68329370428,302697.18908127333,4926.96733371552,1807.1382670423288,3761.577897300651,2.2518222342013727,2.1321174253780137,22927.93062933286,0.07574543621935245,0.009999999999999998,0.20490726930518804,5296177.960258001,55210.54773475292,5.0,1143.0778623856045,18.605746901584496,654.6351525887161,1362.6301681962418,0.08503574657418332,0.7723587295751198,3380.0880540862267,6746.6559885226825,4176.784594402064,490.4533659118583,1530.0,1825.0,2,2.958904109589041,0.816827888418821,0.18317211158117913,5.459346356646738,0.5552656837878149,0.4282564695707207,0.00043758056901932257,0.02792133074533061,0.040430240089337065,0.48647653238412797,,True,New_Zealand,NZL,2025,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1076.446962131426,1076.446962131426,True,1.0204827386537681e-05,1.352852648487234e-16,New_Zealand,0.5,no,1.0,Half uptake of resistance-guided treatment; resistant-strain PEP effectiveness remains at baseline.,25.11070274470987,0.7409488731056805,0.25905112689431953,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_100_no_pep_restoration,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,59955.927196054785,327423.1750590756,5314.416746962881,1977.3236218348536,4116.771690547391,2.464897792518143,2.3346082364676617,9312.620626650727,0.028442154789350173,0.009999999999999998,0.0636462147851057,5296177.959404671,55210.547653140864,5.0,1236.4508049721212,20.068875282129913,716.2847339451689,1491.2989874365765,0.09308213626549723,0.8457109504273678,2890.685377492173,9584.285501454167,4256.222604792459,419.440662571162,1530.0,1825.0,2,4.027397260273973,0.8168855115853141,0.18311448841468594,5.461064324606436,0.5533774384348963,0.42799662176517617,0.00044301195685695613,0.02742689033373548,0.04005815353241201,0.4854493826118918,,True,New_Zealand,NZL,2025,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1076.446962131426,1076.446962131426,True,1.0204827386537681e-05,1.352852648487234e-16,New_Zealand,1.0,no,1.0,Full treatment restoration but no restoration of resistant-strain PEP effectiveness.,25.11070274470987,0.7992159951141897,0.20078400488581027,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_50_low_pep_reach,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,64908.87886813869,354564.5869250742,5817.36903642918,2235.332436909228,4657.685753285691,2.788673323636556,2.6458077706002503,6292.269585821627,0.017746469382040386,0.009999999999999998,0.027624784335830335,5296177.942849157,55210.54792623673,5.0,1338.945144030908,21.968178181338217,809.7483255901433,1687.244893678116,0.10530889836893764,0.958442859192466,3137.3698302890834,8065.675723630807,2507.9896993191564,455.2347642119849,1530.0,1825.0,2,4.109589041095891,0.8169335538242711,0.183066446175729,5.462497475042919,0.5589686082870161,0.4332286028088436,0.0004642103524215694,0.02761649931614208,0.04007906970350941,0.4908088289149431,,True,New_Zealand,NZL,2025,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1076.446962131426,1076.446962131426,True,1.0204827386537681e-05,1.352852648487234e-16,New_Zealand,0.5,yes,0.5,"Half uptake and half baseline PEP reach, approximating delayed activation, lower adherence, or household-only reach.",25.11070274470987,0.8748531813179264,0.12514681868207356,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,current_near_term,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,37575.84296203067,204753.96744193078,2963.0909461117562,797.1282440205756,1687.091775549992,1.0388551790410396,0.9576229455971685,6813.422853196271,0.03327614569973395,0.01,0.07259039633800185,10664034.72051863,92215.69634541048,5.0,384.0084410977478,5.557166726793348,172.8834191165869,365.9012169101204,0.019483342023299717,0.2076919621167788,752.9669295692286,2762.718415795105,1047.394510856322,219.99083507749478,0.0,1825.0,2,4.8493150684931505,0.816482955463672,0.18351704453632803,5.449085138258345,0.4856211887746919,0.37723357044378725,0.0002833114825399781,0.024292670486060975,0.037468778859646175,0.42357642794644484,,True,Sweden,SWE,2025,False,exact_year,2025,low_imported_model_anchor,https://www.folkhalsomyndigheten.se/contentassets/975cc036216b48a39b7bf34319d4ecee/pertussis-surveillance-sweden-23rd-annual-report.pdf,"No public Swedish MRBP prevalence estimate was located in the accessible national surveillance material, so keep a conservative low anchor pending numeric reporting.",Sweden,SWE,2,relative_detection_prior_mean,Sweden,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Sweden_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,2149.0165326214287,2149.0165326214287,True,3.202340290308184e-05,1.4235413699758381e-16,Sweden,0.0,baseline,1.0,Current macrolide treatment and baseline resistant-strain PEP effectiveness.,5.954795201043958,0.9332254996475948,0.06677450035240518,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_25_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,45329.349768546366,246962.17620262282,3559.3061101994563,956.1201127344839,2024.154309055475,1.24787485223464,1.1495192465262511,6270.065144706744,0.02538876698090966,0.009999999999999998,0.04958491440478768,10664034.731806096,92215.69658959066,5.0,463.1683643453335,6.675346057498522,207.3660229428687,439.00428753773843,0.0234034281323706,0.24931097178438696,1109.740215932698,4292.798342346341,1486.7639546813557,324.2276220818709,0.0,1825.0,2,4.8493150684931505,0.8164522581330211,0.18354774186697886,5.448173809322712,0.48261395130978596,0.3752455185608674,0.00028207841601829474,0.023989981545461222,0.037273374654203925,0.4210685166941025,,True,Sweden,SWE,2025,False,exact_year,2025,low_imported_model_anchor,https://www.folkhalsomyndigheten.se/contentassets/975cc036216b48a39b7bf34319d4ecee/pertussis-surveillance-sweden-23rd-annual-report.pdf,"No public Swedish MRBP prevalence estimate was located in the accessible national surveillance material, so keep a conservative low anchor pending numeric reporting.",Sweden,SWE,2,relative_detection_prior_mean,Sweden,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Sweden_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,2149.0165326214287,2149.0165326214287,True,3.202340290308184e-05,1.4235413699758381e-16,Sweden,0.25,yes,1.0,Quarter uptake of resistance-guided treatment with partial restoration of resistant-strain PEP effectiveness.,5.954795201043958,1.1210034656319063,0.12100346563190634,0.25,calibrated_country_scenario_analysis
