country,parameter,rhat,rhat_rank,bulk_ess,tail_ess,n_chains,total_draws,converged,mean,sd
South_Africa,beta_S,11.915840616902484,2.634194118384276,4.739423648623338,18.608349900596423,4,80,False,0.00954699951058002,0.00014499391961436252
South_Africa,reporting_multiplier,4.562583284352373,3.2608287977029873,4.994331059850086,18.608349900596423,4,80,False,0.9952950433062504,0.03147175687143449
South_Africa,fitness_R,5.318311764184304,2.696869658019229,4.891471313314315,5.344802191651692,4,80,False,1.0075488304951925,0.004707425092999059
Thailand,beta_S,2.4256719905608297,2.3143758407086783,5.860381027756828,9.709423663509392,4,80,False,0.009206908414178053,1.4357335314293985e-05
Thailand,reporting_multiplier,5.714088844653096,3.21526417419958,4.882498655705592,6.070224161872645,4,80,False,1.0096035831356307,0.028549015586837992
Thailand,fitness_R,3.1275634970053137,3.064697131263521,5.338825374398665,6.3661482592563345,4,80,False,0.9949089332400163,0.0033480104413371077
Japan,beta_S,4.985427928199722,2.5426312471594392,4.932120583268321,6.3661482592563345,4,80,False,0.01175778614418435,5.337222472207893e-05
Japan,reporting_multiplier,7.372463595126518,3.2861493489826143,4.808164716688157,6.195917196538701,4,80,False,0.9180236307435428,0.04197657949306581
Japan,fitness_R,4.945713731846471,3.274731163986953,4.943466203469621,5.752549079287781,4,80,False,1.005217240641945,0.005356031803886344
China,beta_S,4.516223353101723,3.8606773734830115,4.9846559728793025,5.752549079287781,4,80,False,0.009913979722694689,9.028816128061115e-05
China,reporting_multiplier,9.809197043789165,3.485788005791788,4.764277214453277,5.012806543365361,4,80,False,1.0789462193211392,0.053333847639799876
China,fitness_R,12.53983850634515,9.514563357918819,4.741581182093579,5.344802191651692,4,80,False,1.0105944491689152,0.008165758319771562
