analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_deaths,total_infant_deaths,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,calibration_loaded,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,contact_reciprocity_error_before,contact_reciprocity_error_after,country,posterior_draw,posterior_chain,posterior_log_prob,posterior_beta_S,posterior_reporting_multiplier,posterior_VE_sus,posterior_VE_inf,posterior_VE_dur,posterior_relative_infectiousness_asymptomatic,posterior_infectious_duration_symptomatic,posterior_infectious_duration_asymptomatic,posterior_fitness_R,posterior_resistance_prevalence,posterior_reporting_trend_end_multiplier,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status
bayesian_uncertainty,Australia_draw_043,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4387500.470618963,24658706.124128968,412545.9211996593,197001.60445567168,421306.64314658963,228.40544032542854,218.5963611137636,23113080.30070524,0.9373192650237513,0.04299999999999999,0.9995017272323761,29593145.57982281,299309.5745774195,26.013698630136986,3203.148325345298,53.58942070872342,2530.1545434106674,5410.97581551068,0.2966970367363487,2.807502902188189,14633.841461441009,385739.3995555243,117846.78514713871,11864.695911245772,1463.0,9495.0,8,3.561643835616438,0.822070937196266,0.177929062803734,5.620217317184757,0.6553776510158084,0.5187714474068159,0.0007417505957397078,0.029798310224520383,0.04132520180066089,0.5835123883948874,,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,20b28a8037b0678b6619aed346427d7244feff684a6ae51645053f6b230e8d54,0985469c3e6d8ddd1acfb0304b8079251c48f9af8d5e10cc48818dfd815c4b1c,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,43,2,-1863.2895393381427,0.022058387152774465,0.9517932020200676,0.15,0.25,0.0,0.35000000000000003,21.0,13.999999999999996,1.0,0.043,1.0,54.978665659530755,0.9747311991998753,0.025268800800124724,0.25,calibrated_country_scenario_analysis
bayesian_uncertainty,Australia_draw_044,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4374137.16323781,24581517.13087102,410861.36102291837,195852.83397019716,418823.23884308734,227.04997268487577,217.28229214074216,23038955.310203746,0.93724708640013,0.043,0.9994835398716083,29593145.579398468,299309.5746005425,26.013698630136986,3193.121530260608,53.37059754488677,2515.400516866199,5379.080660235884,0.2949362939501652,2.7906258943379076,14614.900341838224,384286.6906003398,117331.28558260846,11849.338998477233,1463.0,9495.0,8,3.561643835616438,0.8220558503386883,0.1779441496613117,5.619740811391329,0.6546629529704276,0.5182061117522717,0.0007395127244201046,0.029785980932781096,0.04130924875804441,0.5828282105551821,,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,20b28a8037b0678b6619aed346427d7244feff684a6ae51645053f6b230e8d54,0985469c3e6d8ddd1acfb0304b8079251c48f9af8d5e10cc48818dfd815c4b1c,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,44,2,-1863.2106691215179,0.02200094623394813,0.9517932020200676,0.15,0.25,0.0,0.35000000000000003,21.0,13.999999999999996,1.0,0.043,1.0,54.978665659530755,0.9707510523336025,0.029248947666397518,0.25,calibrated_country_scenario_analysis
bayesian_uncertainty,Australia_draw_045,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4376811.0942351185,24596972.25731565,411199.7700484426,196083.52083215074,419323.9022934976,227.3251957972318,217.54915744745307,23053740.256590534,0.9372592697759324,0.043,0.9994872543049752,29593145.58941883,299309.5745810387,26.013698630136986,3195.1291390727965,53.41455661767679,2518.363302097178,5385.510841230156,0.29529380670872507,2.7940533309109976,14624.432594855536,384578.61905320815,117448.81267385745,11857.06747786855,1463.0,9495.0,8,3.561643835616438,0.8220589490264045,0.1779410509735955,5.619838674260663,0.6548080663301191,0.5183201063494202,0.000739983182557334,0.029788460929161896,0.04131242444380798,0.5829671977745917,,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,20b28a8037b0678b6619aed346427d7244feff684a6ae51645053f6b230e8d54,0985469c3e6d8ddd1acfb0304b8079251c48f9af8d5e10cc48818dfd815c4b1c,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,45,2,-1863.2453096577867,0.02201313363620445,0.9517932020200676,0.15,0.25,0.0,0.35000000000000003,21.0,13.999999999999996,1.0,0.043,1.0,54.978665659530755,0.9715506183518511,0.02844938164814892,0.25,calibrated_country_scenario_analysis
bayesian_uncertainty,Australia_draw_046,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4380980.831138357,24621146.350076955,411741.0677225441,196463.91870007908,420143.5611992738,227.76942425015233,217.98019731107232,23077213.955692466,0.9372924244699247,0.043,0.9994920309276188,29593145.584579445,299309.57456585864,26.013698630136986,3198.2693369902004,53.48487080791437,2523.24887357108,5396.037982692355,0.2958708563465801,2.7995893137284935,14629.878475741903,385043.4391487207,117581.41881785009,11861.482838831107,1463.0,9495.0,8,3.561643835616438,0.8220643032275115,0.17793569677248858,5.6200077788697795,0.6550589762965859,0.5185202259377035,0.0007407405111004331,0.02979278290301962,0.0413180974557618,0.583207355426704,,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,20b28a8037b0678b6619aed346427d7244feff684a6ae51645053f6b230e8d54,0985469c3e6d8ddd1acfb0304b8079251c48f9af8d5e10cc48818dfd815c4b1c,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,46,2,-1863.369175823249,0.022032070220734615,0.9517932020200676,0.15,0.25,0.0,0.35000000000000003,21.0,13.999999999999996,1.0,0.043,1.0,54.978665659530755,0.9728295542698856,0.0271704457301144,0.25,calibrated_country_scenario_analysis
bayesian_uncertainty,Australia_draw_047,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4358622.4755555075,24491969.776564095,408913.92821837316,194529.45181676367,415966.7234756968,225.49492792952393,215.7751190194882,22953304.360653736,0.9371767387455018,0.043,0.9994610103324371,29593145.578234125,299309.57456205867,26.013698630136986,3181.4893929756713,53.117627415644975,2498.403897402677,5342.393521472642,0.2929163019236083,2.7712687887930354,14574.572316886482,382610.81540816015,116745.66571785473,11816.642200386921,1470.0,9495.0,8,3.561643835616438,0.8220387124711304,0.1779612875288696,5.619199624175431,0.6538408365864639,0.5175545774166074,0.0007369766805923346,0.029771636946022344,0.041290774645515296,0.5820414483143338,,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,20b28a8037b0678b6619aed346427d7244feff684a6ae51645053f6b230e8d54,0985469c3e6d8ddd1acfb0304b8079251c48f9af8d5e10cc48818dfd815c4b1c,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,47,2,-1863.995378879079,0.021935785905087466,0.9517932020200676,0.15,0.25,0.0,0.35000000000000003,21.0,13.999999999999996,1.0,0.043,1.0,54.978665659530755,0.9661498106299864,0.033850189370013606,0.25,calibrated_country_scenario_analysis
bayesian_uncertainty,Australia_draw_048,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4361908.550598338,24510973.30851613,409332.0316204523,194816.95582927437,416588.46429211245,225.83447999365856,216.10433412617726,22971537.326120492,0.9371940084541329,0.043,0.9994649712421816,29593145.583631597,299309.57441635756,26.013698630136986,3183.9579376318607,53.171938739458206,2502.0964045043193,5350.378740014382,0.29335737757788094,2.775497004936042,14578.104128344856,382970.6688222361,116875.72188689461,11819.50569324521,1470.0,9495.0,8,3.561643835616438,0.8220426216578339,0.17795737834216604,5.619323061038012,0.6540253547527713,0.5177007030284992,0.00073755325722861,0.02977483132820474,0.04129484923240404,0.582218120934934,,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,20b28a8037b0678b6619aed346427d7244feff684a6ae51645053f6b230e8d54,0985469c3e6d8ddd1acfb0304b8079251c48f9af8d5e10cc48818dfd815c4b1c,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,48,2,-1863.6859126043514,0.021950443250263647,0.9517932020200676,0.15,0.25,0.0,0.35000000000000003,21.0,13.999999999999996,1.0,0.043,1.0,54.978665659530755,0.9671376724335007,0.032862327566499316,0.25,calibrated_country_scenario_analysis
bayesian_uncertainty,Australia_draw_049,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4371002.166866664,24563513.722564172,410484.87079814426,195605.8946975875,418293.40436507575,226.76443594032787,217.00591263058385,23021613.913958,0.9372280437554105,0.043,0.9994777369811839,29593145.576491278,299309.57446953154,26.013698630136986,3190.7829006849256,53.321691738646486,2512.2289979966476,5372.275829117135,0.2945653837859516,2.787076265212388,14617.71872017874,383964.7066708013,117237.15623016971,11851.62405705346,1463.0,9495.0,8,3.561643835616438,0.82205305738277,0.17794694261722982,5.619652607075332,0.6545253561776452,0.5180960010230762,0.0007391093657467306,0.029783560186880168,0.04130607000536097,0.5826966166196572,,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,20b28a8037b0678b6619aed346427d7244feff684a6ae51645053f6b230e8d54,0985469c3e6d8ddd1acfb0304b8079251c48f9af8d5e10cc48818dfd815c4b1c,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,49,2,-1863.2108922606576,0.0219906900136123,0.9517932020200676,0.15,0.25,0.0,0.35000000000000003,21.0,13.999999999999996,1.0,0.043,1.0,54.978665659530755,0.969861510805928,0.030138489194072027,0.25,calibrated_country_scenario_analysis
bayesian_uncertainty,Australia_draw_050,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4376672.658699416,24596180.740172025,411183.6287774872,196073.530887032,419302.5944636281,227.31385895175026,217.5382065714574,23052855.851742387,0.9372534742392349,0.043,0.9994865001138158,29593145.58671467,299309.5745814925,26.013698630136986,3195.026321852774,53.412459882981935,2518.234998036648,5385.237177955629,0.2952790802543481,2.793912685307803,14632.96644281512,384572.7877569536,117449.83769119222,11863.986474184607,1463.0,9495.0,8,3.561643835616438,0.8220588511308521,0.17794114886914777,5.619835582467594,0.654802704341296,0.5183158046946631,0.0007399704591285512,0.02978832857522375,0.04131230572815264,0.5829620995787911,,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,20b28a8037b0678b6619aed346427d7244feff684a6ae51645053f6b230e8d54,0985469c3e6d8ddd1acfb0304b8079251c48f9af8d5e10cc48818dfd815c4b1c,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,50,2,-1863.2433301985714,0.02201243703138482,0.9517932020200676,0.15,0.25,0.0,0.35000000000000003,21.0,13.999999999999996,1.0,0.043,1.0,54.978665659530755,0.9715124811095281,0.028487518890471852,0.25,calibrated_country_scenario_analysis
bayesian_uncertainty,Australia_draw_051,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4373065.250763964,24575370.85904287,410733.75347109645,195769.65265392116,418646.62574774015,226.95668116394197,217.192027872016,23033269.525272034,0.9372501297084842,0.043,0.9994819472896828,29593145.58181495,299309.5745089117,26.013698630136986,3192.323133676353,53.354021410628185,2514.33219341661,5376.812363474839,0.2948151089062661,2.7894666023514016,14613.209268195958,384186.13639564667,117302.66073367884,11847.967925787685,1463.0,9495.0,8,3.561643835616438,0.8220549640594811,0.17794503594051886,5.619712821515667,0.6546173923581713,0.5181691245062789,0.0007393969090649109,0.02978513094848805,0.04130810089455867,0.5827847636060596,,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,20b28a8037b0678b6619aed346427d7244feff684a6ae51645053f6b230e8d54,0985469c3e6d8ddd1acfb0304b8079251c48f9af8d5e10cc48818dfd815c4b1c,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,51,2,-1863.201019257843,0.021997552373684438,0.9517932020200676,0.15,0.25,0.0,0.35000000000000003,21.0,13.999999999999996,1.0,0.043,1.0,54.978665659530755,0.9704495511229103,0.029550448877089686,0.25,calibrated_country_scenario_analysis
bayesian_uncertainty,Australia_draw_052,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4396267.436909158,24709295.92311804,413646.2838681629,197749.91667162674,422925.79845482454,229.2911612242005,219.45462280963096,23161344.00182214,0.9373534589527647,0.04299999999999999,0.9995130138801352,29593145.578574803,299309.57451541495,26.013698630136986,3209.719904260813,53.73235703624296,2539.765356794493,5431.7711455416775,0.29784758187457144,2.818525831926553,14664.365824758539,386698.9356883863,118206.17928010185,11889.444182727577,1463.0,9495.0,8,3.561643835616438,0.8220804246876169,0.17791957531238298,5.620517013061919,0.6558349845323388,0.5191326798197431,0.0007432054016693698,0.029806176379244646,0.04133522759909341,0.5839503751523315,,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,20b28a8037b0678b6619aed346427d7244feff684a6ae51645053f6b230e8d54,0985469c3e6d8ddd1acfb0304b8079251c48f9af8d5e10cc48818dfd815c4b1c,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,52,2,-1863.8675386766981,0.02209570293083556,0.9517932020200676,0.15,0.25,0.0,0.35000000000000003,21.0,13.999999999999996,1.0,0.043,1.0,54.978665659530755,0.9773310499929941,0.02266895000700586,0.25,calibrated_country_scenario_analysis
bayesian_uncertainty,Australia_draw_053,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4376301.943214131,24594084.83425857,411146.0069157062,196052.92366717925,419259.1128905819,227.29103390706837,217.5162560495254,23050913.855635285,0.9372543849863562,0.043,0.999485790131582,29593145.58005933,299309.57458596636,26.013698630136986,3194.7540658891176,53.40757284200145,2517.9703328909236,5384.678730141176,0.2952494307506273,2.7936307677002006,14634.617809074185,384541.211512519,117439.09642845116,11865.325351574282,1463.0,9495.0,8,3.561643835616438,0.82205876036021,0.17794123963979006,5.61983271570053,0.6547978381005027,0.5183116497306164,0.0007399612712995027,0.029788229662633395,0.04131216583911083,0.5829574813274588,,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,20b28a8037b0678b6619aed346427d7244feff684a6ae51645053f6b230e8d54,0985469c3e6d8ddd1acfb0304b8079251c48f9af8d5e10cc48818dfd815c4b1c,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,53,2,-1863.2428353337675,0.022012262883624324,0.9517932020200676,0.15,0.25,0.0,0.35000000000000003,21.0,13.999999999999996,1.0,0.043,1.0,54.978665659530755,0.9714235913388897,0.02857640866111033,0.25,calibrated_country_scenario_analysis
bayesian_uncertainty,Australia_draw_054,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4393509.425687639,24693452.2784962,413313.1882383555,197530.97008654044,422451.24188559473,229.0303369905414,219.2022018112973,23145295.20074064,0.9373049559739469,0.043,0.9995092446878137,29593145.58797601,299309.5744988984,26.013698630136986,3207.661825113753,53.689088134620484,2536.9533559933493,5425.676264211517,0.2975087729621568,2.815283908557054,14661.2002353133,386397.2023561672,118125.54623136397,11886.87761802999,1463.0,9495.0,8,3.561643835616438,0.8220779591230489,0.177922040876951,5.620439126435097,0.6557139691354231,0.5190374808438493,0.0007428030222016178,0.02980420860797278,0.04133263143317474,0.583834326072074,,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,20b28a8037b0678b6619aed346427d7244feff684a6ae51645053f6b230e8d54,0985469c3e6d8ddd1acfb0304b8079251c48f9af8d5e10cc48818dfd815c4b1c,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,54,2,-1863.727825737196,0.022085715689529453,0.9517932020200676,0.15,0.25,0.0,0.35000000000000003,21.0,13.999999999999996,1.0,0.043,1.0,54.978665659530755,0.9765440374108694,0.02345596258913063,0.25,calibrated_country_scenario_analysis
bayesian_uncertainty,Australia_draw_055,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4390251.003790986,24674621.897316758,412898.4387533827,197247.3055735668,421836.67060350615,228.69362695409353,218.8757185556591,23127860.211323895,0.9373136620925865,0.043,0.9995044883101731,29593145.58471901,299309.57459496934,26.013698630136986,3205.2157723921864,53.63521247846832,2533.3101612149926,5417.783127153517,0.2970713890608986,2.8110907788977686,14644.457995981955,386049.8137708889,117963.49517756619,11873.30349272319,1463.0,9495.0,8,3.561643835616438,0.82207423392095,0.17792576607904997,5.620321452238198,0.6555351850404502,0.5188971012218381,0.0007422334038107875,0.029801096468962215,0.04132859421279633,0.583663260954881,,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,20b28a8037b0678b6619aed346427d7244feff684a6ae51645053f6b230e8d54,0985469c3e6d8ddd1acfb0304b8079251c48f9af8d5e10cc48818dfd815c4b1c,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,55,2,-1863.4907113380007,0.02207054941078215,0.9517932020200676,0.15,0.25,0.0,0.35000000000000003,21.0,13.999999999999996,1.0,0.043,1.0,54.978665659530755,0.9755640999113709,0.02443590008862906,0.25,calibrated_country_scenario_analysis
bayesian_uncertainty,Australia_draw_056,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4385205.446607768,24645542.181749523,412270.69773530675,196822.9195820369,420922.26544495864,228.1972824812966,218.39487371244383,23100585.00459511,0.9373129158303328,0.043000000000000003,0.9994965013453269,29593145.575571343,299309.5744969799,26.013698630136986,3201.438339085918,53.55366938483881,2527.859637172319,5406.0391313418595,0.29642664122513607,2.804915135876368,14629.724842203785,385500.0836563965,117759.47045231871,11861.358273586004,1463.0,9495.0,8,3.561643835616438,0.8220690210720909,0.17793097892790904,5.620156793523642,0.6552800412950225,0.5186943692596431,0.0007414543838897556,0.029796571383475298,0.041322862374852554,0.5834191531528049,,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,20b28a8037b0678b6619aed346427d7244feff684a6ae51645053f6b230e8d54,0985469c3e6d8ddd1acfb0304b8079251c48f9af8d5e10cc48818dfd815c4b1c,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,56,2,-1863.3248160309547,0.02205082242923727,0.9517932020200676,0.15,0.25,0.0,0.35000000000000003,21.0,13.999999999999996,1.0,0.043,1.0,54.978665659530755,0.9740809228889513,0.025919077111048683,0.25,calibrated_country_scenario_analysis
bayesian_uncertainty,Australia_draw_057,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4384557.501775542,24641823.956554882,412197.55677967006,196775.22506691178,420821.64844092337,228.1446936050844,218.34407232781132,23096399.156963743,0.9372844801457951,0.043,0.9994973769174623,29593145.578900862,299309.57460543077,26.013698630136986,3200.9553439268134,53.54416842088043,2527.2470803614096,5404.746873055578,0.29635832861693706,2.8042626764474208,14630.927502343304,385444.06093597075,117781.67369027526,11862.333357018899,1463.0,9495.0,8,3.561643835616438,0.8220684674354546,0.1779315325645455,5.620139306321353,0.6552574523331351,0.5186745883188038,0.0007414016549030509,0.02979619230636798,0.0413224732705544,0.5833973851013097,,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,20b28a8037b0678b6619aed346427d7244feff684a6ae51645053f6b230e8d54,0985469c3e6d8ddd1acfb0304b8079251c48f9af8d5e10cc48818dfd815c4b1c,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,57,2,-1863.3320279613092,0.022049370760170058,0.9517932020200676,0.15,0.25,0.0,0.35000000000000003,21.0,13.999999999999996,1.0,0.043,1.0,54.978665659530755,0.9739081110564994,0.026091888943500563,0.25,calibrated_country_scenario_analysis
bayesian_uncertainty,Australia_draw_058,symptom_protective,country_timeline,,2025-01-01,2050-12-31,2025,2050,4357868.291420514,24487589.7221257,408814.4976940997,194459.48601076938,415813.82800055365,225.4098371414713,215.69259054812363,22949861.262745272,0.9372037641585028,0.043,0.9994603052186023,29593145.5767147,299309.5744569009,26.013698630136986,3180.920427193683,53.1047114642364,2497.505305081274,5340.4298379150405,0.2928057696122922,2.770208850242607,14560.277736066584,382521.45285343763,116677.1191600165,11805.052566597707,1470.0,9495.0,8,3.561643835616438,0.8220376794583841,0.17796232054161593,5.619167006569535,0.6537927128867026,0.5175170747903518,0.0007368140160499962,0.02977081531265432,0.041289737501237295,0.5819953460567608,,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,20b28a8037b0678b6619aed346427d7244feff684a6ae51645053f6b230e8d54,0985469c3e6d8ddd1acfb0304b8079251c48f9af8d5e10cc48818dfd815c4b1c,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,58,3,-1864.0984376633712,0.02193142060115731,0.9517932020200676,0.15,0.25,0.0,0.35000000000000003,21.0,13.999999999999996,1.0,0.043,1.0,54.978665659530755,0.9659148840224809,0.034085115977519065,0.25,calibrated_country_scenario_analysis
