country,parameter,rhat,rhat_rank,bulk_ess,tail_ess,n_chains,total_draws,converged,mean,sd
Australia,beta_S,0.9989397278214002,0.9981112245136329,358.3171951398601,392.96997406844946,4,480,True,0.026479896275569,4.144920785098241e-05
Brazil,beta_S,0.9942701348227901,0.9942373471601769,455.1202880289962,457.86003998060295,4,480,True,0.009048374740731198,3.2341741445583346e-06
China,beta_S,0.9948287176858727,0.9954924233060249,452.60670165433237,480.0,4,480,True,0.010083910921855435,8.477278869427527e-06
Japan,beta_S,0.994424107969575,0.9946845803455807,465.55062496762105,215.87028321934716,4,480,True,0.011772786246027962,7.305592127893683e-06
New_Zealand,beta_S,0.992555801521356,0.9930800661981152,480.0,480.0,4,480,True,0.01534118702925683,2.2282058661171133e-05
South_Africa,beta_S,0.9992372992700985,0.9994181144335983,340.6174357230899,90.89041115292058,4,480,True,0.009434496161167245,9.93036708560462e-06
Sweden,beta_S,0.9942251605553769,0.9944894756430367,434.6164608468531,480.0,4,480,True,0.011111492448059994,1.3473908842944257e-05
Thailand,beta_S,0.9937541982849311,0.9937016838951026,480.0,480.0,4,480,True,0.009200935135087988,4.1260705997592125e-06
United_Kingdom,beta_S,0.9994212963536802,1.0029097935336602,480.0,480.0,4,480,True,0.01580672592169363,1.8575281968563852e-05
United_States,beta_S,0.9999884959657221,0.9995375500807802,480.0,393.6979281441578,4,480,True,0.009502558399961147,4.586764015422567e-06
