analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_deaths,total_infant_deaths,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,calibration_loaded,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,contact_reciprocity_error_before,contact_reciprocity_error_after,country,strategy,infant_contact_multiplier,target_ages,source_ages,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status
infant_contact_sensitivity,current_infant_contact_x0.75,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,889881.4871049528,5021614.139327546,80756.38392907665,32705.113168660373,69937.76662532873,37.83363591840859,36.151542715940714,3519593.0383331394,0.7008887860914887,0.043,0.976541960853201,27319389.69651402,290798.05557250086,5.0,3676.2271742610037,59.120196187531405,2249.335065481993,4810.057377284771,0.2769727752976575,2.4863675683641238,14633.981544968523,74879.5467845616,50589.252068479414,10953.190264070943,1470.0,1825.0,2,3.041095890410959,0.8227897519772159,0.17721024802278387,5.6430145048464135,0.6468658833761407,0.5100157988972585,0.0006020913039715027,0.029873107560962623,0.041892532322123074,0.5744981521890835,,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,0.2500045019799314,1.2579168143644376e-16,Australia,current,0.75,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",54.978665659530755,1.0753297752558806,0.07532977525588058,0.25,calibrated_country_scenario_analysis
infant_contact_sensitivity,current_infant_contact_x1.00,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,899227.3751457989,5058936.81976084,83540.67474506018,37206.542210513515,79706.69572373177,43.03670278921151,41.34085953535764,3577984.989856907,0.7072602638326793,0.043,0.9777289241395527,27319389.691619385,290798.05530274584,5.0,3703.5503917664323,61.158521978759644,2558.926480562485,5481.927700015066,0.3150634276607844,2.843269326015144,14929.187328072121,76829.86917855099,50925.45618443508,11174.144832733926,1470.0,1825.0,2,3.041095890410959,0.8222497320715088,0.17775026792849127,5.6258705635386095,0.6471435549242288,0.5094248626602503,0.0006859186124827489,0.030088417287062203,0.04217242513475725,0.5741967938899266,,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,1.5769242865424038e-05,1.502232944079048e-16,Australia,current,1.0,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",54.978665659530755,1.1124046254141418,0.11240462541414176,0.25,calibrated_country_scenario_analysis
infant_contact_sensitivity,current_infant_contact_x1.25,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,911300.5550496869,5111717.292122517,86619.63025082691,41838.00600168871,89799.14947053007,48.45735133129472,46.74207717572749,3649982.5669451347,0.7140423380944778,0.043000000000000003,0.9790760344633904,27319389.697956022,290798.055786221,5.0,3742.1899600524125,63.41256609938663,2877.461191311798,6176.048820391395,0.35474695347912694,3.214744820033441,15299.30854480921,79086.66764880856,51396.50833270476,11451.171842326336,1470.0,1825.0,2,3.041095890410959,0.8217232090565615,0.1782767909434388,5.609255106668743,0.647648526902925,0.5089819639998968,0.0007704683333449102,0.030314847519151197,0.04246885741113208,0.5740943536392967,,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,0.20001261539429227,1.2579168143644376e-16,Australia,current,1.25,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",54.978665659530755,1.1534031489975571,0.15340314899755714,0.25,calibrated_country_scenario_analysis
infant_contact_sensitivity,current_infant_contact_x1.50,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,924020.7844167597,5168205.819586234,89810.54046065544,46534.0907828605,100075.31222593797,54.01898577075652,52.28301800161543,3726294.8039648775,0.7210035617860134,0.043000000000000003,0.9805419640567329,27319389.709167928,290798.0558643478,5.0,3783.5441234998534,65.74857009380158,3200.4402948668844,6882.804764872387,0.3954626098593166,3.59582995465448,15658.27073140294,81466.05850083423,51839.9213487072,11719.84658309191,1470.0,1825.0,2,3.041095890410959,0.821210529016676,0.1787894709833241,5.593170529003194,0.6483912852857223,0.5086986829421457,0.0008557369650229005,0.030554401280135743,0.042783143534734086,0.5741980035058295,,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,0.33334384616191026,1.379605231181509e-16,Australia,current,1.5,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",54.978665659530755,1.1958924303650105,0.19589243036501047,0.25,calibrated_country_scenario_analysis
infant_contact_sensitivity,maternal_immunization_infant_contact_x0.75,symptom_protective,country_timeline,maternal_immunization,2025-01-01,2029-12-31,2025,2029,753680.1854599231,4373977.885372264,67611.3328167131,24940.000823663206,56044.932082743464,15.048641321265624,13.595376827066715,3002557.096715656,0.6864591398042955,0.043000000000000003,0.9670276365905153,27319389.71144278,290798.05596366577,5.0,3202.105121360171,49.49695694585297,1715.2797491039194,3854.560299381513,0.11016821005311456,0.9350390450179221,11532.032220933044,62385.1900868649,40162.65132450654,8631.454312563968,1825.0,1825.0,2,4.027397260273973,0.8276899871898236,0.17231001281017638,5.803493271755716,0.7108943718523208,0.5684755936876666,0.0008431526277866635,0.030004047526119623,0.0422246502836241,0.6378225214147903,,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,0.36249810917888703,1.2579168143644376e-16,Australia,maternal_immunization,0.75,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",54.978665659530755,0.9002938931325717,0.09970610686742831,0.25,calibrated_country_scenario_analysis
infant_contact_sensitivity,maternal_immunization_infant_contact_x1.00,symptom_protective,country_timeline,maternal_immunization,2025-01-01,2029-12-31,2025,2029,761944.6009115496,4409223.197508727,69794.52012090088,28357.363653110777,63832.386226025854,16.978128084265247,15.512021875403681,3057344.6765111913,0.6933975758447959,0.043000000000000003,0.9687343641629561,27319389.69631295,290798.0552082585,5.0,3227.9075385815077,51.09522642837106,1950.313156860854,4390.152209258176,0.12429361177535113,1.066858708136446,11621.08135823841,63913.90928863899,40409.283678749125,8698.105488171863,1825.0,1825.0,2,4.027397260273973,0.827193007298415,0.17280699270158495,5.786802862352157,0.7105858705441853,0.5673844889380224,0.0009579993719466042,0.030204005767942122,0.04248235722393259,0.636941508180364,,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,0.14999747890518286,1.502232944079048e-16,Australia,maternal_immunization,1.0,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",54.978665659530755,0.9293646147178458,0.07063538528215418,0.25,calibrated_country_scenario_analysis
infant_contact_sensitivity,maternal_immunization_infant_contact_x1.25,symptom_protective,country_timeline,maternal_immunization,2025-01-01,2029-12-31,2025,2029,772597.4122205838,4457975.406522114,72239.84344350742,31902.398092764048,71940.97201130846,18.999214692173915,17.515373089702237,3124605.752466884,0.7009024203892015,0.043,0.9708255158046953,27319389.710107055,290798.0560841716,5.0,3263.5980919243198,52.88540059647206,2194.127328246643,4947.830324593719,0.13908959822147848,1.2046416902204053,11576.960023868312,65717.69197579173,40744.51371082891,8665.081713709278,1825.0,1825.0,2,4.027397260273973,0.8266932089642626,0.17330679103573723,5.7701143389920135,0.7103300632964222,0.5662878601067315,0.0010742071304379605,0.03041465862049596,0.04275614135547942,0.6360850561900088,,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,0.20001261539429227,1.2579168143644376e-16,Australia,maternal_immunization,1.25,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",54.978665659530755,0.9619258663711163,0.03807413362888368,0.25,calibrated_country_scenario_analysis
infant_contact_sensitivity,maternal_immunization_infant_contact_x1.50,symptom_protective,country_timeline,maternal_immunization,2025-01-01,2029-12-31,2025,2029,786047.6160367923,4522554.8879367,74992.60590242082,35613.041900653276,80463.1160581663,21.136861942486895,19.629681182172057,3206863.1138417437,0.7090821876801572,0.043,0.9730874578292338,27319389.703599386,290798.05596107425,5.0,3310.875489536169,54.90064508471826,2449.331497967124,5533.951442160738,0.15473890282184502,1.3500558741561637,11856.424850229403,67826.38230449142,41175.67271577152,8874.254547256358,1470.0,1825.0,2,4.027397260273973,0.826193902448046,0.17380609755195395,5.753538075389334,0.7101189330016919,0.5651824909498879,0.0011917964176845206,0.03063527206875234,0.04304335728230151,0.6352485072329536,,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1886.6185775229565,1886.6185775229565,True,0.33334384616191026,1.2579168143644376e-16,Australia,maternal_immunization,1.5,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",54.978665659530755,0.9985808936270725,0.0014191063729275255,0.25,calibrated_country_scenario_analysis
infant_contact_sensitivity,current_infant_contact_x0.75,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,2206902.313717083,11602860.422387749,476686.25253709237,31500.37931688995,63135.231586715134,63.495482615998924,59.20075248469532,11583382.188178748,0.9983212558369299,0.997,0.9989395542049079,1404870879.283237,8131253.812631603,5.0,165.1804531432456,6.786193088154792,77.4797590697643,155.2902739024992,0.009039333586072227,0.14561285097933882,657.1405905827972,140326.0818126123,5687.215691911427,25293.08710424,1710.0,1825.0,2,3.041095890410959,0.809796702418409,0.19020329758159113,5.2575324019870475,0.32868115428658806,0.24821930005309226,1.0593448929467534e-05,0.018261800659292757,0.027896916698807738,0.28251184347955804,,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,4471.436261444852,4471.030414119333,True,0.25001507958400315,1.6667804836994706e-16,China,current,0.75,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",4.430832490427902,1.5315842119545853,0.5315842119545853,0.25,calibrated_country_scenario_analysis
infant_contact_sensitivity,current_infant_contact_x1.00,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,2376355.5253680972,12479083.492023246,517258.49441155314,38486.84548170604,77141.37997863325,76.96484684743794,72.3455966700817,12458753.654618345,0.9983708869791683,0.997,0.9989989884310392,1404870879.2608259,8131253.7392033655,5.0,177.6545257823143,7.363786979251918,94.66398839861237,189.74043229449373,0.01095685702986926,0.17794450644500376,718.4105940829602,152281.38647045306,6696.402759217097,27651.3458350581,1710.0,1825.0,2,3.041095890410959,0.8095729123948016,0.1904270876051985,5.251353746864218,0.3288823601738986,0.24812017930622945,1.2037998090058501e-05,0.01835406761641794,0.028000149272197322,0.28251610528719334,,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,4471.436261444852,4471.030414119333,True,2.010611200412732e-05,1.6667804836994706e-16,China,current,1.0,"infant_0_2m,infant_3_11m","child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y",4.430832490427902,1.661942083154845,0.661942083154845,0.25,calibrated_country_scenario_analysis
