country,parameter,rhat,rhat_rank,bulk_ess,tail_ess,n_chains,total_draws,converged,mean,sd
Australia,beta_S,11.15909211186883,3.1725392803363306,4.062584783798157,14.610782190934218,4,10000,False,0.01030621543581623,0.0008904431312758234
Australia,reporting_multiplier,7.856503618521417,2.338899661342276,4.1219774897168975,12.09306014362177,4,10000,False,1.1648750080952632,0.6891071880649907
Australia,VE_sus,39.64897453577582,3.7975787159875156,4.0082725910257535,23.255116740985017,4,10000,False,0.6853401524635523,0.34852726481080437
Australia,VE_inf,24.31829389233268,3.4064749821189664,4.014191403930733,14.991068545638623,4,10000,False,0.779478423805309,0.24626051545258001
Australia,VE_dur,6.680222387418414,3.3966269337822173,4.122482979008864,14.278760274944826,4,10000,False,7.412623454440903e-06,1.2964450843540535e-05
Australia,relative_infectiousness_asymptomatic,4.846109617887692,2.4641547095836023,4.336591214059886,30.472267707986976,4,10000,False,0.3242230739890842,0.020201265710761154
Australia,infectious_duration_symptomatic,9.38830230993526,3.8645538014954415,4.092018875652208,14.656048189521437,4,10000,False,21.91463378078681,6.158323615599614
Australia,infectious_duration_asymptomatic,28.781241235698065,2.503866335220314,4.0107537700633475,25.537317554880048,4,10000,False,18.69921142066419,5.317894822626478
Australia,fitness_R,19.03211212447286,2.90060138030412,4.016776837348203,24.48396624591947,4,10000,False,1.223113910349887,0.03738192007856778
Australia,resistance_prevalence,13.273292319440937,3.5249375893739208,4.045593042577748,14.864389782777375,4,10000,False,0.016104551444199252,0.022202033371405833
Australia,reporting_trend_end_multiplier,25.710111379759866,3.0465667414331623,4.014768864359697,9.582308213783195,4,10000,False,1.2625569034368804,0.8116863995290053
Brazil,beta_S,7.156112708061124,4.142621521106183,4.146805302036293,13.627320490398377,4,10000,False,0.009445002644747347,0.0004015070661893799
Brazil,reporting_multiplier,13.880583513365366,1.675362475247236,4.027563496621942,26.165793004385005,4,10000,False,0.0987390769424303,0.08391522359540392
Brazil,VE_sus,35.92818636970438,2.7218535324482587,4.008876470579904,15.629058049518449,4,10000,False,0.0993149060937001,0.06437932740305588
Brazil,VE_inf,13.455072488007856,3.8639683639070284,4.030359641178253,10.092528491434253,4,10000,False,0.2784624264155187,0.027216423928081542
Brazil,VE_dur,6.203291025095187,4.288296653297005,4.163422399381416,13.277714229655384,4,10000,False,9.688305208729807e-10,8.933694207332183e-10
Brazil,relative_infectiousness_asymptomatic,9.312134010904344,3.6736536831336544,4.080953476827441,21.191883722549953,4,10000,False,0.3142705193879958,0.020735886409082097
Brazil,infectious_duration_symptomatic,16.40584508412124,4.622888385841788,4.0321277721368025,8.135579493520936,4,10000,False,21.882916689481483,2.832994437943028
Brazil,infectious_duration_asymptomatic,13.869514311391917,4.2535216551208075,4.040984842977657,13.599790795498368,4,10000,False,12.781413517093059,2.5967106060534184
Brazil,fitness_R,50.13639170956997,3.729580665897327,4.007240024729966,13.627320490398377,4,10000,False,1.0479082796046515,0.1614035858279913
Brazil,resistance_prevalence,8.789583103210536,3.3555361791044556,4.102187839365707,14.79059072304232,4,10000,False,0.07863687492829281,0.04342374640212881
Brazil,reporting_trend_end_multiplier,23.81439690409108,3.51962400652465,4.0161645559679835,9.42474929887627,4,10000,False,1.750397359773645,0.6248994571320783
China,beta_S,13.722230266396986,4.682428164385898,4.046884102634919,5.83206731069982,4,10000,False,0.009675684554934023,0.00033103071130337363
China,reporting_multiplier,6.133540239219404,4.125921095050358,4.19240853646666,7.330975683723737,4,10000,False,0.8152386745513184,0.03954200363582566
China,VE_sus,30.411759519675044,7.853156433802566,4.011349805472755,4.1855545076446266,4,10000,False,0.19572997492087746,0.03271280364195174
China,VE_inf,18.373876535522275,6.406414844217448,4.0191883331544505,4.1855545076446266,4,10000,False,0.26592504288160174,0.019496161575719078
China,VE_dur,13.46443669324161,4.489012784992902,4.048732524666176,9.436196140780591,4,10000,False,9.711910414823338e-10,6.149450660425741e-10
China,relative_infectiousness_asymptomatic,5.638020686088118,4.145921204327584,4.227284778771449,4.1855545076446266,4,10000,False,0.33519485949756783,0.013168528229359702
China,infectious_duration_symptomatic,9.943659789188883,4.7909114693380825,4.080218398850489,4.1855545076446266,4,10000,False,20.758642231175966,0.9905037518338039
China,infectious_duration_asymptomatic,7.743766179080346,3.3583286011460753,4.128779493657442,6.17351275356332,4,10000,False,13.581433039146615,0.7255970020819723
China,fitness_R,6.175355575344173,3.6722786129762626,4.130890694911637,4.054088517253702,4,10000,False,0.9987829852911289,0.0031104336606201555
China,resistance_prevalence,11.916537274361518,3.919839700624777,4.0547513612696395,14.458884368964325,4,10000,False,0.99681092568448,0.0012752490529474103
China,reporting_trend_end_multiplier,17.747986099384658,5.217074103338167,4.027521871684842,4.054088517253702,4,10000,False,1.7372303387280583,0.2562229803212006
Japan,beta_S,24.22310671016552,3.9686527020601505,4.016184803979563,4.3594740881404475,4,10000,False,0.009745770169420012,0.0008230146268189439
Japan,reporting_multiplier,7.337879304537963,2.015351115285841,4.142230723944839,4.155842711694259,4,10000,False,13.531187563377765,7.25616294929866
Japan,VE_sus,34.23137454214718,3.4571285812771158,4.010248274632745,24.137450385628895,4,10000,False,0.29687933526700827,0.18282872738582479
Japan,VE_inf,40.89588442319767,4.333384019666931,4.008299373573044,7.373285157404928,4,10000,False,0.3979061492416854,0.22756401324120012
Japan,VE_dur,9.401847864085234,4.488728216405236,4.075563866749228,10.34069013724654,4,10000,False,1.526218226079678e-08,2.550489366798146e-08
Japan,relative_infectiousness_asymptomatic,25.93264264522008,3.888400587197364,4.014095806394455,9.600773858814026,4,10000,False,0.3265335361587891,0.03635411232664726
Japan,infectious_duration_symptomatic,21.355261299333666,3.3767772609156492,4.018276132321329,11.808314731313509,4,10000,False,24.590111325333023,5.272410931665802
Japan,infectious_duration_asymptomatic,23.56574088087305,2.9062554949195674,4.017533618854337,13.490289754314544,4,10000,False,13.9373692232582,1.8036509587806904
Japan,fitness_R,21.00161221234858,4.238566804402299,4.021128234757798,4.155842711694259,4,10000,False,1.102355691128695,0.07149062112533264
Japan,resistance_prevalence,217.8980370879553,3.4873436348964804,4.004915608452914,4.54138989603105,4,10000,False,0.2280628743019426,0.3488575196560917
Japan,reporting_trend_end_multiplier,81.71101479195598,4.0503108353964,4.005794126101247,13.43596039958526,4,10000,False,0.8581773414705687,0.5556059126711357
New_Zealand,beta_S,6.032386927620841,2.6769227029540543,4.136418101560991,34.27336854268821,4,10000,False,0.009788363848297068,0.0003992736123313718
New_Zealand,reporting_multiplier,2.240596713805041,1.7126623155241512,5.089364239090597,35.0588834622449,4,10000,False,0.27322835438149584,0.02111819491256595
New_Zealand,VE_sus,6.6615492687974545,2.9407228311465947,4.117090909374658,21.978269882193857,4,10000,False,0.44283084840657505,0.12623455311869902
New_Zealand,VE_inf,3.5639743757378297,2.4935987398030037,4.419777419973782,66.02428923968574,4,10000,False,0.5720389170035501,0.07131708180416219
New_Zealand,VE_dur,5.654990325573238,3.24033496785863,4.222292178299884,14.062423575760963,4,10000,False,2.7485153469039057e-09,2.6860191352893786e-09
