country,fitness_R,fitness_label,annualized_reported_cases_per_100k,annualized_reported_cases_per_100k_ratio_vs_neutral,annualized_infant_cases_per_100k,annualized_infant_cases_per_100k_ratio_vs_neutral,resistant_infections,resistant_infections_ratio_vs_neutral,resistant_fraction_end,resistant_fraction_end_ratio_vs_neutral
Brazil,1.1,moderate_advantage,8.837372704094223,7.452739760911953,240.46121636655838,7.901252332228982,31094351.721879173,11.820036945623594,0.9985959646144357,1.2631497835855112
Brazil,1.15,strong_advantage,14.855629441680161,12.5280605356942,415.7522856659595,13.66109581571817,51886740.0746007,19.723941832117536,0.9988535919016136,1.2634756629837625
China,0.85,moderate_cost,15.45862360845713,0.7750371194735738,210.17771491575928,0.7580890743883608,848889.6280105114,0.005721412619672304,0.002194829844163941,0.0022394071101693885
China,0.9,mild_cost,15.458482067671829,0.7750300231521091,210.17821217896417,0.7580908679648248,1638259.679660236,0.011041670549651618,0.003845990254622953,0.003924102793091734
China,0.95,near_neutral,15.53570373199573,0.778901626329368,211.09802477195365,0.7614085359559799,5990282.159823051,0.04037377158787136,0.011871678725496831,0.012112793990939773
China,1.0,neutral,19.945655788663444,1.0,277.2467273523685,1.0,148370635.79223758,1.0,0.9800941660839527,1.0
China,1.05,mild_advantage,35.12331425976318,1.7609505865295385,500.4261183925206,1.804984762747085,288789148.4897179,1.9464036596439975,0.9973553742992323,1.0176117854922533
China,1.1,moderate_advantage,46.561187385987154,2.334402432255511,684.9713663574419,2.4706202049659294,381852806.56607115,2.5736413713342654,0.9936758324835697,1.0138575117265352
China,1.15,strong_advantage,54.963239419899374,2.7556496513460815,829.2642457325773,2.991069556174124,447875447.4949106,3.018625923542362,0.9955305356073167,1.0157498841004649
Japan,0.85,moderate_cost,11.332603059413211,0.7516226015619036,328.7764669610947,0.7351097505927381,148438.30898130278,0.005758112135489661,0.000979640432207336,0.000989756036696631
Japan,0.9,mild_cost,11.331711962600881,0.7515635005327036,328.7814207790688,0.7351208268109635,332069.5562848591,0.012881403426061401,0.0018754325413027763,0.0018947979464151667
Japan,0.95,near_neutral,11.606102430460563,0.7697621505882329,335.73791725759025,0.7506748244513429,2469533.9023402743,0.09579638322247258,0.012238146531673617,0.012364515601310227
Japan,1.0,neutral,15.07751767424713,1.0,447.24813770459946,1.0,25778988.92701571,1.0,0.9897796991235775,1.0
Japan,1.05,mild_advantage,18.56919201328653,1.2315815119224358,566.9759289953927,1.2676988034098235,33854031.442329645,1.313241242244823,0.9906581015520838,1.000887472666174
Japan,1.1,moderate_advantage,21.697468403039508,1.4390610491605964,680.0643526658731,1.5205526760964294,39576975.24070812,1.535241562528175,0.9976660125841401,1.0079677462242818
Japan,1.15,strong_advantage,27.564513412706685,1.828186443434766,886.5197657481592,1.9821653596994784,49616572.93027947,1.9246904163212775,0.9998009328251828,1.010124711297351
New_Zealand,0.85,moderate_cost,30.497337450719783,0.8974933786313205,1256.117470882458,0.8465098598357451,41297.50745451792,0.013485929672635866,0.0004841558481019436,0.000484742926367786
New_Zealand,0.9,mild_cost,30.38255409898594,0.8941154674177695,1252.0609935515588,0.8437761600533561,197339.58998183638,0.06444233553448266,0.003457139161723526,0.003461331223580875
New_Zealand,0.95,near_neutral,33.05405901227167,0.9727340673047048,1403.6734591450052,0.9459492847601532,2885438.6557366727,0.9422559661457898,0.9979749818541093,0.9991851075274806
New_Zealand,1.0,neutral,33.98057097337954,1.0,1483.87813359456,1.0,3062266.2624671836,1.0,0.9987888874000876,1.0
New_Zealand,1.05,mild_advantage,36.42160704792343,1.071836228898455,1642.8873201936158,1.1071578473994157,3254792.8503499283,1.062870623055368,0.9989665387235401,1.0001778667401025
New_Zealand,1.1,moderate_advantage,38.67740049270379,1.138221029982214,1800.3498929615682,1.213273416598157,3415274.4305014964,1.115276771442436,0.9994517082897518,1.0006636246137957
New_Zealand,1.15,strong_advantage,39.95648022692262,1.175862532098846,1899.316582705331,1.2799680376072455,3523614.9838043684,1.150655978871507,0.9995859687494292,1.0007980478751786
South_Africa,0.85,moderate_cost,1.5004964106843883,0.6335361257884118,37.0820752768256,0.629674462566229,15645.891368698376,0.006524075141099382,0.0033199677259789398,0.003414902833663602
South_Africa,0.9,mild_cost,1.5007561810994585,0.6336458054525457,37.09429881433801,0.6298820250976227,26703.106589121242,0.011134749039402685,0.005502906848034636,0.005660263514519336
South_Africa,0.95,near_neutral,1.5073604928855275,0.636434262707526,37.28083690957513,0.6330495467098763,67311.0041037963,0.028067563441899913,0.013781723520776001,0.01417581452241046
South_Africa,1.0,neutral,2.3684464856949985,1.0,58.89086739471399,1.0,2398177.677343836,1.0,0.9721997631239149,1.0
South_Africa,1.05,mild_advantage,6.215321662866726,2.6242187443989886,159.06425703439166,2.701000410951141,7527751.452064598,3.138946510586386,0.9955559566402744,1.0240240683059934
South_Africa,1.1,moderate_advantage,12.137597623250823,5.124708409735995,321.98762703157365,5.467530727191752,14669722.508265872,6.1170290453681915,0.9993128010140142,1.0278883403581365
South_Africa,1.15,strong_advantage,16.439859526485915,6.941199484885888,453.4609424743579,7.700021455534891,19660699.032155488,8.198182819352736,0.998315203065598,1.0268622159069118
Sweden,0.85,moderate_cost,9.88752961632928,0.6930820171879989,317.46701714654887,0.6770590778957712,12775.509686939164,0.004845954371131744,0.0008411534067857352,0.0008456268753589501
Sweden,0.9,mild_cost,9.887455671339241,0.6930768338970409,317.5010198246691,0.6771315951043335,25464.164674845582,0.009658963371100617,0.0016175272227780544,0.0016261296455216865
Sweden,0.95,near_neutral,10.032128149820847,0.703217879952875,321.78665884502044,0.6862715392452827,221087.49121971126,0.08386200791456631,0.02410652771964836,0.024234732388729193
Sweden,1.0,neutral,14.266031106167457,1.0,468.8911610685483,1.0,2636324.799722685,1.0,0.9947098789033686,1.0
Sweden,1.05,mild_advantage,18.08928442375578,1.2679969845246912,611.4674439660223,1.3040711677579062,3458165.879524289,1.3117374156204324,0.9966325937710141,1.0019329403562023
Sweden,1.1,moderate_advantage,22.235948265958353,1.558663940971316,772.8680634039844,1.6482888302750434,4210415.399433318,1.5970776438002674,0.9994708716179588,1.0047863128893815
Sweden,1.15,strong_advantage,28.56775407927319,2.002501877829416,1027.033092653739,2.190344322791776,5301416.078081618,2.010911583671054,0.999663957672563,1.004980425824921
Thailand,0.85,moderate_cost,0.438120197488852,0.6010965065766375,13.682614486980993,0.5998491798534508,11957.478599689046,0.02578231392288292,0.022740972011354145,0.03718879238798731
Thailand,0.9,mild_cost,0.4408884786770593,0.6048945605376069,13.769031222174398,0.6036377107501373,18990.061035919367,0.04094573207561606,0.0326572163935915,0.053405036505233004
Thailand,0.95,near_neutral,0.4497119923445115,0.6170003325874601,14.044277034183931,0.6157045547549226,39605.062041078236,0.08539510516078927,0.061630873674507654,0.10078627090465596
Thailand,1.0,neutral,0.7288683143145057,1.0,22.810091180459384,1.0,463786.09132814355,1.0,0.6115006847788882,1.0
Thailand,1.05,mild_advantage,3.840594226066481,5.269256669057601,124.95405294920177,5.478016372694099,4627199.502996155,9.977012225065332,0.9813957560781987,1.6048972315265035
Thailand,1.1,moderate_advantage,7.181806708826624,9.853366606533102,240.96226879575036,10.563845049518013,8768905.68526877,18.90722005085851,0.9971376171511938,1.6306402298008016
Thailand,1.15,strong_advantage,12.576135560513892,17.25433156240526,431.4913453651749,18.91668656435791,15288537.465085229,32.96463121889548,0.9986965575115995,1.6331895979359647
United_Kingdom,0.85,moderate_cost,25.164297322086316,0.732977139785387,1026.6610358232585,0.700305327045044,356818.952142095,0.009356271266187335,0.0005545862067909146,0.0005552570558699153
United_Kingdom,0.9,mild_cost,25.103222851699154,0.7311981832723038,1024.7223536884362,0.6989829145066404,1322751.1384151308,0.03468430809062409,0.001846980127705351,0.0018492143068148052
United_Kingdom,0.95,near_neutral,28.249239965211405,0.8228343055157882,1178.1667310572773,0.8036502887684298,30604400.308469694,0.80248840344949,0.9967420857800997,0.9979477838339983
United_Kingdom,1.0,neutral,34.33162639895472,1.0,1466.019172173487,1.0,38136875.46999673,1.0,0.9987918225047142,1.0
United_Kingdom,1.05,mild_advantage,38.948299767752175,1.1344729001518559,1711.310754834474,1.167318127427572,43436178.707498245,1.1389548349777794,0.9995609112566244,1.0007700190716236
United_Kingdom,1.1,moderate_advantage,42.642120724288844,1.2420652674231347,1954.9319363651673,1.3334968419729663,46807181.54465978,1.2273470484356854,0.9996586611786954,1.0008678872358079
United_Kingdom,1.15,strong_advantage,39.88972194522591,1.1618943268717503,1918.6435533266908,1.3087438348314047,43561776.187504284,1.1422481692758355,0.9996310963711171,1.0008402890847647
United_States,0.85,moderate_cost,1.1739771392810214,0.6116109644000496,29.214956137713575,0.6087231882078007,83386.78076258214,0.010164381044042069,0.005576046008636854,0.006073952014225408
United_States,0.9,mild_cost,1.177301586476494,0.6133429132492114,29.297293124725027,0.6104387626897468,134488.55726509145,0.016393401083535625,0.008663171777479866,0.009436738790515861
United_States,0.95,near_neutral,1.1782660220356422,0.6138453586058507,29.316278493986513,0.6108343420790048,304288.6677379244,0.03709108251916163,0.019094994357527265,0.020800057829486785
United_States,1.0,neutral,1.9194834749776213,1.0,47.99382823533974,1.0,8203822.78087262,1.0,0.9180260225266119,1.0
United_States,1.05,mild_advantage,5.998400127091252,3.125007433138327,156.31091085352344,3.256896076033909,34470928.76066799,4.201812945184245,0.9915702623518915,1.0801112800951649
United_States,1.1,moderate_advantage,11.474683817629048,5.978006045487225,304.10457242395654,6.336326640433163,66060347.560969725,8.052385982177817,0.9991204232018361,1.0883356230491532
United_States,1.15,strong_advantage,16.98577311853141,8.849137458049459,462.3363955225372,9.63324686781499,96692340.17269248,11.786254134856819,0.9984979216082852,1.087657535959816
