country,parameter,rhat,rhat_rank,bulk_ess,tail_ess,n_chains,total_draws,converged,mean,sd
Japan,beta_S,0.9912990157979585,0.9962969902328782,196.53881986516572,168.79581070416612,4,240,True,0.011772784685542345,7.290489902045277e-06
Thailand,beta_S,0.9882029541136583,0.9879397401039952,240.0,98.34320920720718,4,240,True,0.009200655753785227,4.21015929393941e-06
