country,strategy,rank,rank_acceptability_probability,probability_rank_1,probability_top_2,probability_top_3,probability_within_10_percent_of_best,mean_rank,median_rank,median_infant_cases_per_100k,q025_infant_cases_per_100k,q975_infant_cases_per_100k,median_relative_reduction_vs_current,n_psa_samples,n_rank_observations
Brazil,transmission_blocking_vaccine,1,0.0,0.0,0.0234375,0.8984375,0.0078125,3.1484375,3.0,185.96588476671104,0.19646347728688007,1801.4099342855548,0.5119080214569176,128,128
Brazil,adolescent_booster,1,0.0,0.0,0.0,0.0,0.0,9.09375,9.0,563.962336102499,0.31533103711062743,2454.7897674551323,0.023201197025363163,128,128
Brazil,cocooning_adjunct,1,0.0,0.0,0.0,0.0,0.0,6.21875,6.0,446.17289482784054,0.28735696856747855,2405.454276670637,0.20426588934128903,128,128
Brazil,current,1,0.0,0.0,0.0,0.0,0.0,10.4140625,11.0,575.7779481547564,0.3545154395585614,2563.538241715246,0.0,128,128
Brazil,higher_child_coverage,1,0.0,0.0,0.0,0.0,0.0,11.828125,12.0,591.3102506904042,0.36796972815882,2557.9152821722078,-0.02911916244946744,128,128
Brazil,maternal_immunization,1,0.0,0.0,0.0,0.0078125,0.0,5.09375,5.0,426.5248280596269,0.2751923842544755,2347.5564982521887,0.23004221215154363,128,128
Brazil,pregnancy_tdap_scaleup,1,0.0,0.0,0.0,0.0,0.0,7.703125,8.0,517.8608312165768,0.31131337814715004,2290.7744249438233,0.10946232452111354,128,128
Brazil,resistance_guided_treatment,1,0.0,0.0,0.0,0.0,0.0,8.296875,9.0,504.7588754203066,0.3276842340358944,2527.619217711498,0.06695118331257616,128,128
Brazil,targeted_pep_high_risk,1,0.0,0.0,0.0,0.0,0.0,8.59375,9.0,549.9291789952097,0.34703245226702406,2523.0809039455967,0.059613262464685346,128,128
China,combined_strategy,1,0.9765625,0.9765625,1.0,1.0,1.0,1.0234375,1.0,173.22619779205252,0.19793743021980323,2035.7922587149114,0.7487312980798447,128,128
China,next_generation_vaccine,1,0.0234375,0.0234375,0.96875,0.9921875,0.078125,2.015625,2.0,352.7583952220606,0.3053845253264029,2300.6059071399013,0.6109991130044884,128,128
China,timeliness_only,1,0.0,0.0,0.015625,0.140625,0.0,4.7734375,4.0,878.0813759718495,0.5992153857050491,2944.1474844311483,0.2759595207708818,128,128
China,transmission_blocking_vaccine,1,0.0,0.0,0.015625,0.8671875,0.0,3.171875,3.0,638.2600158500363,0.3813968440862301,2861.4746900804803,0.4397965479064649,128,128
China,adolescent_booster,1,0.0,0.0,0.0,0.0,0.0,9.3203125,9.0,1162.512602324448,0.6136303757562194,4176.211369448669,0.012736301807255879,128,128
China,cocooning_adjunct,1,0.0,0.0,0.0,0.0,0.0,6.4296875,7.0,990.612290670838,0.5698677245586719,3843.511889121485,0.15556984278222574,128,128
China,current,1,0.0,0.0,0.0,0.0,0.0,10.1953125,10.0,1183.1079993022404,0.8481965908523605,4052.3082179057683,0.0,128,128
China,higher_child_coverage,1,0.0,0.0,0.0,0.0,0.0,11.7734375,12.0,1210.3486267667922,0.875641878284698,4175.64890859564,-0.02557170075856119,128,128
China,maternal_immunization,1,0.0,0.0,0.0,0.0,0.0,4.75,5.0,871.7313851256303,0.5015822581700508,3534.4495850308285,0.23997291889662759,128,128
China,pregnancy_tdap_scaleup,1,0.0,0.0,0.0,0.0,0.0,7.34375,7.0,1045.590664209384,0.7316794258393424,3568.390098383159,0.1283210983342214,128,128
China,resistance_guided_treatment,1,0.0,0.0,0.0,0.0,0.0,7.703125,8.0,949.5940127405053,0.7012092259745812,3993.560968274915,0.08885993572746986,128,128
China,targeted_pep_high_risk,1,0.0,0.0,0.0,0.0,0.0,9.5,9.0,1111.4873215264345,0.8619850851578296,4181.7272957570585,0.01672342753064948,128,128
Japan,combined_strategy,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,352.2328702858857,0.25453781901852174,1807.4586746565813,0.6585641325839945,128,128
Japan,next_generation_vaccine,1,0.0,0.0,0.984375,1.0,0.0546875,2.015625,2.0,531.5306881173291,0.4115123102820109,2101.352356992888,0.47659161072474654,128,128
Japan,transmission_blocking_vaccine,1,0.0,0.0,0.015625,0.828125,0.0,3.171875,3.0,747.4058885791437,0.5959636157527564,2409.748615633621,0.33837591472537076,128,128
Japan,adolescent_booster,1,0.0,0.0,0.0,0.0,0.0,9.640625,10.0,1088.1417762298645,0.8909756509864641,3387.171438172001,0.005099746167905206,128,128
Japan,cocooning_adjunct,1,0.0,0.0,0.0,0.0,0.0,6.3125,6.0,927.0350955561398,0.7441330522629664,3259.056272369159,0.16778990213090084,128,128
Japan,current,1,0.0,0.0,0.0,0.0,0.0,10.328125,10.0,1082.5643675386204,1.220413803436393,3399.787669270079,0.0,128,128
Japan,higher_child_coverage,1,0.0,0.0,0.0,0.0,0.0,11.9296875,12.0,1101.8087443148304,1.2675377203250682,3450.1538286763953,-0.017364131908760405,128,128
Japan,maternal_immunization,1,0.0,0.0,0.0,0.0,0.0,4.7265625,5.0,841.0426406552757,0.6619540455572946,3004.084969384608,0.24072617712040223,128,128
Japan,pregnancy_tdap_scaleup,1,0.0,0.0,0.0,0.0,0.0,7.078125,7.0,931.6444836495896,1.0574083091055195,2904.677544303752,0.1425587306584612,128,128
Japan,resistance_guided_treatment,1,0.0,0.0,0.0,0.0,0.0,8.203125,8.0,934.5853584433514,1.0236336286109242,3319.033787831413,0.06282329026995603,128,128
Japan,targeted_pep_high_risk,1,0.0,0.0,0.0,0.0,0.0,8.90625,9.0,1013.607691914771,1.2512697131686745,3409.5700096382675,0.037048861708872005,128,128
Japan,timeliness_only,1,0.0,0.0,0.0,0.171875,0.0,4.6875,4.0,797.8889274876628,0.8255283327985798,2478.888649951152,0.273064820943215,128,128
New_Zealand,next_generation_vaccine,1,0.578125,0.578125,0.9453125,0.9765625,0.6953125,1.5,1.0,1156.819204763349,5.264547215107764,3265.006285049532,0.5459477682160495,128,128
New_Zealand,combined_strategy,1,0.4140625,0.4140625,0.984375,1.0,0.6484375,1.6015625,2.0,1139.3751808927998,4.831399981780068,3451.7725261535393,0.548087736196901,128,128
New_Zealand,transmission_blocking_vaccine,1,0.0078125,0.0078125,0.0703125,0.8984375,0.0859375,3.0234375,3.0,1420.999414213402,61.58467695714598,3888.7120242050814,0.4465244266131604,128,128
New_Zealand,adolescent_booster,1,0.0,0.0,0.0,0.0,0.0,10.5234375,11.0,2344.048156830476,542.5032854176827,6323.180750549713,-0.0001922173316172282,128,128
New_Zealand,cocooning_adjunct,1,0.0,0.0,0.0,0.0,0.0,6.609375,6.0,2144.6687742814374,386.7178756573915,6034.1160066963,0.1329031268364485,128,128
New_Zealand,current,1,0.0,0.0,0.0,0.0,0.0,10.0703125,10.0,2329.6531922596723,540.6006644028861,6188.814572543722,0.0,128,128
New_Zealand,higher_child_coverage,1,0.0,0.0,0.0,0.0,0.0,11.8125,12.0,2391.775636807495,558.3179579714279,6328.788523565006,-0.026756805896756997,128,128
New_Zealand,maternal_immunization,1,0.0,0.0,0.0,0.0,0.0,7.703125,8.0,2172.872616686768,429.5925196811977,6019.523774929244,0.0969934146473802,128,128
New_Zealand,pregnancy_tdap_scaleup,1,0.0,0.0,0.0,0.0,0.0,5.578125,5.0,2057.3975472557595,420.3345824363144,5476.90837458596,0.16702176771175714,128,128
New_Zealand,resistance_guided_treatment,1,0.0,0.0,0.0,0.0,0.0,8.359375,9.0,2166.3445222902296,435.15748849980116,5587.682263695311,0.03362052405572269,128,128
New_Zealand,targeted_pep_high_risk,1,0.0,0.0,0.0,0.0,0.0,7.328125,7.0,2092.881374675036,414.8547104211475,5881.439158430068,0.12416453500241537,128,128
New_Zealand,timeliness_only,1,0.0,0.0,0.0,0.125,0.0,3.890625,4.0,1609.3424510079137,317.0034809777051,4416.671551969392,0.34809272412857556,128,128
South_Africa,combined_strategy,1,0.8828125,0.8828125,1.0,1.0,0.921875,1.1171875,1.0,1.6198670520351195,0.0841912125502176,1328.953412922747,0.8345784881185769,128,128
South_Africa,next_generation_vaccine,1,0.1171875,0.1171875,0.96875,0.9921875,0.171875,1.921875,2.0,7.701913874106367,0.1342234812981174,1858.6180178112252,0.759723736366059,128,128
South_Africa,transmission_blocking_vaccine,1,0.0,0.0,0.0234375,0.9765625,0.0078125,3.0546875,3.0,177.18470629378004,0.16428494514962327,1932.666760465089,0.5444029081049515,128,128
South_Africa,timeliness_only,1,0.0,0.0,0.0078125,0.0234375,0.0,5.1875,5.0,475.21610653730454,0.20803118169933182,2193.453833907691,0.24254278193554185,128,128
South_Africa,adolescent_booster,1,0.0,0.0,0.0,0.0,0.0,9.2578125,10.0,612.5014820541664,0.2596736437228064,2783.8940274196343,0.03925992465756639,128,128
South_Africa,cocooning_adjunct,1,0.0,0.0,0.0,0.0,0.0,7.2890625,7.0,537.8127460518435,0.256892073249326,2671.607487655587,0.1414740190317722,128,128
South_Africa,current,1,0.0,0.0,0.0,0.0,0.0,11.546875,12.0,625.0236458118409,0.30338208455620097,2809.5643623870214,0.0,128,128
South_Africa,higher_child_coverage,1,0.0,0.0,0.0,0.0,0.0,8.53125,9.0,568.4971628462073,0.2546784754264695,2631.156114042669,0.09294154767416962,128,128
South_Africa,maternal_immunization,1,0.0,0.0,0.0,0.0078125,0.0,4.1953125,4.0,437.7125738578753,0.20221558743375878,2258.8039044281727,0.2949984714065339,128,128
South_Africa,pregnancy_tdap_scaleup,1,0.0,0.0,0.0,0.0,0.0,7.703125,7.0,541.2858580397681,0.2556096424426351,2427.1766409125785,0.13953422347659866,128,128
South_Africa,resistance_guided_treatment,1,0.0,0.0,0.0,0.0,0.0,8.7890625,10.0,498.73333094816695,0.27959519297435603,2635.4420768503674,0.07877424860628307,128,128
South_Africa,targeted_pep_high_risk,1,0.0,0.0,0.0,0.0,0.0,9.40625,10.0,610.2181645755118,0.29784588883993246,2776.002044215785,0.053640440449188476,128,128
Sweden,next_generation_vaccine,1,0.640625,0.640625,0.984375,1.0,0.8828125,1.375,1.0,240.62114139882783,0.2180931651561088,1841.4950827743091,0.722833694013489,128,128
Sweden,combined_strategy,1,0.359375,0.359375,1.0,1.0,0.4375,1.640625,2.0,337.0625141317533,0.2310789975753861,1989.4198550127653,0.6719922617370149,128,128
Sweden,timeliness_only,1,0.0,0.0,0.0078125,0.0703125,0.0,4.0,4.0,734.1667743692296,0.5050444902837254,2676.6184817330436,0.34453584182614655,128,128
Sweden,transmission_blocking_vaccine,1,0.0,0.0,0.0078125,0.9296875,0.015625,3.0625,3.0,545.5885390541766,0.29001638612192426,2327.1683528350995,0.5358730236422184,128,128
Sweden,adolescent_booster,1,0.0,0.0,0.0,0.0,0.0,10.421875,11.0,1167.269577346189,0.8707577594024,3661.8462577573705,-6.0702406328161373e-05,128,128
Sweden,cocooning_adjunct,1,0.0,0.0,0.0,0.0,0.0,6.1015625,6.0,974.9396854640222,0.6809860884620001,3513.0239278204117,0.13051160143467622,128,128
Sweden,current,1,0.0,0.0,0.0,0.0,0.0,10.234375,10.0,1168.0073775315118,0.8723261002726703,3661.5069120713565,0.0,128,128
Sweden,higher_child_coverage,1,0.0,0.0,0.0,0.0,0.0,11.921875,12.0,1207.4986096160735,0.9203705584494022,3830.6171456744955,-0.04565216040359532,128,128
Sweden,maternal_immunization,1,0.0,0.0,0.0,0.0,0.0,7.28125,7.0,987.5852230663907,0.6972273601563646,3539.8647738496165,0.11564811663607477,128,128
Sweden,pregnancy_tdap_scaleup,1,0.0,0.0,0.0,0.0,0.0,6.328125,6.0,976.7775790779003,0.7044338274073189,3194.771079782016,0.147215040174502,128,128
Sweden,resistance_guided_treatment,1,0.0,0.0,0.0,0.0,0.0,7.9375,9.0,953.5708816620931,0.7614485504662697,3573.7037628510943,0.05928527454583393,128,128
Sweden,targeted_pep_high_risk,1,0.0,0.0,0.0,0.0,0.0,7.6953125,8.0,1064.1477959536041,0.7950287726138835,3703.207317071007,0.11216436995154222,128,128
Thailand,combined_strategy,1,0.984375,0.984375,1.0,1.0,1.0,1.015625,1.0,10.86427834268542,0.15253729771667138,1378.1573374111747,0.7431310254245728,128,128
Thailand,next_generation_vaccine,1,0.0078125,0.0078125,0.9140625,0.96875,0.0546875,2.1328125,2.0,132.5552478198531,0.21949871205676647,2048.594914295264,0.6254803584046515,128,128
Thailand,timeliness_only,1,0.0078125,0.0078125,0.0703125,0.125,0.015625,4.9921875,5.0,462.6257784745236,0.32924379887718935,1865.6065758786679,0.26486270111823634,128,128
Thailand,maternal_immunization,1,0.0,0.0,0.0078125,0.03125,0.0,4.3203125,4.0,395.32053060226065,0.3196264775403039,2110.8023574820386,0.29409952372169,128,128
Thailand,transmission_blocking_vaccine,1,0.0,0.0,0.0078125,0.875,0.0,3.421875,3.0,253.40707372506353,0.26493376190689893,2394.9911888510183,0.442395830207694,128,128
Thailand,adolescent_booster,1,0.0,0.0,0.0,0.0,0.0,9.203125,9.0,597.1341646068487,0.40585465251752667,2510.166541425107,0.06121367323952309,128,128
Thailand,cocooning_adjunct,1,0.0,0.0,0.0,0.0,0.0,6.15625,6.0,450.32969943869654,0.3670886816280415,2377.110306503543,0.20531710157581967,128,128
Thailand,current,1,0.0,0.0,0.0,0.0,0.0,11.1953125,11.0,606.6635547305073,0.4550741523732859,2503.035864915392,0.0,128,128
Thailand,higher_child_coverage,1,0.0,0.0,0.0,0.0,0.0,10.6328125,11.0,604.2583883010077,0.45509126754929435,2504.5990469508406,0.003665581179724875,128,128
Thailand,pregnancy_tdap_scaleup,1,0.0,0.0,0.0,0.0,0.0,7.28125,7.0,527.1114276181638,0.38195090130814663,2154.192428269313,0.14040844414756165,128,128
Thailand,resistance_guided_treatment,1,0.0,0.0,0.0,0.0,0.0,8.6640625,9.0,562.1425104268365,0.4265362716486345,2502.4933133021595,0.078672248066323,128,128
Thailand,targeted_pep_high_risk,1,0.0,0.0,0.0,0.0,0.0,8.984375,9.0,565.4503076995234,0.4481764536070928,2459.9040296387193,0.048087619169775275,128,128
United_Kingdom,combined_strategy,1,0.8203125,0.8203125,1.0,1.0,0.9609375,1.1796875,1.0,890.550391465221,0.4998238080189076,3077.0457361621698,0.6190333839991797,128,128
United_Kingdom,next_generation_vaccine,1,0.1796875,0.1796875,0.9375,1.0,0.265625,1.8828125,2.0,1057.3750319324004,1.7100153040306096,3512.9375529072104,0.523273230219609,128,128
United_Kingdom,transmission_blocking_vaccine,1,0.0,0.0,0.0546875,0.84375,0.0078125,3.15625,3.0,1405.4423351465916,39.093549175683194,4095.208030719698,0.39866977711190954,128,128
United_Kingdom,timeliness_only,1,0.0,0.0,0.0078125,0.15625,0.0,3.96875,4.0,1518.1089821837743,240.60209679734567,4047.6984987362885,0.3101561880186766,128,128
United_Kingdom,adolescent_booster,1,0.0,0.0,0.0,0.0,0.0,10.1484375,10.0,2249.646193231306,280.2342127289827,5751.761233907291,0.00011657719332963667,128,128
United_Kingdom,cocooning_adjunct,1,0.0,0.0,0.0,0.0,0.0,6.875,7.0,1953.62285642249,222.99964927664269,5493.6186511626265,0.12299753744427877,128,128
United_Kingdom,current,1,0.0,0.0,0.0,0.0,0.0,10.265625,10.0,2210.844524362037,360.61100208178294,5863.352219900682,0.0,128,128
United_Kingdom,higher_child_coverage,1,0.0,0.0,0.0,0.0,0.0,11.625,12.0,2231.725860554623,380.9639514233421,5866.9557655422595,-0.027076290207798226,128,128
United_Kingdom,maternal_immunization,1,0.0,0.0,0.0,0.0,0.0,5.5859375,5.0,1861.5707059920605,208.33254627128667,5308.925500590631,0.15685723297471937,128,128
United_Kingdom,pregnancy_tdap_scaleup,1,0.0,0.0,0.0,0.0,0.0,6.8125,7.0,1949.066516381377,317.96729894597206,5194.449779909712,0.12043691947038326,128,128
United_Kingdom,resistance_guided_treatment,1,0.0,0.0,0.0,0.0,0.0,8.2734375,9.0,1935.2247532723957,250.24687021276011,5487.809989138901,0.0493532707081375,128,128
United_Kingdom,targeted_pep_high_risk,1,0.0,0.0,0.0,0.0,0.0,8.2265625,8.0,1972.6318530551418,307.7465463835786,5637.431886359677,0.07467182474868006,128,128
United_States,next_generation_vaccine,1,0.7421875,0.7421875,1.0,1.0,1.0,1.2578125,1.0,1.5732786116547308,0.12775467998896772,948.01160233783,0.8203399796495341,128,128
United_States,combined_strategy,1,0.2578125,0.2578125,1.0,1.0,0.3359375,1.7421875,2.0,4.331717843434323,0.12613165754239877,1025.6694289122547,0.7208087642326662,128,128
United_States,adolescent_booster,1,0.0,0.0,0.0,0.0,0.0,10.6171875,11.0,484.9213390251925,0.2999055562216211,1938.4042336072014,-0.0001740457821047814,128,128
United_States,cocooning_adjunct,1,0.0,0.0,0.0,0.0,0.0,6.7734375,7.0,427.0560860046886,0.26754126312420295,1817.6735573116823,0.13086364747449203,128,128
United_States,current,1,0.0,0.0,0.0,0.0,0.0,10.15625,10.0,484.7745692058521,0.30013043566800834,1938.3038921004106,0.0,128,128
United_States,higher_child_coverage,1,0.0,0.0,0.0,0.0,0.0,11.9765625,12.0,506.25835466637034,0.3176851372266007,2027.8880136374232,-0.04623861057602041,128,128
United_States,maternal_immunization,1,0.0,0.0,0.0,0.0,0.0,5.578125,5.0,412.8146157998511,0.2594031332620379,1793.1060699141217,0.14976373294732132,128,128
United_States,pregnancy_tdap_scaleup,1,0.0,0.0,0.0,0.0,0.0,6.8984375,7.0,431.80709091055144,0.26104877783837993,1726.1780308920618,0.11766937615085726,128,128
United_States,resistance_guided_treatment,1,0.0,0.0,0.0,0.0,0.0,8.796875,9.0,476.8045595690811,0.28496629469546014,1955.2702765067747,0.01626306921537274,128,128
United_States,targeted_pep_high_risk,1,0.0,0.0,0.0,0.0,0.0,7.03125,7.0,401.3076515516483,0.2943168988741124,1691.8496280268532,0.1218703549475369,128,128
United_States,timeliness_only,1,0.0,0.0,0.0,0.0,0.0,4.171875,4.0,339.8898360558196,0.19758922483009658,1386.3703780985638,0.31565748524895604,128,128
United_States,transmission_blocking_vaccine,1,0.0,0.0,0.0,1.0,0.0,3.0,3.0,74.67226171626544,0.16083378224319425,1208.130500936813,0.6039186290518991,128,128
