country,parameter,rhat,rhat_rank,bulk_ess,tail_ess,n_chains,total_draws,converged,mean,sd
South_Africa,beta_S,3.8930157437430677,3.246844714175839,5.099362882794552,6.070224161872645,4,80,False,0.009437790543329716,3.938847779272455e-05
South_Africa,VE_sus,4.919139480692512,3.1600794108094665,4.94036102826452,6.195917196538701,4,80,False,0.1551055780239775,0.0037136089111307283
South_Africa,VE_inf,3.7507371339202904,3.232872131389507,5.142054435487498,7.713161346742458,4,80,False,0.25613412891461174,0.0028356262779844718
South_Africa,relative_infectiousness_asymptomatic,3.3214989278087317,2.2826267330716328,5.281686101758843,14.927804516845612,4,80,False,0.34751125557032275,0.0026847900631774705
South_Africa,fitness_R,1.6789619467514914,1.6318045865979711,8.226448835440788,16.31863216143676,4,80,False,1.0046509251586713,0.0018536870792055637
Thailand,beta_S,139.04901735154695,7.998719613023606,4.70616565359086,6.195917196538701,4,80,False,0.009238714944148092,4.161609131040023e-05
Thailand,VE_sus,24.744164948185357,8.735197255211537,4.714202568386302,5.231164176212734,4,80,False,0.15264835902214527,0.007252050039929958
Thailand,VE_inf,11.505540144687409,7.317625324216261,4.7476517054492735,5.231164176212734,4,80,False,0.24809400281616778,0.008128993964976109
Thailand,relative_infectiousness_asymptomatic,11.997672429691558,4.891308865122119,4.744432525318243,5.231164176212734,4,80,False,0.34769414796036263,0.003107415966370977
Thailand,fitness_R,2.6861755470611284,2.791078568893343,5.629724057493966,6.070224161872645,4,80,False,0.9934018759078441,0.00360930863651131
Japan,beta_S,3.8135058331400535,3.1293454267523098,5.090277793987024,6.3661482592563345,4,80,False,0.011888915457458422,7.134272383581179e-05
Japan,VE_sus,17.829751999894473,3.269309968204237,4.7231380620857575,20.227225779797553,4,80,False,0.153091013156614,0.0037601412214302112
Japan,VE_inf,5.2554325271265885,6.825023049432927,4.910246344090194,13.142112125162972,4,80,False,0.25681855686463745,0.008160853587803463
Japan,relative_infectiousness_asymptomatic,10.232832800748191,6.55873977872823,4.760280747334882,6.195917196538701,4,80,False,0.34583372066173135,0.003710922026623478
Japan,fitness_R,4.760504841997508,2.8214002759258467,4.955888632235587,8.504340401309234,4,80,False,0.9989140903857887,0.006067078469382429
China,beta_S,2.9743539342025556,2.6131900490741726,5.419772899334936,9.70942366350939,4,80,False,0.009880173424321273,7.008366742114653e-05
China,VE_sus,7.927735194333753,4.616330094865552,4.791967244964648,9.28771102400325,4,80,False,0.1517197101386968,0.0037013684613246283
China,VE_inf,4.810171708938422,2.9045870292299574,4.951901277327988,6.005755515702548,4,80,False,0.2442931602149518,0.00391153004074487
China,relative_infectiousness_asymptomatic,5.553019242906687,3.4199616779286184,4.895701358283172,12.714812862414338,4,80,False,0.3596149094053048,0.007019904085051728
China,fitness_R,4.163257537410391,2.8128678351377436,5.046529568014068,14.927804516845612,4,80,False,1.0013480031221889,0.0031612499892788373
