analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_deaths,total_infant_deaths,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,calibration_loaded,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,contact_reciprocity_error_before,contact_reciprocity_error_after,country,temporal_dimension,burn_in_years,npi_scenario,npi_reduction_scale,implementation_note,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status
temporal_assumption_sensitivity,burnin_15y,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,843851.2799638966,4411891.392786845,64438.04013468411,11466.095158194474,22839.940889805785,24.03288090152274,21.567796812488094,4154287.1530461195,0.9416113823287012,0.827,0.9785845256718576,120390389.21866278,714009.5548700094,5.0,732.9308296816965,10.704847879118743,321.1748380673129,639.7656931625785,0.03992491602942204,0.6041318821402795,4185.058258715203,47382.128128192904,11006.867821440694,13803.857333411026,1740.0,1645.0,2,2.958904109589041,0.808732535586996,0.19126746441300405,5.228280738017727,0.28233192155221365,0.21917274680469598,1.0153116707651304e-05,0.014902610274377757,0.022611598902975098,0.2448075592581532,,True,Japan,JPN,2025,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8630.97870408271,8630.97870408271,True,7.644092124256049e-05,2.2471172848738243e-16,Japan,burn_in,15.0,country_profile,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,7.836584827693876,1.3660093158551223,0.3660093158551223,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,burnin_30y,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,1576370.7864651843,8261149.8910572175,121105.51765102783,22092.175952554564,44042.377262247384,46.34510621087475,41.65265079080905,7938104.8470461285,0.9608958742703859,0.8270000000000001,0.9954988779151173,120390389.55832525,714009.5557887099,5.0,1372.393580810694,20.118801524827052,618.8201761011751,1233.663524673623,0.07699137178789849,1.1667253036914516,3697.033965327166,91896.9151692095,20256.683564592888,12194.174227290341,1710.0,1825.0,2,2.958904109589041,0.8091826431848642,0.19081735681513567,5.24061341531317,0.2926838978751832,0.2283317664140222,1.0481532570076953e-05,0.01760728659620922,0.02443153256140861,0.25063459718499526,,True,Japan,JPN,2025,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8630.97870408271,8630.97870408271,True,7.644092124256049e-05,2.2471172848738243e-16,Japan,burn_in,30.0,country_profile,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,7.836584827693876,2.567291998643183,1.5672919986431828,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,burnin_10y,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,118883.57336410708,650091.1515912033,10600.232630887609,4032.0294374541063,8417.832131176721,5.063625941124991,4.803193367050732,243640.2629191928,0.37477861731057843,0.009999999999999998,0.922778446721971,5296182.755358683,55210.5477164746,5.0,2454.942291911813,40.02970864312522,1460.6011366378693,3049.3565013718835,0.19121794601976716,1.7399549780657144,6667.425714218078,9845.265562327912,10170.090690525738,967.4494545281324,30.0,1825.0,2,4.109589041095891,0.8171278395758497,0.18287216042415022,5.468300903104217,0.5534329295657757,0.42721458989733113,0.000461638275892057,0.02408541745329742,0.03901698903665692,0.48986888479992935,,True,New_Zealand,NZL,2025,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1076.446962131426,1076.446962131426,True,1.0204827386537681e-05,1.352852648487234e-16,New_Zealand,burn_in,10.0,country_profile,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,25.11070274470987,1.5941293658760056,0.5941293658760056,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,burnin_15y,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,53912.467546338434,294227.26215954474,4818.834968566607,1775.0185914547958,3694.6832762018967,2.210460658715582,2.0941975113981606,47446.78329087337,0.16125896336942885,0.01,0.4257942252931354,5296177.960144816,55210.547975111775,5.0,1111.0928083372014,18.197405770084217,642.9998094766065,1338.3976112200203,0.08347380602955193,0.7586222517994925,3991.7419620043447,4279.693928080718,3941.2088251554196,579.2048164863736,1825.0,1825.0,2,2.958904109589041,0.8167659001051222,0.18323409989487785,5.45749945328792,0.5576872106863343,0.4296398895644564,0.0004422009071439256,0.02817445782432383,0.040653081828176445,0.48841747012669,,True,New_Zealand,NZL,2025,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1076.446962131426,1076.446962131426,True,1.0204827386537681e-05,1.352852648487234e-16,New_Zealand,burn_in,15.0,country_profile,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,25.11070274470987,0.7246872361594064,0.27531276384059356,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,burnin_30y,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,49132.93810990402,268240.8753191073,4441.281499362377,1700.8002936228872,3541.367309404928,2.1152243057983724,2.0089319914886814,40591.31841807642,0.15132413495813338,0.01,0.4350223461166687,5296177.915553044,55210.547913657145,5.0,1012.9602124255554,16.771647668103704,616.1142600079754,1282.8589620024109,0.07987738854416841,0.7277348504602479,2922.776004975224,4045.929892856169,3104.7632479542017,424.097033689264,1825.0,1825.0,2,4.109589041095891,0.8168327699816295,0.18316723001837068,5.459491852880592,0.5641491205578215,0.43643024703149425,0.00046533389838628324,0.029923597764463256,0.041300849244024385,0.4924593396509476,,True,New_Zealand,NZL,2025,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1076.446962131426,1076.446962131426,True,1.0204827386537681e-05,1.352852648487234e-16,New_Zealand,burn_in,30.0,country_profile,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,25.11070274470987,0.6679083352869137,0.33209166471308627,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,burnin_10y,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,27956.151243286084,152465.03760047638,2205.173617639567,614.1827424080191,1300.613295548292,0.8009962470481535,0.7389105532435553,3680.243705207481,0.02413827958939212,0.009999999999999998,0.049758740043567555,10664041.38605741,92215.69662892708,5.0,285.942321641428,4.1357184163270375,133.20568294993643,282.0806745693018,0.015022376940423502,0.16025700184577185,1246.1698267927313,2150.2932278704448,783.7914802423022,364.08785224585426,0.0,1825.0,2,2.8767123287671232,0.8166389377967219,0.1833610622032781,5.453720588133254,0.4820454708399329,0.37532177351138524,0.00029377977307437647,0.019386358527574216,0.03596541147886842,0.42639992106041585,,True,Sweden,SWE,2025,False,exact_year,2025,low_imported_model_anchor,https://www.folkhalsomyndigheten.se/contentassets/975cc036216b48a39b7bf34319d4ecee/pertussis-surveillance-sweden-23rd-annual-report.pdf,"No public Swedish MRBP prevalence estimate was located in the accessible national surveillance material, so keep a conservative low anchor pending numeric reporting.",Sweden,SWE,2,relative_detection_prior_mean,Sweden,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Sweden_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,2149.0165326214287,2149.0165326214287,True,3.202340290308184e-05,1.4235413699758381e-16,Sweden,burn_in,10.0,country_profile,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,5.954795201043958,0.6945190013591045,0.3054809986408955,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,burnin_15y,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,37575.84296203067,204753.96744193078,2963.0909461117562,797.1282440205756,1687.091775549992,1.0388551790410396,0.9576229455971685,6813.422853196271,0.03327614569973395,0.01,0.07259039633800185,10664034.72051863,92215.69634541048,5.0,384.0084410977478,5.557166726793348,172.8834191165869,365.9012169101204,0.019483342023299717,0.2076919621167788,752.9669295692286,2762.718415795105,1047.394510856322,219.99083507749478,0.0,1825.0,2,4.8493150684931505,0.816482955463672,0.18351704453632803,5.449085138258345,0.4856211887746919,0.37723357044378725,0.0002833114825399781,0.024292670486060975,0.037468778859646175,0.42357642794644484,,True,Sweden,SWE,2025,False,exact_year,2025,low_imported_model_anchor,https://www.folkhalsomyndigheten.se/contentassets/975cc036216b48a39b7bf34319d4ecee/pertussis-surveillance-sweden-23rd-annual-report.pdf,"No public Swedish MRBP prevalence estimate was located in the accessible national surveillance material, so keep a conservative low anchor pending numeric reporting.",Sweden,SWE,2,relative_detection_prior_mean,Sweden,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Sweden_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,2149.0165326214287,2149.0165326214287,True,3.202340290308184e-05,1.4235413699758381e-16,Sweden,burn_in,15.0,country_profile,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,5.954795201043958,0.9332254996475948,0.06677450035240518,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,burnin_30y,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,41120.466605945374,223958.73618667971,3258.255511096071,878.1434267386451,1858.9562803569852,1.1439184012864245,1.0555708001996156,7974.045297220922,0.03560497542089269,0.01,0.08268890730531309,10664034.667400047,92215.6967339433,5.0,420.02627180371337,6.110736907216849,190.45421936619448,403.17567316557063,0.02145376373884798,0.22893516778279133,1062.9849216166315,3073.6271490138506,1289.9546895452409,310.56734397378847,0.0,1825.0,2,4.8493150684931505,0.8163926654253416,0.18360733457465847,5.446405517059449,0.4908829326006275,0.38220305684237854,0.00028559972545076276,0.02803069005978228,0.0389732448951192,0.4235933979202752,,True,Sweden,SWE,2025,False,exact_year,2025,low_imported_model_anchor,https://www.folkhalsomyndigheten.se/contentassets/975cc036216b48a39b7bf34319d4ecee/pertussis-surveillance-sweden-23rd-annual-report.pdf,"No public Swedish MRBP prevalence estimate was located in the accessible national surveillance material, so keep a conservative low anchor pending numeric reporting.",Sweden,SWE,2,relative_detection_prior_mean,Sweden,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Sweden_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,2149.0165326214287,2149.0165326214287,True,3.202340290308184e-05,1.4235413699758381e-16,Sweden,burn_in,30.0,country_profile,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,5.954795201043958,1.0261875851155304,0.026187585115530432,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,burnin_10y,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,349895.04541770474,1905439.6508994584,29547.881402468916,7322.557780419152,15456.932553138357,9.750606980008115,9.021790479776408,0.0,0.0,0.0,0.0,349192078.87305677,3517365.023282625,5.0,109.13418523403278,1.6923569112923993,41.63660997336741,87.88927194546889,0.005584666760755929,0.051298573904375214,146.70292714686488,25211.907169969443,2831.741181014354,1403.4931536212698,30.0,1825.0,2,2.958904109589041,0.8163704396239801,0.18362956037602007,5.445746305509255,0.45892966960658743,0.3519093814062872,0.00026603610047444613,0.019377199933828623,0.036617381570484976,0.4026690520017994,,True,United_States,USA,2025,False,nearest_past_year,2015,measured_multistate_surveillance_fraction,https://www.walshmedicalmedia.com/conference-abstracts-files/2155-9597.C1.016-015.pdf,"CDC surveillance abstract: 1208 B. pertussis isolates collected from 2011-2015 across 7 enhanced-surveillance states, 2 outbreak states, and 6 sporadic-state settings were susceptible to erythromycin and azithromycin; 54 DNA NPS extracts had no A2047G mutation.",United_States,USA,3,relative_detection_prior_mean,United_States,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_States_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,6748.293255785678,6748.293255785678,True,2.8951093600231316e-05,1.3156166320465292e-16,United_States,burn_in,10.0,country_profile,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,1.438792831407114,1.1762339055006996,0.17623390550069962,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,burnin_15y,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,281422.64483688015,1533064.8405434547,23848.123606461522,5917.22861612347,12490.136185456882,7.876535850574465,7.289699807255068,0.0,0.0,0.0,0.0,349191959.8804459,3517365.064377742,5.0,87.80642263747056,1.3659033624157033,33.645803081690005,71.01984557674292,0.004511292787652489,0.04144977660170564,123.62885375232754,20373.035072392013,1857.417743755969,1182.7452531383087,30.0,1825.0,2,2.958904109589041,0.8164313488938154,0.18356865110618473,5.447553239477437,0.4640532496969839,0.3563436513397042,0.00026715906713062077,0.023772555278479237,0.03790120219372101,0.40211233315765305,,True,United_States,USA,2025,False,nearest_past_year,2015,measured_multistate_surveillance_fraction,https://www.walshmedicalmedia.com/conference-abstracts-files/2155-9597.C1.016-015.pdf,"CDC surveillance abstract: 1208 B. pertussis isolates collected from 2011-2015 across 7 enhanced-surveillance states, 2 outbreak states, and 6 sporadic-state settings were susceptible to erythromycin and azithromycin; 54 DNA NPS extracts had no A2047G mutation.",United_States,USA,3,relative_detection_prior_mean,United_States,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_States_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,6748.293255785678,6748.293255785678,True,2.8951093600231316e-05,1.3156166320465292e-16,United_States,burn_in,15.0,country_profile,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,1.438792831407114,0.9493398442080602,0.05066015579193983,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,burnin_30y,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,231799.66281075083,1261913.48257623,19671.379053879762,4864.663340421161,10267.93920465498,6.475029565709492,5.9924632603886625,0.0,0.0,0.0,0.0,349191958.5629651,3517365.0569883087,5.0,72.27620520068112,1.1266799576275286,27.66083850612001,58.38426798637017,0.0037085788529359486,0.03407359294982944,93.64772488682463,16745.842238726153,1253.5334295488756,895.9186977587951,1500.0,1825.0,2,3.041095890410959,0.8163109705924325,0.18368902940756732,5.4439832537914405,0.46916677619634833,0.36193210602813,0.0002667934071742391,0.028803383670349087,0.04017107773080919,0.3999255213880159,,True,United_States,USA,2025,False,nearest_past_year,2015,measured_multistate_surveillance_fraction,https://www.walshmedicalmedia.com/conference-abstracts-files/2155-9597.C1.016-015.pdf,"CDC surveillance abstract: 1208 B. pertussis isolates collected from 2011-2015 across 7 enhanced-surveillance states, 2 outbreak states, and 6 sporadic-state settings were susceptible to erythromycin and azithromycin; 54 DNA NPS extracts had no A2047G mutation.",United_States,USA,3,relative_detection_prior_mean,United_States,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_States_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,6748.293255785678,6748.293255785678,True,2.8951093600231316e-05,1.3156166320465292e-16,United_States,burn_in,30.0,country_profile,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,1.438792831407114,0.7830730964413102,0.21692690355868982,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,burnin_10y,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,157881.1560247306,831160.105463108,14167.863775591457,3453.9897780503347,7209.899403966531,3.8556648591373346,3.6135511110824843,12592.997101686404,0.01515110869604335,0.009999999999999998,0.02144280053915097,214573652.7933841,2335083.066142545,5.0,77.47084459278356,1.3205594993746868,29.583442474756797,61.75283019697427,0.003593791510694006,0.030950086217291728,124.77005661730337,11601.487036189828,1007.4449196524416,733.4895015784145,30.0,1825.0,2,2.958904109589041,0.8100472400118846,0.18995275998811556,5.264466807760862,0.3776291655672822,0.27692630682068126,0.00036212552738478274,0.019562784738931166,0.03497944268226533,0.32272481261870095,,True,Brazil,BRA,2025,False,exact_year,2025,low_detected_model_anchor,https://www.paho.org/en/news/26-8-2025-paho-calls-strengthened-vaccination-and-surveillance-amid-spread-antibiotic,"PAHO reported antibiotic-resistant pertussis cases detected in Brazil since 2024, but no public national resistant fraction or denominator was located, so keep a conservative low detected anchor pending numeric reporting.",Brazil,BRA,3,relative_detection_prior_mean,Brazil,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Brazil_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,3281.6000029237703,3281.6000029237703,True,2.8141735141323725e-05,1.480345728618647e-16,Brazil,burn_in,10.0,country_profile,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,0.8601273820862417,1.5353068939296706,0.5353068939296706,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,burnin_15y,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,125274.99930082001,660135.403910338,11274.973531332702,2753.4420843970665,5747.452887365507,3.072746646144808,2.8804402443869987,9555.97077612592,0.014475773787499886,0.01,0.019767814673529588,214573603.5692618,2335083.0374993556,5.0,61.52997320541846,1.0509189708130409,23.58324770622061,49.22696790706394,0.002864049067575977,0.024670987696194885,102.14417736970532,9247.417242001455,642.609545107937,600.4779238859044,30.0,1825.0,2,2.958904109589041,0.8102283280691377,0.18977167193086242,5.2694903819170635,0.3836869230296145,0.2818818516942448,0.000363426069443934,0.023961902360123914,0.037213136906159,0.32214845769388767,,True,Brazil,BRA,2025,False,exact_year,2025,low_detected_model_anchor,https://www.paho.org/en/news/26-8-2025-paho-calls-strengthened-vaccination-and-surveillance-amid-spread-antibiotic,"PAHO reported antibiotic-resistant pertussis cases detected in Brazil since 2024, but no public national resistant fraction or denominator was located, so keep a conservative low detected anchor pending numeric reporting.",Brazil,BRA,3,relative_detection_prior_mean,Brazil,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Brazil_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,3281.6000029237703,3281.6000029237703,True,2.8141735141323725e-05,1.480345728618647e-16,Brazil,burn_in,15.0,country_profile,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,0.8601273820862417,1.221817829196454,0.2218178291964541,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,burnin_30y,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,97453.2824116881,514205.34641942347,8779.264957341617,2143.940369231118,4475.049191146247,2.392412348448964,2.2426905093508336,7183.9239304087805,0.013970924224014285,0.009999999999999998,0.018370584429430938,214573602.948827,2335083.0621885187,5.0,47.92810852340068,0.8182986944051415,18.362861723828743,38.328822332787425,0.0022299223348731514,0.019208657247925975,74.80490903959681,7196.9984767329715,388.2777689402961,439.7577767365908,30.0,1825.0,2,2.958904109589041,0.8104778896402254,0.1895221103597746,5.276429215048708,0.3909619944340927,0.2885974321851783,0.0003632516296002443,0.028875120489525896,0.0401078922984932,0.32161573001647337,,True,Brazil,BRA,2025,False,exact_year,2025,low_detected_model_anchor,https://www.paho.org/en/news/26-8-2025-paho-calls-strengthened-vaccination-and-surveillance-amid-spread-antibiotic,"PAHO reported antibiotic-resistant pertussis cases detected in Brazil since 2024, but no public national resistant fraction or denominator was located, so keep a conservative low detected anchor pending numeric reporting.",Brazil,BRA,3,relative_detection_prior_mean,Brazil,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Brazil_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,3281.6000029237703,3281.6000029237703,True,2.8141735141323725e-05,1.480345728618647e-16,Brazil,burn_in,30.0,country_profile,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,0.8601273820862417,0.951369194200463,0.04863080579953705,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,burnin_10y,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,37392.888366659885,196220.35148511862,2840.0650447966127,631.6209108537465,1231.8199390318473,1.2377087814725285,1.1631961074473671,2658.3432924519348,0.013547745034253208,0.01,0.017686042634184274,71273919.70743331,535605.5684553785,5.0,55.060912123415704,0.7969436945392006,23.585300379727737,45.997279026962566,0.0034731042899088516,0.04343480262170849,101.59534773983599,2454.125210065537,161.61568308838207,198.38626458788593,90.0,1825.0,2,2.958904109589041,0.8094341994413574,0.1905658005586427,5.24753128351732,0.30906831513242766,0.2307263845800584,1.2157091292111895e-05,0.012978329484681047,0.024683677356001188,0.2713941512004533,,True,Thailand,THA,2025,False,exact_year,2025,low_imported_model_anchor,https://www.cdc.gov/pertussis/hcp/antibiotic-resistance/index.html,"No public Thailand-specific MRBP prevalence estimate was located in accessible surveillance material; CDC notes increasing MRBP globally, so keep a conservative low imported anchor pending numeric reporting.",Thailand,THA,3,relative_detection_prior_mean,Thailand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Thailand_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1211.5809230877426,1211.5809230877426,True,4.086723819167002e-05,1.6177673822097892e-16,Thailand,burn_in,10.0,country_profile,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,0.1976821449825874,4.0314399391477584,3.0314399391477584,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,burnin_15y,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,28469.96690487744,149475.74292815055,2167.4950297262703,482.3288891280814,940.6365473766573,0.9450621578986763,0.8882103208911927,1961.2108135755907,0.013120595858274464,0.009999999999999998,0.01653539824896069,71273927.30856459,535605.5736916774,5.0,41.944017559472655,0.608215405429417,18.01060006913726,35.12422549650825,0.0026519154860296674,0.03316658244495764,74.88120532058493,1875.4096460197998,93.99309273548243,146.2213036930704,90.0,1825.0,2,2.958904109589041,0.809534534853844,0.19046546514615606,5.250295633555603,0.3136044290831001,0.23451293971372167,1.218579285037186e-05,0.016525575272958833,0.026346791821126803,0.27071987619616406,,True,Thailand,THA,2025,False,exact_year,2025,low_imported_model_anchor,https://www.cdc.gov/pertussis/hcp/antibiotic-resistance/index.html,"No public Thailand-specific MRBP prevalence estimate was located in accessible surveillance material; CDC notes increasing MRBP globally, so keep a conservative low imported anchor pending numeric reporting.",Thailand,THA,3,relative_detection_prior_mean,Thailand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Thailand_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,1211.5809230877426,1211.5809230877426,True,4.086723819167002e-05,1.6177673822097892e-16,Thailand,burn_in,15.0,country_profile,1.0,Near-term current-practice run varying pre-analysis burn-in duration.,0.1976821449825874,3.0767341455293846,2.0767341455293846,0.25,calibrated_country_scenario_analysis
