country,parameter,posterior_median,credible_interval_low,credible_interval_high,posterior_draws
Australia,beta_S,0.020562769122590314,0.018371556181866117,0.024373669245664937,64
Australia,reporting_multiplier,0.8811866811530858,0.6144118294475753,1.2584134793577033,64
Australia,VE_sus,0.11805821532424013,0.10923023266429714,0.21239082921611244,64
Australia,VE_inf,0.07862760587490171,0.06614770719361078,0.10289164005484223,64
Australia,VE_dur,1.018347515247639e-09,5.01949866649256e-10,2.0386384110172924e-09,64
Australia,relative_infectiousness_asymptomatic,0.23919413926467611,0.2028085922509959,0.3784930770595877,64
Australia,infectious_duration_symptomatic,23.68643513469862,21.64435892836978,31.720414129911322,64
Australia,infectious_duration_asymptomatic,13.644607398589798,9.078899143311537,17.79033846671795,64
Australia,fitness_R,0.7000000005065193,0.7000000002409311,0.700000000885942,64
Australia,resistance_prevalence,0.061086082375701484,0.03268471728141368,0.0799427862963545,64
China,beta_S,0.020837798366270102,0.014018766779164684,0.02507035400838256,64
China,reporting_multiplier,0.9086418539127761,0.8280390019215327,1.126649145309581,64
China,VE_sus,0.12808380707499728,0.10094413583573084,0.13263640363298956,64
China,VE_inf,0.07748367719051148,0.05768133565942616,0.12245031457787321,64
China,VE_dur,9.850947522520789e-10,6.470986191082632e-10,2.2862366368946706e-09,64
China,relative_infectiousness_asymptomatic,0.28891427818962523,0.26932341632751716,0.30648049555619344,64
China,infectious_duration_symptomatic,20.579431203361064,20.00360969497786,23.9238412450667,64
China,infectious_duration_asymptomatic,11.467466977252084,10.815549084676105,15.50910219664097,64
China,fitness_R,0.7000000005139456,0.7000000004130156,0.700000000556295,64
China,resistance_prevalence,0.9969405217032843,0.9965604580768739,0.998021364436706,64
United_Kingdom,beta_S,0.014455977015829184,0.012610975960512898,0.01571815753783423,64
United_Kingdom,reporting_multiplier,0.7040408719144523,0.44689847875445216,1.113448738004856,64
United_Kingdom,VE_sus,0.1412920513175135,0.1170462974039613,0.28725239776969913,64
United_Kingdom,VE_inf,0.0867790441172139,0.07322060365187888,0.16072278994471229,64
United_Kingdom,VE_dur,9.625489667167271e-10,6.355569357086341e-10,1.6676108311289313e-09,64
United_Kingdom,relative_infectiousness_asymptomatic,0.393331387979692,0.3344468856335683,0.559314011495446,64
United_Kingdom,infectious_duration_symptomatic,20.25018309253212,13.207812888201552,24.765803802763816,64
United_Kingdom,infectious_duration_asymptomatic,13.791926400222954,10.913167240480771,15.211917684150698,64
United_Kingdom,fitness_R,0.7000000004963007,0.7000000003160662,0.7000000006333154,64
United_Kingdom,resistance_prevalence,0.003137833199048411,0.0019518906498017078,0.005994084145964278,64
Japan,beta_S,0.015311988737143524,0.013734658429232606,0.020356562252688306,64
Japan,reporting_multiplier,1.1109922338363694,0.6610773279794429,2.671195578959977,64
Japan,VE_sus,0.13871350852207523,0.06306090819083444,0.25845526889326664,64
Japan,VE_inf,0.06864104869472995,0.025571514815397375,0.19947604547343617,64
Japan,VE_dur,9.644209476404162e-10,2.424829073699413e-10,2.009637154142598e-09,64
Japan,relative_infectiousness_asymptomatic,0.4230766037359317,0.3251031756674274,0.590639904941517,64
Japan,infectious_duration_symptomatic,24.928943330945135,16.20674792924158,34.57709270903167,64
Japan,infectious_duration_asymptomatic,12.773069101933954,10.763981157465022,16.92546887452884,64
Japan,fitness_R,0.7000000003714385,0.7000000002115214,0.700000000842236,64
Japan,resistance_prevalence,0.8541469001336678,0.798615894477795,0.9182035336554107,64
New_Zealand,beta_S,0.013840382618140782,0.011779367789098015,0.01737128126810462,64
New_Zealand,reporting_multiplier,0.6658732015491353,0.3900866954723364,1.2775771772868567,64
New_Zealand,VE_sus,0.1331220133649251,0.07059743549611175,0.22988094236735393,64
New_Zealand,VE_inf,0.11500400415695597,0.07637151777867018,0.1913234367213588,64
New_Zealand,VE_dur,6.560210166486941e-10,5.066605106942668e-10,1.5432378559919668e-09,64
New_Zealand,relative_infectiousness_asymptomatic,0.391930088319778,0.21867595249199712,0.5197500338692602,64
New_Zealand,infectious_duration_symptomatic,22.481515590855505,19.046207997211393,30.68502518747635,64
New_Zealand,infectious_duration_asymptomatic,14.475359507716728,11.784442656921836,17.143222808706124,64
New_Zealand,fitness_R,0.7000000007173393,0.7000000003778948,0.7000000008171422,64
New_Zealand,resistance_prevalence,0.007654554904845731,0.005045398937162266,0.012772752466537897,64
Sweden,beta_S,0.01241648721438251,0.012325865768773455,0.01241648721438251,64
Sweden,reporting_multiplier,1.0061559365924229,1.0061559365924229,1.0743822554130225,64
Sweden,VE_sus,0.15,0.15,0.17885289138497837,64
Sweden,VE_inf,0.08000000000000002,0.08000000000000002,0.09626990132728314,64
Sweden,VE_dur,1.0000000000000007e-09,1.0000000000000007e-09,1.1725273935065063e-09,64
Sweden,relative_infectiousness_asymptomatic,0.35000000000000003,0.32409154718252225,0.35000000000000003,64
Sweden,infectious_duration_symptomatic,21.0,21.0,22.254969689434617,64
Sweden,infectious_duration_asymptomatic,13.999999999999996,13.999999999999996,15.141556466712979,64
Sweden,fitness_R,0.70000000055,0.7000000004048575,0.70000000055,64
Sweden,resistance_prevalence,0.01,0.01,0.012741046185173127,64
United_States,beta_S,0.011737745346993213,0.011737745346993213,0.011737745346993213,64
United_States,reporting_multiplier,1.0132290791542693,1.0132290791542693,1.0132290791542693,64
United_States,VE_sus,0.15,0.15,0.15,64
United_States,VE_inf,0.08000000000000002,0.08000000000000002,0.08000000000000002,64
United_States,VE_dur,1.0000000000000007e-09,1.0000000000000007e-09,1.0000000000000007e-09,64
United_States,relative_infectiousness_asymptomatic,0.35000000000000003,0.35000000000000003,0.35000000000000003,64
United_States,infectious_duration_symptomatic,21.0,21.0,21.0,64
United_States,infectious_duration_asymptomatic,13.999999999999996,13.999999999999996,13.999999999999996,64
United_States,fitness_R,0.70000000055,0.70000000055,0.70000000055,64
United_States,resistance_prevalence,1.0000000000000007e-09,1.0000000000000007e-09,1.0000000000000007e-09,64
Brazil,beta_S,0.011158659535286625,0.010349072870663157,0.011158659535286625,64
Brazil,reporting_multiplier,0.9698054479804431,0.770898907672121,0.9698054479804431,64
Brazil,VE_sus,0.15,0.10258837790683605,0.15,64
Brazil,VE_inf,0.08000000000000002,0.06339139631757322,0.08000000000000002,64
Brazil,VE_dur,1.0000000000000007e-09,1.0000000000000007e-09,1.6562133603728573e-09,64
Brazil,relative_infectiousness_asymptomatic,0.35000000000000003,0.35000000000000003,0.40236050624247016,64
Brazil,infectious_duration_symptomatic,21.0,21.0,21.48591118969536,64
Brazil,infectious_duration_asymptomatic,13.999999999999996,13.467224002219467,13.999999999999996,64
Brazil,fitness_R,0.70000000055,0.7000000004641256,0.70000000055,64
Brazil,resistance_prevalence,0.01,0.01,0.010230778573637765,64
