country,parameter,rhat,rhat_rank,bulk_ess,tail_ess,n_chains,total_draws,converged,mean,sd
South_Africa,beta_S,0.9941872118404009,0.9962969902328782,206.0380239487708,168.79581070416612,4,240,True,0.009412377060798149,2.14295853202146e-05
Thailand,beta_S,0.9889876247935876,0.9879397401039952,240.0,98.34320920720718,4,240,True,0.009198868370984825,1.0661176184255134e-05
Japan,beta_S,1.0069048005436123,1.005007633976008,143.87592997231874,111.0316663371255,4,240,True,0.01177800823926685,1.483064310720157e-05
China,beta_S,0.9988872173267469,0.9974801750201404,165.14141230559073,212.9254302103251,4,240,True,0.010028351169985164,2.2635315291976883e-05
