analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_deaths,total_infant_deaths,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,calibration_loaded,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,contact_reciprocity_error_before,contact_reciprocity_error_after,country,strategy,maternal_protection_duration_days,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status
maternal_duration_sensitivity,maternal_direct_antibody_only_maternal_duration_90d,symptom_protective,country_timeline,maternal_direct_antibody_only,2025-01-01,2029-12-31,2025,2029,2272262.8028090424,11949510.146861525,491569.29167715734,33097.5626990138,71139.16604442114,24.36574695636382,19.944467446535146,11929681.84971398,0.9983406602526921,0.997,0.9989618262849304,1404870881.1466908,8131253.855693908,5.0,170.1154220964141,6.998070759014184,81.40826319384246,174.97711252639337,0.0034687525072020697,0.04905631480824828,683.1044918493906,144672.33913043851,6067.706011554615,26292.42765423879,1710.0,1825.0,2,3.041095890410959,0.8098446902942008,0.1901553097057991,5.258859200656353,0.3292274111480364,0.24818440191934982,0.0002978159178995719,0.01834810992834565,0.028000131546681704,0.2825813537551095,,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,4471.436261444852,4471.030414119333,True,2.010611200412732e-05,1.6667804836994706e-16,China,maternal_direct_antibody_only,90.0,4.430832490427902,1.5794031424416033,0.5794031424416033,0.25,calibrated_country_scenario_analysis
maternal_duration_sensitivity,maternal_immunization_maternal_duration_90d,symptom_protective,country_timeline,maternal_immunization,2025-01-01,2029-12-31,2025,2029,1326414.4288181737,7258742.839896113,292116.25830454647,19486.571781630977,41882.70079651289,14.389898493475943,11.737677373854007,7244526.834319849,0.9980415333770845,0.997,0.9986440808275799,1404870879.2951274,8131253.834530535,5.0,103.33679695230177,4.158620733189535,47.930054031466724,103.01658673758773,0.0020485723927448555,0.02887052258535646,276.1518005121192,87734.30638788959,1672.531358372432,10628.97596724366,1680.0,1825.0,2,3.041095890410959,0.8172666454681625,0.18273335453183756,5.472454673433855,0.4471756308862062,0.35745184207283076,0.00028838829483565637,0.018587259663003477,0.03014413377378453,0.3981558491545825,,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,4471.436261444852,4471.030414119333,True,0.1499976514171393,1.6667804836994706e-16,China,maternal_immunization,90.0,4.430832490427902,0.9385641958195357,0.06143580418046435,0.25,calibrated_country_scenario_analysis
maternal_duration_sensitivity,current_maternal_duration_180d,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,2345064.2343013496,12314891.5104807,510478.1178290759,37961.89897959718,76127.25917297536,75.77262885026356,71.21488619357507,12294742.64475556,0.9983638616947627,0.997,0.9989903533574525,1404870881.2260678,8131253.809277145,5.0,175.31705831546842,7.2672602820775705,93.3728054000369,187.24605321290036,0.010787130669849857,0.17516335823221818,708.7210665103745,150288.49639471708,6520.403278615027,27278.399705531738,1710.0,1825.0,2,3.041095890410959,0.8095749173019055,0.19042508269809452,5.251409036200494,0.32892952678874066,0.2481475010603851,1.5081407502027307e-05,0.01835696919010957,0.028004768663960344,0.2825527075271687,,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,4471.436261444852,4471.030414119333,True,2.010611200412732e-05,1.6667804836994706e-16,China,current,180.0,4.430832490427902,1.6401568548974288,0.6401568548974288,0.25,calibrated_country_scenario_analysis
maternal_duration_sensitivity,maternal_direct_antibody_only_maternal_duration_180d,symptom_protective,country_timeline,maternal_direct_antibody_only,2025-01-01,2029-12-31,2025,2029,2254708.0736626005,11861521.362565415,486989.000826276,31892.04364627499,69922.97419858896,21.247842737653215,16.859580180569328,11841767.585812788,0.9983346338004356,0.9970000000000001,0.9989546744534727,1404870882.049447,8131253.8453087425,5.0,168.86279748729146,6.932864892407038,78.44311407071575,171.98571223780064,0.003024881931734045,0.041468586521367354,678.3668017798767,143303.45382526182,5959.452711612554,26110.075812864594,1710.0,1825.0,2,3.041095890410959,0.8099140907187179,0.19008590928128222,5.2607792117838486,0.3293023750765781,0.2481893754093421,0.00037273833727288487,0.01834618815470055,0.028000004810618814,0.28258344377398587,,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,4471.436261444852,4471.030414119333,True,2.010611200412732e-05,1.6667804836994706e-16,China,maternal_direct_antibody_only,180.0,4.430832490427902,1.5646867507143123,0.5646867507143123,0.25,calibrated_country_scenario_analysis
maternal_duration_sensitivity,maternal_immunization_maternal_duration_180d,symptom_protective,country_timeline,maternal_immunization,2025-01-01,2029-12-31,2025,2029,1322574.4184586462,7240413.520209635,290802.74873332924,18867.324047431586,41364.779645791925,12.615447844409076,9.97026350366307,7226212.947222653,0.998038706912617,0.9970000000000001,0.9986404372593748,1404870879.0493844,8131253.718127154,5.0,103.07585740703674,4.139921370284263,46.406924937959595,101.74268588760589,0.0017959583378858856,0.02452331177770576,274.3060603894679,87337.12052969758,1657.67058579282,10557.93414213494,1680.0,1825.0,2,3.041095890410959,0.8173344084882663,0.1826655915117336,5.474484776930551,0.4472466177824878,0.35745796421009896,0.0003609353669129522,0.01858523204749978,0.0301441027783736,0.3981563475897014,,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,4471.436261444852,4471.030414119333,True,0.1499976514171393,1.6667804836994706e-16,China,maternal_immunization,180.0,4.430832490427902,0.9343439137516244,0.0656560862483756,0.25,calibrated_country_scenario_analysis
maternal_duration_sensitivity,current_maternal_duration_270d,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,2323129.770512157,12199713.802178483,505710.0357536909,37595.886402951626,75410.41306330735,74.97765067012041,70.46293842172625,12179692.331835713,0.9983588573742447,0.997,0.9989840806057895,1404870879.5246878,8131253.834596079,5.0,173.67736750734034,7.199380998270654,92.47254400789274,185.48286548984206,0.010673956128336538,0.1733138329095749,701.9742577598371,148864.57613964766,6399.475984015349,27018.717613774035,1710.0,1825.0,2,3.041095890410959,0.8095750598594108,0.19042494014058917,5.251412967554083,0.32893404870725096,0.24814707738338593,1.6468135256284226e-05,0.018357534063339294,0.02800660061986035,0.28255344588879505,,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,4471.436261444852,4471.030414119333,True,2.010611200412732e-05,1.6667804836994706e-16,China,current,270.0,4.430832490427902,1.6248370963749483,0.6248370963749483,0.25,calibrated_country_scenario_analysis
maternal_duration_sensitivity,maternal_direct_antibody_only_maternal_duration_270d,symptom_protective,country_timeline,maternal_direct_antibody_only,2025-01-01,2029-12-31,2025,2029,2250990.5978136454,11843978.196829729,485820.65383837104,31409.17188437601,69508.44922463555,19.881387993656052,15.499531257824454,11824237.026992891,0.9983332314946238,0.997,0.9989527235035457,1404870880.147131,8131253.812233328,5.0,168.61304998491133,6.916232099386834,77.25542114334561,170.96612854480406,0.0028303509275633774,0.03812334878664268,676.7974853423597,142969.0361552765,5935.6418898751435,26049.67339491194,1710.0,1825.0,2,3.041095890410959,0.809946408174226,0.1900535918257741,5.261673775240826,0.3293396284023034,0.24819651971409284,0.0004068807476536406,0.018344913851226788,0.027998264069703176,0.28258956973371985,,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,4471.436261444852,4471.030414119333,True,2.010611200412732e-05,1.6667804836994706e-16,China,maternal_direct_antibody_only,270.0,4.430832490427902,1.5609328753294636,0.5609328753294636,0.25,calibrated_country_scenario_analysis
maternal_duration_sensitivity,maternal_immunization_maternal_duration_270d,symptom_protective,country_timeline,maternal_immunization,2025-01-01,2029-12-31,2025,2029,1326548.8350188164,7263460.743053572,291467.02397912316,18668.23898282619,41311.03293093681,11.862342939907014,9.20878588716424,7249216.188571418,0.9980388749955347,0.9970000000000001,0.9986412841301489,1404870881.630114,8131253.842857894,5.0,103.40396171676021,4.149378107131457,45.91724558992456,101.61048647429067,0.0016887449366368504,0.0226503465889281,275.1848021761582,87534.18084815926,1664.9515896811586,10591.756592998026,1680.0,1825.0,2,3.041095890410959,0.8173668335321473,0.18263316646785274,5.475456727494351,0.44729872898378453,0.35747589249829115,0.00039400018897473704,0.018584199397570157,0.03014440551460395,0.3981761238826357,,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,4471.436261444852,4471.030414119333,True,0.1499976514171393,1.6667804836994706e-16,China,maternal_immunization,270.0,4.430832490427902,0.9364782162484179,0.06352178375158213,0.25,calibrated_country_scenario_analysis
maternal_duration_sensitivity,current_maternal_duration_90d,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,508376.24486096716,2674735.0830446063,37334.373650642985,15931.923071637957,33077.234719564534,20.299056648315734,19.212542096273772,94047.152689596,0.03516129626659837,0.0030000000000000005,0.10334200456444154,69850549.88724115,652913.0328391367,5.0,765.8451042582763,10.689786611819487,488.02588615391386,1013.2202316664134,0.05812139397924352,0.5885176472195591,2191.8226334624264,40726.6342759893,30990.313189554992,4194.520991853466,1680.0,1825.0,2,4.027397260273973,0.8099339825900476,0.1900660174099526,5.261329792811432,0.453079640888585,0.3311064545220629,0.0004172233802470032,0.02722388949658865,0.039260711135758464,0.38617781687599084,,True,United_Kingdom,GBR,2025,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8359.386799731114,8359.386799731114,True,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,current,90.0,7.268426842942312,1.4707153064626821,0.4707153064626821,0.25,calibrated_country_scenario_analysis
maternal_duration_sensitivity,maternal_direct_antibody_only_maternal_duration_90d,symptom_protective,country_timeline,maternal_direct_antibody_only,2025-01-01,2029-12-31,2025,2029,506766.37145781337,2671026.652243721,36728.975747764714,14793.797713440963,31890.499527070646,10.056527256723466,8.971435508508456,91528.23653823158,0.03426706224041076,0.0029999999999999996,0.10014043415067807,69850549.94944744,652913.0286006358,5.0,764.783284935282,10.516445689932686,453.16288894243564,976.868223794534,0.028794411107719617,0.27481257427919914,2197.025929848997,40304.96020034422,30695.602045578835,4204.478615154755,1680.0,1825.0,2,4.027397260273973,0.8102728136268808,0.1897271863731193,5.270725925558135,0.4532924172573686,0.33116186693931376,0.0006028087181692257,0.02720860134008625,0.03924219200141672,0.38623881519769643,,True,United_Kingdom,GBR,2025,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8359.386799731114,8359.386799731114,True,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,maternal_direct_antibody_only,90.0,7.268426842942312,1.4468668278809493,0.44686682788094934,0.25,calibrated_country_scenario_analysis
maternal_duration_sensitivity,maternal_immunization_maternal_duration_90d,symptom_protective,country_timeline,maternal_immunization,2025-01-01,2029-12-31,2025,2029,435408.29955174465,2400158.569658467,31916.81085209244,12598.022075664181,27150.213989709642,8.608207223479274,7.634840605344901,65537.87465932773,0.02730564367197352,0.0029999999999999996,0.0773495726584973,69850549.9243823,652913.0317806621,5.0,687.2268213369236,9.138599735190182,385.9019949810506,831.6640247067519,0.02464750022096665,0.2338700633535441,1872.073214979399,35344.707256132715,23356.986003663864,3582.6121524662294,1680.0,1825.0,2,4.027397260273973,0.8185918609478784,0.18140813905212166,5.512431830374947,0.5763302206393524,0.4445237807244979,0.0005704966580902968,0.02726908180357501,0.040381237274672854,0.5081094049030143,,True,United_Kingdom,GBR,2025,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8359.386799731114,8359.386799731114,True,0.1499965269595851,1.6570722974665014e-16,United_Kingdom,maternal_immunization,90.0,7.268426842942312,1.2573009170566007,0.25730091705660074,0.25,calibrated_country_scenario_analysis
maternal_duration_sensitivity,current_maternal_duration_180d,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,505976.3773211418,2662945.005880269,37083.402181862,15690.206125340492,32872.78316875018,19.205319329917863,18.123587785194644,92551.72360780499,0.03475540178390236,0.0029999999999999996,0.10181163729439427,69850549.92604311,652913.0316075131,5.0,762.4693030190206,10.617927051719835,480.62162541648814,1006.9574836886105,0.05498974410438348,0.5551608532172569,2190.413515864806,40489.51753828692,30761.48195598883,4191.824346536829,1680.0,1825.0,2,4.027397260273973,0.8099936813550962,0.19000631864490383,5.26298286884272,0.4531639442529809,0.33109987435747784,0.0005220936729381083,0.02722182591825271,0.03925737467825317,0.3861626499835369,,True,United_Kingdom,GBR,2025,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8359.386799731114,8359.386799731114,True,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,current,180.0,7.268426842942312,1.4608287709506094,0.46082877095060937,0.25,calibrated_country_scenario_analysis
maternal_duration_sensitivity,maternal_direct_antibody_only_maternal_duration_180d,symptom_protective,country_timeline,maternal_direct_antibody_only,2025-01-01,2029-12-31,2025,2029,504730.02707811457,2662340.6785427346,36386.29382706556,14298.960326981483,31448.343883216185,8.685803834430896,7.604146926133932,89858.37077945813,0.03375164249401892,0.003,0.09828898144750838,69850549.98136373,652913.0310077751,5.0,762.2962680331229,10.41832708168325,438.0050526763404,963.3241301579011,0.024869679155706825,0.2329298563515232,2195.2526081737583,40029.0444509495,30448.899760656386,4201.0849870947995,1680.0,1825.0,2,4.027397260273973,0.8104186924137804,0.18958130758621952,5.274781637135881,0.4534526576102586,0.3311891413054853,0.0007535732375893554,0.027202333225855434,0.039234005590459614,0.3862627455563542,,True,United_Kingdom,GBR,2025,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8359.386799731114,8359.386799731114,True,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,maternal_direct_antibody_only,180.0,7.268426842942312,1.433367536993168,0.433367536993168,0.25,calibrated_country_scenario_analysis
maternal_duration_sensitivity,maternal_immunization_maternal_duration_180d,symptom_protective,country_timeline,maternal_immunization,2025-01-01,2029-12-31,2025,2029,437113.2217044456,2411375.666907289,31872.149136265172,12271.184824089109,26981.543924706966,7.49990602073304,6.521954146873904,65781.88896869874,0.027279817853129176,0.0029999999999999996,0.07731834445204042,69850549.96294533,652913.0298060625,5.0,690.4385629566232,9.12581193796552,375.8903334410119,826.4973340391571,0.02147415023850672,0.19978018048777946,1876.2742007803945,35386.98478408586,23437.77689859496,3590.651638514966,1680.0,1825.0,2,4.027397260273973,0.8187286917989576,0.1812713082010425,5.516592834928572,0.5764290877801594,0.44451046216389767,0.000713105340003215,0.027259916631135632,0.040371504657781956,0.5080845611512386,,True,United_Kingdom,GBR,2025,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8359.386799731114,8359.386799731114,True,0.1499965269595851,1.6570722974665014e-16,United_Kingdom,maternal_immunization,180.0,7.268426842942312,1.2555415546111934,0.25554155461119343,0.25,calibrated_country_scenario_analysis
maternal_duration_sensitivity,current_maternal_duration_270d,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,505950.9939886687,2663220.7645704714,37048.68034976124,15615.656851062091,32853.668659171686,18.752437865150306,17.67056709671386,92441.41237855589,0.03471038285985465,0.0030000000000000005,0.1017251405175646,69850549.97511508,652913.0306350683,5.0,762.548259253297,10.607985295165232,478.3380364111657,1006.3719704664477,0.053693028535440425,0.541283946485989,2185.244720760373,40472.16130480025,30720.852158822214,4181.932755488461,1680.0,1825.0,2,4.027397260273973,0.8100228863038813,0.18997711369611875,5.263791940746967,0.4532285733669363,0.33111778556017235,0.0005699191218209827,0.02721987443705355,0.039255642375487114,0.3861831374325746,,True,United_Kingdom,GBR,2025,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8359.386799731114,8359.386799731114,True,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,current,270.0,7.268426842942312,1.459460970631582,0.459460970631582,0.25,calibrated_country_scenario_analysis
maternal_duration_sensitivity,maternal_direct_antibody_only_maternal_duration_270d,symptom_protective,country_timeline,maternal_direct_antibody_only,2025-01-01,2029-12-31,2025,2029,504883.780960007,2664090.9487096146,36307.58983897281,14104.254806055338,31313.244574707624,8.082406982449616,7.000029048908987,89634.00558472249,0.03364524984709619,0.003,0.09799586969486769,69850549.97834934,652913.0279126669,5.0,762.7974152058554,10.3957921162329,432.04084473994936,959.1857793009472,0.023141999554634324,0.21442454812971826,2190.6124505764205,39986.868216196395,30400.93311310551,4192.205053758426,1680.0,1825.0,2,4.027397260273973,0.8104855312073509,0.18951446879264902,5.276641970245115,0.45351305743408915,0.331192255270803,0.0008220727408290979,0.027197585493478126,0.03922914250226742,0.38626425669751446,,True,United_Kingdom,GBR,2025,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8359.386799731114,8359.386799731114,True,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,maternal_direct_antibody_only,270.0,7.268426842942312,1.4302671459543244,0.43026714595432436,0.25,calibrated_country_scenario_analysis
maternal_duration_sensitivity,maternal_immunization_maternal_duration_270d,symptom_protective,country_timeline,maternal_immunization,2025-01-01,2029-12-31,2025,2029,436584.7726438447,2409279.19986853,31756.826252039154,12085.24562456358,26823.4816676417,6.971659977671114,5.994553442548616,65377.16113991273,0.02713556865616913,0.0029999999999999996,0.0767753382916372,69850549.88267443,652913.0330142967,5.0,689.8382915854817,9.092792055432636,370.1946511549863,821.6555746729705,0.019961646656701117,0.18362486700176975,1878.9776861277207,35299.16798419457,23379.47255518476,3595.8253313231926,1680.0,1825.0,2,4.027397260273973,0.8187902951772179,0.181209704822782,5.518468235340772,0.5764784285434933,0.44450659179179497,0.0007779039108919393,0.02725709180191181,0.04036762440467035,0.5080758084260191,,True,United_Kingdom,GBR,2025,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8359.386799731114,8359.386799731114,True,0.1499965269595851,1.6570722974665014e-16,United_Kingdom,maternal_immunization,270.0,7.268426842942312,1.2509986344929362,0.25099863449293625,0.25,calibrated_country_scenario_analysis
