country,outcome,posterior_median,parameter_credible_interval_low,parameter_credible_interval_high,combined_median,combined_credible_interval_low,combined_credible_interval_high,posterior_draws,stochastic_replicates_per_draw,stochastic_overlay_applied,superspreading_k,aggregate_over_analysis_years,household_design_effect,credible_interval_low_percentile,credible_interval_high_percentile,superspreading_k_sweep
Australia,annualized_infections_per_100k,3204.506227514101,3201.9824370170127,3208.483462803415,3196.250837969041,2681.440877418696,3783.5643153845735,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Australia,annualized_reported_cases_per_100k,51.71476933297666,51.63061908043721,51.834813730531216,51.631216084111585,43.18460286015446,60.73458924482462,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Australia,annualized_infant_cases_per_100k,3055.4974528321923,3046.474606911047,3067.9706547866367,3053.671539996666,2560.511044034367,3606.0664869161255,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Australia,annualized_infant_infections_per_100k,6486.754566302905,6467.257849414171,6513.58780497566,6464.619334781065,5401.305636549798,7624.914168139411,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Australia,total_infections,24670051.55027106,24650621.992752627,24700670.498504132,24637558.5,20675948.55,29046780.974999998,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Australia,total_reported_cases,398128.73888815334,397480.9049885761,399052.9074194329,398068.0,332556.15,469455.02499999997,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Australia,total_infant_cases,239602.680612471,238895.13996225415,240580.7922148661,239058.5,200639.0,281416.125,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Australia,total_infant_infections,508671.2741720072,507142.408344025,510775.4573327587,508064.5,425482.925,599954.05,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Australia,resistant_infections,22167488.33452151,22151049.92410312,22194858.073401295,22114425.0,18461900.825,26082455.349999998,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,annualized_infections_per_100k,54.101692084810985,52.324175631234446,56.31484782180404,54.16183735684034,45.16279653291961,64.33874081278168,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,annualized_reported_cases_per_100k,0.8555301457895936,0.8274144205939756,0.8905493357948085,0.8544887262248604,0.7143927081514245,1.0180954614564737,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,annualized_infant_cases_per_100k,21.86444357168412,21.141645636252598,22.764588341080678,21.819517993841274,18.14647343933499,25.822166328539478,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,annualized_infant_infections_per_100k,45.04224990983164,43.55311640808422,46.89676635740243,45.00902330189283,37.47449406474184,53.62351607440149,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,total_infections,3058384.6251131925,2957901.006301197,3183494.5482567498,3050264.0,2546170.85,3627714.25,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,total_reported_cases,48363.37170558327,46773.98005385645,50343.01014936488,48307.5,40217.0,57489.1,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,total_infant_cases,12209.086011893838,11805.476351944048,12711.726303020765,12185.0,10125.975,14507.05,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,total_infant_infections,25151.552634549582,24320.021944149878,26187.11348960474,25128.5,20952.9,30007.025,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Brazil,resistant_infections,148030.18219539587,137503.06719771054,161890.22403422283,148607.0,121600.425,178497.49999999997,100,100,True,5.0,True,3.0,2.5,97.5,5.0
China,annualized_infections_per_100k,780.1868989379982,772.7239371933512,792.7476263740932,780.7482723021723,653.7728313946093,923.2333764362347,100,100,True,5.0,True,3.0,2.5,97.5,5.0
China,annualized_reported_cases_per_100k,32.91749854279979,32.59419218375736,33.463173129897115,32.90867487763445,27.405055552268937,39.038274638993244,100,100,True,5.0,True,3.0,2.5,97.5,5.0
China,annualized_infant_cases_per_100k,464.67953332052673,459.6979374130793,473.1035184898615,464.31899572649695,388.98801338188315,548.6016678919644,100,100,True,5.0,True,3.0,2.5,97.5,5.0
China,annualized_infant_infections_per_100k,921.8326979520905,911.926126845441,938.5799091872288,922.3243592713377,770.6936789453151,1093.7257491559321,100,100,True,5.0,True,3.0,2.5,97.5,5.0
China,total_infections,272381276.2556613,269775799.97920746,276766521.2297177,272102581.5,227463395.9,322232183.37499994,100,100,True,5.0,True,3.0,2.5,97.5,5.0
China,total_reported_cases,11492259.452749837,11379386.41190166,11682767.262063708,11481705.0,9603842.325,13603759.275,100,100,True,5.0,True,3.0,2.5,97.5,5.0
China,total_infant_cases,973904.6329801246,963463.8966106783,991560.155344759,973683.0,814472.8,1153046.7,100,100,True,5.0,True,3.0,2.5,97.5,5.0
China,total_infant_infections,1932035.0284264418,1911272.2248350775,1967134.895821133,1934377.5,1613477.875,2283069.0749999997,100,100,True,5.0,True,3.0,2.5,97.5,5.0
China,resistant_infections,272325027.685633,269719804.71989095,276709853.7598692,272332545.5,228861876.875,321523753.9,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,annualized_infections_per_100k,918.1603558062907,913.591746443928,925.9846415348003,915.8577877529808,767.7634308865753,1080.5918921004904,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,annualized_reported_cases_per_100k,14.429421145311458,14.35539997053671,14.556398698710133,14.405826778334626,12.064635623642952,17.096661254645678,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,annualized_infant_cases_per_100k,424.9030606558968,422.4727761111385,429.09659832626664,424.5321796163937,353.46180660151055,500.61301689704976,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,annualized_infant_infections_per_100k,837.9164155099602,833.1115172806926,846.2051596282892,837.8644243978154,698.6873908469089,989.0729666853343,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,total_infections,26895665.725867562,26761838.36444174,27124863.474292364,26884607.0,22465375.875,31717620.025,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,total_reported_cases,422680.9459675014,420512.65804891236,426400.5142956844,421371.0,353718.075,498768.475,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,total_infant_cases,81358.01354469953,80892.67667034251,82160.96823392143,81254.5,68102.675,95997.22499999999,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,total_infant_infections,160439.45406548431,159519.4398514258,162026.53554185628,160429.5,134554.725,188739.49999999997,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Japan,resistant_infections,26538934.19711761,26406513.04633176,26766069.30450578,26464196.5,22177083.225,31323535.099999998,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,annualized_infections_per_100k,2339.846064647137,2334.613490413175,2343.7428461986933,2332.1754533900403,1959.0640580363133,2750.1719388440893,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,annualized_reported_cases_per_100k,36.32706621492276,36.20483237613703,36.41922827756787,36.190900068383726,30.400356019522327,42.820343773490535,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,annualized_infant_cases_per_100k,1600.9760615175792,1591.8186857515698,1607.9774810201973,1593.6853301667848,1337.1619974152982,1888.6302287264346,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,annualized_infant_infections_per_100k,3304.0113075642707,3284.8818901444756,3318.629121767672,3297.156506079079,2740.7327963844928,3903.847807023354,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,total_infections,3359363.8522979864,3351851.329397747,3364958.5502298507,3348350.5,2811307.925,3966026.15,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,total_reported_cases,52155.496443246055,51980.00269805891,52287.815519874166,52041.5,43350.85,61451.225,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,total_infant_cases,22792.7965986488,22662.42440643892,22892.47481734242,22760.5,19085.925,26944.025,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,total_infant_infections,47038.5907091974,46766.24805691135,47246.70245380116,46955.0,39248.95,55474.05,100,100,True,5.0,True,3.0,2.5,97.5,5.0
New_Zealand,resistant_infections,3003547.4991145795,2996681.325674849,3008684.7501791203,2997199.5,2500951.05,3534593.425,100,100,True,5.0,True,3.0,2.5,97.5,5.0
South_Africa,annualized_infections_per_100k,136.12404343420462,126.82901456670024,148.41253874048567,135.80069453565946,111.2323665132451,164.504162630675,100,100,True,5.0,True,3.0,2.5,97.5,5.0
South_Africa,annualized_reported_cases_per_100k,2.099966074309949,1.9574781077342187,2.2882507840354482,2.0956040536709155,1.72562258447769,2.5373457112839866,100,100,True,5.0,True,3.0,2.5,97.5,5.0
South_Africa,annualized_infant_cases_per_100k,52.11444573077563,48.54375518670631,56.84161006876686,52.08303091839224,42.731247124353395,63.43720327367919,100,100,True,5.0,True,3.0,2.5,97.5,5.0
South_Africa,annualized_infant_infections_per_100k,95.32736124055577,88.79553418384931,103.97481931169527,95.29534860595018,78.08558960987708,115.57125470758122,100,100,True,5.0,True,3.0,2.5,97.5,5.0
South_Africa,total_infections,2580059.8745862246,2403886.4266214985,2812972.768551468,2582065.0,2119636.1,3117846.45,100,100,True,5.0,True,3.0,2.5,97.5,5.0
South_Africa,total_reported_cases,39802.21325757001,37101.565991730844,43370.911903520486,39814.0,32616.975,47984.94999999998,100,100,True,5.0,True,3.0,2.5,97.5,5.0
South_Africa,total_infant_cases,14681.34988910166,13675.43735764422,16013.056526565406,14666.0,12010.975,17780.025,100,100,True,5.0,True,3.0,2.5,97.5,5.0
South_Africa,total_infant_infections,26855.017351761046,25014.91202523054,29291.124177575923,26858.0,21991.0,32475.0,100,100,True,5.0,True,3.0,2.5,97.5,5.0
South_Africa,resistant_infections,1015382.9057102436,881020.306726394,1201277.6966273552,1015185.5,797434.05,1290154.9499999997,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,annualized_infections_per_100k,923.3921493973141,909.1862417957666,942.720552148592,920.7302312360382,770.5537996381082,1088.6551565613172,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,annualized_reported_cases_per_100k,13.414679875966069,13.19876912947308,13.708501498569827,13.411597347827424,11.224169054504431,15.88114625194343,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,annualized_infant_cases_per_100k,444.9799349222417,437.2977864059994,455.4344663809082,443.747878060066,370.44685087729226,527.3261931673458,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,annualized_infant_infections_per_100k,929.3381421717835,913.2621191016824,951.219790810177,926.7744084875201,777.2654936300488,1097.0740983175765,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,total_infections,2625811.678077757,2585415.287809184,2680775.046062745,2620676.5,2194921.85,3100345.125,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,total_reported_cases,38146.76472935167,37532.79352333208,38982.29295248904,38066.0,31989.0,45087.325,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,total_infant_cases,11255.163030400165,11060.853642922642,11519.59620378377,11239.5,9342.975,13290.05,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,total_infant_infections,23506.34597117378,23099.72506385069,24059.812552737803,23465.0,19672.9,27724.025,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Sweden,resistant_infections,2058193.6598706532,2020149.1100673298,2109771.3469085637,2056186.5,1713704.25,2431866.8749999995,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Thailand,annualized_infections_per_100k,33.57700649139699,31.757051945284292,35.306122461054215,33.45806204897718,27.83940009548146,39.87700646885883,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Thailand,annualized_reported_cases_per_100k,0.48763603437896375,0.4612179785183954,0.5127369811750805,0.4862702765538716,0.40104257189950676,0.5814379126179452,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Thailand,annualized_infant_cases_per_100k,15.226622203730235,14.40021605877041,16.012261029059445,15.181579854823823,12.368286101659628,18.361799796000007,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Thailand,annualized_infant_infections_per_100k,29.372155951097717,27.777969643858896,30.887705331633835,29.292957268172543,24.048776234039657,35.07988410901394,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Thailand,total_infections,604740.7584099178,571962.3803312945,635883.1316000547,603518.5,502120.325,722901.1749999999,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Thailand,total_reported_cases,8782.599048363545,8306.795394593773,9234.681538207667,8778.0,7238.0,10451.099999999999,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Thailand,total_infant_cases,1991.892296836548,1883.784804635149,2094.6667645022953,1986.5,1616.0,2390.0,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Thailand,total_infant_infections,3842.360465615314,3633.8147223039573,4040.6192275091935,3833.0,3142.0,4615.0,100,100,True,5.0,True,3.0,2.5,97.5,5.0
Thailand,resistant_infections,14187.708408116174,12862.43684168033,15524.088981398447,14146.5,11501.85,17314.025,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_Kingdom,annualized_infections_per_100k,2033.574148242278,2025.1492945951825,2037.610480870982,2028.9502200501709,1701.9422974767347,2388.282793312285,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_Kingdom,annualized_reported_cases_per_100k,33.12377343757872,32.95336170527367,33.206533046246406,32.9863990725314,27.682427684063292,39.03591919424346,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_Kingdom,annualized_infant_cases_per_100k,1479.4488609384834,1468.3980811902136,1484.6978186638444,1475.860448949642,1237.93759985211,1743.1993130417293,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_Kingdom,annualized_infant_infections_per_100k,3046.6164860955587,3023.6493229035577,3057.5275199228636,3040.79870991831,2543.0551378835717,3596.174570883216,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_Kingdom,total_infections,38358019.510274045,38199107.10390245,38434155.36325942,38234048.0,31838992.8,45218498.3,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_Kingdom,total_reported_cases,624792.7268323965,621578.3678641544,626353.791441581,621848.5,520168.275,734544.1,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_Kingdom,total_infant_cases,263834.4313376995,261863.71263325462,264770.4943854246,262957.0,220168.9,311158.5,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_Kingdom,total_infant_infections,543312.0057986949,539216.202703543,545257.8045649498,541822.0,452663.9,641770.775,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_Kingdom,resistant_infections,32953266.77776082,32806187.663908727,33023595.972467124,32904694.5,27485432.0,38925234.975,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,annualized_infections_per_100k,79.64977331903913,76.76208767533828,83.04271183671598,79.54252769085048,66.29792041486367,94.42482442660099,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,annualized_reported_cases_per_100k,1.2669034005103905,1.2208162272817686,1.321079699113295,1.264729045231867,1.0537013932080808,1.501003482680584,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,annualized_infant_cases_per_100k,31.53532563506929,30.37899402259858,32.89607795926991,31.477977806673493,26.296985721079693,37.604080074088785,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,annualized_infant_infections_per_100k,65.72662839323777,63.31624012418226,68.56316731927275,65.55451127499038,54.71392312329045,77.74361201887227,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,total_infections,7539600.605324995,7266252.664790962,7860774.611912095,7533197.0,6292306.15,8966387.5,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,total_reported_cases,119924.32931494521,115561.72367569394,125052.63290921281,119582.5,99629.225,142774.07499999998,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,total_infant_cases,30169.36438685231,29063.118426718418,31471.175690125965,30160.0,24984.975,35913.149999999994,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,total_infant_infections,62879.66152186083,60573.67744615806,65593.33569332975,62889.5,52227.9,74650.125,100,100,True,5.0,True,3.0,2.5,97.5,5.0
United_States,resistant_infections,0.0,0.0,0.0,0.0,0.0,0.0,100,0,False,5.0,True,3.0,2.5,97.5,5.0
Australia,annualized_infections_per_100k,3204.506227514101,3201.9824370170127,3208.483462803415,3200.379539376995,2831.4521447785046,3607.6946289691073,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Australia,annualized_reported_cases_per_100k,51.71476933297666,51.63061908043721,51.834813730531216,51.68720050581422,45.5741274914266,58.04887595347763,100,100,True,10.0,True,3.0,2.5,97.5,10.0
