country,outcome,posterior_median,parameter_credible_interval_low,parameter_credible_interval_high,combined_median,combined_credible_interval_low,combined_credible_interval_high,posterior_draws,stochastic_replicates_per_draw,stochastic_overlay_applied,superspreading_k,aggregate_over_analysis_years,household_design_effect,credible_interval_low_percentile,credible_interval_high_percentile,superspreading_k_sweep
Australia,annualized_infant_cases_per_100k,3055.4974528321923,3046.474606911047,3067.9706547866367,3055.9670059832247,2701.0493455629376,3441.531185608097,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Australia,annualized_infant_infections_per_100k,6486.754566302905,6467.257849414171,6513.58780497566,6475.012460943028,5712.514835900075,7283.9670881566035,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Australia,total_infections,24670051.55027106,24650621.992752627,24700670.498504132,24657922.5,21794482.45,27740618.099999998,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Australia,total_reported_cases,398128.73888815334,397480.9049885761,399052.9074194329,398314.0,351083.875,448139.325,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Australia,total_infant_cases,239602.680612471,238895.13996225415,240580.7922148661,239293.5,211727.725,268985.05,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Australia,total_infant_infections,508671.2741720072,507142.408344025,510775.4573327587,508377.5,449096.825,572759.4249999999,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Australia,resistant_infections,22167488.33452151,22151049.92410312,22194858.073401295,22143183.5,19510141.5,24903274.724999998,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Brazil,annualized_infections_per_100k,54.101692084810985,52.324175631234446,56.31484782180404,54.18425581846924,47.47667486327289,61.540517340618905,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Brazil,annualized_reported_cases_per_100k,0.8555301457895936,0.8274144205939756,0.8905493357948085,0.8558065674159663,0.7520728331962531,0.9726151081677538,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Brazil,annualized_infant_cases_per_100k,21.86444357168412,21.141645636252598,22.764588341080678,21.858916898930325,19.149339694757654,24.78706492104673,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Brazil,annualized_infant_infections_per_100k,45.04224990983164,43.55311640808422,46.89676635740243,45.01171094010726,39.41441488519173,51.18565534372781,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Brazil,total_infections,3058384.6251131925,2957901.006301197,3183494.5482567498,3058872.0,2686345.55,3469770.4499999997,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Brazil,total_reported_cases,48363.37170558327,46773.98005385645,50343.01014936488,48372.0,42403.8,54874.025,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Brazil,total_infant_cases,12209.086011893838,11805.476351944048,12711.726303020765,12198.5,10665.975,13875.0,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Brazil,total_infant_infections,25151.552634549582,24320.021944149878,26187.11348960474,25148.0,22087.975,28632.05,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Brazil,resistant_infections,148030.18219539587,137503.06719771054,161890.22403422283,148560.0,127747.975,172039.4,100,100,True,10.0,True,3.0,2.5,97.5,10.0
China,annualized_infections_per_100k,780.1868989379982,772.7239371933512,792.7476263740932,781.7307644873661,689.9893403902245,879.9448208838011,100,100,True,10.0,True,3.0,2.5,97.5,10.0
China,annualized_reported_cases_per_100k,32.91749854279979,32.59419218375736,33.463173129897115,32.94976304684329,29.011987896823904,37.243401417658085,100,100,True,10.0,True,3.0,2.5,97.5,10.0
China,annualized_infant_cases_per_100k,464.67953332052673,459.6979374130793,473.1035184898615,465.1148481405129,409.81988630140825,525.2852925898459,100,100,True,10.0,True,3.0,2.5,97.5,10.0
China,annualized_infant_infections_per_100k,921.8326979520905,911.926126845441,938.5799091872288,923.4186685224818,813.401013640927,1042.8848043053044,100,100,True,10.0,True,3.0,2.5,97.5,10.0
China,total_infections,272381276.2556613,269775799.97920746,276766521.2297177,272613579.0,240564596.25,307656386.84999996,100,100,True,10.0,True,3.0,2.5,97.5,10.0
China,total_reported_cases,11492259.452749837,11379386.41190166,11682767.262063708,11496380.5,10127248.6,12981549.174999999,100,100,True,10.0,True,3.0,2.5,97.5,10.0
China,total_infant_cases,973904.6329801246,963463.8966106783,991560.155344759,974855.0,862283.8,1100594.95,100,100,True,10.0,True,3.0,2.5,97.5,10.0
China,total_infant_infections,1932035.0284264418,1911272.2248350775,1967134.895821133,1936852.5,1702013.85,2183317.45,100,100,True,10.0,True,3.0,2.5,97.5,10.0
China,resistant_infections,272325027.685633,269719804.71989095,276709853.7598692,272557637.0,241030575.625,306909330.2,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Japan,annualized_infections_per_100k,918.1603558062907,913.591746443928,925.9846415348003,917.1571082547898,810.0775769682632,1030.4278322067962,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Japan,annualized_reported_cases_per_100k,14.429421145311458,14.35539997053671,14.556398698710133,14.426906270507047,12.750875184755282,16.315742743432114,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Japan,annualized_infant_cases_per_100k,424.9030606558968,422.4727761111385,429.09659832626664,424.7750329513476,374.1860002353998,477.8723717205168,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Japan,annualized_infant_infections_per_100k,837.9164155099602,833.1115172806926,846.2051596282892,838.1386158024254,738.2541903341821,942.7813892413511,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Japan,total_infections,26895665.725867562,26761838.36444174,27124863.474292364,26911568.5,23715470.85,30272801.4,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Japan,total_reported_cases,422680.9459675014,420512.65804891236,426400.5142956844,422112.5,373314.575,476229.925,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Japan,total_infant_cases,81358.01354469953,80892.67667034251,82160.96823392143,81331.0,71720.55,91598.525,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Japan,total_infant_infections,160439.45406548431,159519.4398514258,162026.53554185628,160540.0,141929.825,180566.275,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Japan,resistant_infections,26538934.19711761,26406513.04633176,26766069.30450578,26511160.0,23423061.1,29890042.45,100,100,True,10.0,True,3.0,2.5,97.5,10.0
New_Zealand,annualized_infections_per_100k,2339.846064647137,2334.613490413175,2343.7428461986933,2337.5943322529283,2066.073062288147,2627.5204971460794,100,100,True,10.0,True,3.0,2.5,97.5,10.0
New_Zealand,annualized_reported_cases_per_100k,36.32706621492276,36.20483237613703,36.41922827756787,36.25288971511293,32.038958842664336,40.90007030102814,100,100,True,10.0,True,3.0,2.5,97.5,10.0
New_Zealand,annualized_infant_cases_per_100k,1600.9760615175792,1591.8186857515698,1607.9774810201973,1595.7223005622088,1410.426265695883,1799.498615341297,100,100,True,10.0,True,3.0,2.5,97.5,10.0
New_Zealand,annualized_infant_infections_per_100k,3304.0113075642707,3284.8818901444756,3318.629121767672,3297.6481883575016,2904.080481867933,3733.20914757283,100,100,True,10.0,True,3.0,2.5,97.5,10.0
New_Zealand,total_infections,3359363.8522979864,3351851.329397747,3364958.5502298507,3354884.0,2966728.525,3778768.9499999997,100,100,True,10.0,True,3.0,2.5,97.5,10.0
New_Zealand,total_reported_cases,52155.496443246055,51980.00269805891,52287.815519874166,52068.0,45818.85,58795.025,100,100,True,10.0,True,3.0,2.5,97.5,10.0
New_Zealand,total_infant_cases,22792.7965986488,22662.42440643892,22892.47481734242,22791.5,20019.95,25685.05,100,100,True,10.0,True,3.0,2.5,97.5,10.0
New_Zealand,total_infant_infections,47038.5907091974,46766.24805691135,47246.70245380116,47001.5,41468.925,53022.025,100,100,True,10.0,True,3.0,2.5,97.5,10.0
New_Zealand,resistant_infections,3003547.4991145795,2996681.325674849,3008684.7501791203,2999041.5,2646426.55,3375369.05,100,100,True,10.0,True,3.0,2.5,97.5,10.0
South_Africa,annualized_infections_per_100k,136.12404343420462,126.82901456670024,148.41253874048567,136.10408579410384,117.4302326605299,157.80874684697133,100,100,True,10.0,True,3.0,2.5,97.5,10.0
South_Africa,annualized_reported_cases_per_100k,2.099966074309949,1.9574781077342187,2.2882507840354482,2.0968408628629818,1.8057637347644695,2.437935200228271,100,100,True,10.0,True,3.0,2.5,97.5,10.0
South_Africa,annualized_infant_cases_per_100k,52.11444573077563,48.54375518670631,56.84161006876686,52.152251233826846,44.71562169690123,60.73197338788416,100,100,True,10.0,True,3.0,2.5,97.5,10.0
South_Africa,annualized_infant_infections_per_100k,95.32736124055577,88.79553418384931,103.97481931169527,95.44088664132596,81.90924158990487,111.43646819498534,100,100,True,10.0,True,3.0,2.5,97.5,10.0
South_Africa,total_infections,2580059.8745862246,2403886.4266214985,2812972.768551468,2581070.5,2218357.925,2994539.05,100,100,True,10.0,True,3.0,2.5,97.5,10.0
South_Africa,total_reported_cases,39802.21325757001,37101.565991730844,43370.911903520486,39846.0,34284.975,46161.025,100,100,True,10.0,True,3.0,2.5,97.5,10.0
South_Africa,total_infant_cases,14681.34988910166,13675.43735764422,16013.056526565406,14680.0,12605.0,17085.025,100,100,True,10.0,True,3.0,2.5,97.5,10.0
South_Africa,total_infant_infections,26855.017351761046,25014.91202523054,29291.124177575923,26889.0,23042.95,31261.025,100,100,True,10.0,True,3.0,2.5,97.5,10.0
South_Africa,resistant_infections,1015382.9057102436,881020.306726394,1201277.6966273552,1017207.5,828138.55,1251877.15,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Sweden,annualized_infections_per_100k,923.3921493973141,909.1862417957666,942.720552148592,922.0538822033662,811.689943770143,1044.4278376682666,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Sweden,annualized_reported_cases_per_100k,13.414679875966069,13.19876912947308,13.708501498569827,13.413708148142856,11.81501785702698,15.156526855376185,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Sweden,annualized_infant_cases_per_100k,444.9799349222417,437.2977864059994,455.4344663809082,444.4990608522968,390.57048327631446,503.5662843023408,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Sweden,annualized_infant_infections_per_100k,929.3381421717835,913.2621191016824,951.219790810177,928.0988496146232,818.426051767627,1047.5419231692667,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Sweden,total_infections,2625811.678077757,2585415.287809184,2680775.046062745,2623906.0,2316854.425,2962831.325,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Sweden,total_reported_cases,38146.76472935167,37532.79352333208,38982.29295248904,38118.0,33641.975,43024.149999999994,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Sweden,total_infant_cases,11255.163030400165,11060.853642922642,11519.59620378377,11243.5,9878.0,12728.0,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Sweden,total_infant_infections,23506.34597117378,23099.72506385069,24059.812552737803,23499.0,20670.925,26519.125,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Sweden,resistant_infections,2058193.6598706532,2020149.1100673298,2109771.3469085637,2059382.0,1814552.85,2311368.0999999996,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Thailand,annualized_infections_per_100k,33.57700649139699,31.757051945284292,35.306122461054215,33.542958847045966,29.229819878775984,38.22380156146127,100,100,True,10.0,True,3.0,2.5,97.5,10.0
Thailand,annualized_reported_cases_per_100k,0.48763603437896375,0.4612179785183954,0.5127369811750805,0.48688100677360496,0.42336126283840847,0.5560085396743203,100,100,True,10.0,True,3.0,2.5,97.5,10.0
