country,parameter,rhat,rhat_rank,bulk_ess,tail_ess,n_chains,total_draws,converged,mean,sd
South_Africa,beta_S,49.55759292249777,6.221694935324991,4.7081015016206385,,4,80,False,0.009508642535694467,0.00014274484315711033
South_Africa,reporting_multiplier,4.689814825659901,3.9226956414407557,4.964534001587042,18.556177397356908,4,80,False,0.9942381995205889,0.016949011994059366
South_Africa,VE_sus,7.589473517455753,5.414054570898169,4.802952660517385,14.927804516845612,4,80,False,0.15745326179009336,0.009037278336219692
South_Africa,VE_inf,4.876181872297048,2.1276031670088535,4.885782938367186,5.859375,4,80,False,0.25150866429155316,0.0039265572340755305
South_Africa,relative_infectiousness_asymptomatic,5.440426280571144,5.45459827757817,4.899231139226295,9.258706266898024,4,80,False,0.35136284102655707,0.0023922391607809957
South_Africa,fitness_R,4.405137561232614,3.0758792245559845,4.996298104759668,5.756833741442207,4,80,False,1.0040799143093746,0.0024721188735571105
Thailand,beta_S,55.79939371631664,25.26946349191593,4.707656784477122,,4,80,False,0.009257274767817463,3.629436761113963e-05
Thailand,reporting_multiplier,5.186188461806165,3.7137101853298566,4.917659451002276,7.442645430093349,4,80,False,1.0156818608230664,0.018945355410967788
Thailand,VE_sus,26.41623199699212,5.516401308265977,4.7133347337248,,4,80,False,0.1501850033924359,0.004021279721575883
Thailand,VE_inf,10.06991924337866,8.906122772549342,4.765783305064429,5.756833741442207,4,80,False,0.250751877419663,0.008764526606524803
Thailand,relative_infectiousness_asymptomatic,6.895910729139977,7.994673403694609,4.824551058403113,,4,80,False,0.34626632332955937,0.0013156665920173957
Thailand,fitness_R,3.7104667476619486,2.6240661451664775,5.147045783286516,14.92780451684561,4,80,False,0.994595253703378,0.003887398996937485
Japan,beta_S,4.1404258845319575,2.3043606239786802,5.072749755983554,5.523968121803259,4,80,False,0.01181903083280877,0.0001246219421141245
Japan,reporting_multiplier,4.798002649514104,3.266644746161141,4.951518456808583,6.0308522766932695,4,80,False,0.951093760603867,0.026994416178090445
Japan,VE_sus,3.548930531074737,3.918227699130796,5.175752569110635,6.3661482592563345,4,80,False,0.15350198120740988,0.0031145782838056173
Japan,VE_inf,3.0395664446814905,2.41297939224138,5.374423760325495,13.142112125162972,4,80,False,0.250842000922478,0.0049319299448852445
Japan,relative_infectiousness_asymptomatic,6.299464717592327,4.528732794738313,4.856250553381513,13.142112125162972,4,80,False,0.3470127480226377,0.005143166752884927
Japan,fitness_R,2.0636600892345465,2.1014722137655673,6.451711537332342,6.3661482592563345,4,80,False,1.0044205851608659,0.0027171188387379846
China,beta_S,3.2320393618842282,2.7415992383236407,5.181731894523192,5.11429940524847,4,80,False,0.009836157611948454,0.00010818828128924762
China,reporting_multiplier,2.0927175613452396,2.0920444317576417,6.229519590354914,9.645933014354066,4,80,False,1.045068782305307,0.014228653865888109
China,VE_sus,4.273061069237295,2.3901647760052387,5.034397711962388,5.012806543365361,4,80,False,0.14812187845363128,0.004662840282022274
China,VE_inf,8.366646351435513,3.328744961950356,4.783475718731194,9.70942366350939,4,80,False,0.24870887497587715,0.0058535740365636595
China,relative_infectiousness_asymptomatic,3.3978408617369515,2.6112932902832213,5.21953475545287,6.005755515702548,4,80,False,0.3550896351709395,0.005641246863673977
China,fitness_R,7.481102200398127,4.597217584033368,4.811146044623975,5.231164176212734,4,80,False,1.0096874891333205,0.004745348962120302
