analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_deaths,total_infant_deaths,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,contact_reciprocity_error_before,contact_reciprocity_error_after,country,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status,calibration_calibration_config_hash,relative_reduction_infant_cases,relative_reduction_total_infections,relative_reduction_reported_cases,relative_reduction_resistant_infections,relative_reduction_deaths,relative_reduction_infant_deaths
intervention_comparison,maternal_direct_antibody_only,symptom_protective,country_timeline,maternal_direct_antibody_only,2025-01-01,2050-12-31,2025,2050,7084927.966929659,39864643.69549249,403396.7952451458,280020.18882480945,592837.0294467716,187.61278388494276,172.12702297837274,38113328.20903714,0.9560684525407317,0.043,0.9997210130113334,29587872.668176945,301444.6920209161,26.013698630136986,5179.3116132229425,52.41029425245662,3570.915706128353,7560.065824219574,0.24375109878988863,2.195024195870158,16358.881896161363,4384532.848748185,188433.61303143576,13260.945603763492,1456.0,9495.0,7,4.331050228310502,0.8222753971903489,0.17772460280965097,5.626682992624458,0.5936888611662687,0.47123005359654824,0.0013762698592936823,0.018427983753648715,0.02549233295884251,0.5483922745944838,,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,stale_parameter_overlay,eada318a67470d0adce650bb9035caa6e850e46aeba811925223a1f84f38efda,True,accepted,5639.657897067012,5639.657897067012,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,2.2123549308250573e-05,1.8217185182562625e-16,Australia,54.978665659530755,0.9532842171365268,0.04671578286347322,0.25,calibrated_country_scenario_analysis,,,,,,,
intervention_comparison,maternal_adult_boosting_only,symptom_protective,country_timeline,maternal_adult_boosting_only,2025-01-01,2050-12-31,2025,2050,6719900.435678504,38846120.01692968,388947.8128564486,269411.9972593106,568979.4667540716,331.566870305939,316.512285322475,37125721.676644295,0.9557124794050059,0.043,0.9997046257104611,29587881.427194912,301444.6990926399,26.013698630136986,5046.981041854577,50.53303230546036,3435.636244304784,7255.825642998313,0.4307796268486617,4.036275630943722,16034.773372375828,4186248.0694354703,176240.69083985093,12998.218445309543,1463.0,9495.0,6,4.806027397260275,0.8270123133854841,0.1729876866145159,5.780758269970916,0.6690130581187858,0.5395752789394006,0.0006321381533181032,0.02146460119741163,0.029685958001448125,0.6172303607666079,,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,stale_parameter_overlay,eada318a67470d0adce650bb9035caa6e850e46aeba811925223a1f84f38efda,True,accepted,5639.657897067012,5639.657897067012,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,2.2123549308250573e-05,1.8217185182562625e-16,Australia,54.978665659530755,0.9191389368814241,0.08086106311857588,0.25,calibrated_country_scenario_analysis,,,,,,,
intervention_comparison,maternal_cocooning_only,symptom_protective,country_timeline,maternal_cocooning_only,2025-01-01,2050-12-31,2025,2050,7089210.855816908,39849696.81129778,402431.5492768395,267820.0187444755,565613.7569731306,330.1327162536082,314.6410996571786,38102137.10308999,0.956146223232686,0.043,0.9997202216310027,29587882.04346116,301444.69958336663,26.013698630136986,5177.368037106755,52.28487057795024,3415.3347705795595,7212.904920119298,0.42891633058801193,4.012413608774407,16395.43125061748,4389056.5976869585,188631.74111807672,13290.577695751968,1456.0,9495.0,7,4.331050228310502,0.8221012599070252,0.17789874009297474,5.621175279135606,0.594776000908155,0.4720247995251061,0.0006126237018879495,0.021141848401430192,0.02924895449926771,0.543772574305569,,True,Australia,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Australia_calibrated_config.yaml,stale_parameter_overlay,eada318a67470d0adce650bb9035caa6e850e46aeba811925223a1f84f38efda,True,accepted,5639.657897067012,5639.657897067012,True,Australia,AUS,2025,False,nearest_past_year,2024,measured_national_genomic_surveillance_fraction,https://doi.org/10.1016/j.lanmic.2025.101286,Nationwide Australian tNGS study of 2024-positive respiratory specimens estimated macrolide resistance at 8/188 (4.3%).,Australia,AUS,3,relative_detection_prior_mean,0.30000233980323493,1.8217185182562625e-16,Australia,54.978665659530755,0.9510029017753446,0.04899709822465537,0.25,calibrated_country_scenario_analysis,,,,,,,
intervention_comparison,maternal_direct_antibody_only,symptom_protective,country_timeline,maternal_direct_antibody_only,2025-01-01,2050-12-31,2025,2050,472650.4897781078,2482308.981498627,40365.78673758758,9641.130204264216,20153.875969389068,6.6738426057959295,5.7154146240899815,97317.21705317835,0.039204312508439504,0.009999999999999998,0.08131128007295994,217280777.28563994,2146557.957901392,26.013698630136986,43.91697596394514,0.7141509373462942,17.26566158851928,36.09224176129863,0.0011807353052759157,0.010235357540754502,71.78427114041294,291231.35921809345,1614.0988445042778,427.3244446649878,35.0,9495.0,8,3.43013698630137,0.8095924023556655,0.19040759764433426,5.2518912709981125,0.3617791900383879,0.2686159227631625,0.0007102389828841551,0.023886284051689556,0.03259323505703986,0.30458943194677435,,True,Brazil,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Brazil_calibrated_config.yaml,stale_parameter_overlay,bb8ba9fefeaf93617ad45442075b8c5d18a9d8b3587a6adfd1ead792f78ed606,True,accepted,3219.323018379445,3219.323018379445,True,Brazil,BRA,2025,False,exact_year,2025,low_detected_model_anchor,https://www.paho.org/en/news/26-8-2025-paho-calls-strengthened-vaccination-and-surveillance-amid-spread-antibiotic,"PAHO reported antibiotic-resistant pertussis cases detected in Brazil since 2024, but no public national resistant fraction or denominator was located, so keep a conservative low detected anchor pending numeric reporting.",Brazil,BRA,3,relative_detection_prior_mean,2.8141735141396627e-05,1.739283159430409e-16,Brazil,0.8601273820862417,0.8302850859300849,0.16971491406991512,0.25,calibrated_country_scenario_analysis,112000b0ea2994adb3bf5a3e46f2fc647e37a48283af1a8a1447171b7e1903ad,,,,,,
intervention_comparison,maternal_adult_boosting_only,symptom_protective,country_timeline,maternal_adult_boosting_only,2025-01-01,2050-12-31,2025,2050,74023.09085369381,401872.9860027648,6506.744228633142,1615.8249162206544,3328.426951718773,1.9416461729523566,1.7847031512165734,5092.878267332442,0.012672855466073564,0.01,0.012882113940490828,217280776.823974,2146557.9609310734,26.013698630136986,7.109931292149959,0.11511722860828633,2.8936738286189785,5.960659390737736,0.0003435157715045369,0.0031961066751021575,11.087423855392299,47006.24360074583,43.91913666056561,66.00230324044657,9163.0,9495.0,8,3.5726027397260274,0.8158047606285621,0.184195239371438,5.429021962850272,0.46944130694093955,0.36774025411631023,0.0003430791904747498,0.026997793564452525,0.03683379791135474,0.40526663627465753,,True,Brazil,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Brazil_calibrated_config.yaml,stale_parameter_overlay,bb8ba9fefeaf93617ad45442075b8c5d18a9d8b3587a6adfd1ead792f78ed606,True,accepted,3219.323018379445,3219.323018379445,True,Brazil,BRA,2025,False,exact_year,2025,low_detected_model_anchor,https://www.paho.org/en/news/26-8-2025-paho-calls-strengthened-vaccination-and-surveillance-amid-spread-antibiotic,"PAHO reported antibiotic-resistant pertussis cases detected in Brazil since 2024, but no public national resistant fraction or denominator was located, so keep a conservative low detected anchor pending numeric reporting.",Brazil,BRA,3,relative_detection_prior_mean,2.8141735141396627e-05,1.739283159430409e-16,Brazil,0.8601273820862417,0.13383741874263916,0.8661625812573608,0.25,calibrated_country_scenario_analysis,112000b0ea2994adb3bf5a3e46f2fc647e37a48283af1a8a1447171b7e1903ad,,,,,,
intervention_comparison,maternal_cocooning_only,symptom_protective,country_timeline,maternal_cocooning_only,2025-01-01,2050-12-31,2025,2050,429708.5929670823,2256724.393796563,36654.728980625805,8398.799051318045,17301.334289440794,10.152841612822762,9.277683693772307,80861.41284606252,0.03583131953035109,0.01,0.07001284195838567,217280775.57337365,2146557.9686571127,26.013698630136986,39.92593689154526,0.648494960253037,15.040852926070169,30.98381362409375,0.0017962393397160147,0.016614789219266967,61.207964506690544,264908.3941440355,1339.9070527334268,364.36476710359585,35.0,9495.0,8,3.43013698630137,0.8095874737082231,0.19041252629177685,5.251755330779338,0.36505828271130775,0.2718886356985376,0.0003176209468701539,0.026378840854073535,0.03599409081587682,0.30236773009448725,,True,Brazil,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Brazil_calibrated_config.yaml,stale_parameter_overlay,bb8ba9fefeaf93617ad45442075b8c5d18a9d8b3587a6adfd1ead792f78ed606,True,accepted,3219.323018379445,3219.323018379445,True,Brazil,BRA,2025,False,exact_year,2025,low_detected_model_anchor,https://www.paho.org/en/news/26-8-2025-paho-calls-strengthened-vaccination-and-surveillance-amid-spread-antibiotic,"PAHO reported antibiotic-resistant pertussis cases detected in Brazil since 2024, but no public national resistant fraction or denominator was located, so keep a conservative low detected anchor pending numeric reporting.",Brazil,BRA,3,relative_detection_prior_mean,0.2999998417774205,2.0462155224925985e-16,Brazil,0.8601273820862417,0.7539522328426638,0.24604776715733623,0.25,calibrated_country_scenario_analysis,112000b0ea2994adb3bf5a3e46f2fc647e37a48283af1a8a1447171b7e1903ad,,,,,,
intervention_comparison,maternal_direct_antibody_only,symptom_protective,country_timeline,maternal_direct_antibody_only,2025-01-01,2050-12-31,2025,2050,214121031.13960642,1126629010.021556,21652563.138670713,5019476.948464063,10598485.328981543,3743.3159878559436,3056.160096112991,1126521837.8201268,0.9999048735648773,0.9970000000000001,0.9999968874976811,1340180781.8150702,8056766.614178455,26.013698630136986,3231.5839268562618,62.10746784589708,2394.945175884561,5056.859822435216,0.10737198910995453,1.4581869692929634,12850.495303645263,132520179.6609188,3675713.2983322535,471835.25596575876,2415.0,9495.0,9,3.1356164383561644,0.809945395303189,0.19005460469681107,5.261645733841981,0.33283184910710734,0.25607901451693826,0.0008572672499016832,0.012012933573929937,0.016536954287077524,0.3034246939961982,,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,stale_parameter_overlay,eada318a67470d0adce650bb9035caa6e850e46aeba811925223a1f84f38efda,True,accepted,33424.741744253144,33266.35043431175,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,4,relative_detection_prior_mean,4.3354243129576535e-05,1.6667804836994706e-16,China,4.430832490427902,14.017110324091517,13.017110324091517,0.25,calibrated_country_scenario_analysis,,,,,,,
intervention_comparison,maternal_adult_boosting_only,symptom_protective,country_timeline,maternal_adult_boosting_only,2025-01-01,2050-12-31,2025,2050,182996750.75133604,1009302384.6202191,19014701.521784976,4670372.864003574,9311012.792880189,10030.601183171144,9415.639384771304,1009195245.4556104,0.9998938482993389,0.997,0.9999958033766473,1340181087.3906655,8056766.621586099,26.013698630136986,2895.047607307775,54.54110381897965,2228.376993217603,4442.567498437982,0.2877142509291206,4.492488028776339,12323.254997572745,114558477.29137006,2996871.0837184787,452476.52829697245,2422.0,9495.0,8,3.583561643835617,0.8186898658520517,0.1813101341479483,5.515411505812489,0.4674886627611656,0.3790880912753224,1.847101349580686e-05,0.013769601413900353,0.018941540397943317,0.4347590499358262,,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,stale_parameter_overlay,eada318a67470d0adce650bb9035caa6e850e46aeba811925223a1f84f38efda,True,accepted,33424.741744253144,33266.35043431175,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,4,relative_detection_prior_mean,4.3354243129576535e-05,1.6667804836994706e-16,China,4.430832490427902,12.309448379465234,11.309448379465234,0.25,calibrated_country_scenario_analysis,,,,,,,
intervention_comparison,maternal_cocooning_only,symptom_protective,country_timeline,maternal_cocooning_only,2025-01-01,2050-12-31,2025,2050,215003352.4320071,1129400290.670288,21918488.98342945,5123717.813055169,10218875.72243332,11036.467181718324,10347.187776814586,1129293149.20183,0.9999051341943656,0.997,0.9999969139906677,1340181335.2207036,8056766.636948157,26.013698630136986,3239.5316353008125,62.87021443714247,2444.681657128695,4875.736515281329,0.3165661003674496,4.936958100306001,12801.244186549517,133021778.3076691,3708932.389992952,470027.0829155123,2415.0,9495.0,9,3.1356164383561644,0.8096305143463307,0.1903694856536691,5.252942700172319,0.3332420327989665,0.2569225987654051,1.815434593927394e-05,0.013309912273885265,0.018323877086222125,0.30159008909291984,,True,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,stale_parameter_overlay,eada318a67470d0adce650bb9035caa6e850e46aeba811925223a1f84f38efda,True,accepted,33424.741744253144,33266.35043431175,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,4,relative_detection_prior_mean,0.30000362497343147,1.6667804836994706e-16,China,4.430832490427902,14.189255534476514,13.189255534476514,0.25,calibrated_country_scenario_analysis,,,,,,,
intervention_comparison,maternal_direct_antibody_only,symptom_protective,country_timeline,maternal_direct_antibody_only,2025-01-01,2050-12-31,2025,2050,18971169.784462683,98900935.07001258,1640165.1502271695,383219.1513232795,807117.3616161437,307.39780146081864,232.1730196928471,98307917.70040822,0.9940039255525283,0.827,0.9998781781945109,112452631.44986425,736051.7875515319,26.013698630136986,3380.871547048287,56.06810173167467,2001.4130553358434,4215.277913822366,0.10508216932917497,1.2125545164051994,11723.007276857139,11766381.114465693,337393.969048968,36117.34292571213,2093.0,9495.0,9,3.090068493150685,0.8081800766490947,0.19181992335090536,5.213222810910273,0.32753641908795833,0.256443027717959,0.0007384303425745965,0.012573106464166279,0.017327142722106406,0.29689773955911103,,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,stale_parameter_overlay,eada318a67470d0adce650bb9035caa6e850e46aeba811925223a1f84f38efda,True,accepted,7644.768761876633,7586.597997752492,True,Japan,JPN,2025,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,3.8573576790026e-05,1.9122999563390094e-16,Japan,7.836584827693876,7.154660220550973,6.154660220550973,0.25,calibrated_country_scenario_analysis,,,,,,,
