country,grid_valid,issue,grid_points,grid_half_width,grid_min_edge_drop,grid_effective_points,grid_max_weight,grid_smoothing,grid_tail_drop_target,grid_min_effective_points_target,grid_max_single_weight_target
China,True,,81,0.0082259788705929,31.005173450456823,14.34920967306138,0.1212442518846014,savgol,20.0,10.0,0.2
